fy,source,amount,status,document,page
2020,FEES                                        CH 70 SCHOOL AID,7774336.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,FEES                                        SMART GROWTH 40S,138069.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,UNRESTRICTED GEN'L GOVT AID,1122928.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,E-RATE REIMBURSEMENT,474239.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,BUILDING RENTAL - SOLAR PANELS,15000.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,SCHOOL TRANSPORTATION,6705.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,ROOM OCCUPANCY EXCISE,431.96,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,VETERANS BENEFITS REIMBURSEMENT,51622.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,SUBDIVISION/FORM A FILING FEES,2775.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,LOCAL OPTION MEALS TAX,134866.56,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,PLANNING BOARD FEES/PERMITS,450.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,WETLANDS BYLAWS,3607.35,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,STUDENT PARKING FEES,4440.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,TRAILER PARKS,11844.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,ZONING BOARD FILING FEES,1000.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,RESCUE WAGON,262399.66,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,CEMETERIES BURIALS,4100.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,MEADOW WOODS WATER PRINCIPAL,20000.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,COPIER FEES,1845.04,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,MEADOW WOODS WATER INTEREST,36837.50,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,WETLANDS FILING FEES,5973.50,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,WETLANDS ADVERTISING FEE,902.50,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,RENTAL OF OFFICE SPACE,450.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,PARKING FINES,275.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,LAND LEASE,1000.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,CONSERVATION FINES,11000.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,POLE LOCATIONS,150.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,COURT FINES,14842.61,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,FORM OF INTENT-BUSINESS,540.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2020,DOG FINES,11065.00,check failed,4127-fy-2020-annual-town-report.pdf,24
2021,PERSONAL PROPERTY TAXES,805.93,no check,4128-fy-2021-annual-town-report.pdf,25
2021,RENTAL FEES CELL TOWER,76.84,no check,4128-fy-2021-annual-town-report.pdf,25
2021,REAL ESTATE TAXES,27.88,no check,4128-fy-2021-annual-town-report.pdf,25
2021,STREET LISTS,80.00,no check,4128-fy-2021-annual-town-report.pdf,25
2021,TAX LIENS REDEEMED,220.77,no check,4128-fy-2021-annual-town-report.pdf,25
2021,PRIOR YEAR REFUNDS,7.02,no check,4128-fy-2021-annual-town-report.pdf,25
2021,DISHONORED CHECK FEE,375.00,no check,4128-fy-2021-annual-town-report.pdf,25
2021,CEMETERY WEEKEND BURIAL FEES,4.50,no check,4128-fy-2021-annual-town-report.pdf,25
2021,SUPPL TAX-NEW CONSTRUCTION,66.37,no check,4128-fy-2021-annual-town-report.pdf,25
2021,COBRA FEES,451.89,no check,4128-fy-2021-annual-town-report.pdf,25
2021,PRO FORMA/ROLL BACK TAXES,47.18,no check,4128-fy-2021-annual-town-report.pdf,25
2021,ON-LINE FEES,159.00,no check,4128-fy-2021-annual-town-report.pdf,25
2021,MOTOR VEHICLE EXCISE,1.97,no check,4128-fy-2021-annual-town-report.pdf,25
2021,ALCOHOLIC BEVERAGES,28.15,no check,4128-fy-2021-annual-town-report.pdf,25
2021,MARRIAGE LICENSES,1.22,no check,4128-fy-2021-annual-town-report.pdf,25
2021,INTEREST PERSONAL PROPERTY,5.44,no check,4128-fy-2021-annual-town-report.pdf,25
2021,HEALTH LICENSES,2150.00,no check,4128-fy-2021-annual-town-report.pdf,25
2021,INTEREST REAL ESTATE,71.21,no check,4128-fy-2021-annual-town-report.pdf,25
2021,PEDDLERS LICENSE,0.00,no check,4128-fy-2021-annual-town-report.pdf,25
2021,INTEREST MOTOR VEHICLE EXCISE,24.68,no check,4128-fy-2021-annual-town-report.pdf,25
2021,RAFFLES/BAZAAR PERMIT,20.00,no check,4128-fy-2021-annual-town-report.pdf,25
2021,SELECTMEN'S LICENSES,4297.50,no check,4128-fy-2021-annual-town-report.pdf,25
2021,GASOLINE LICENSES,545.75,no check,4128-fy-2021-annual-town-report.pdf,25
2021,DOG LICENSES,10.40,no check,4128-fy-2021-annual-town-report.pdf,25
2021,DEMANDS MOTOR VEHICLE EXCISE,38.81,no check,4128-fy-2021-annual-town-report.pdf,25
2021,WIRING PERMITS,6.61,no check,4128-fy-2021-annual-town-report.pdf,25
2021,DEMANDS REAL ESTATE,2.08,no check,4128-fy-2021-annual-town-report.pdf,25
2021,GAS PERMITS,1.41,no check,4128-fy-2021-annual-town-report.pdf,25
2021,DEMANDS PERSONAL PROPERTY,1.11,no check,4128-fy-2021-annual-town-report.pdf,25
2021,PLUMBING PERMITS,2.70,no check,4128-fy-2021-annual-town-report.pdf,25
2021,BUILDING PERMITS,244.73,no check,4128-fy-2021-annual-town-report.pdf,25
2021,PENALTY/INTEREST TAX LIENS,115.54,no check,4128-fy-2021-annual-town-report.pdf,25
2021,WOODSTOVE PERMITS,0.00,no check,4128-fy-2021-annual-town-report.pdf,25
2021,PAYMENT IN LIEU OF TAXES,3.92,no check,4128-fy-2021-annual-town-report.pdf,25
2021,FIRE PERMITS,22.33,no check,4128-fy-2021-annual-town-report.pdf,25
2021,POLICE PERMITS,6.31,no check,4128-fy-2021-annual-town-report.pdf,25
2021,TRENCH PERMIT,528.60,no check,4128-fy-2021-annual-town-report.pdf,25
2021,POLICE REPORT FEES,0.00,no check,4128-fy-2021-annual-town-report.pdf,25
2021,EARTH REMOVAL PERMITS,600.00,no check,4128-fy-2021-annual-town-report.pdf,25
2021,FIRE REPORT FEES,45.00,no check,4128-fy-2021-annual-town-report.pdf,25
2021,MECHANICAL PERMITS,1.39,no check,4128-fy-2021-annual-town-report.pdf,25
2021,SPECIAL DETAIL ADMIN. FEES,17.02,no check,4128-fy-2021-annual-town-report.pdf,25
2021,ROAD OPENING PERMITS,680.00,no check,4128-fy-2021-annual-town-report.pdf,25
2021,MUNICIPAL LIENS,17200.00,no check,4128-fy-2021-annual-town-report.pdf,25
2021,CERT COPY BIRTH. DEATH. MARRIAGE,6.91,no check,4128-fy-2021-annual-town-report.pdf,25
2021,BUSINESS CERTIFICATE,2.28,no check,4128-fy-2021-annual-town-report.pdf,25
2021,CHARTER TUITION REIMBURSEMENT,57802.00,no check,4128-fy-2021-annual-town-report.pdf,25
2021,RESIDENCY CERTIFICATE,5.00,no check,4128-fy-2021-annual-town-report.pdf,25
2021,STATE OWNED LAND,26.90,no check,4128-fy-2021-annual-town-report.pdf,25
2021,CERTIFICATE OF INSPECTION,1.00,no check,4128-fy-2021-annual-town-report.pdf,25
2021,STATE REIMBURSEMENT,1.62,no check,4128-fy-2021-annual-town-report.pdf,25
2021,CABLE T.V.,1.57,no check,4128-fy-2021-annual-town-report.pdf,25
2021,ABATEMENTS ELDERLY,14.05,no check,4128-fy-2021-annual-town-report.pdf,25
2021,RELEASE FEES,12178.00,no check,4128-fy-2021-annual-town-report.pdf,25
2021,CH 70 SCHOOL AID,7.77,no check,4128-fy-2021-annual-town-report.pdf,25
2021,SEALING FEES,1.44,no check,4128-fy-2021-annual-town-report.pdf,25
2021,SMART GROWTH 40S,79.71,no check,4128-fy-2021-annual-town-report.pdf,25
2021,PRE-SCHOOL TUITION,11.64,no check,4128-fy-2021-annual-town-report.pdf,25
2021,UNRESTRICTED GEN'L GOVT AID,1.12,no check,4128-fy-2021-annual-town-report.pdf,25
2021,E-RATE REIMBURSEMENT,0.00,no check,4128-fy-2021-annual-town-report.pdf,25
2021,MSBA REIMB-SCHOOL,474.23,no check,4128-fy-2021-annual-town-report.pdf,25
2021,BUILDING RENTAL - SOLAR PANELS,12000.00,no check,4128-fy-2021-annual-town-report.pdf,25
2021,ZONING INCENTIVE,210.00,no check,4128-fy-2021-annual-town-report.pdf,25
2021,ROOM OCCUPANCY EXCISE,104.47,no check,4128-fy-2021-annual-town-report.pdf,25
2021,VETERANS BENEFITS REIMBURSEMENT,62932.00,no check,4128-fy-2021-annual-town-report.pdf,25
2021,SUBDIVISION/FORM A FILING FEES,9.55,no check,4128-fy-2021-annual-town-report.pdf,25
2021,LOCAL OPTION MEALS TAX,125.66,no check,4128-fy-2021-annual-town-report.pdf,25
2021,PLANNING BOARD FEES/PERMITS,2.45,no check,4128-fy-2021-annual-town-report.pdf,25
2021,TRAILER PARKS,15468.00,no check,4128-fy-2021-annual-town-report.pdf,25
2021,ZONING BOARD FILING FEES,2.20,no check,4128-fy-2021-annual-town-report.pdf,25
2021,RESCUE WAGON,254.26,no check,4128-fy-2021-annual-town-report.pdf,25
2021,MEADOW WOODS WATER PRINCIPAL,20.00,no check,4128-fy-2021-annual-town-report.pdf,25
2021,MEADOW WOODS WATER INTEREST,35.83,no check,4128-fy-2021-annual-town-report.pdf,25
2021,WETLANDS FILING FEES,12.53,no check,4128-fy-2021-annual-town-report.pdf,25
2021,WETLANDS ADVERTISING FEE,1.42,no check,4128-fy-2021-annual-town-report.pdf,25
2021,RENTAL OF OFFICE SPACE,0.00,no check,4128-fy-2021-annual-town-report.pdf,25
2021,PARKING FINES,300.00,no check,4128-fy-2021-annual-town-report.pdf,25
2021,LAND LEASE,1000.00,no check,4128-fy-2021-annual-town-report.pdf,25
2021,CONSERVATION FINES,0.00,no check,4128-fy-2021-annual-town-report.pdf,25
2021,COURT FINES,12.91,no check,4128-fy-2021-annual-town-report.pdf,25
2021,FORM OF INTENT-BUSINESS,450.00,no check,4128-fy-2021-annual-town-report.pdf,25
2021,DOG FINES,50.00,no check,4128-fy-2021-annual-town-report.pdf,25
2022,PERSONAL PROPERTY TAXES,959919.85,checked,4129-fy-2022-annual-town-report.pdf,26
2022,RENTAL FEES CELL TOWER,72240.23,checked,4129-fy-2022-annual-town-report.pdf,26
2022,NET METERING CREDITS,149707.06,checked,4129-fy-2022-annual-town-report.pdf,26
2022,REAL ESTATE TAXES,28756474.97,checked,4129-fy-2022-annual-town-report.pdf,26
2022,STREET LISTS,100.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,SCHOOL BASED MEDICARE REIMB,156547.17,checked,4129-fy-2022-annual-town-report.pdf,26
2022,TAX LIENS REDEEMED,585466.77,checked,4129-fy-2022-annual-town-report.pdf,26
2022,PRIOR YEAR REFUNDS,29788.90,checked,4129-fy-2022-annual-town-report.pdf,26
2022,LOCK UP FEES,50.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,DISHONORED CHECK FEE,135.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,BID CHARGES,0.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,CEMETERY WEEKEND BURIAL FEES,5000.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,FEDERAL REVENUE,0.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,SUPPL TAX-NEW CONSTRUCTION,4999.92,checked,4129-fy-2022-annual-town-report.pdf,26
2022,COBRA FEES,163.65,checked,4129-fy-2022-annual-town-report.pdf,26
2022,PREMIUM SALE OF BONDS,0.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,PRO FORMA/ROLL BACK TAXES,0.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,ON-LINE FEES,177.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,SALE OF TOWN EQUIPMENT,19770.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,MOTOR VEHICLE EXCISE,1839037.96,checked,4129-fy-2022-annual-town-report.pdf,26
2022,MISC. REVENUE,93970.28,checked,4129-fy-2022-annual-town-report.pdf,26
2022,MEDICAL RECORDS,110.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,ALCOHOLIC BEVERAGES,28200.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,MARRIAGE LICENSES,1200.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,INTEREST PERSONAL PROPERTY,7164.85,checked,4129-fy-2022-annual-town-report.pdf,26
2022,HEALTH LICENSES,2615.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,INVESTMENT INCOME,24440.01,checked,4129-fy-2022-annual-town-report.pdf,26
2022,INTEREST REAL ESTATE,67081.34,checked,4129-fy-2022-annual-town-report.pdf,26
2022,PEDDLERS LICENSE,0.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,INTEREST MOTOR VEHICLE EXCISE,16398.01,checked,4129-fy-2022-annual-town-report.pdf,26
2022,RAFFLES/BAZAAR PERMIT,20.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,SELECTMEN'S LICENSES,4550.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,PRIOR YEAR EXCISE,882.19,checked,4129-fy-2022-annual-town-report.pdf,26
2022,GASOLINE LICENSES,465.75,checked,4129-fy-2022-annual-town-report.pdf,26
2022,PRIOR YEAR INT/DEMAND,2271.31,checked,4129-fy-2022-annual-town-report.pdf,26
2022,DOG LICENSES,10670.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,DEMANDS MOTOR VEHICLE EXCISE,23673.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,WIRING PERMITS,4217.40,checked,4129-fy-2022-annual-town-report.pdf,26
2022,TRANSFERS FROM OTHER FUNDS,2391150.83,checked,4129-fy-2022-annual-town-report.pdf,26
2022,DEMANDS REAL ESTATE,2275.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,GAS PERMITS,1411.20,checked,4129-fy-2022-annual-town-report.pdf,26
2022,DEMANDS PERSONAL PROPERTY,250.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,PLUMBING PERMITS,1770.40,checked,4129-fy-2022-annual-town-report.pdf,26
2022,BUILDING PERMITS,372560.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,PENALTY/INTEREST TAX LIENS,387404.93,checked,4129-fy-2022-annual-town-report.pdf,26
2022,WOODSTOVE PERMITS,0.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,PAYMENT IN LIEU OF TAXES,7985.23,checked,4129-fy-2022-annual-town-report.pdf,26
2022,FIRE PERMITS,19355.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,POLICE PERMITS,5025.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,TRENCH PERMIT,460.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,POLICE REPORT FEES,0.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,EARTH REMOVAL PERMITS,700.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,FIRE REPORT FEES,65.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,MECHANICAL PERMITS,1575.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,SPECIAL DETAIL ADMIN. FEES,14421.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,ROAD OPENING PERMITS,2500.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,MUNICIPAL LIENS,14275.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,"CERT COPY BIRTH, DEATH, MARRIAGE",7190.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,BUSINESS CERTIFICATE,2735.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,CHARTER TUITION REIMBURSEMENT,117119.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,RESIDENCY CERTIFICATE,5.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,STATE OWNED LAND,32522.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,CERTIFICATE OF INSPECTION,800.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,ABATEMENTS VETERANS/BLIND/SPOUSE,115919.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,CABLE T.V.,1506.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,ABATEMENTS ELDERLY,11044.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,RELEASE FEES,7620.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,CH 70 SCHOOL AID,7823618.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,SEALING FEES,3720.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,SMART GROWTH 40S,0.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,PRE-SCHOOL TUITION,36882.93,checked,4129-fy-2022-annual-town-report.pdf,26
2022,UNRESTRICTED GEN'L GOVT AID,1162230.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,E-RATE REIMBURSEMENT,0.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,MSBA REIMB-SCHOOL,474239.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,BUILDING RENTAL - SOLAR PANELS,12000.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,SCHOOL TRANSPORTATION,41288.29,checked,4129-fy-2022-annual-town-report.pdf,26
2022,ROOM OCCUPANCY EXCISE,354.58,checked,4129-fy-2022-annual-town-report.pdf,26
2022,VETERANS BENEFITS REIMBURSEMENT,59664.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,SUBDIVISION/FORM A FILING FEES,3650.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,LOCAL OPTION MEALS TAX,133028.26,checked,4129-fy-2022-annual-town-report.pdf,26
2022,PLANNING BOARD FEES/PERMITS,22075.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,WETLANDS BYLAWS,9915.40,checked,4129-fy-2022-annual-town-report.pdf,26
2022,STUDENT PARKING FEES,5220.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,TRAILER PARKS,15900.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,ZONING BOARD FILING FEES,746.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,RESCUE WAGON,281787.50,checked,4129-fy-2022-annual-town-report.pdf,26
2022,CEMETERIES BURIALS,5900.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,MEADOW WOODS WATER PRINCIPAL,57377.62,checked,4129-fy-2022-annual-town-report.pdf,26
2022,COPIER FEES,1115.30,checked,4129-fy-2022-annual-town-report.pdf,26
2022,MEADOW WOODS WATER INTEREST,118709.01,checked,4129-fy-2022-annual-town-report.pdf,26
2022,WETLANDS FILING FEES,23289.50,checked,4129-fy-2022-annual-town-report.pdf,26
2022,WETLANDS ADVERTISING FEE,440.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,RENTAL OF OFFICE SPACE,0.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,PARKING FINES,60.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,LAND LEASE,0.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,CONSERVATION FINES,0.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,POLE LOCATIONS,400.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,COURT FINES,13787.02,checked,4129-fy-2022-annual-town-report.pdf,26
2022,FORM OF INTENT-BUSINESS,540.00,checked,4129-fy-2022-annual-town-report.pdf,26
2022,DOG FINES,50.00,checked,4129-fy-2022-annual-town-report.pdf,26
2023,DOG LICENBES,10.33,no check,4131-fy-2023-annual-town-report.pdf,25
2023,MISCIELLANEGUS TAX OMENACES                   POLICE PERATE,1800.00,no check,4131-fy-2023-annual-town-report.pdf,25
2023,CLICE REPORT FEEB,0.00,no check,4131-fy-2023-annual-town-report.pdf,25
2023,FIRE REPORT FEES,52.00,no check,4131-fy-2023-annual-town-report.pdf,25
2023,MA0000,3798.68,no check,4131-fy-2023-annual-town-report.pdf,25
2023,TRAILER PAARE,14124.00,no check,4131-fy-2023-annual-town-report.pdf,25
2023,LAND LEASE,1000.00,no check,4131-fy-2023-annual-town-report.pdf,25
2023,CONSERMATION FINES,0.00,no check,4131-fy-2023-annual-town-report.pdf,25
2023,POLE LOCATIONS,180.00,no check,4131-fy-2023-annual-town-report.pdf,25
2023,COURT FINES,11.82,no check,4131-fy-2023-annual-town-report.pdf,25
