kind,sy,org_code,org_name,org_type,stu_grp,gk_pct,g01_pct,g02_pct,g03_pct,g04_pct,g05_pct,g06_pct,g07_pct,g08_pct,g09_pct,g10_pct,g11_pct,grd_all
attrition,2010,01620015,Thomas C Passios Elementary,School,Native Hawaiian or Other Pacific Islander,,,,,,,,,,,,,
attrition,2010,01620015,Thomas C Passios Elementary,School,White,,,,0.023,0.018,,,,,,,,0.02
attrition,2010,01620015,Thomas C Passios Elementary,School,High Needs,,,,0.0,0.033,,,,,,,,0.016
attrition,2010,01620015,Thomas C Passios Elementary,School,English Learners,,,,,,,,,,,,,
attrition,2010,01620015,Thomas C Passios Elementary,School,Low Income,,,,0.0,0.083,,,,,,,,0.037
attrition,2010,01620015,Thomas C Passios Elementary,School,Students with Disabilities,,,,0.0,0.0,,,,,,,,0.0
attrition,2010,01620015,Thomas C Passios Elementary,School,Female,,,,0.014,0.016,,,,,,,,0.015
attrition,2010,01620015,Thomas C Passios Elementary,School,Male,,,,0.029,0.017,,,,,,,,0.024
attrition,2010,01620020,Turkey Hill Middle,School,All Students,,,,,,,0.062,0.075,,,,,0.068
attrition,2010,01620020,Turkey Hill Middle,School,Asian,,,,,,,,,,,,,
attrition,2010,01620020,Turkey Hill Middle,School,Black or African American,,,,,,,,,,,,,
attrition,2010,01620020,Turkey Hill Middle,School,Hispanic or Latino,,,,,,,,,,,,,
attrition,2010,01620020,Turkey Hill Middle,School,"Multi-Race, Not Hispanic or Latino",,,,,,,,,,,,,
attrition,2010,01620020,Turkey Hill Middle,School,White,,,,,,,0.048,0.064,,,,,0.056
attrition,2010,01620020,Turkey Hill Middle,School,High Needs,,,,,,,0.033,0.185,,,,,0.105
attrition,2010,01620020,Turkey Hill Middle,School,English Learners,,,,,,,,,,,,,
attrition,2010,01620020,Turkey Hill Middle,School,Low Income,,,,,,,0.067,0.25,,,,,0.161
attrition,2010,01620020,Turkey Hill Middle,School,Students with Disabilities,,,,,,,0.0,0.278,,,,,0.135
attrition,2010,01620020,Turkey Hill Middle,School,Female,,,,,,,0.057,0.072,,,,,0.065
attrition,2010,01620020,Turkey Hill Middle,School,Male,,,,,,,0.067,0.077,,,,,0.072
