kind,sy,org_code,org_name,org_type,stu_grp,gk_pct,g01_pct,g02_pct,g03_pct,g04_pct,g05_pct,g06_pct,g07_pct,g08_pct,g09_pct,g10_pct,g11_pct,grd_all
attrition,2014,01620505,Lunenburg High,School,White,,,,,,,,,0.204,0.063,0.047,0.059,0.095
attrition,2014,01620505,Lunenburg High,School,High Needs,,,,,,,,,0.303,0.12,0.115,0.043,0.159
attrition,2014,01620505,Lunenburg High,School,English Learners,,,,,,,,,,,,,
attrition,2014,01620505,Lunenburg High,School,Low Income,,,,,,,,,0.294,0.083,0.063,0.056,0.127
attrition,2014,01620505,Lunenburg High,School,Students with Disabilities,,,,,,,,,0.364,0.118,0.167,0.0,0.211
attrition,2014,01620505,Lunenburg High,School,Female,,,,,,,,,0.156,0.058,0.034,0.054,0.078
attrition,2014,01620505,Lunenburg High,School,Male,,,,,,,,,0.276,0.057,0.071,0.055,0.117
attrition,2014,01620010,Lunenburg Primary School,School,All Students,0.076,0.017,0.056,,,,,,,,,,0.048
attrition,2014,01620010,Lunenburg Primary School,School,American Indian or Alaska Native,,,,,,,,,,,,,
attrition,2014,01620010,Lunenburg Primary School,School,Asian,,,,,,,,,,,,,
attrition,2014,01620010,Lunenburg Primary School,School,Black or African American,,,,,,,,,,,,,0.0
attrition,2014,01620010,Lunenburg Primary School,School,Hispanic or Latino,0.333,0.0,0.0,,,,,,,,,,0.13
attrition,2014,01620010,Lunenburg Primary School,School,"Multi-Race, Not Hispanic or Latino",,,,,,,,,,,,,
attrition,2014,01620010,Lunenburg Primary School,School,White,0.054,0.019,0.052,,,,,,,,,,0.041
attrition,2014,01620010,Lunenburg Primary School,School,High Needs,0.108,0.024,0.057,,,,,,,,,,0.061
attrition,2014,01620010,Lunenburg Primary School,School,English Learners,,,,,,,,,,,,,0.091
attrition,2014,01620010,Lunenburg Primary School,School,Low Income,0.136,0.048,0.056,,,,,,,,,,0.082
attrition,2014,01620010,Lunenburg Primary School,School,Students with Disabilities,0.053,0.038,0.087,,,,,,,,,,0.059
attrition,2014,01620010,Lunenburg Primary School,School,Female,0.094,0.017,0.091,,,,,,,,,,0.064
attrition,2014,01620010,Lunenburg Primary School,School,Male,0.058,0.017,0.031,,,,,,,,,,0.034
attrition,2014,01620020,Turkey Hill Middle,School,All Students,,,,,0.025,0.009,0.097,,,,,,0.045
attrition,2014,01620020,Turkey Hill Middle,School,American Indian or Alaska Native,,,,,,,,,,,,,
attrition,2014,01620020,Turkey Hill Middle,School,Asian,,,,,,,,,,,,,0.167
attrition,2014,01620020,Turkey Hill Middle,School,Black or African American,,,,,,,,,,,,,
attrition,2014,01620020,Turkey Hill Middle,School,Hispanic or Latino,,,,,,,,,,,,,0.125
attrition,2014,01620020,Turkey Hill Middle,School,"Multi-Race, Not Hispanic or Latino",,,,,,,,,,,,,
attrition,2014,01620020,Turkey Hill Middle,School,Native Hawaiian or Other Pacific Islander,,,,,,,,,,,,,
attrition,2014,01620020,Turkey Hill Middle,School,White,,,,,0.018,0.01,0.081,,,,,,0.037
attrition,2014,01620020,Turkey Hill Middle,School,High Needs,,,,,0.03,0.0,0.1,,,,,,0.04
attrition,2014,01620020,Turkey Hill Middle,School,English Learners,,,,,,,,,,,,,
attrition,2014,01620020,Turkey Hill Middle,School,Low Income,,,,,0.048,0.0,0.063,,,,,,0.034
attrition,2014,01620020,Turkey Hill Middle,School,Students with Disabilities,,,,,0.0,0.0,0.091,,,,,,0.035
attrition,2014,01620020,Turkey Hill Middle,School,Female,,,,,0.039,0.02,0.1,,,,,,0.056
attrition,2014,01620020,Turkey Hill Middle,School,Male,,,,,0.014,0.0,0.094,,,,,,0.036
attrition,2013,01620000,Lunenburg,District,All Students,0.05,0.073,0.04,0.058,0.009,0.048,0.049,0.049,0.287,0.06,0.097,0.067,0.074
attrition,2013,01620000,Lunenburg,District,American Indian or Alaska Native,,,,,,,,,,,,,0.0
attrition,2013,01620000,Lunenburg,District,Asian,,,,,,,,,0.5,,,,0.182
attrition,2013,01620000,Lunenburg,District,Black or African American,,,,,,,,0.0,,,,,0.094
attrition,2013,01620000,Lunenburg,District,Hispanic or Latino,0.125,0.0,0.111,,,,0.0,,,,,,0.094
attrition,2013,01620000,Lunenburg,District,"Multi-Race, Not Hispanic or Latino",,,,,,,,,,,,,0.333
attrition,2013,01620000,Lunenburg,District,Native Hawaiian or Other Pacific Islander,,,,,,,,,,,,,
attrition,2013,01620000,Lunenburg,District,White,0.046,0.072,0.038,0.054,0.01,0.045,0.052,0.054,0.277,0.046,0.078,0.068,0.07
attrition,2013,01620000,Lunenburg,District,High Needs,0.098,0.094,0.059,0.083,0.0,0.091,0.091,0.103,0.4,0.192,0.148,0.138,0.118
attrition,2013,01620000,Lunenburg,District,English Learners,,,,,,,,,,,,,0.0
attrition,2013,01620000,Lunenburg,District,Low Income,0.182,0.071,0.133,0.125,0.0,0.133,0.111,0.2,0.571,0.286,0.15,0.222,0.176
attrition,2013,01620000,Lunenburg,District,Students with Disabilities,0.036,0.143,0.042,0.04,0.0,0.091,0.04,0.038,0.316,0.143,0.0,0.067,0.077
attrition,2013,01620000,Lunenburg,District,Female,0.05,0.106,0.049,0.057,0.021,0.05,0.055,0.032,0.19,0.051,0.109,0.059,0.069
attrition,2013,01620000,Lunenburg,District,Male,0.049,0.048,0.031,0.06,0.0,0.046,0.043,0.068,0.375,0.07,0.083,0.076,0.079
attrition,2013,01620505,Lunenburg High,School,All Students,,,,,,,,,,0.06,0.105,0.067,0.078
attrition,2013,01620505,Lunenburg High,School,American Indian or Alaska Native,,,,,,,,,,,,,
attrition,2013,01620505,Lunenburg High,School,Asian,,,,,,,,,,,,,0.167
attrition,2013,01620505,Lunenburg High,School,Black or African American,,,,,,,,,,,,,0.2
attrition,2013,01620505,Lunenburg High,School,Hispanic or Latino,,,,,,,,,,,,,0.2
attrition,2013,01620505,Lunenburg High,School,"Multi-Race, Not Hispanic or Latino",,,,,,,,,,,,,
attrition,2013,01620505,Lunenburg High,School,Native Hawaiian or Other Pacific Islander,,,,,,,,,,,,,
attrition,2013,01620505,Lunenburg High,School,White,,,,,,,,,,0.046,0.087,0.068,0.067
attrition,2013,01620505,Lunenburg High,School,High Needs,,,,,,,,,,0.192,0.185,0.138,0.171
attrition,2013,01620505,Lunenburg High,School,English Learners,,,,,,,,,,,,,
attrition,2013,01620505,Lunenburg High,School,Low Income,,,,,,,,,,0.286,0.15,0.222,0.212
attrition,2013,01620505,Lunenburg High,School,Students with Disabilities,,,,,,,,,,0.143,0.125,0.067,0.108
attrition,2013,01620505,Lunenburg High,School,Female,,,,,,,,,,0.051,0.125,0.059,0.079
attrition,2013,01620505,Lunenburg High,School,Male,,,,,,,,,,0.07,0.083,0.076,0.077
attrition,2013,01620010,Lunenburg Primary School,School,All Students,0.05,0.073,0.04,,,,,,,,,,0.053
attrition,2013,01620010,Lunenburg Primary School,School,American Indian or Alaska Native,,,,,,,,,,,,,
attrition,2013,01620010,Lunenburg Primary School,School,Asian,,,,,,,,,,,,,
attrition,2013,01620010,Lunenburg Primary School,School,Black or African American,,,,,,,,,,,,,0.125
attrition,2013,01620010,Lunenburg Primary School,School,Hispanic or Latino,0.125,0.0,0.111,,,,,,,,,,0.083
attrition,2013,01620010,Lunenburg Primary School,School,"Multi-Race, Not Hispanic or Latino",,,,,,,,,,,,,
attrition,2013,01620010,Lunenburg Primary School,School,Native Hawaiian or Other Pacific Islander,,,,,,,,,,,,,
attrition,2013,01620010,Lunenburg Primary School,School,White,0.046,0.072,0.038,,,,,,,,,,0.051
attrition,2013,01620010,Lunenburg Primary School,School,High Needs,0.098,0.094,0.059,,,,,,,,,,0.084
attrition,2013,01620010,Lunenburg Primary School,School,English Learners,,,,,,,,,,,,,0.0
attrition,2013,01620010,Lunenburg Primary School,School,Low Income,0.182,0.071,0.133,,,,,,,,,,0.137
attrition,2013,01620010,Lunenburg Primary School,School,Students with Disabilities,0.036,0.143,0.042,,,,,,,,,,0.068
attrition,2013,01620010,Lunenburg Primary School,School,Female,0.05,0.106,0.049,,,,,,,,,,0.065
attrition,2013,01620010,Lunenburg Primary School,School,Male,0.049,0.048,0.031,,,,,,,,,,0.043
attrition,2013,01620020,Turkey Hill Middle,School,All Students,,,,,,,0.056,,,,,,0.056
attrition,2013,01620020,Turkey Hill Middle,School,Black or African American,,,,,,,,,,,,,
attrition,2013,01620020,Turkey Hill Middle,School,Hispanic or Latino,,,,,,,0.167,,,,,,0.167
attrition,2013,01620020,Turkey Hill Middle,School,Native Hawaiian or Other Pacific Islander,,,,,,,,,,,,,
attrition,2013,01620020,Turkey Hill Middle,School,White,,,,,,,0.052,,,,,,0.052
attrition,2013,01620020,Turkey Hill Middle,School,High Needs,,,,,,,0.114,,,,,,0.114
attrition,2013,01620020,Turkey Hill Middle,School,English Learners,,,,,,,,,,,,,
attrition,2013,01620020,Turkey Hill Middle,School,Low Income,,,,,,,0.148,,,,,,0.148
attrition,2013,01620020,Turkey Hill Middle,School,Students with Disabilities,,,,,,,0.08,,,,,,0.08
attrition,2013,01620020,Turkey Hill Middle,School,Female,,,,,,,0.055,,,,,,0.055
attrition,2013,01620020,Turkey Hill Middle,School,Male,,,,,,,0.057,,,,,,0.057
attrition,2012,01620000,Lunenburg,District,All Students,0.08,0.017,0.027,0.01,0.033,0.015,0.077,0.056,0.194,0.039,0.077,0.066,0.059
attrition,2012,01620000,Lunenburg,District,American Indian or Alaska Native,,,,,,,,,,,,,0.0
attrition,2012,01620000,Lunenburg,District,Asian,,,,,,,,0.0,,,,,0.0
attrition,2012,01620000,Lunenburg,District,Black or African American,,,,,,,,,,,,,0.158
attrition,2012,01620000,Lunenburg,District,Hispanic or Latino,,0.0,,,,,,,,,,,0.057
attrition,2012,01620000,Lunenburg,District,"Multi-Race, Not Hispanic or Latino",,,,,,,,,,,,,0.0
attrition,2012,01620000,Lunenburg,District,Native Hawaiian or Other Pacific Islander,,,,,,,,,,,,,0.167
attrition,2012,01620000,Lunenburg,District,White,0.078,0.02,0.028,0.01,0.036,0.015,0.076,0.053,0.202,0.034,0.078,0.062,0.059
attrition,2012,01620000,Lunenburg,District,High Needs,0.133,0.033,0.029,0.034,0.033,0.0,0.027,0.125,0.355,0.083,0.12,0.091,0.087
attrition,2012,01620000,Lunenburg,District,English Learners,,,,,,,,,,,,,0.0
attrition,2012,01620000,Lunenburg,District,Low Income,0.273,0.143,0.077,0.091,0.125,0.0,0.0,0.0,0.333,0.105,0.133,0.143,0.113
attrition,2012,01620000,Lunenburg,District,Students with Disabilities,0.053,0.043,0.0,0.0,0.0,0.0,0.038,0.182,0.4,0.0,0.083,0.077,0.077
attrition,2012,01620000,Lunenburg,District,Female,0.07,0.018,0.02,0.024,0.032,0.0,0.075,0.051,0.179,0.061,0.055,0.038,0.053
attrition,2012,01620000,Lunenburg,District,Male,0.086,0.017,0.032,0.0,0.033,0.029,0.079,0.061,0.21,0.016,0.101,0.103,0.064
attrition,2012,01620505,Lunenburg High,School,All Students,,,,,,,,,,0.039,0.077,0.066,0.062
attrition,2012,01620505,Lunenburg High,School,American Indian or Alaska Native,,,,,,,,,,,,,
attrition,2012,01620505,Lunenburg High,School,Asian,,,,,,,,,,,,,0.0
attrition,2012,01620505,Lunenburg High,School,Black or African American,,,,,,,,,,,,,
attrition,2012,01620505,Lunenburg High,School,Hispanic or Latino,,,,,,,,,,,,,0.286
attrition,2012,01620505,Lunenburg High,School,"Multi-Race, Not Hispanic or Latino",,,,,,,,,,,,,0.0
attrition,2012,01620505,Lunenburg High,School,Native Hawaiian or Other Pacific Islander,,,,,,,,,,,,,
attrition,2012,01620505,Lunenburg High,School,White,,,,,,,,,,0.034,0.078,0.062,0.058
attrition,2012,01620505,Lunenburg High,School,High Needs,,,,,,,,,,0.083,0.12,0.091,0.099
attrition,2012,01620505,Lunenburg High,School,English Learners,,,,,,,,,,,,,
attrition,2012,01620505,Lunenburg High,School,Low Income,,,,,,,,,,0.105,0.133,0.143,0.125
attrition,2012,01620505,Lunenburg High,School,Students with Disabilities,,,,,,,,,,0.0,0.083,0.077,0.065
attrition,2012,01620505,Lunenburg High,School,Female,,,,,,,,,,0.061,0.055,0.038,0.051
attrition,2012,01620505,Lunenburg High,School,Male,,,,,,,,,,0.016,0.101,0.103,0.074
attrition,2012,01620010,Lunenburg Primary School,School,All Students,0.08,0.017,,,,,,,,,,,0.048
attrition,2012,01620010,Lunenburg Primary School,School,American Indian or Alaska Native,,,,,,,,,,,,,
attrition,2012,01620010,Lunenburg Primary School,School,Asian,,,,,,,,,,,,,
attrition,2012,01620010,Lunenburg Primary School,School,Black or African American,,,,,,,,,,,,,
attrition,2012,01620010,Lunenburg Primary School,School,Hispanic or Latino,,0.0,,,,,,,,,,,0.0
attrition,2012,01620010,Lunenburg Primary School,School,"Multi-Race, Not Hispanic or Latino",,,,,,,,,,,,,
attrition,2012,01620010,Lunenburg Primary School,School,Native Hawaiian or Other Pacific Islander,,,,,,,,,,,,,
attrition,2012,01620010,Lunenburg Primary School,School,White,0.078,0.02,,,,,,,,,,,0.049
attrition,2012,01620010,Lunenburg Primary School,School,High Needs,0.133,0.033,,,,,,,,,,,0.083
attrition,2012,01620010,Lunenburg Primary School,School,English Learners,,,,,,,,,,,,,
attrition,2012,01620010,Lunenburg Primary School,School,Low Income,0.273,0.143,,,,,,,,,,,0.222
attrition,2012,01620010,Lunenburg Primary School,School,Students with Disabilities,0.053,0.043,,,,,,,,,,,0.048
attrition,2012,01620010,Lunenburg Primary School,School,Female,0.07,0.018,,,,,,,,,,,0.04
attrition,2012,01620010,Lunenburg Primary School,School,Male,0.086,0.017,,,,,,,,,,,0.055
attrition,2012,01620015,Thomas C Passios Elementary,School,All Students,,,,0.01,0.033,,,,,,,,0.022
attrition,2012,01620015,Thomas C Passios Elementary,School,American Indian or Alaska Native,,,,,,,,,,,,,
attrition,2012,01620015,Thomas C Passios Elementary,School,Asian,,,,,,,,,,,,,
attrition,2012,01620015,Thomas C Passios Elementary,School,Black or African American,,,,,,,,,,,,,
attrition,2012,01620015,Thomas C Passios Elementary,School,Hispanic or Latino,,,,,,,,,,,,,
attrition,2012,01620015,Thomas C Passios Elementary,School,"Multi-Race, Not Hispanic or Latino",,,,,,,,,,,,,0.0
attrition,2012,01620015,Thomas C Passios Elementary,School,Native Hawaiian or Other Pacific Islander,,,,,,,,,,,,,
attrition,2012,01620015,Thomas C Passios Elementary,School,White,,,,0.01,0.036,,,,,,,,0.024
attrition,2012,01620015,Thomas C Passios Elementary,School,High Needs,,,,0.034,0.033,,,,,,,,0.034
attrition,2012,01620015,Thomas C Passios Elementary,School,English Learners,,,,,,,,,,,,,
attrition,2012,01620015,Thomas C Passios Elementary,School,Low Income,,,,0.091,0.125,,,,,,,,0.105
attrition,2012,01620015,Thomas C Passios Elementary,School,Students with Disabilities,,,,0.0,0.0,,,,,,,,0.0
attrition,2012,01620015,Thomas C Passios Elementary,School,Female,,,,0.024,0.032,,,,,,,,0.029
attrition,2012,01620015,Thomas C Passios Elementary,School,Male,,,,0.0,0.033,,,,,,,,0.017
attrition,2012,01620020,Turkey Hill Middle,School,All Students,,,,,,,0.077,0.056,,,,,0.067
attrition,2012,01620020,Turkey Hill Middle,School,American Indian or Alaska Native,,,,,,,,,,,,,
attrition,2012,01620020,Turkey Hill Middle,School,Asian,,,,,,,,0.0,,,,,0.0
attrition,2012,01620020,Turkey Hill Middle,School,Black or African American,,,,,,,,,,,,,0.25
attrition,2012,01620020,Turkey Hill Middle,School,Hispanic or Latino,,,,,,,,,,,,,
attrition,2012,01620020,Turkey Hill Middle,School,"Multi-Race, Not Hispanic or Latino",,,,,,,,,,,,,
attrition,2012,01620020,Turkey Hill Middle,School,White,,,,,,,0.076,0.053,,,,,0.065
attrition,2012,01620020,Turkey Hill Middle,School,High Needs,,,,,,,0.027,0.125,,,,,0.072
attrition,2012,01620020,Turkey Hill Middle,School,Low Income,,,,,,,0.0,0.0,,,,,0.0
attrition,2012,01620020,Turkey Hill Middle,School,Students with Disabilities,,,,,,,0.038,0.182,,,,,0.104
attrition,2012,01620020,Turkey Hill Middle,School,Female,,,,,,,0.075,0.051,,,,,0.063
attrition,2012,01620020,Turkey Hill Middle,School,Male,,,,,,,0.079,0.061,,,,,0.07
attrition,2011,01620000,Lunenburg,District,All Students,0.062,0.051,0.041,0.033,0.044,0.047,0.095,0.047,0.207,0.049,0.065,0.038,0.067
attrition,2011,01620000,Lunenburg,District,American Indian or Alaska Native,,,,,,,,,,,,,0.0
attrition,2011,01620000,Lunenburg,District,Asian,,,,,,,0.0,,,,,,0.0
attrition,2011,01620000,Lunenburg,District,Black or African American,,,,,,,,,,,,,0.059
attrition,2011,01620000,Lunenburg,District,Hispanic or Latino,0.2,,,,,,,,,,,,0.212
attrition,2011,01620000,Lunenburg,District,"Multi-Race, Not Hispanic or Latino",,,,,,,,,,,,,0.182
attrition,2011,01620000,Lunenburg,District,Native Hawaiian or Other Pacific Islander,,,,,,,,,,,,,
attrition,2011,01620000,Lunenburg,District,White,0.052,0.045,0.032,0.028,0.038,0.05,0.097,0.048,0.208,0.046,0.053,0.032,0.062
attrition,2011,01620000,Lunenburg,District,High Needs,0.097,0.03,0.077,0.091,0.063,0.094,0.143,0.118,0.258,0.115,0.087,0.071,0.104
attrition,2011,01620000,Lunenburg,District,English Learners,,,,,,,,,,,,,0.111
attrition,2011,01620000,Lunenburg,District,Low Income,0.333,0.077,0.0,0.2,0.118,0.214,0.067,0.118,0.208,0.125,0.154,0.056,0.135
attrition,2011,01620000,Lunenburg,District,Students with Disabilities,0.08,0.0,0.063,0.05,0.0,0.077,0.192,0.091,0.545,0.143,0.0,0.071,0.096
attrition,2011,01620000,Lunenburg,District,Female,0.057,0.02,0.068,0.049,0.029,0.03,0.106,0.071,0.183,0.041,0.074,0.016,0.064
attrition,2011,01620000,Lunenburg,District,Male,0.067,0.076,0.019,0.017,0.059,0.067,0.085,0.017,0.232,0.057,0.052,0.06,0.07
attrition,2011,01620505,Lunenburg High,School,All Students,,,,,,,,,,0.049,0.065,0.038,0.051
attrition,2011,01620505,Lunenburg High,School,American Indian or Alaska Native,,,,,,,,,,,,,
attrition,2011,01620505,Lunenburg High,School,Asian,,,,,,,,,,,,,0.0
attrition,2011,01620505,Lunenburg High,School,Black or African American,,,,,,,,,,,,,
attrition,2011,01620505,Lunenburg High,School,Hispanic or Latino,,,,,,,,,,,,,
attrition,2011,01620505,Lunenburg High,School,"Multi-Race, Not Hispanic or Latino",,,,,,,,,,,,,
attrition,2011,01620505,Lunenburg High,School,Native Hawaiian or Other Pacific Islander,,,,,,,,,,,,,
attrition,2011,01620505,Lunenburg High,School,White,,,,,,,,,,0.046,0.053,0.032,0.044
attrition,2011,01620505,Lunenburg High,School,High Needs,,,,,,,,,,0.115,0.087,0.071,0.091
attrition,2011,01620505,Lunenburg High,School,Low Income,,,,,,,,,,0.125,0.154,0.056,0.106
attrition,2011,01620505,Lunenburg High,School,Students with Disabilities,,,,,,,,,,0.143,0.0,0.071,0.073
attrition,2011,01620505,Lunenburg High,School,Female,,,,,,,,,,0.041,0.074,0.016,0.046
attrition,2011,01620505,Lunenburg High,School,Male,,,,,,,,,,0.057,0.052,0.06,0.056
attrition,2011,01620010,Lunenburg Primary School,School,All Students,0.062,0.051,,,,,,,,,,,0.057
attrition,2011,01620010,Lunenburg Primary School,School,American Indian or Alaska Native,,,,,,,,,,,,,
attrition,2011,01620010,Lunenburg Primary School,School,Asian,,,,,,,,,,,,,
attrition,2011,01620010,Lunenburg Primary School,School,Black or African American,,,,,,,,,,,,,
attrition,2011,01620010,Lunenburg Primary School,School,Hispanic or Latino,0.2,,,,,,,,,,,,0.167
attrition,2011,01620010,Lunenburg Primary School,School,"Multi-Race, Not Hispanic or Latino",,,,,,,,,,,,,
attrition,2011,01620010,Lunenburg Primary School,School,Native Hawaiian or Other Pacific Islander,,,,,,,,,,,,,
attrition,2011,01620010,Lunenburg Primary School,School,White,0.052,0.045,,,,,,,,,,,0.048
attrition,2011,01620010,Lunenburg Primary School,School,High Needs,0.097,0.03,,,,,,,,,,,0.063
attrition,2011,01620010,Lunenburg Primary School,School,English Learners,,,,,,,,,,,,,
attrition,2011,01620010,Lunenburg Primary School,School,Low Income,0.333,0.077,,,,,,,,,,,0.158
attrition,2011,01620010,Lunenburg Primary School,School,Students with Disabilities,0.08,0.0,,,,,,,,,,,0.04
attrition,2011,01620010,Lunenburg Primary School,School,Female,0.057,0.02,,,,,,,,,,,0.038
attrition,2011,01620010,Lunenburg Primary School,School,Male,0.067,0.076,,,,,,,,,,,0.071
attrition,2011,01620015,Thomas C Passios Elementary,School,All Students,,,,0.033,0.044,,,,,,,,0.039
attrition,2011,01620015,Thomas C Passios Elementary,School,American Indian or Alaska Native,,,,,,,,,,,,,
attrition,2011,01620015,Thomas C Passios Elementary,School,Asian,,,,,,,,,,,,,
attrition,2011,01620015,Thomas C Passios Elementary,School,Black or African American,,,,,,,,,,,,,
attrition,2011,01620015,Thomas C Passios Elementary,School,Hispanic or Latino,,,,,,,,,,,,,0.167
attrition,2011,01620015,Thomas C Passios Elementary,School,"Multi-Race, Not Hispanic or Latino",,,,,,,,,,,,,
attrition,2011,01620015,Thomas C Passios Elementary,School,Native Hawaiian or Other Pacific Islander,,,,,,,,,,,,,
attrition,2011,01620015,Thomas C Passios Elementary,School,White,,,,0.028,0.038,,,,,,,,0.033
attrition,2011,01620015,Thomas C Passios Elementary,School,High Needs,,,,0.091,0.063,,,,,,,,0.077
attrition,2011,01620015,Thomas C Passios Elementary,School,English Learners,,,,,,,,,,,,,
attrition,2011,01620015,Thomas C Passios Elementary,School,Low Income,,,,0.2,0.118,,,,,,,,0.156
attrition,2011,01620015,Thomas C Passios Elementary,School,Students with Disabilities,,,,0.05,0.0,,,,,,,,0.027
attrition,2011,01620015,Thomas C Passios Elementary,School,Female,,,,0.049,0.029,,,,,,,,0.038
attrition,2011,01620015,Thomas C Passios Elementary,School,Male,,,,0.017,0.059,,,,,,,,0.039
attrition,2011,01620020,Turkey Hill Middle,School,All Students,,,,,,,0.095,0.047,,,,,0.072
attrition,2011,01620020,Turkey Hill Middle,School,Asian,,,,,,,0.0,,,,,,0.0
attrition,2011,01620020,Turkey Hill Middle,School,Black or African American,,,,,,,,,,,,,
attrition,2011,01620020,Turkey Hill Middle,School,Hispanic or Latino,,,,,,,,,,,,,0.167
attrition,2011,01620020,Turkey Hill Middle,School,"Multi-Race, Not Hispanic or Latino",,,,,,,,,,,,,
attrition,2011,01620020,Turkey Hill Middle,School,White,,,,,,,0.097,0.048,,,,,0.073
attrition,2011,01620020,Turkey Hill Middle,School,High Needs,,,,,,,0.143,0.118,,,,,0.13
attrition,2011,01620020,Turkey Hill Middle,School,Low Income,,,,,,,0.067,0.118,,,,,0.094
attrition,2011,01620020,Turkey Hill Middle,School,Students with Disabilities,,,,,,,0.192,0.091,,,,,0.146
attrition,2011,01620020,Turkey Hill Middle,School,Female,,,,,,,0.106,0.071,,,,,0.088
attrition,2011,01620020,Turkey Hill Middle,School,Male,,,,,,,0.085,0.017,,,,,0.054
attrition,2010,01620000,Lunenburg,District,All Students,0.027,0.059,0.067,0.022,0.016,0.031,0.062,0.075,0.2,0.044,0.091,0.079,0.065
attrition,2010,01620000,Lunenburg,District,American Indian or Alaska Native,,,,,,,,,,,,,
attrition,2010,01620000,Lunenburg,District,Asian,,,,,,0.0,,,,,,,0.13
attrition,2010,01620000,Lunenburg,District,Black or African American,,,,,,,,,,,,,0.222
attrition,2010,01620000,Lunenburg,District,Hispanic or Latino,,,,,,,,,,,,,0.231
attrition,2010,01620000,Lunenburg,District,"Multi-Race, Not Hispanic or Latino",,,,,,,,,,,,,0.053
attrition,2010,01620000,Lunenburg,District,Native Hawaiian or Other Pacific Islander,,,,,,,,,,,,,
attrition,2010,01620000,Lunenburg,District,White,0.028,0.052,0.057,0.023,0.018,0.033,0.048,0.064,0.194,0.039,0.081,0.074,0.06
attrition,2010,01620000,Lunenburg,District,High Needs,0.057,0.143,0.167,0.0,0.033,0.037,0.033,0.185,0.407,0.111,0.1,0.091,0.11
attrition,2010,01620000,Lunenburg,District,English Learners,,,,,,,,,,,,,
attrition,2010,01620000,Lunenburg,District,Low Income,0.0,0.167,0.313,0.0,0.083,0.091,0.067,0.25,0.4,0.143,0.056,0.0,0.144
attrition,2010,01620000,Lunenburg,District,Students with Disabilities,0.065,0.118,0.067,0.0,0.0,0.05,0.0,0.278,0.429,0.143,0.071,0.125,0.097
attrition,2010,01620000,Lunenburg,District,Female,0.0,0.087,0.036,0.014,0.016,0.0,0.057,0.072,0.154,0.038,0.074,0.098,0.054
attrition,2010,01620000,Lunenburg,District,Male,0.046,0.036,0.095,0.029,0.017,0.059,0.067,0.077,0.243,0.052,0.107,0.067,0.077
attrition,2010,01620505,Lunenburg High,School,All Students,,,,,,,,,,0.044,0.091,0.079,0.072
attrition,2010,01620505,Lunenburg High,School,Asian,,,,,,,,,,,,,0.143
attrition,2010,01620505,Lunenburg High,School,Black or African American,,,,,,,,,,,,,
attrition,2010,01620505,Lunenburg High,School,Hispanic or Latino,,,,,,,,,,,,,
attrition,2010,01620505,Lunenburg High,School,"Multi-Race, Not Hispanic or Latino",,,,,,,,,,,,,
attrition,2010,01620505,Lunenburg High,School,Native Hawaiian or Other Pacific Islander,,,,,,,,,,,,,
attrition,2010,01620505,Lunenburg High,School,White,,,,,,,,,,0.039,0.081,0.074,0.065
attrition,2010,01620505,Lunenburg High,School,High Needs,,,,,,,,,,0.111,0.1,0.091,0.1
attrition,2010,01620505,Lunenburg High,School,Low Income,,,,,,,,,,0.143,0.056,0.0,0.073
attrition,2010,01620505,Lunenburg High,School,Students with Disabilities,,,,,,,,,,0.143,0.071,0.125,0.108
attrition,2010,01620505,Lunenburg High,School,Female,,,,,,,,,,0.038,0.074,0.098,0.066
attrition,2010,01620505,Lunenburg High,School,Male,,,,,,,,,,0.052,0.107,0.067,0.077
attrition,2010,01620010,Lunenburg Primary School,School,All Students,0.027,0.059,,,,,,,,,,,0.042
attrition,2010,01620010,Lunenburg Primary School,School,Asian,,,,,,,,,,,,,
attrition,2010,01620010,Lunenburg Primary School,School,Black or African American,,,,,,,,,,,,,
attrition,2010,01620010,Lunenburg Primary School,School,Hispanic or Latino,,,,,,,,,,,,,
attrition,2010,01620010,Lunenburg Primary School,School,"Multi-Race, Not Hispanic or Latino",,,,,,,,,,,,,
attrition,2010,01620010,Lunenburg Primary School,School,White,0.028,0.052,,,,,,,,,,,0.039
attrition,2010,01620010,Lunenburg Primary School,School,High Needs,0.057,0.143,,,,,,,,,,,0.095
attrition,2010,01620010,Lunenburg Primary School,School,English Learners,,,,,,,,,,,,,
attrition,2010,01620010,Lunenburg Primary School,School,Low Income,0.0,0.167,,,,,,,,,,,0.105
attrition,2010,01620010,Lunenburg Primary School,School,Students with Disabilities,0.065,0.118,,,,,,,,,,,0.083
attrition,2010,01620010,Lunenburg Primary School,School,Female,0.0,0.087,,,,,,,,,,,0.043
attrition,2010,01620010,Lunenburg Primary School,School,Male,0.046,0.036,,,,,,,,,,,0.041
attrition,2010,01620015,Thomas C Passios Elementary,School,All Students,,,,0.022,0.016,,,,,,,,0.019
attrition,2010,01620015,Thomas C Passios Elementary,School,Asian,,,,,,,,,,,,,
attrition,2010,01620015,Thomas C Passios Elementary,School,Black or African American,,,,,,,,,,,,,
attrition,2010,01620015,Thomas C Passios Elementary,School,Hispanic or Latino,,,,,,,,,,,,,0.0
attrition,2010,01620015,Thomas C Passios Elementary,School,"Multi-Race, Not Hispanic or Latino",,,,,,,,,,,,,
