fy,lea,district,geo_level,grades,grades_level,student_group,student_group_level,indicator_category,indicator,printing,denominator_cnt,measure_cnt,measure_pct,value_type,doc_id
2024,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,ASSESSMENTS (AP and SAT),SAT average score - Mathematics,1,61,,577.0,Average,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,ASSESSMENTS (AP and SAT),SAT average score - Reading,1,61,,576.0,Average,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,CONTEXT,Student Enrollment,1,1589,1356,85.3,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 2-year postsecondary education,1,92,7,7.6,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 4-year postsecondary education,1,92,65,70.7,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,POSTSECONDARY OUTCOMES,Students enrolled in postsecondary education in the immediate fall after high school graduation,1,92,72,78.3,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,PROGRAM OF STUDY,12th graders passing a full year of mathematics coursework,1,93,76,81.7,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,PROGRAM OF STUDY,12th graders passing a full year of science and technology/engineering coursework,1,93,42,45.2,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,STUDENT OUTCOMES,9th to 10th grade promotion rate (first-time 9th graders only),1,103,95,92.2,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,STUDENT OUTCOMES,Chronically absent rate (% of students absent 10% or more each year),1,1353,175,12.9,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,STUDENT OUTCOMES,Student attendance rate,1,1353,,94.7,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,STUDENT OUTCOMES,Students absent 10 or more days each year,1,1353,518,38.3,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,STUDENT OUTCOMES,Students suspended in-school at least once,1,1345,13,1.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,STUDENT OUTCOMES,Students suspended out-of-school at least once,1,1345,12,0.9,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grade 10,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - ELA (Grades 10),1,150,,35.8,Average,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grade 10,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - Math (Grades 10),1,152,,44.0,Average,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grade 10,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on ELA (Grade 10),1,162,99,61.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grade 10,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Math (Grade 10),1,162,90,56.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grade 10,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Science (Grade 10),1,158,75,47.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grade 10,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - ELA (Grades 10),1,25,,32.2,Average,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grade 10,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - Math (Grades 10),1,26,,40.0,Average,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grade 10,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on ELA (Grade 10),1,29,4,14.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grade 10,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Math (Grade 10),1,30,3,10.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grade 10,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Science (Grade 10),1,29,3,10.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grade 10,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - ELA (Grades 10),1,125,,36.5,Average,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grade 10,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - Math (Grades 10),1,126,,44.9,Average,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grade 10,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on ELA (Grade 10),1,133,95,71.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grade 10,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Math (Grade 10),1,132,87,66.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grade 10,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Science (Grade 10),1,129,72,56.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grade 12,subset,All Students,all,POSTSECONDARY OUTCOMES,College students persistently enrolled in postsecondary education for the first two years,1,119,96,80.7,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grade 12,subset,All Students,all,POSTSECONDARY OUTCOMES,High school graduates enrolled in 2-year postsecondary education,1,154,16,10.4,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grade 12,subset,All Students,all,POSTSECONDARY OUTCOMES,High school graduates enrolled in 4-year postsecondary education,1,154,103,66.9,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grade 12,subset,All Students,all,POSTSECONDARY OUTCOMES,Students enrolled in postsecondary education in the immediate fall after high school graduation,1,154,119,77.3,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grade 12,subset,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,College students persistently enrolled in postsecondary education for the first two years,1,10,7,70.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grade 12,subset,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 2-year postsecondary education,1,22,2,9.1,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grade 12,subset,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 4-year postsecondary education,1,22,8,36.4,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grade 12,subset,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,Students enrolled in postsecondary education in the immediate fall after high school graduation,1,22,10,45.5,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grade 12,subset,Students without Disabilities,detail,POSTSECONDARY OUTCOMES,College students persistently enrolled in postsecondary education for the first two years,1,109,89,81.69999999999999,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grade 12,subset,Students without Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 2-year postsecondary education,1,132,14,10.6,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grade 12,subset,Students without Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 4-year postsecondary education,1,132,95,72.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grade 12,subset,Students without Disabilities,detail,POSTSECONDARY OUTCOMES,Students enrolled in postsecondary education in the immediate fall after high school graduation,1,132,109,82.6,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grades 3-8,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - ELA (Grades 3-8),1,865,,47.7,Average,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grades 3-8,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - Math (Grades 3-8),1,865,,48.7,Average,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grades 3-8,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on ELA (Grades 3-8),1,1076,407,38.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grades 3-8,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Math (Grades 3-8),1,1075,441,41.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grades 3-8,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Science (Grades 5 and 8),1,386,161,42.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grades 3-8,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - ELA (Grades 3-8),1,143,,44.7,Average,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grades 3-8,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - Math (Grades 3-8),1,143,,48.7,Average,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grades 3-8,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on ELA (Grades 3-8),1,208,16,8.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grades 3-8,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Math (Grades 3-8),1,207,20,10.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grades 3-8,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Science (Grades 5 and 8),1,61,7,11.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grades 3-8,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - ELA (Grades 3-8),1,722,,48.3,Average,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grades 3-8,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - Math (Grades 3-8),1,722,,48.7,Average,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grades 3-8,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on ELA (Grades 3-8),1,868,391,45.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grades 3-8,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Math (Grades 3-8),1,868,421,49.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grades 3-8,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Science (Grades 5 and 8),1,325,154,47.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grades 9-12,subset,All Students,all,STUDENT OUTCOMES,5-year cohort graduation rate,1,159,,95.6,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,Grades 9-12,subset,Students with Disabilities,detail,STUDENT OUTCOMES,5-year cohort graduation rate,1,27,,77.8,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),Jr / Sr AP test takers scoring 3 or above,1,113,63,56.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),Jr / Sr enrolled in one or more AP / IB courses,1,312,115,37.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),Jr / Sr who took AP courses and participated in one or more AP tests,1,115,113,98.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),SAT average score - Mathematics,1,81,,554.0,Average,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),SAT average score - Reading,1,81,,575.0,Average,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,CONTEXT,Stability rate (enrolled all year),1,2269,2158,95.1,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,CONTEXT,Student Enrollment,1,2278,2278,100.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
