fy,lea,district,race_ethnicity,race_level,job_class,educators_headcount,educators_pct,hires_headcount,hires_pct,retained_headcount,retained_pct,reconciles,doc_id
2022,01250000,Harvard,Nat. Haw. or Pacif. Isl.,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01250000,Harvard,Nat. Haw. or Pacif. Isl.,detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01250000,Harvard,Nat. Haw. or Pacif. Isl.,detail,Other - Non-Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01250000,Harvard,Nat. Haw. or Pacif. Isl.,detail,Paraprofessional,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01250000,Harvard,Nat. Haw. or Pacif. Isl.,detail,Teacher,1,0.011,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01250000,Harvard,White,detail,Administrator,10,1,,,6,0.75,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01250000,Harvard,White,detail,Other - Licensed,10,1,,,8,1,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01250000,Harvard,White,detail,Other - Non-Licensed,18,1,,,17,0.85,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01250000,Harvard,White,detail,Paraprofessional,29,0.906,,,18,0.692,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01250000,Harvard,White,detail,Teacher,83,0.933,6,0.75,77,0.875,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,Afr. Amer./Black,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,Afr. Amer./Black,detail,Other - Licensed,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,Afr. Amer./Black,detail,Other - Non-Licensed,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,Afr. Amer./Black,detail,Paraprofessional,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,Afr. Amer./Black,detail,Teacher,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,All Educators,all,Administrator,17,1,,,13,0.813,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,All Educators,all,Other - Licensed,16,1,7,1,8,0.571,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,All Educators,all,Other - Non-Licensed,39,1,8,1,28,0.757,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,All Educators,all,Paraprofessional,56,1,14,1,35,0.583,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,All Educators,all,Teacher,117,1,7,1,103,0.904,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,Amer. Ind. or Alaska Nat.,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,Amer. Ind. or Alaska Nat.,detail,Other - Licensed,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,Amer. Ind. or Alaska Nat.,detail,Other - Non-Licensed,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,Amer. Ind. or Alaska Nat.,detail,Paraprofessional,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,Amer. Ind. or Alaska Nat.,detail,Teacher,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,Asian,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,Asian,detail,Other - Licensed,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,Asian,detail,Other - Non-Licensed,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,Asian,detail,Paraprofessional,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,Asian,detail,Teacher,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,Hispanic/Latino,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,Hispanic/Latino,detail,Other - Licensed,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,Hispanic/Latino,detail,Other - Non-Licensed,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,Hispanic/Latino,detail,Paraprofessional,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,Hispanic/Latino,detail,Teacher,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,"Multi-race, Non-Hisp./Lat.",detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,"Multi-race, Non-Hisp./Lat.",detail,Other - Licensed,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,"Multi-race, Non-Hisp./Lat.",detail,Other - Non-Licensed,1,0.026,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,"Multi-race, Non-Hisp./Lat.",detail,Paraprofessional,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,"Multi-race, Non-Hisp./Lat.",detail,Teacher,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,Nat. Haw. or Pacif. Isl.,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,Nat. Haw. or Pacif. Isl.,detail,Other - Licensed,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,Nat. Haw. or Pacif. Isl.,detail,Other - Non-Licensed,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,Nat. Haw. or Pacif. Isl.,detail,Paraprofessional,1,0.018,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,Nat. Haw. or Pacif. Isl.,detail,Teacher,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,White,detail,Administrator,17,1,,,13,0.813,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,White,detail,Other - Licensed,16,1,7,1,8,0.571,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,White,detail,Other - Non-Licensed,38,0.974,8,1,28,0.757,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,White,detail,Paraprofessional,55,0.982,14,1,34,0.576,yes,sources/state-dese/dese-educators-retention.xlsx
2022,01620000,Lunenburg,White,detail,Teacher,117,1,7,1,103,0.904,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,Afr. Amer./Black,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,Afr. Amer./Black,detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,Afr. Amer./Black,detail,Other - Non-Licensed,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,Afr. Amer./Black,detail,Paraprofessional,2,0.031,1,0.167,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,Afr. Amer./Black,detail,Teacher,3,0.018,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,All Educators,all,Administrator,17,1,,,14,0.824,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,All Educators,all,Other - Licensed,27,1,,,20,0.667,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,All Educators,all,Other - Non-Licensed,44,1,9,1,31,0.756,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,All Educators,all,Paraprofessional,65,1,6,1,55,0.797,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,All Educators,all,Teacher,163,1,12,1,142,0.861,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,Amer. Ind. or Alaska Nat.,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,Amer. Ind. or Alaska Nat.,detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,Amer. Ind. or Alaska Nat.,detail,Other - Non-Licensed,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,Amer. Ind. or Alaska Nat.,detail,Paraprofessional,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,Amer. Ind. or Alaska Nat.,detail,Teacher,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,Asian,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,Asian,detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,Asian,detail,Other - Non-Licensed,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,Asian,detail,Paraprofessional,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,Asian,detail,Teacher,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,Hispanic/Latino,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,Hispanic/Latino,detail,Other - Licensed,1,0.037,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,Hispanic/Latino,detail,Other - Non-Licensed,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,Hispanic/Latino,detail,Paraprofessional,1,0.015,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,Hispanic/Latino,detail,Teacher,1,0.006,1,0.083,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,"Multi-race, Non-Hisp./Lat.",detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,"Multi-race, Non-Hisp./Lat.",detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,"Multi-race, Non-Hisp./Lat.",detail,Other - Non-Licensed,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,"Multi-race, Non-Hisp./Lat.",detail,Paraprofessional,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,"Multi-race, Non-Hisp./Lat.",detail,Teacher,2,0.012,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,Nat. Haw. or Pacif. Isl.,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,Nat. Haw. or Pacif. Isl.,detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,Nat. Haw. or Pacif. Isl.,detail,Other - Non-Licensed,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,Nat. Haw. or Pacif. Isl.,detail,Paraprofessional,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,Nat. Haw. or Pacif. Isl.,detail,Teacher,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,White,detail,Administrator,17,1,,,14,0.824,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,White,detail,Other - Licensed,26,0.963,,,19,0.655,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,White,detail,Other - Non-Licensed,44,1,9,1,31,0.756,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,White,detail,Paraprofessional,62,0.954,5,0.833,53,0.791,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06100000,Ashburnham-Westminster,White,detail,Teacher,157,0.963,11,0.917,137,0.856,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,Afr. Amer./Black,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,Afr. Amer./Black,detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,Afr. Amer./Black,detail,Other - Non-Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,Afr. Amer./Black,detail,Paraprofessional,2,0.032,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,Afr. Amer./Black,detail,Teacher,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,All Educators,all,Administrator,17,1,,,13,0.813,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,All Educators,all,Other - Licensed,18,1,,,12,0.667,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,All Educators,all,Other - Non-Licensed,29,1,,,23,0.885,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,All Educators,all,Paraprofessional,62,1,16,1,40,0.702,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,All Educators,all,Teacher,148,1,15,1,128,0.901,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,Amer. Ind. or Alaska Nat.,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,Amer. Ind. or Alaska Nat.,detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,Amer. Ind. or Alaska Nat.,detail,Other - Non-Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,Amer. Ind. or Alaska Nat.,detail,Paraprofessional,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,Amer. Ind. or Alaska Nat.,detail,Teacher,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,Asian,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,Asian,detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,Asian,detail,Other - Non-Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,Asian,detail,Paraprofessional,2,0.032,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,Asian,detail,Teacher,1,0.007,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,Hispanic/Latino,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,Hispanic/Latino,detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,Hispanic/Latino,detail,Other - Non-Licensed,1,0.034,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,Hispanic/Latino,detail,Paraprofessional,2,0.032,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,Hispanic/Latino,detail,Teacher,1,0.007,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,"Multi-race, Non-Hisp./Lat.",detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,"Multi-race, Non-Hisp./Lat.",detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,"Multi-race, Non-Hisp./Lat.",detail,Other - Non-Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,"Multi-race, Non-Hisp./Lat.",detail,Paraprofessional,1,0.016,1,0.063,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,"Multi-race, Non-Hisp./Lat.",detail,Teacher,1,0.007,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,Nat. Haw. or Pacif. Isl.,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,Nat. Haw. or Pacif. Isl.,detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,Nat. Haw. or Pacif. Isl.,detail,Other - Non-Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,Nat. Haw. or Pacif. Isl.,detail,Paraprofessional,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,Nat. Haw. or Pacif. Isl.,detail,Teacher,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,White,detail,Administrator,17,1,,,13,0.813,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,White,detail,Other - Licensed,18,1,,,12,0.667,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,White,detail,Other - Non-Licensed,28,0.966,,,22,0.917,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,White,detail,Paraprofessional,55,0.887,15,0.938,34,0.68,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06160000,Ayer Shirley School District,White,detail,Teacher,145,0.98,15,1,125,0.912,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,Afr. Amer./Black,detail,Administrator,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,Afr. Amer./Black,detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,Afr. Amer./Black,detail,Other - Non-Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,Afr. Amer./Black,detail,Paraprofessional,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,Afr. Amer./Black,detail,Teacher,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,All Educators,all,Administrator,29,1,6,1,23,0.92,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,All Educators,all,Other - Licensed,32,1,,,26,0.867,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,All Educators,all,Other - Non-Licensed,33,1,,,28,0.778,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,All Educators,all,Paraprofessional,57,1,,,48,0.8,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,All Educators,all,Teacher,192,1,15,1,177,0.898,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,Amer. Ind. or Alaska Nat.,detail,Administrator,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,Amer. Ind. or Alaska Nat.,detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,Amer. Ind. or Alaska Nat.,detail,Other - Non-Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,Amer. Ind. or Alaska Nat.,detail,Paraprofessional,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,Amer. Ind. or Alaska Nat.,detail,Teacher,1,0.005,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,Asian,detail,Administrator,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,Asian,detail,Other - Licensed,1,0.031,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,Asian,detail,Other - Non-Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,Asian,detail,Paraprofessional,1,0.018,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,Asian,detail,Teacher,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,Hispanic/Latino,detail,Administrator,1,0.034,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,Hispanic/Latino,detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,Hispanic/Latino,detail,Other - Non-Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,Hispanic/Latino,detail,Paraprofessional,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,Hispanic/Latino,detail,Teacher,1,0.005,1,0.067,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,"Multi-race, Non-Hisp./Lat.",detail,Administrator,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,"Multi-race, Non-Hisp./Lat.",detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,"Multi-race, Non-Hisp./Lat.",detail,Other - Non-Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,"Multi-race, Non-Hisp./Lat.",detail,Paraprofessional,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,"Multi-race, Non-Hisp./Lat.",detail,Teacher,1,0.005,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,Nat. Haw. or Pacif. Isl.,detail,Administrator,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,Nat. Haw. or Pacif. Isl.,detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,Nat. Haw. or Pacif. Isl.,detail,Other - Non-Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,Nat. Haw. or Pacif. Isl.,detail,Paraprofessional,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,Nat. Haw. or Pacif. Isl.,detail,Teacher,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,White,detail,Administrator,28,0.966,6,1,22,0.917,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,White,detail,Other - Licensed,31,0.969,,,26,0.867,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,White,detail,Other - Non-Licensed,33,1,,,28,0.778,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,White,detail,Paraprofessional,56,0.982,,,47,0.797,yes,sources/state-dese/dese-educators-retention.xlsx
2022,06730000,Groton-Dunstable,White,detail,Teacher,189,0.984,14,0.933,175,0.897,yes,sources/state-dese/dese-educators-retention.xlsx
2022,07350000,North Middlesex,Afr. Amer./Black,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,07350000,North Middlesex,Afr. Amer./Black,detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,07350000,North Middlesex,Afr. Amer./Black,detail,Other - Non-Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,07350000,North Middlesex,Afr. Amer./Black,detail,Paraprofessional,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,07350000,North Middlesex,Afr. Amer./Black,detail,Teacher,1,0.004,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,07350000,North Middlesex,All Educators,all,Administrator,22,1,,,19,0.95,yes,sources/state-dese/dese-educators-retention.xlsx
2022,07350000,North Middlesex,All Educators,all,Other - Licensed,29,1,,,28,0.8,yes,sources/state-dese/dese-educators-retention.xlsx
2022,07350000,North Middlesex,All Educators,all,Other - Non-Licensed,43,1,,,39,0.848,yes,sources/state-dese/dese-educators-retention.xlsx
2022,07350000,North Middlesex,All Educators,all,Paraprofessional,88,1,,,72,0.857,yes,sources/state-dese/dese-educators-retention.xlsx
2022,07350000,North Middlesex,All Educators,all,Teacher,245,1,20,1,220,0.887,yes,sources/state-dese/dese-educators-retention.xlsx
2022,07350000,North Middlesex,Amer. Ind. or Alaska Nat.,detail,Administrator,1,0.045,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,07350000,North Middlesex,Amer. Ind. or Alaska Nat.,detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,07350000,North Middlesex,Amer. Ind. or Alaska Nat.,detail,Other - Non-Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,07350000,North Middlesex,Amer. Ind. or Alaska Nat.,detail,Paraprofessional,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,07350000,North Middlesex,Amer. Ind. or Alaska Nat.,detail,Teacher,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,07350000,North Middlesex,Asian,detail,Administrator,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,07350000,North Middlesex,Asian,detail,Other - Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,07350000,North Middlesex,Asian,detail,Other - Non-Licensed,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,07350000,North Middlesex,Asian,detail,Paraprofessional,0,0,,,,,yes,sources/state-dese/dese-educators-retention.xlsx
2022,07350000,North Middlesex,Asian,detail,Teacher,0,0,0,0,,,yes,sources/state-dese/dese-educators-retention.xlsx
