fy,lea,district,org_code,org_name,org_level,gen_ed_fte,gen_ed_pct,sped_fte,sped_pct,career_tech_fte,career_tech_pct,el_fte,el_pct,total_fte,comments,reconciles,doc_id
2022,07350000,North Middlesex,07350010,Ashby Elementary,school,9,0.818,2,0.182,0,0.0,0,0.0,11,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2022,07350000,North Middlesex,07350030,Hawthorne Brook,school,35.4,0.855,5,0.121,0,0.0,1,0.024,41.4,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2022,07350000,North Middlesex,07350035,Varnum Brook,school,34.5,0.758,11,0.242,0,0.0,0,0.0,45.5,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2022,07350000,North Middlesex,07350310,Nissitissit Middle School,school,38.4,0.776,11.1,0.224,0,0.0,0,0.0,49.5,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2022,07350000,North Middlesex,07350505,North Middlesex Regional,school,45.3,0.806,9.9,0.176,0,0.0,1,0.018,56.2,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2023,00000000,State,00000000,State,state,63536.7,0.825,9151.8,0.119,2068.8,0.027,2220.3,0.029,76977.6,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2023,01250000,Harvard,01250000,Harvard,district,88.7,0.967,3,0.033,0,0.0,0,0.0,91.7,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2023,01250000,Harvard,01250005,Hildreth Elementary School,school,33.5,0.918,3,0.082,0,0.0,0,0.0,36.5,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2023,01250000,Harvard,01250505,The Bromfield High School,school,55.2,1.0,0,0.0,0,0.0,0,0.0,55.2,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2023,01620000,Lunenburg,01620000,Lunenburg,district,110.6,0.981,2.2,0.019,0,0.0,0,0.0,112.8,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2023,01620000,Lunenburg,01620010,Lunenburg Primary School,school,26.7,1.0,0,0.0,0,0.0,0,0.0,26.7,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2023,01620000,Lunenburg,01620025,Turkey Hill Elementary School,school,20,0.909,2,0.091,0,0.0,0,0.0,22,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2023,01620000,Lunenburg,01620305,Lunenburg Middle School,school,27.1,1.0,0,0.0,0,0.0,0,0.0,27.1,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2023,01620000,Lunenburg,01620505,Lunenburg High,school,35.6,0.994,0.2,0.006,0,0.0,0,0.0,35.8,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2023,01620000,Lunenburg,01620605,Advanced Community Experience Program,school,1,1.0,0,0.0,0,0.0,0,0.0,1,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2023,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,139.5,0.851,24.1,0.147,0,0.0,0.3,0.002,163.9,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2023,06100000,Ashburnham-Westminster,06100005,Westminster Elementary,school,22.7,0.816,5,0.18,0,0.0,0.1,0.004,27.8,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2023,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,12.3,0.918,1,0.075,0,0.0,0.1,0.007,13.4,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2023,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,32,0.842,6,0.158,0,0.0,0,0.0,38,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2023,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,33,0.823,7,0.175,0,0.0,0.1,0.002,40.1,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2023,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,39.6,0.886,5.1,0.114,0,0.0,0,0.0,44.6,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2023,06160000,Ayer Shirley School District,06160000,Ayer Shirley School District,district,110.5,0.758,32,0.219,0,0.0,3.3,0.023,145.8,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2023,06160000,Ayer Shirley School District,06160001,Lura A. White Elementary School,school,22,0.71,8,0.258,0,0.0,1,0.032,31,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2023,06160000,Ayer Shirley School District,06160002,Page Hilltop Elementary School,school,31.8,0.743,10,0.234,0,0.0,1,0.023,42.8,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2023,06160000,Ayer Shirley School District,06160305,Ayer Shirley Regional Middle School,school,25.2,0.745,7.6,0.225,0,0.0,1,0.03,33.8,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2023,06160000,Ayer Shirley School District,06160505,Ayer Shirley Regional High School,school,31.5,0.825,6.4,0.167,0,0.0,0.3,0.007,38.2,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2023,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,158.1,0.855,25.8,0.139,0,0.0,1,0.005,184.8,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2023,06730000,Groton-Dunstable,06730001,Boutwell School,school,5,1.0,0,0.0,0,0.0,0,0.0,5,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2023,06730000,Groton-Dunstable,06730005,Swallow/Union School,school,21.5,0.83,4,0.154,0,0.0,0.4,0.015,25.9,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2023,06730000,Groton-Dunstable,06730010,Florence Roche School,school,31.8,0.787,8,0.198,0,0.0,0.6,0.015,40.4,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2023,06730000,Groton-Dunstable,06730305,Groton Dunstable Regional Middle,school,52.7,0.875,7.5,0.125,0,0.0,0,0.0,60.2,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2023,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,47.1,0.883,6.2,0.117,0,0.0,0,0.0,53.4,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2023,07350000,North Middlesex,07350000,North Middlesex,district,194.8,0.782,50.3,0.202,0,0.0,4,0.016,249.1,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2023,07350000,North Middlesex,07350002,Squannacook Early Childhood Center,school,6.2,1.0,0,0.0,0,0.0,0,0.0,6.2,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2023,07350000,North Middlesex,07350005,Spaulding Memorial,school,27.9,0.835,5,0.15,0,0.0,0.5,0.015,33.4,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2023,07350000,North Middlesex,07350010,Ashby Elementary,school,8.9,0.781,2,0.175,0,0.0,0.5,0.044,11.4,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2023,07350000,North Middlesex,07350030,Hawthorne Brook,school,35.4,0.85,6,0.144,0,0.0,0.3,0.006,41.6,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2023,07350000,North Middlesex,07350035,Varnum Brook,school,35.9,0.742,11,0.227,0,0.0,1.5,0.031,48.4,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2023,07350000,North Middlesex,07350310,Nissitissit Middle School,school,35.4,0.693,15.4,0.302,0,0.0,0.3,0.005,51.1,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2023,07350000,North Middlesex,07350505,North Middlesex Regional,school,45.1,0.791,10.9,0.191,0,0.0,1,0.018,57,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,00000000,State,00000000,State,state,63614.8,0.819,9471.6,0.122,2088.3,0.027,2455.5,0.032,77630.3,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,01250000,Harvard,01250000,Harvard,district,85.3,0.966,3,0.034,0,0.0,0,0.0,88.3,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,01250000,Harvard,01250005,Hildreth Elementary School,school,30.5,0.91,3,0.09,0,0.0,0,0.0,33.5,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,01250000,Harvard,01250305,The Bromfield Middle School,school,22.6,1.0,0,0.0,0,0.0,0,0.0,22.6,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,01250000,Harvard,01250505,The Bromfield High School,school,32.3,1.0,0,0.0,0,0.0,0,0.0,32.3,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,01620000,Lunenburg,01620000,Lunenburg,district,113,0.991,1,0.009,0,0.0,0,0.0,114,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,01620000,Lunenburg,01620010,Lunenburg Primary School,school,25.5,0.962,1,0.038,0,0.0,0,0.0,26.5,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,01620000,Lunenburg,01620025,Turkey Hill Elementary School,school,21.9,1.0,0,0.0,0,0.0,0,0.0,21.9,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,01620000,Lunenburg,01620305,Lunenburg Middle School,school,27.7,1.0,0,0.0,0,0.0,0,0.0,27.7,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,01620000,Lunenburg,01620505,Lunenburg High,school,37,1.0,0,0.0,0,0.0,0,0.0,37,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,01620000,Lunenburg,01620605,Advanced Community Experience Program,school,1,1.0,0,0.0,0,0.0,0,0.0,1,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,138.6,0.834,26,0.156,0,0.0,1.6,0.01,166.2,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,06100000,Ashburnham-Westminster,06100005,Westminster Elementary,school,23.7,0.812,5,0.171,0,0.0,0.5,0.017,29.2,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,12.3,0.905,1,0.073,0,0.0,0.3,0.022,13.6,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,32,0.829,6,0.155,0,0.0,0.6,0.016,38.6,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,30.7,0.81,7,0.185,0,0.0,0.2,0.005,37.9,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,39.9,0.852,7,0.148,0,0.0,0,0.0,46.8,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,06160000,Ayer Shirley School District,06160000,Ayer Shirley School District,district,106.8,0.764,29.6,0.211,0,0.0,3.5,0.025,139.8,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,06160000,Ayer Shirley School District,06160001,Lura A. White Elementary School,school,21,0.7,8,0.267,0,0.0,1,0.033,30,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,06160000,Ayer Shirley School District,06160002,Page Hilltop Elementary School,school,31.8,0.779,8,0.196,0,0.0,1,0.025,40.8,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,06160000,Ayer Shirley School District,06160305,Ayer Shirley Regional Middle School,school,24,0.723,8.2,0.247,0,0.0,1,0.03,33.2,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,06160000,Ayer Shirley School District,06160505,Ayer Shirley Regional High School,school,30,0.837,5.4,0.15,0,0.0,0.5,0.014,35.8,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,154.5,0.836,28.3,0.153,0,0.0,2,0.011,184.7,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,06730000,Groton-Dunstable,06730001,Boutwell School,school,5,1.0,0,0.0,0,0.0,0,0.0,5,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,06730000,Groton-Dunstable,06730005,Swallow/Union School,school,19.5,0.783,5,0.201,0,0.0,0.4,0.016,24.9,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,06730000,Groton-Dunstable,06730010,Florence Roche School,school,31.8,0.787,8,0.198,0,0.0,0.6,0.015,40.4,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,06730000,Groton-Dunstable,06730305,Groton Dunstable Regional Middle,school,54.8,0.866,7.5,0.118,0,0.0,1,0.016,63.3,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,43.3,0.848,7.8,0.152,0,0.0,0,0.0,51.1,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,07350000,North Middlesex,07350000,North Middlesex,district,189.2,0.79,49.3,0.206,0,0.0,1,0.004,239.4,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,07350000,North Middlesex,07350002,Squannacook Early Childhood Center,school,5.3,0.841,1,0.159,0,0.0,0,0.0,6.3,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,07350000,North Middlesex,07350005,Spaulding Memorial,school,28.1,0.875,4,0.125,0,0.0,0,0.0,32.1,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,07350000,North Middlesex,07350010,Ashby Elementary,school,10.2,0.836,2,0.164,0,0.0,0,0.0,12.2,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,07350000,North Middlesex,07350030,Hawthorne Brook,school,31.7,0.819,7,0.181,0,0.0,0,0.0,38.7,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,07350000,North Middlesex,07350035,Varnum Brook,school,35,0.778,10,0.222,0,0.0,0,0.0,45,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,07350000,North Middlesex,07350310,Nissitissit Middle School,school,34.9,0.708,14.4,0.292,0,0.0,0,0.0,49.2,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2024,07350000,North Middlesex,07350505,North Middlesex Regional,school,44.1,0.788,10.9,0.195,0,0.0,1,0.018,56,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,00000000,State,00000000,State,state,63384.2,0.821,9218,0.119,2067.4,0.027,2551.3,0.033,77220.8,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,01250000,Harvard,01250000,Harvard,district,84.9,0.977,2,0.023,0,0.0,0,0.0,86.9,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,01250000,Harvard,01250005,Hildreth Elementary School,school,31.5,0.94,2,0.06,0,0.0,0,0.0,33.5,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,01250000,Harvard,01250305,The Bromfield Middle School,school,23.7,1.0,0,0.0,0,0.0,0,0.0,23.7,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,01250000,Harvard,01250505,The Bromfield High School,school,29.7,1.0,0,0.0,0,0.0,0,0.0,29.7,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,01620000,Lunenburg,01620000,Lunenburg,district,102.9,0.979,2.2,0.021,0,0.0,0,0.0,105,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,01620000,Lunenburg,01620010,Lunenburg Primary School,school,21.5,0.915,2,0.085,0,0.0,0,0.0,23.5,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,01620000,Lunenburg,01620025,Turkey Hill Elementary School,school,19,1.0,0,0.0,0,0.0,0,0.0,19,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,01620000,Lunenburg,01620305,Lunenburg Middle School,school,25.1,1.0,0,0.0,0,0.0,0,0.0,25.1,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,01620000,Lunenburg,01620505,Lunenburg High,school,36.3,0.995,0.2,0.005,0,0.0,0,0.0,36.5,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,01620000,Lunenburg,01620605,Advanced Community Experience Program,school,1,1.0,0,0.0,0,0.0,0,0.0,1,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,139.8,0.84,24,0.144,0,0.0,2.6,0.016,166.4,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,06100000,Ashburnham-Westminster,06100005,Westminster Elementary,school,23.7,0.814,5,0.172,0,0.0,0.4,0.014,29.1,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,12.3,0.885,1,0.072,0,0.0,0.6,0.043,13.9,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,31.3,0.826,6,0.159,0,0.0,0.6,0.016,37.9,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,32.1,0.821,6.7,0.172,0,0.0,0.3,0.008,39.1,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,40.4,0.871,5.3,0.114,0,0.0,0.7,0.015,46.4,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,06160000,Ayer Shirley School District,06160000,Ayer Shirley School District,district,109.4,0.764,29.1,0.203,0,0.0,4.7,0.033,143.1,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,06160000,Ayer Shirley School District,06160001,Lura A. White Elementary School,school,22,0.71,8,0.258,0,0.0,1,0.032,31,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,06160000,Ayer Shirley School District,06160002,Page Hilltop Elementary School,school,30.8,0.72,10,0.234,0,0.0,2,0.047,42.8,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,06160000,Ayer Shirley School District,06160305,Ayer Shirley Regional Middle School,school,26,0.788,6,0.182,0,0.0,1,0.03,33,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,06160000,Ayer Shirley School District,06160505,Ayer Shirley Regional High School,school,30.6,0.841,5.1,0.14,0,0.0,0.7,0.018,36.3,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,142.8,0.836,26,0.152,0,0.0,2,0.012,170.7,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,06730000,Groton-Dunstable,06730001,Boutwell School,school,5,1.0,0,0.0,0,0.0,0,0.0,5,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,06730000,Groton-Dunstable,06730005,Swallow/Union School,school,12.7,0.789,3,0.186,0,0.0,0.4,0.025,16.1,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,06730000,Groton-Dunstable,06730010,Florence Roche School,school,34.6,0.783,9,0.204,0,0.0,0.6,0.014,44.2,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,06730000,Groton-Dunstable,06730305,Groton Dunstable Regional Middle,school,49.1,0.854,7.4,0.129,0,0.0,1,0.017,57.5,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,41.4,0.863,6.6,0.137,0,0.0,0,0.0,48,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,07350000,North Middlesex,07350000,North Middlesex,district,179.1,0.783,48.5,0.212,0,0.0,1,0.004,228.6,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,07350000,North Middlesex,07350002,Squannacook Early Childhood Center,school,4.2,0.808,1,0.192,0,0.0,0,0.0,5.2,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,07350000,North Middlesex,07350005,Spaulding Memorial,school,25.1,0.834,5,0.166,0,0.0,0,0.0,30.1,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,07350000,North Middlesex,07350010,Ashby Elementary,school,10.2,0.836,2,0.164,0,0.0,0,0.0,12.2,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,07350000,North Middlesex,07350030,Hawthorne Brook,school,31.2,0.836,6.1,0.164,0,0.0,0,0.0,37.3,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,07350000,North Middlesex,07350035,Varnum Brook,school,32,0.744,11,0.256,0,0.0,0,0.0,43,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,07350000,North Middlesex,07350310,Nissitissit Middle School,school,34.3,0.734,12.4,0.266,0,0.0,0,0.0,46.7,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2025,07350000,North Middlesex,07350505,North Middlesex Regional,school,42.1,0.778,11,0.203,0,0.0,1,0.018,54.1,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2026,00000000,State,00000000,State,state,62421.2,0.814,9721.1,0.127,2132.7,0.028,2443.6,0.032,76718.6,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2026,01250000,Harvard,01250000,Harvard,district,73.1,0.83,12.9,0.147,0,0.0,2,0.023,88,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2026,01250000,Harvard,01250005,Hildreth Elementary School,school,28,0.8,6,0.171,0,0.0,1,0.029,35,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2026,01250000,Harvard,01250305,The Bromfield Middle School,school,19.7,0.867,2.3,0.101,0,0.0,0.7,0.031,22.7,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2026,01250000,Harvard,01250505,The Bromfield High School,school,25.4,0.838,4.6,0.153,0,0.0,0.3,0.009,30.3,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2026,01620000,Lunenburg,01620000,Lunenburg,district,101.4,0.981,2,0.019,0,0.0,0,0.0,103.4,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2026,01620000,Lunenburg,01620010,Lunenburg Primary School,school,21.1,0.913,2,0.087,0,0.0,0,0.0,23.1,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2026,01620000,Lunenburg,01620025,Turkey Hill Elementary School,school,18.4,1.0,0,0.0,0,0.0,0,0.0,18.4,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2026,01620000,Lunenburg,01620305,Lunenburg Middle School,school,25,1.0,0,0.0,0,0.0,0,0.0,25,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2026,01620000,Lunenburg,01620505,Lunenburg High,school,35.8,1.0,0,0.0,0,0.0,0,0.0,35.8,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2026,01620000,Lunenburg,01620605,Advanced Community Experience Program,school,1,1.0,0,0.0,0,0.0,0,0.0,1,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2026,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,134.7,0.844,23.9,0.15,0,0.0,1,0.006,159.6,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2026,06100000,Ashburnham-Westminster,06100005,Westminster Elementary,school,20.7,0.793,5,0.192,0,0.0,0.4,0.015,26.1,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2026,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,14.3,0.935,1,0.065,0,0.0,0,0.0,15.3,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2026,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,29,0.838,5,0.145,0,0.0,0.6,0.017,34.6,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2026,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,33.3,0.846,6.1,0.154,0,0.0,0,0.0,39.3,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2026,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,37.5,0.846,6.8,0.154,0,0.0,0,0.0,44.3,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2026,06160000,Ayer Shirley School District,06160000,Ayer Shirley School District,district,105.9,0.743,32,0.224,0,0.0,4.7,0.033,142.5,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2026,06160000,Ayer Shirley School District,06160001,Lura A. White Elementary School,school,22,0.71,8,0.258,0,0.0,1,0.032,31,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2026,06160000,Ayer Shirley School District,06160002,Page Hilltop Elementary School,school,29.8,0.696,11,0.257,0,0.0,2,0.047,42.8,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2026,06160000,Ayer Shirley School District,06160305,Ayer Shirley Regional Middle School,school,25,0.735,8,0.235,0,0.0,1,0.029,34,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2026,06160000,Ayer Shirley School District,06160505,Ayer Shirley Regional High School,school,29.1,0.838,5,0.143,0,0.0,0.7,0.019,34.7,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2026,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,141,0.848,24.2,0.146,0,0.0,1,0.006,166.2,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2026,06730000,Groton-Dunstable,06730001,Boutwell School,school,5,1.0,0,0.0,0,0.0,0,0.0,5,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2026,06730000,Groton-Dunstable,06730005,Swallow/Union School,school,12.5,0.786,3,0.189,0,0.0,0.4,0.025,15.9,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2026,06730000,Groton-Dunstable,06730010,Florence Roche School,school,34.4,0.819,7,0.167,0,0.0,0.6,0.014,42,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2026,06730000,Groton-Dunstable,06730305,Groton Dunstable Regional Middle,school,49.4,0.867,7.6,0.133,0,0.0,0,0.0,57,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2026,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,39.7,0.856,6.7,0.144,0,0.0,0,0.0,46.4,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2026,07350000,North Middlesex,07350000,North Middlesex,district,165.5,0.774,47.2,0.221,0,0.0,1,0.005,213.7,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2026,07350000,North Middlesex,07350002,Squannacook Early Childhood Center,school,16.1,0.843,3,0.157,0,0.0,0,0.0,19.1,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2026,07350000,North Middlesex,07350005,Spaulding Memorial,school,20,0.833,4,0.167,0,0.0,0,0.0,24,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2026,07350000,North Middlesex,07350030,Hawthorne Brook,school,28.2,0.779,8,0.221,0,0.0,0,0.0,36.2,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2026,07350000,North Middlesex,07350035,Varnum Brook,school,28.7,0.705,12,0.295,0,0.0,0,0.0,40.7,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2026,07350000,North Middlesex,07350310,Nissitissit Middle School,school,31.4,0.728,11.7,0.272,0,0.0,0,0.0,43.2,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
2026,07350000,North Middlesex,07350505,North Middlesex Regional,school,41.1,0.812,8.5,0.168,0,0.0,1,0.02,50.6,,yes,sources/state-dese/dese-teachers-by-program-area.xlsx
