id,kind,subkind,code,name,owner,owner_basis,relates_to,purpose,authority,trend_label,report
sr-1517,special-revenue,gift,1517,PUBLIC SAFETY GIFT FUND,police,department code 210 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1518,special-revenue,other,1518,ELDERLY/DISABLED FUND,council-on-aging,department code 541 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1519,special-revenue,revolving,1519,HOLLIS ROAD REVOLVING FUND,conservation-commission,department code 171 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1520,special-revenue,gift,1520,TOWN RECORDS GIFT FUND,town-clerk,the fund’s name: the Town Clerk keeps the town’s records,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1521,special-revenue,gift,1521,HISTORICAL COMM GIFT FUND,historical-commission,the fund’s name,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1522,special-revenue,other,1522,HAZARDOUS WASTE FUND,unresolved,,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1523,special-revenue,gift,1523,PARK GIFT FUND,parks-commission,department code 650 in the unlabelled column of the town’s special-revenue report,,,,Park Gift Fund,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1524,special-revenue,gift,1524,SEWER GIFT FUND,sewer-commission,the fund’s name,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1525,special-revenue,gift,1525,CONSERVATION COMM GIFT FUND,conservation-commission,department code 171 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1526,special-revenue,other,1526,CONSERVATION FUND,conservation-commission,department code 171 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1527,special-revenue,revolving,1527,ZONING BD CONSULTANT REVOLVING,zoning-board-of-appeals,department code 176 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1528,special-revenue,gift,1528,COUNCIL ON AGING GIFT FUND,council-on-aging,department code 541 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1529,special-revenue,other,1529,SKATE PARK FUND,parks-commission,department code 650 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1530,special-revenue,other,1530,WGHTS/MEASURES  CITATION FUND,building-inspection,department code 244 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1531,special-revenue,revolving,1531,SALE OF REAL ESTATE REVOLVING,select-board,department code 122 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1532,special-revenue,other,1532,MARSHALL PK RESTORATION FUND,parks-commission,department code 650 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1533,special-revenue,other,1533,CITIZENS RELIEF FUND,select-board,department code 122 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1534,special-revenue,gift,1534,DEBRIS REMOVAL GIFT FUND,emergency-management,department code 291 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1535,special-revenue,other,1535,RECYCLING OUTREACH FUND,select-board,department code 122 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1536,special-revenue,gift,1536,DPW ROADS GIFT FUND,dpw,department code 400 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1537,special-revenue,gift,1537,GENERAL GOVERNMENT GIFT FUND,select-board,department code 122 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1538,special-revenue,other,1538,FEDERAL DRUG FORFEITURE,police,department code 210 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1539,special-revenue,other,1539,TOWN FACILITIES USE ACCOUNT,select-board,department code 122 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1540,special-revenue,receipts reserved,1540,PREMIUM RESERVED FOR CAPITAL,select-board,department code 122 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1541,special-revenue,revolving,1541,SWTF BARRELS/BINS REVOLVING,select-board,department code 122 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1542,special-revenue,revolving,1542,INSPECTOR'S REVOLVING FUND,select-board,department code 122 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1543,special-revenue,revolving,1543,TIMBER RIGHTS REVOLVING FUND,conservation-commission,department code 171 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1544,special-revenue,revolving,1544,TECHNOLOGY FEE REVOLVING FUND,planning-board,department code 175 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1545,special-revenue,revolving,1545,ARTIFICIAL TURF REVOLVING FUND,dpw,department code 400 in the unlabelled column of the town’s special-revenue report,school-committee,payments toward the artificial turf field,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1546,special-revenue,gift,1546,INTERFACE REFERRAL GIFT FUND,select-board,department code 122 in the unlabelled column of the town’s special-revenue report,,,,Interface Referral Gift Fund,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1547,special-revenue,other,1547,TNC PER RIDE ASSESSMENT FUND,select-board,department code 122 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1548,special-revenue,gift,1548,LUNENBURG CEMETERY GIFT FUND,cemetery-commission,department code 491 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1549,special-revenue,other,1549,TECHNOLOGY FOR SCHOOL CHILDREN,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,Technology for School Children Gift Fund,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1550,special-revenue,gift,1550,OPEN SPACE COMM GIFT FUND,select-board,department code 122 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1551,special-revenue,other,1551,300th ANNIVERSARY FUND,select-board,department code 122 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1552,special-revenue,gift,1552,LUNENBURG TOWN BAND GIFT FUND,select-board,department code 693 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-1553,special-revenue,other,1553,WETLANDS PROTECTION BYLAW FEES,conservation-commission,department code 171 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2200,special-revenue,revolving,2200,SCHOOL LUNCH REVOLVING,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,school lunch: meal sales and federal and state reimbursement,,School Lunch,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2300,special-revenue,grant,2300,CHAPTER 90,dpw,department code 400 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2301,special-revenue,grant,2301,CHAPTER 204 ACTS OF 1996,dpw,department code 400 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2303,special-revenue,grant,2303,DEP PAY AS YOU THROW GRANT,dpw,department code 400 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2304,special-revenue,grant,2304,DOT BRIDGE GRANT,dpw,department code 400 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2305,special-revenue,grant,2305,WINTER RECOVERY ASSISTANCE,dpw,department code 400 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2306,special-revenue,grant,2306,FAIR SHARE AMENDMENT,dpw,department code 400 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2353,special-revenue,grant,2353,GHSB CLICK IT OR TICKET GRANT,police,department code 210 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2355,special-revenue,grant,2355,FY25 POL PUB SAFETY TRAINING,police,department code 210 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2356,special-revenue,grant,2356,COMMUNITY POLICING 96/97/98,police,department code 210 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2357,special-revenue,grant,2357,DARE/DARE I GRANT FY 97,police,department code 210 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2359,special-revenue,grant,2359,FY05 COMMUNITY POLICING GRANT,police,department code 210 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2361,special-revenue,grant,2361,FY07 COMMUNITY POLICING,police,department code 210 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2362,special-revenue,grant,2362,FY08 COMMUNITY POLICING,police,department code 210 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2363,special-revenue,grant,2363,FY09 COMMUNITY POLICING,police,department code 210 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2367,special-revenue,grant,2367,FY21 MUNICIPAL RD SAFETY GRANT,police,department code 210 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2369,special-revenue,grant,2369,FY26 STATE FIREFIGHTER SAFETY,fire,department code 220 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2401,special-revenue,grant,2401,FY24 SAFE GRANT,police,department code 210 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2403,special-revenue,grant,2403,FIRE SAFE GRANT,fire,department code 220 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2404,special-revenue,grant,2404,FIREFIGHT PUBL SAFETY EQUIP GT,fire,department code 220 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2405,special-revenue,grant,2405,FY05 FIREGIGHTING EQUIP GRANT,fire,department code 220 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2407,special-revenue,grant,2407,HISTORIC PROPERTY SURVEY,town-manager,department code 126 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2408,special-revenue,grant,2408,FY09 STATE 911 GRANT-FIRE DEPT,fire,department code 220 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2413,special-revenue,grant,2413,FIREFIGHTER SAFETY EQUIP GRANT,fire,department code 220 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2450,special-revenue,grant,2450,FORMULA GRANT COUNCIL ON AGING,council-on-aging,department code 541 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2451,special-revenue,grant,2451,LIBRARY STATE AID,library-board-of-trustees,department code 610 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2453,special-revenue,grant,2453,WPAT SEPTIC RECEIPTS RESERVED,board-of-health,department code 512 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2454,special-revenue,grant,2454,MASS HISTORICAL COMM GRANT,historical-commission,the fund’s name,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2457,special-revenue,grant,2457,Public Library Funds,library-board-of-trustees,department code 610 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2463,special-revenue,grant,2463,RECYCLING DIVIDENDS PROGRAM,select-board,department code 122 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2464,special-revenue,grant,2464,EARLY VOTING GRANT,town-clerk,department code 162 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2466,special-revenue,grant,2466,COMM COMPACT E-PERMITTING GRAN,planning-board,department code 175 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2469,special-revenue,grant,2469,COMM COMP SYBER SECURITY ASSES,planning-board,department code 175 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2472,special-revenue,grant,2472,EXTENDED POLLING HOURS,town-clerk,department code 162 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2483,special-revenue,grant,2483,STATE EARMARKS,town-manager,department code 126 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2486,special-revenue,grant,2486,FY24 BRIDGE ASSET MANAGEMENT,dpw,department code 400 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2487,special-revenue,grant,2487,JAIL ARREST DIVERSION PROGRAM,conservation-commission,department code 171 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2526,special-revenue,grant,2526,COPS UNIVERSAL HIRING GRANT,police,department code 210 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2531,special-revenue,grant,2531,COPS SECURE OUR SCHOOLS GNT,police,department code 210 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2532,special-revenue,grant,2532,EMPG GRANT (EMERGENCY MANAG),emergency-management,department code 291 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2533,special-revenue,grant,2533,PROTECT ORDER GRANTS PROGRAM,police,department code 210 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2553,special-revenue,grant,2553,CONFINED SPACE TRAINING,fire,department code 220 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2572,special-revenue,grant,2572,CDBG SEWER HOOKUP GRANT,dpw,department code 400 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2573,special-revenue,grant,2573,EOCD SENIOR CENTER GRANT,council-on-aging,department code 541 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2574,special-revenue,grant,2574,LOAN REPAYMENTS SEWER HOOKUP,select-board,department code 122 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2575,special-revenue,grant,2575,"EOCD SEPTIC GRANT ($100,000)",board-of-health,department code 512 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2576,special-revenue,grant,2576,MWPAT SEPTIC REPAIR GRANT,board-of-health,department code 512 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2577,special-revenue,grant,2577,B.O.H. EMERGENCY PREPAREDNESS,board-of-health,department code 512 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2578,special-revenue,grant,2578,PUBLIC HEALTH EMERGENCY PREP,board-of-health,department code 512 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2579,special-revenue,grant,2579,PUB HLTH EMERGENCY PREPAREDN,board-of-health,department code 512 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2580,special-revenue,grant,2580,LIBRARY SERV/TECH GRANT,library-board-of-trustees,department code 610 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2581,special-revenue,grant,2581,PUBLIC HLTH EMERG RESPONSE GRT,board-of-health,department code 512 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2582,special-revenue,grant,2582,EECBG ENERGY EFFICIENCY GRANT,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,EECBG Energy Efficiency Grant,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2583,special-revenue,grant,2583,GREEN COMMUNITIES GRANT,select-board,department code 122 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2584,special-revenue,grant,2584,FY19 GREEN COMMUNITIES GRANT,facilities,department code 193 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2587,special-revenue,grant,2587,MASS TRAILS GRANT,conservation-commission,department code 171 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2590,special-revenue,grant,2590,HHS PROVIDER RELIEF FUND,fire,department code 220 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2591,special-revenue,grant,2591,CARES ACT FUNDING,information-technology,department code 155 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2595,special-revenue,grant,2595,ARPA FUNDS,select-board,department code 122 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2599,special-revenue,grant,2599,FEMA 4496 COVID 19,select-board,department code 122 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2622,special-revenue,grant,2622,FY25 FAMILY & COMMUNITY,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2640,special-revenue,grant,2640,SPECIAL ED CIRCUIT BREAKER,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,the state’s special education circuit breaker reimbursement,M.G.L. c.71B §5A,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2649,special-revenue,grant,2649,DISPLACED STUDENTS-PUERTO RICO,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,Displaced Students - Puerto Rico,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2650,special-revenue,grant,2650,UNDER STORAGE TANK GRANT,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,Underground Storage Tank Grant,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2653,special-revenue,grant,2653,FY24 FAMILY & COMMUNITY #237,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2667,special-revenue,grant,2667,FY24  #718 ARTS/CULTURAL VITAL,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2668,special-revenue,grant,2668,718 Arts Council,cultural-council,the fund’s name,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2672,special-revenue,grant,2672,FY26 FAMILY & COMMUNITY 237,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2680,special-revenue,grant,2680,MONBOUQUETTE AWARD,select-board,department code 122 in the unlabelled column of the town’s special-revenue report,,,,Monbouquette Award,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2681,special-revenue,grant,2681,COMP SCHOOL HEALTH SERV GRANT,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2685,special-revenue,grant,2685,FY22 #437 COVID 19 SUMMER PROG,select-board,department code 122 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2687,special-revenue,grant,2687,FY23 #528 ASOST,select-board,department code 122 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2689,special-revenue,grant,2689,FY24 COMP SCH HEALTH SERV GR,select-board,department code 122 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2690,special-revenue,grant,2690,FY26 #309 TITLE IV PART A,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2702,special-revenue,grant,2702,FY25 CSHS INST/SUPRT SALARIES,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2705,special-revenue,grant,2705,FY24 305 TITLE 1 GRANT,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2709,special-revenue,grant,2709,FY12  REG DISSEMINATION GR#321,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,Regional Dissemination Grant,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2713,special-revenue,grant,2713,FY25 TITLE 1 #305,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2727,special-revenue,grant,2727,FY15 TITLE I #305,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2728,special-revenue,grant,2728,FY24 TITLE 11 PART A #140,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2742,special-revenue,grant,2742,FY17 SPEC ED PRO IMP #274,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2748,special-revenue,grant,2748,FY24 117 EVIDENCE,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2750,special-revenue,grant,2750,FY24 TITLE IV-PART A #309,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2755,special-revenue,grant,2755,FY19 TITLE IV #309,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2758,special-revenue,grant,2758,FY23 240,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2765,special-revenue,grant,2765,FY20 TITLE IIA #140,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2766,special-revenue,grant,2766,FY20 TITLE I #305,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2767,special-revenue,grant,2767,FY20 TITLE IV #309,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2768,special-revenue,grant,2768,FY21 ESSER FUND CODE 113,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2769,special-revenue,grant,2769,FY21 TITLE II #140,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2770,special-revenue,grant,2770,FY25 TITLE IV 309,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2771,special-revenue,grant,2771,FY21 TITLE I #305,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2772,special-revenue,grant,2772,FY21 SCHOOL REOPENING #102,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2778,special-revenue,grant,2778,FY25 117 SOA EVIDENCE BASE,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
sr-2781,special-revenue,grant,2781,FY22 119 ESSER III FRINGE BENEFIT,school-committee,department code 300 in the unlabelled column of the town’s special-revenue report,,,,,sources/town-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx
