dor_code,municipality,fy,expenditure,source_file,sha256
103,Gardner,2003,4948509,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
103,Gardner,2004,5248407,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
103,Gardner,2005,6001661,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
103,Gardner,2006,6945248,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
103,Gardner,2007,6677986,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
103,Gardner,2008,7154282,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
103,Gardner,2009,7895459,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
103,Gardner,2010,9662229,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
103,Gardner,2011,8887385,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
103,Gardner,2012,8129068,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
103,Gardner,2013,7685887,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
103,Gardner,2014,9580276,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
103,Gardner,2015,9936986,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
103,Gardner,2016,8844239,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
103,Gardner,2017,9957302,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
103,Gardner,2018,8332406,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
103,Gardner,2019,10067855,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
103,Gardner,2020,9584842,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
103,Gardner,2021,9737141,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
103,Gardner,2022,11915493,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
103,Gardner,2023,12881572,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
103,Gardner,2024,13506577,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
103,Gardner,2025,16622680,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
103,Gardner,2026,,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
104,Aquinnah,2002,113915,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
104,Aquinnah,2003,130033,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
104,Aquinnah,2004,152263,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
104,Aquinnah,2005,147255,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
104,Aquinnah,2006,146781,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
104,Aquinnah,2007,124794,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
104,Aquinnah,2008,142448,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
104,Aquinnah,2009,154496,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
104,Aquinnah,2010,182576,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
104,Aquinnah,2011,212257,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
104,Aquinnah,2012,216171,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
104,Aquinnah,2013,205720,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
104,Aquinnah,2014,242823,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
104,Aquinnah,2015,245136,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
104,Aquinnah,2016,235695,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
104,Aquinnah,2017,239806,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
104,Aquinnah,2018,244290,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
104,Aquinnah,2019,263216,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
104,Aquinnah,2020,266072,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
104,Aquinnah,2021,269245,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
104,Aquinnah,2022,281398,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
104,Aquinnah,2023,380521,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
104,Aquinnah,2024,352763,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
104,Aquinnah,2025,397306,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
104,Aquinnah,2026,,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
105,Georgetown,2002,851012,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
105,Georgetown,2003,1090369,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
105,Georgetown,2004,1183786,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
105,Georgetown,2005,1270554,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
105,Georgetown,2006,1496310,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
105,Georgetown,2007,1910420,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
105,Georgetown,2008,1900592,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
105,Georgetown,2009,1797121,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
105,Georgetown,2010,1871531,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
105,Georgetown,2011,2066986,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
105,Georgetown,2012,2293110,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
105,Georgetown,2013,2455261,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
105,Georgetown,2014,2710542,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
105,Georgetown,2015,2386660,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
105,Georgetown,2016,2836780,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
105,Georgetown,2017,2760546,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
105,Georgetown,2018,2908683,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
105,Georgetown,2019,2913732,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
105,Georgetown,2020,2996404,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
105,Georgetown,2021,2989132,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
105,Georgetown,2022,2916789,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
105,Georgetown,2023,3143087,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
105,Georgetown,2024,3292723,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
105,Georgetown,2025,3478518,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
105,Georgetown,2026,,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
106,Gill,2002,28293,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
106,Gill,2003,38318,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
106,Gill,2004,47142,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
106,Gill,2005,58977,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
106,Gill,2006,77936,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
106,Gill,2007,82294,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
106,Gill,2008,88801,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
106,Gill,2009,91532,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
106,Gill,2010,73308,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
106,Gill,2011,77648,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
106,Gill,2012,82166,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
106,Gill,2013,82898,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
106,Gill,2014,82226,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
106,Gill,2015,81322,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
106,Gill,2016,81253,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
106,Gill,2017,88372,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
106,Gill,2018,94606,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
106,Gill,2019,122122,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
106,Gill,2020,112096,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
106,Gill,2021,98536,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
106,Gill,2022,108645,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
106,Gill,2023,107731,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
106,Gill,2024,114369,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
106,Gill,2025,,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
106,Gill,2026,,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
107,Gloucester,2002,3005749,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
107,Gloucester,2003,3476485,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
107,Gloucester,2004,3680361,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
107,Gloucester,2005,3947787,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
107,Gloucester,2006,10415707,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
107,Gloucester,2007,9948428,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
107,Gloucester,2008,9932951,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
107,Gloucester,2009,9122726,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
107,Gloucester,2010,9442698,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
107,Gloucester,2011,10357667,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
107,Gloucester,2012,9943295,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
107,Gloucester,2013,9795308,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
107,Gloucester,2014,10400443,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
107,Gloucester,2015,12018718,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
107,Gloucester,2016,11798636,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
107,Gloucester,2017,12348874,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
107,Gloucester,2018,12847801,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
107,Gloucester,2019,12763268,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
107,Gloucester,2020,13519542,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
107,Gloucester,2021,14281535,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
107,Gloucester,2022,15125496,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
107,Gloucester,2023,15969909,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
107,Gloucester,2024,16429514,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
107,Gloucester,2025,17348343,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
107,Gloucester,2026,,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
108,Goshen,2002,21986,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
108,Goshen,2003,26317,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
108,Goshen,2004,24718,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
108,Goshen,2005,31138,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
108,Goshen,2006,34653,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
108,Goshen,2007,29279,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
108,Goshen,2008,26616,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
108,Goshen,2009,18848,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
108,Goshen,2010,19635,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
108,Goshen,2011,22410,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
108,Goshen,2012,22811,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
108,Goshen,2013,45109,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
108,Goshen,2014,19571,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
108,Goshen,2015,21178,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
108,Goshen,2016,22064,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
108,Goshen,2017,25225,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
108,Goshen,2018,25981,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
108,Goshen,2019,30289,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
108,Goshen,2020,16579,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
108,Goshen,2021,28423,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
108,Goshen,2022,22588,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
108,Goshen,2023,11837,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
108,Goshen,2024,11372,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
108,Goshen,2025,14617,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
108,Goshen,2026,,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
109,Gosnold,2002,31927,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
109,Gosnold,2003,25876,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
109,Gosnold,2004,35740,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
109,Gosnold,2005,15419,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
109,Gosnold,2006,19087,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
109,Gosnold,2007,46157,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
109,Gosnold,2008,47239,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
109,Gosnold,2009,58637,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
109,Gosnold,2010,60672,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
109,Gosnold,2011,,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
109,Gosnold,2012,,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
109,Gosnold,2013,,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
109,Gosnold,2014,,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
109,Gosnold,2015,,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
109,Gosnold,2016,46326,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
109,Gosnold,2017,44846,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
109,Gosnold,2018,39429,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
109,Gosnold,2019,52404,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
109,Gosnold,2020,,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
109,Gosnold,2021,38467,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
109,Gosnold,2022,36159,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
109,Gosnold,2023,45303,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
109,Gosnold,2024,70862,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
109,Gosnold,2025,,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
109,Gosnold,2026,,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
110,Grafton,2002,916428,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
110,Grafton,2003,1134728,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
110,Grafton,2004,1454687,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
110,Grafton,2005,1736692,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
110,Grafton,2006,2193899,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
110,Grafton,2007,2243887,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
110,Grafton,2008,2404504,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
110,Grafton,2009,2321870,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
110,Grafton,2010,2980854,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
110,Grafton,2011,3068738,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
110,Grafton,2012,3289390,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
110,Grafton,2013,3353001,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
110,Grafton,2014,3514675,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
110,Grafton,2015,3828939,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
110,Grafton,2016,3684087,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
110,Grafton,2017,4063513,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
110,Grafton,2018,4343290,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
110,Grafton,2019,4594924,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
110,Grafton,2020,4818975,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
110,Grafton,2021,4840615,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
110,Grafton,2022,5222091,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
110,Grafton,2023,6029498,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
110,Grafton,2024,5640674,health-insurance-expenditures.xlsx,26f37cf12ba8d7ab8e3563030d9e04da968fabb48c995d67523df51893bb1853
