dataset,edition,report_fy,document,page,table,table_fiscal_year,column_year,label,kind,levy_percent,levy_from_percent,valuation,tax_rate,tax_levy,value,share_percent,added_valuation,new_revenue,change_percent,prior_value,columns_as_printed,repaired,status,reconciliation
valuation,FY2016,2016,4123-fy-2016-annual-town-report.pdf,38,new_growth,2014,,2014,row,,,,17.3,,,,17200564.0,297571.0,-7.55,,Fiscal Year | Added Valuation | Tax Rate | New Revenues | Change (%),,checked,"added valuation x rate / 1000 = new revenue holds on 6 of 7 rows; fails on 2011 (46,733 against a printed 188,732)"
valuation,FY2016,2016,4123-fy-2016-annual-town-report.pdf,38,new_growth,2013,,2013,row,,,,16.83,,,,19124255.0,321862.0,28.17,,Fiscal Year | Added Valuation | Tax Rate | New Revenues | Change (%),,checked,"added valuation x rate / 1000 = new revenue holds on 6 of 7 rows; fails on 2011 (46,733 against a printed 188,732)"
valuation,FY2016,2016,4123-fy-2016-annual-town-report.pdf,38,new_growth,2012,,2012,row,,,,16.16,,,,27729619.0,448111.0,137.43,,Fiscal Year | Added Valuation | Tax Rate | New Revenues | Change (%),,checked,"added valuation x rate / 1000 = new revenue holds on 6 of 7 rows; fails on 2011 (46,733 against a printed 188,732)"
valuation,FY2016,2016,4123-fy-2016-annual-town-report.pdf,38,new_growth,2011,,2011,row,,,,14.2,,,,3291045.0,188732.0,44.98,,Fiscal Year | Added Valuation | Tax Rate | New Revenues | Change (%),,check failed,"added valuation x rate / 1000 = new revenue holds on 6 of 7 rows; fails on 2011 (46,733 against a printed 188,732)"
valuation,FY2016,2016,4123-fy-2016-annual-town-report.pdf,38,new_growth,2010,,2010,row,,,,13.04,,,,9982315.0,130170.0,-5.78,,Fiscal Year | Added Valuation | Tax Rate | New Revenues | Change (%),,checked,"added valuation x rate / 1000 = new revenue holds on 6 of 7 rows; fails on 2011 (46,733 against a printed 188,732)"
valuation,FY2017,2017,4124-fy-2017-annual-town-report.pdf,35,major_class,2017,,Residential,row,90.3771,,1120428704.0,19.98,22386165.0,,,,,,,Property Class | Levy Percent | Valuation by Class | Tax Rate | Tax Levy,,checked,"valuation: 1,239,725,670.00 = the printed total ; tax_levy: 24,769,719.00 = the printed total ; levy percent: the class shares sum to 100.0000 ; valuation x rate / 1000 = levy holds on every class row"
valuation,FY2017,2017,4124-fy-2017-annual-town-report.pdf,35,major_class,2017,,Commercial,row,5.0501,,62607199.0,19.98,1250892.0,,,,,,,Property Class | Levy Percent | Valuation by Class | Tax Rate | Tax Levy,,checked,"valuation: 1,239,725,670.00 = the printed total ; tax_levy: 24,769,719.00 = the printed total ; levy percent: the class shares sum to 100.0000 ; valuation x rate / 1000 = levy holds on every class row"
valuation,FY2017,2017,4124-fy-2017-annual-town-report.pdf,35,major_class,2017,,Industrial,row,1.6232,,20123300.0,19.98,402064.0,,,,,,,Property Class | Levy Percent | Valuation by Class | Tax Rate | Tax Levy,,checked,"valuation: 1,239,725,670.00 = the printed total ; tax_levy: 24,769,719.00 = the printed total ; levy percent: the class shares sum to 100.0000 ; valuation x rate / 1000 = levy holds on every class row"
valuation,FY2017,2017,4124-fy-2017-annual-town-report.pdf,35,major_class,2017,,Personal Property,row,2.9496,,36566467.0,19.98,730598.0,,,,,,,Property Class | Levy Percent | Valuation by Class | Tax Rate | Tax Levy,,checked,"valuation: 1,239,725,670.00 = the printed total ; tax_levy: 24,769,719.00 = the printed total ; levy percent: the class shares sum to 100.0000 ; valuation x rate / 1000 = levy holds on every class row"
valuation,FY2017,2017,4124-fy-2017-annual-town-report.pdf,35,major_class,2017,,TOTALS,total,100.0,,1239725670.0,19.98,24769719.0,,,,,,,Property Class | Levy Percent | Valuation by Class | Tax Rate | Tax Levy,,checked,"valuation: 1,239,725,670.00 = the printed total ; tax_levy: 24,769,719.00 = the printed total ; levy percent: the class shares sum to 100.0000 ; valuation x rate / 1000 = levy holds on every class row"
valuation,FY2017,2017,4124-fy-2017-annual-town-report.pdf,35,new_growth,2017,,2017,row,,,,19.61,,,,24883011.0,487955.0,35.22,,Fiscal Year | Added Valuation | Tax Rate | New Revenues | Change (%),,checked,added valuation x rate / 1000 = new revenue holds on all 8 rows
valuation,FY2017,2017,4124-fy-2017-annual-town-report.pdf,35,new_growth,2016,,2016,row,,,,18.32,,,,19697681.0,360856.0,37.48,,Fiscal Year | Added Valuation | Tax Rate | New Revenues | Change (%),,checked,added valuation x rate / 1000 = new revenue holds on all 8 rows
valuation,FY2017,2017,4124-fy-2017-annual-town-report.pdf,35,new_growth,2015,,2015,row,,,,17.99,,,,14590507.0,262484.0,-11.79,,Fiscal Year | Added Valuation | Tax Rate | New Revenues | Change (%),,checked,added valuation x rate / 1000 = new revenue holds on all 8 rows
valuation,FY2017,2017,4124-fy-2017-annual-town-report.pdf,35,new_growth,2014,,2014,row,,,,17.3,,,,17200564.0,297571.0,-7.55,,Fiscal Year | Added Valuation | Tax Rate | New Revenues | Change (%),,checked,added valuation x rate / 1000 = new revenue holds on all 8 rows
valuation,FY2017,2017,4124-fy-2017-annual-town-report.pdf,35,new_growth,2013,,2013,row,,,,16.83,,,,19124255.0,321862.0,-28.17,,Fiscal Year | Added Valuation | Tax Rate | New Revenues | Change (%),,checked,added valuation x rate / 1000 = new revenue holds on all 8 rows
valuation,FY2017,2017,4124-fy-2017-annual-town-report.pdf,35,new_growth,2012,,2012,row,,,,16.16,,,,27729619.0,448111.0,137.43,,Fiscal Year | Added Valuation | Tax Rate | New Revenues | Change (%),,checked,added valuation x rate / 1000 = new revenue holds on all 8 rows
valuation,FY2017,2017,4124-fy-2017-annual-town-report.pdf,35,new_growth,2011,,2011,row,,,,14.2,,,,13291045.0,188732.0,44.98,,Fiscal Year | Added Valuation | Tax Rate | New Revenues | Change (%),,checked,added valuation x rate / 1000 = new revenue holds on all 8 rows
valuation,FY2017,2017,4124-fy-2017-annual-town-report.pdf,35,new_growth,2010,,2010,row,,,,13.04,,,,9982315.0,130170.0,-5.78,,Fiscal Year | Added Valuation | Tax Rate | New Revenues | Change (%),,checked,added valuation x rate / 1000 = new revenue holds on all 8 rows
valuation,FY2018,2018,4125-fy-2018-annual-town-report.pdf,41,major_class,2018,,Residential,row,90.542,,1187963086.0,19.7,23402872.79,,,,,,,Property Class | Levy Percent | Valuation by Class | Tax Rate | Tax Levy,,checked,"valuation: 1,312,058,224.00 = the printed total ; tax_levy: 25,847,547.01 = the printed total ; levy percent: the class shares sum to 100.0000 ; valuation x rate / 1000 = levy holds on every class row"
valuation,FY2018,2018,4125-fy-2018-annual-town-report.pdf,41,major_class,2018,,Commercial,row,5.0329,,66034778.0,19.7,1300885.13,,,,,,,Property Class | Levy Percent | Valuation by Class | Tax Rate | Tax Levy,,checked,"valuation: 1,312,058,224.00 = the printed total ; tax_levy: 25,847,547.01 = the printed total ; levy percent: the class shares sum to 100.0000 ; valuation x rate / 1000 = levy holds on every class row"
valuation,FY2018,2018,4125-fy-2018-annual-town-report.pdf,41,major_class,2018,,Industrial,row,1.587,,20822700.0,19.7,410207.19,,,,,,,Property Class | Levy Percent | Valuation by Class | Tax Rate | Tax Levy,,checked,"valuation: 1,312,058,224.00 = the printed total ; tax_levy: 25,847,547.01 = the printed total ; levy percent: the class shares sum to 100.0000 ; valuation x rate / 1000 = levy holds on every class row"
valuation,FY2018,2018,4125-fy-2018-annual-town-report.pdf,41,major_class,2018,,Personal Property,row,2.8381,,37237660.0,19.7,733581.9,,,,,,,Property Class | Levy Percent | Valuation by Class | Tax Rate | Tax Levy,,checked,"valuation: 1,312,058,224.00 = the printed total ; tax_levy: 25,847,547.01 = the printed total ; levy percent: the class shares sum to 100.0000 ; valuation x rate / 1000 = levy holds on every class row"
valuation,FY2018,2018,4125-fy-2018-annual-town-report.pdf,41,major_class,2018,,TOTALS,total,100.0,,1312058224.0,19.7,25847547.01,,,,,,,Property Class | Levy Percent | Valuation by Class | Tax Rate | Tax Levy,,checked,"valuation: 1,312,058,224.00 = the printed total ; tax_levy: 25,847,547.01 = the printed total ; levy percent: the class shares sum to 100.0000 ; valuation x rate / 1000 = levy holds on every class row"
valuation,FY2018,2018,4125-fy-2018-annual-town-report.pdf,42,new_growth,2018,,2018,row,,,,19.98,,,,24098920.0,481496.0,-1.32,,Fiscal Year | Added Valuation | Tax Rate | New Revenues | Change (%),,checked,added valuation x rate / 1000 = new revenue holds on all 5 rows
valuation,FY2018,2018,4125-fy-2018-annual-town-report.pdf,42,new_growth,2017,,2017,row,,,,19.61,,,,24883011.0,487955.0,35.22,,Fiscal Year | Added Valuation | Tax Rate | New Revenues | Change (%),,checked,added valuation x rate / 1000 = new revenue holds on all 5 rows
valuation,FY2018,2018,4125-fy-2018-annual-town-report.pdf,42,new_growth,2016,,2016,row,,,,18.32,,,,19697681.0,360856.0,37.48,,Fiscal Year | Added Valuation | Tax Rate | New Revenues | Change (%),,checked,added valuation x rate / 1000 = new revenue holds on all 5 rows
valuation,FY2018,2018,4125-fy-2018-annual-town-report.pdf,42,new_growth,2015,,2015,row,,,,17.99,,,,14590507.0,262484.0,-11.79,,Fiscal Year | Added Valuation | Tax Rate | New Revenues | Change (%),,checked,added valuation x rate / 1000 = new revenue holds on all 5 rows
valuation,FY2018,2018,4125-fy-2018-annual-town-report.pdf,42,new_growth,2014,,2014,row,,,,17.3,,,,17200564.0,297571.0,-7.55,,Fiscal Year | Added Valuation | Tax Rate | New Revenues | Change (%),,checked,added valuation x rate / 1000 = new revenue holds on all 5 rows
valuation,FY2020,2020,4127-fy-2020-annual-town-report.pdf,37,major_class,2020,,Residential,row,90.7347,,1404806468.0,18.12,25455093.2,,,,,,,Property Class | Levy Percent | Valuation by Class | Tax Rate | Tax Levy,"tax_levy: OCR read '24,455,093.20'; the printed column total requires 25,455,093.20 and the row identity gives the same figure to the penny",checked,"valuation: Residential repaired from '1,04,806,468' to 1,404,806,468.00 -- named by the printed total, and the OCR text is 1 misread glyph(s) from it ; valuation: 1,548,256,450.00 = the printed total ; tax_levy: Residential repaired from '24,455,093.20' to 25,455,093.20 -- named by the printed total, and the row identity gives the same figure to the penny ; tax_levy: 28,054,406.88 = the printed total ; levy percent: the class shares sum to 100.0000 ; valuation x rate / 1000 = levy holds on every class row"
valuation,FY2020,2020,4127-fy-2020-annual-town-report.pdf,37,major_class,2020,,Commercial,row,4.7717,,73878632.0,18.12,1338680.81,,,,,,,Property Class | Levy Percent | Valuation by Class | Tax Rate | Tax Levy,,checked,"valuation: Residential repaired from '1,04,806,468' to 1,404,806,468.00 -- named by the printed total, and the OCR text is 1 misread glyph(s) from it ; valuation: 1,548,256,450.00 = the printed total ; tax_levy: Residential repaired from '24,455,093.20' to 25,455,093.20 -- named by the printed total, and the row identity gives the same figure to the penny ; tax_levy: 28,054,406.88 = the printed total ; levy percent: the class shares sum to 100.0000 ; valuation x rate / 1000 = levy holds on every class row"
valuation,FY2020,2020,4127-fy-2020-annual-town-report.pdf,37,major_class,2020,,Industrial,row,1.6232,,25130800.0,18.12,455370.1,,,,,,,Property Class | Levy Percent | Valuation by Class | Tax Rate | Tax Levy,,checked,"valuation: Residential repaired from '1,04,806,468' to 1,404,806,468.00 -- named by the printed total, and the OCR text is 1 misread glyph(s) from it ; valuation: 1,548,256,450.00 = the printed total ; tax_levy: Residential repaired from '24,455,093.20' to 25,455,093.20 -- named by the printed total, and the row identity gives the same figure to the penny ; tax_levy: 28,054,406.88 = the printed total ; levy percent: the class shares sum to 100.0000 ; valuation x rate / 1000 = levy holds on every class row"
valuation,FY2020,2020,4127-fy-2020-annual-town-report.pdf,37,major_class,2020,,Personal Property,row,2.8704,,44440550.0,18.12,805262.77,,,,,,,Property Class | Levy Percent | Valuation by Class | Tax Rate | Tax Levy,,checked,"valuation: Residential repaired from '1,04,806,468' to 1,404,806,468.00 -- named by the printed total, and the OCR text is 1 misread glyph(s) from it ; valuation: 1,548,256,450.00 = the printed total ; tax_levy: Residential repaired from '24,455,093.20' to 25,455,093.20 -- named by the printed total, and the row identity gives the same figure to the penny ; tax_levy: 28,054,406.88 = the printed total ; levy percent: the class shares sum to 100.0000 ; valuation x rate / 1000 = levy holds on every class row"
valuation,FY2020,2020,4127-fy-2020-annual-town-report.pdf,37,major_class,2020,,TOTALS,total,100.0,,1548256450.0,18.12,28054406.88,,,,,,,Property Class | Levy Percent | Valuation by Class | Tax Rate | Tax Levy,,checked,"valuation: Residential repaired from '1,04,806,468' to 1,404,806,468.00 -- named by the printed total, and the OCR text is 1 misread glyph(s) from it ; valuation: 1,548,256,450.00 = the printed total ; tax_levy: Residential repaired from '24,455,093.20' to 25,455,093.20 -- named by the printed total, and the row identity gives the same figure to the penny ; tax_levy: 28,054,406.88 = the printed total ; levy percent: the class shares sum to 100.0000 ; valuation x rate / 1000 = levy holds on every class row"
valuation,FY2020,2020,4127-fy-2020-annual-town-report.pdf,38,new_growth,2020,,2020,row,,,,18.68,,,,19605489.0,366231.0,-22.5,,Fiscal Year | Added Valuation | Tax Rate | New Revenues | Change (%),,checked,added valuation x rate / 1000 = new revenue holds on all 6 rows
valuation,FY2020,2020,4127-fy-2020-annual-town-report.pdf,38,new_growth,2019,,2019,row,,,,19.7,,,,23986590.0,472536.0,-1.86,,Fiscal Year | Added Valuation | Tax Rate | New Revenues | Change (%),,checked,added valuation x rate / 1000 = new revenue holds on all 6 rows
valuation,FY2020,2020,4127-fy-2020-annual-town-report.pdf,38,new_growth,2018,,2018,row,,,,19.98,,,,24098920.0,481496.0,-1.32,,Fiscal Year | Added Valuation | Tax Rate | New Revenues | Change (%),,checked,added valuation x rate / 1000 = new revenue holds on all 6 rows
valuation,FY2020,2020,4127-fy-2020-annual-town-report.pdf,38,new_growth,2017,,2017,row,,,,19.61,,,,24883011.0,487955.0,35.22,,Fiscal Year | Added Valuation | Tax Rate | New Revenues | Change (%),,checked,added valuation x rate / 1000 = new revenue holds on all 6 rows
valuation,FY2020,2020,4127-fy-2020-annual-town-report.pdf,38,new_growth,2016,,2016,row,,,,18.32,,,,19697681.0,360856.0,37.48,,Fiscal Year | Added Valuation | Tax Rate | New Revenues | Change (%),,checked,added valuation x rate / 1000 = new revenue holds on all 6 rows
valuation,FY2020,2020,4127-fy-2020-annual-town-report.pdf,38,new_growth,2015,,2015,row,,,,17.99,,,,14590507.0,262484.0,-11.79,,Fiscal Year | Added Valuation | Tax Rate | New Revenues | Change (%),,checked,added valuation x rate / 1000 = new revenue holds on all 6 rows
valuation,FY2021,2021,4128-fy-2021-annual-town-report.pdf,38,major_class,2021,,Residential,row,91.0772,,1587173648.0,17.19,27283515.01,,,,,,,Property Class | Levy Percent | Valuation by Class | Tax Rate | Tax Levy,,check failed,"valuation: 1,742,668,758.00 against a printed 1,548,256,450.00 (+194,412,308.00) ; tax_levy: 29,956,477.18 against a printed 28,054,406.88 (+1,902,070.30) ; levy percent: the class shares sum to 100.0000 ; valuation x rate / 1000 = levy holds on every class row"
valuation,FY2021,2021,4128-fy-2021-annual-town-report.pdf,38,major_class,2021,,Commercial,row,4.314,,75178002.0,17.19,1292309.85,,,,,,,Property Class | Levy Percent | Valuation by Class | Tax Rate | Tax Levy,,check failed,"valuation: 1,742,668,758.00 against a printed 1,548,256,450.00 (+194,412,308.00) ; tax_levy: 29,956,477.18 against a printed 28,054,406.88 (+1,902,070.30) ; levy percent: the class shares sum to 100.0000 ; valuation x rate / 1000 = levy holds on every class row"
valuation,FY2021,2021,4128-fy-2021-annual-town-report.pdf,38,major_class,2021,,Industrial,row,1.4121,,24608600.0,17.19,423021.83,,,,,,,Property Class | Levy Percent | Valuation by Class | Tax Rate | Tax Levy,,check failed,"valuation: 1,742,668,758.00 against a printed 1,548,256,450.00 (+194,412,308.00) ; tax_levy: 29,956,477.18 against a printed 28,054,406.88 (+1,902,070.30) ; levy percent: the class shares sum to 100.0000 ; valuation x rate / 1000 = levy holds on every class row"
valuation,FY2021,2021,4128-fy-2021-annual-town-report.pdf,38,major_class,2021,,Personal Property,row,3.1967,,55708508.0,17.19,957630.49,,,,,,,Property Class | Levy Percent | Valuation by Class | Tax Rate | Tax Levy,,check failed,"valuation: 1,742,668,758.00 against a printed 1,548,256,450.00 (+194,412,308.00) ; tax_levy: 29,956,477.18 against a printed 28,054,406.88 (+1,902,070.30) ; levy percent: the class shares sum to 100.0000 ; valuation x rate / 1000 = levy holds on every class row"
valuation,FY2021,2021,4128-fy-2021-annual-town-report.pdf,38,major_class,2021,,Totals,total,100.0,,1548256450.0,17.19,28054406.88,,,,,,,Property Class | Levy Percent | Valuation by Class | Tax Rate | Tax Levy,,check failed,"valuation: 1,742,668,758.00 against a printed 1,548,256,450.00 (+194,412,308.00) ; tax_levy: 29,956,477.18 against a printed 28,054,406.88 (+1,902,070.30) ; levy percent: the class shares sum to 100.0000 ; valuation x rate / 1000 = levy holds on every class row"
valuation,FY2022,2022,4129-fy-2022-annual-town-report.pdf,39,major_class,2022,,Residential,row,92.7077,28618105.69,1957462820.0,14.62,28618106.43,,,,,,,CLASS | (b) Levy percentage from LA5 | (c) each percent in col (b) times Ic above | (d) Valuation by class from LA-5 | (e) Tax Rates (c)/(d) x 1000 | (f) Levy by class (d) x (e) / 1000,,checked,"valuation: 2,111,434,940.00 = the printed total ; tax_levy: 30,869,178.82 = the printed total ; levy percent: the class shares sum to 100.0000 ; valuation x rate / 1000 = levy holds on every class row"
valuation,FY2022,2022,4129-fy-2022-annual-town-report.pdf,39,major_class,2022,,Open Space,row,0.0,0.0,0.0,0.0,0.0,,,,,,,CLASS | (b) Levy percentage from LA5 | (c) each percent in col (b) times Ic above | (d) Valuation by class from LA-5 | (e) Tax Rates (c)/(d) x 1000 | (f) Levy by class (d) x (e) / 1000,,checked,"valuation: 2,111,434,940.00 = the printed total ; tax_levy: 30,869,178.82 = the printed total ; levy percent: the class shares sum to 100.0000 ; valuation x rate / 1000 = levy holds on every class row"
valuation,FY2022,2022,4129-fy-2022-annual-town-report.pdf,39,major_class,2022,,Commercial,row,3.5517,1096380.62,74992410.0,14.62,1096389.03,,,,,,,CLASS | (b) Levy percentage from LA5 | (c) each percent in col (b) times Ic above | (d) Valuation by class from LA-5 | (e) Tax Rates (c)/(d) x 1000 | (f) Levy by class (d) x (e) / 1000,,checked,"valuation: 2,111,434,940.00 = the printed total ; tax_levy: 30,869,178.82 = the printed total ; levy percent: the class shares sum to 100.0000 ; valuation x rate / 1000 = levy holds on every class row"
valuation,FY2022,2022,4129-fy-2022-annual-town-report.pdf,39,major_class,2022,,Industrial,row,1.1285,348358.68,23827000.0,14.62,348350.74,,,,,,,CLASS | (b) Levy percentage from LA5 | (c) each percent in col (b) times Ic above | (d) Valuation by class from LA-5 | (e) Tax Rates (c)/(d) x 1000 | (f) Levy by class (d) x (e) / 1000,,checked,"valuation: 2,111,434,940.00 = the printed total ; tax_levy: 30,869,178.82 = the printed total ; levy percent: the class shares sum to 100.0000 ; valuation x rate / 1000 = levy holds on every class row"
valuation,FY2022,2022,4129-fy-2022-annual-town-report.pdf,39,major_class,2022,,SUBTOTAL,total,97.3879,,2056282230.0,,30062846.2,,,,,,,CLASS | (b) Levy percentage from LA5 | (c) each percent in col (b) times Ic above | (d) Valuation by class from LA-5 | (e) Tax Rates (c)/(d) x 1000 | (f) Levy by class (d) x (e) / 1000,,checked,"valuation: 2,111,434,940.00 = the printed total ; tax_levy: 30,869,178.82 = the printed total ; levy percent: the class shares sum to 100.0000 ; valuation x rate / 1000 = levy holds on every class row"
valuation,FY2022,2022,4129-fy-2022-annual-town-report.pdf,39,major_class,2022,,Personal,row,2.6121,806333.82,55152710.0,14.62,806332.62,,,,,,,CLASS | (b) Levy percentage from LA5 | (c) each percent in col (b) times Ic above | (d) Valuation by class from LA-5 | (e) Tax Rates (c)/(d) x 1000 | (f) Levy by class (d) x (e) / 1000,,checked,"valuation: 2,111,434,940.00 = the printed total ; tax_levy: 30,869,178.82 = the printed total ; levy percent: the class shares sum to 100.0000 ; valuation x rate / 1000 = levy holds on every class row"
valuation,FY2022,2022,4129-fy-2022-annual-town-report.pdf,39,major_class,2022,,TOTAL,total,100.0,,2111434940.0,,30869178.82,,,,,,,CLASS | (b) Levy percentage from LA5 | (c) each percent in col (b) times Ic above | (d) Valuation by class from LA-5 | (e) Tax Rates (c)/(d) x 1000 | (f) Levy by class (d) x (e) / 1000,,checked,"valuation: 2,111,434,940.00 = the printed total ; tax_levy: 30,869,178.82 = the printed total ; levy percent: the class shares sum to 100.0000 ; valuation x rate / 1000 = levy holds on every class row"
valuation,FY2024,2024,4132-fy-2024-annual-town-report.pdf,31,avg_values,2025,,Avg. Single Family Value,row,,,,,,504937.0,,,,5.0,481417.0,Property Type FY2025 FY2024 % Change,,checked,"the printed % change is what the two figures give, on all 2 rows"
valuation,FY2024,2024,4132-fy-2024-annual-town-report.pdf,31,avg_values,2025,,Avg. Commer/Indust. Value,row,,,,,,435910.0,,,,7.7,404408.0,Property Type FY2025 FY2024 % Change,,checked,"the printed % change is what the two figures give, on all 2 rows"
valuation,FY2024,2024,4132-fy-2024-annual-town-report.pdf,32,la4_totals,2024,,Parcel Count,total,,,,,,5321.0,,,,,,Property Type | Parcel Count | Class1 Residential | Class2 Open Space | Class3 Commercial | Class4 Industrial | Class5 Pers Prop,,checked,"the four class columns sum to 2,360,706,780 = the printed Real and Personal Property Total Value"
valuation,FY2024,2024,4132-fy-2024-annual-town-report.pdf,32,la4_totals,2024,,Class1 Residential,total,,,,,,2161060074.0,,,,,,Property Type | Parcel Count | Class1 Residential | Class2 Open Space | Class3 Commercial | Class4 Industrial | Class5 Pers Prop,,checked,"the four class columns sum to 2,360,706,780 = the printed Real and Personal Property Total Value"
valuation,FY2024,2024,4132-fy-2024-annual-town-report.pdf,32,la4_totals,2024,,Class3 Commercial,total,,,,,,97763006.0,,,,,,Property Type | Parcel Count | Class1 Residential | Class2 Open Space | Class3 Commercial | Class4 Industrial | Class5 Pers Prop,,checked,"the four class columns sum to 2,360,706,780 = the printed Real and Personal Property Total Value"
valuation,FY2024,2024,4132-fy-2024-annual-town-report.pdf,32,la4_totals,2024,,Class4 Industrial,total,,,,,,32625700.0,,,,,,Property Type | Parcel Count | Class1 Residential | Class2 Open Space | Class3 Commercial | Class4 Industrial | Class5 Pers Prop,,checked,"the four class columns sum to 2,360,706,780 = the printed Real and Personal Property Total Value"
valuation,FY2024,2024,4132-fy-2024-annual-town-report.pdf,32,la4_totals,2024,,Class5 Pers Prop,total,,,,,,69258000.0,,,,,,Property Type | Parcel Count | Class1 Residential | Class2 Open Space | Class3 Commercial | Class4 Industrial | Class5 Pers Prop,,checked,"the four class columns sum to 2,360,706,780 = the printed Real and Personal Property Total Value"
valuation,FY2024,2024,4132-fy-2024-annual-town-report.pdf,32,la4_totals,2024,,Real and Personal Property Total Value,total,,,,,,2360706780.0,,,,,,Property Type | Parcel Count | Class1 Residential | Class2 Open Space | Class3 Commercial | Class4 Industrial | Class5 Pers Prop,,checked,"the four class columns sum to 2,360,706,780 = the printed Real and Personal Property Total Value"
valuation,FY2024,2024,4132-fy-2024-annual-town-report.pdf,53,levy_buildup,2024,FY22,Prior Year Levy Limit,row,,,,,,26049570.0,,,,,,FY22 Final FY23 Final FY24 Budgeted,,check failed,"FY22: the four components sum to 29,959,875.61 = the printed Taxes: Total ; FY23: the four components sum to 30,875,655.64 = the printed Taxes: Total ; FY24: the four components sum to 31,422,519.67 against a printed 31,477,704.00 (-55,184.33)"
valuation,FY2024,2024,4132-fy-2024-annual-town-report.pdf,53,levy_buildup,2024,FY23,Prior Year Levy Limit,row,,,,,,27131063.0,,,,,,FY22 Final FY23 Final FY24 Budgeted,,check failed,"FY22: the four components sum to 29,959,875.61 = the printed Taxes: Total ; FY23: the four components sum to 30,875,655.64 = the printed Taxes: Total ; FY24: the four components sum to 31,422,519.67 against a printed 31,477,704.00 (-55,184.33)"
valuation,FY2024,2024,4132-fy-2024-annual-town-report.pdf,53,levy_buildup,2024,FY24,Prior Year Levy Limit,row,,,,,,28043722.6,,,,,,FY22 Final FY23 Final FY24 Budgeted,,check failed,"FY22: the four components sum to 29,959,875.61 = the printed Taxes: Total ; FY23: the four components sum to 30,875,655.64 = the printed Taxes: Total ; FY24: the four components sum to 31,422,519.67 against a printed 31,477,704.00 (-55,184.33)"
valuation,FY2024,2024,4132-fy-2024-annual-town-report.pdf,53,levy_buildup,2024,FY22,22% Increase,row,,,,,,651239.25,,,,,,FY22 Final FY23 Final FY24 Budgeted,,check failed,"FY22: the four components sum to 29,959,875.61 = the printed Taxes: Total ; FY23: the four components sum to 30,875,655.64 = the printed Taxes: Total ; FY24: the four components sum to 31,422,519.67 against a printed 31,477,704.00 (-55,184.33)"
valuation,FY2024,2024,4132-fy-2024-annual-town-report.pdf,53,levy_buildup,2024,FY23,22% Increase,row,,,,,,678276.58,,,,,,FY22 Final FY23 Final FY24 Budgeted,,check failed,"FY22: the four components sum to 29,959,875.61 = the printed Taxes: Total ; FY23: the four components sum to 30,875,655.64 = the printed Taxes: Total ; FY24: the four components sum to 31,422,519.67 against a printed 31,477,704.00 (-55,184.33)"
valuation,FY2024,2024,4132-fy-2024-annual-town-report.pdf,53,levy_buildup,2024,FY24,22% Increase,row,,,,,,701093.07,,,,,,FY22 Final FY23 Final FY24 Budgeted,,check failed,"FY22: the four components sum to 29,959,875.61 = the printed Taxes: Total ; FY23: the four components sum to 30,875,655.64 = the printed Taxes: Total ; FY24: the four components sum to 31,422,519.67 against a printed 31,477,704.00 (-55,184.33)"
valuation,FY2024,2024,4132-fy-2024-annual-town-report.pdf,53,levy_buildup,2024,FY22,Estimated New Growth,row,,,,,,430254.0,,,,,,FY22 Final FY23 Final FY24 Budgeted,,check failed,"FY22: the four components sum to 29,959,875.61 = the printed Taxes: Total ; FY23: the four components sum to 30,875,655.64 = the printed Taxes: Total ; FY24: the four components sum to 31,422,519.67 against a printed 31,477,704.00 (-55,184.33)"
valuation,FY2024,2024,4132-fy-2024-annual-town-report.pdf,53,levy_buildup,2024,FY23,Estimated New Growth,row,,,,,,234383.77,,,,,,FY22 Final FY23 Final FY24 Budgeted,,check failed,"FY22: the four components sum to 29,959,875.61 = the printed Taxes: Total ; FY23: the four components sum to 30,875,655.64 = the printed Taxes: Total ; FY24: the four components sum to 31,422,519.67 against a printed 31,477,704.00 (-55,184.33)"
valuation,FY2024,2024,4132-fy-2024-annual-town-report.pdf,53,levy_buildup,2024,FY24,Estimated New Growth,row,,,,,,200000.0,,,,,,FY22 Final FY23 Final FY24 Budgeted,,check failed,"FY22: the four components sum to 29,959,875.61 = the printed Taxes: Total ; FY23: the four components sum to 30,875,655.64 = the printed Taxes: Total ; FY24: the four components sum to 31,422,519.67 against a printed 31,477,704.00 (-55,184.33)"
valuation,FY2024,2024,4132-fy-2024-annual-town-report.pdf,53,levy_buildup,2024,FY22,Debt Exclusion,row,,,,,,2828812.36,,,,,,FY22 Final FY23 Final FY24 Budgeted,,check failed,"FY22: the four components sum to 29,959,875.61 = the printed Taxes: Total ; FY23: the four components sum to 30,875,655.64 = the printed Taxes: Total ; FY24: the four components sum to 31,422,519.67 against a printed 31,477,704.00 (-55,184.33)"
valuation,FY2024,2024,4132-fy-2024-annual-town-report.pdf,53,levy_buildup,2024,FY23,Debt Exclusion,row,,,,,,2831932.29,,,,,,FY22 Final FY23 Final FY24 Budgeted,,check failed,"FY22: the four components sum to 29,959,875.61 = the printed Taxes: Total ; FY23: the four components sum to 30,875,655.64 = the printed Taxes: Total ; FY24: the four components sum to 31,422,519.67 against a printed 31,477,704.00 (-55,184.33)"
