fy,lea,district,org_code,org_name,org_level,total_cnt,pk_cnt,k_cnt,grade_1_cnt,grade_2_cnt,grade_3_cnt,grade_4_cnt,grade_5_cnt,grade_6_cnt,grade_7_cnt,grade_8_cnt,grade_9_cnt,grade_10_cnt,grade_11_cnt,grade_12_cnt,sp_cnt,el_cnt,el_pct,first_lang_not_english_cnt,high_needs_cnt,high_needs_pct,low_income_cnt,low_income_pct,econ_disadvantaged_cnt,econ_disadvantaged_pct,swd_cnt,swd_pct,reconciles,doc_id
2011,01620000,Lunenburg,01620505,Lunenburg High,school,536,0,0,0,0,0,0,0,0,0,0,124,143,133,135,1,1,0.002,1,,,63,0.118,,,50,0.093,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2011,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,2337,47,167,145,182,163,161,191,196,202,198,150,164,190,173,8,21,0.009,21,,,440,0.188,,,399,0.169,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2011,06100000,Ashburnham-Westminster,06100005,Westminster Elem,school,403,0,0,0,108,93,94,108,0,0,0,0,0,0,0,0,3,0.007,3,,,70,0.174,,,74,0.184,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2011,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,208,47,90,71,0,0,0,0,0,0,0,0,0,0,0,0,3,0.014,3,,,20,0.096,,,49,0.236,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2011,06100000,Ashburnham-Westminster,06100025,Briggs Elem,school,445,0,77,74,74,70,67,83,0,0,0,0,0,0,0,0,5,0.011,5,,,99,0.222,,,80,0.18,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2011,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,596,0,0,0,0,0,0,0,196,202,198,0,0,0,0,0,3,0.005,3,,,139,0.233,,,91,0.153,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2011,06100000,Ashburnham-Westminster,06100505,Oakmont Regional H S,school,685,0,0,0,0,0,0,0,0,0,0,150,164,190,173,8,7,0.01,7,,,112,0.164,,,80,0.117,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2011,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,2771,77,131,181,192,187,211,226,241,230,229,207,220,203,233,3,14,0.005,23,,,91,0.033,,,384,0.137,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2011,06730000,Groton-Dunstable,06730001,Boutwell School,school,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,2,0.026,,,31,0.403,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2011,06730000,Groton-Dunstable,06730005,Swallow/Union School,school,344,0,50,76,65,74,79,0,0,0,0,0,0,0,0,0,0,0.0,0,,,8,0.023,,,54,0.157,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2011,06730000,Groton-Dunstable,06730010,Florence Roche School,school,558,0,81,105,127,113,132,0,0,0,0,0,0,0,0,0,7,0.013,10,,,30,0.054,,,75,0.134,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2011,06730000,Groton-Dunstable,06730305,Groton Dunstable Reg Middle,school,926,0,0,0,0,0,0,226,241,230,229,0,0,0,0,0,5,0.005,7,,,33,0.036,,,119,0.129,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2011,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,866,0,0,0,0,0,0,0,0,0,0,207,220,203,233,3,2,0.002,6,,,18,0.021,,,77,0.089,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2011,07350000,North Middlesex,07350000,North Middlesex,district,3917,111,242,273,303,291,281,319,325,332,334,254,275,290,285,2,11,0.003,54,,,514,0.131,,,698,0.176,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2011,07350000,North Middlesex,07350002,Squannacook Early Childhood Center,school,109,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0,0.0,,,54,0.495,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2011,07350000,North Middlesex,07350005,Spaulding Memorial,school,517,0,77,103,106,111,120,0,0,0,0,0,0,0,0,0,0,0.0,11,,,84,0.162,,,69,0.133,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2011,07350000,North Middlesex,07350010,Ashby Elementary,school,211,0,39,39,34,25,32,42,0,0,0,0,0,0,0,0,0,0.0,1,,,30,0.142,,,30,0.142,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2011,07350000,North Middlesex,07350015,Peter Fitzpatrick,school,8,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,1,0.125,,,6,0.75,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2011,07350000,North Middlesex,07350030,Hawthorne Brook,school,607,0,0,0,0,0,0,105,165,167,170,0,0,0,0,0,1,0.002,10,,,99,0.163,,,108,0.178,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2011,07350000,North Middlesex,07350035,Varnum Brook,school,698,0,124,129,161,155,129,0,0,0,0,0,0,0,0,0,2,0.003,8,,,88,0.126,,,126,0.181,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2011,07350000,North Middlesex,07350310,Nissitissit Middle School,school,661,0,0,0,0,0,0,172,160,165,164,0,0,0,0,0,2,0.003,3,,,90,0.136,,,133,0.201,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2011,07350000,North Middlesex,07350505,North Middlesex Reg,school,1106,0,0,0,0,0,0,0,0,0,0,254,275,290,285,2,6,0.005,21,,,122,0.11,,,123,0.111,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2012,00000000,State Total,00000000,State Total,state,953369,28116,67956,69906,70561,70826,70404,71355,71483,71950,72758,76690,72220,70685,67460,999,69856,0.073,159368,,,335213,0.352,,,163679,0.17,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2012,01250000,Harvard,01250000,Harvard,district,1260,20,69,62,85,86,85,86,108,110,106,117,106,115,105,0,2,0.002,32,,,21,0.017,,,187,0.146,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2012,01250000,Harvard,01250005,Hildreth Elementary School,school,493,20,69,62,85,86,85,86,0,0,0,0,0,0,0,0,0,0.0,13,,,6,0.012,,,82,0.166,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2012,01250000,Harvard,01250505,Bromfield,school,767,0,0,0,0,0,0,0,108,110,106,117,106,115,105,0,2,0.003,19,,,15,0.02,,,83,0.108,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2012,01620000,Lunenburg,01620000,Lunenburg,district,1637,40,116,107,123,117,111,127,141,121,124,114,129,133,128,6,10,0.006,21,,,145,0.089,,,294,0.178,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2012,01620000,Lunenburg,01620010,Lunenburg Primary School,school,386,40,116,107,123,0,0,0,0,0,0,0,0,0,0,0,7,0.018,12,,,16,0.041,,,80,0.207,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2012,01620000,Lunenburg,01620015,Thomas C Passios Elementary,school,355,0,0,0,0,117,111,127,0,0,0,0,0,0,0,0,1,0.003,4,,,29,0.082,,,75,0.211,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2012,01620000,Lunenburg,01620020,Turkey Hill Middle,school,386,0,0,0,0,0,0,0,141,121,124,0,0,0,0,0,1,0.003,4,,,46,0.119,,,70,0.181,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2012,01620000,Lunenburg,01620505,Lunenburg High,school,510,0,0,0,0,0,0,0,0,0,0,114,129,133,128,6,1,0.002,1,,,54,0.106,,,57,0.112,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2012,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,2277,57,146,162,151,178,157,165,188,195,199,177,145,162,189,6,21,0.009,23,,,435,0.191,,,389,0.169,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2012,06100000,Ashburnham-Westminster,06100005,Westminster Elementary,school,350,0,0,0,67,103,86,94,0,0,0,0,0,0,0,0,3,0.009,3,,,55,0.157,,,56,0.16,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2012,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,237,57,94,86,0,0,0,0,0,0,0,0,0,0,0,0,2,0.008,2,,,33,0.139,,,38,0.16,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2012,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,429,0,52,76,84,75,71,71,0,0,0,0,0,0,0,0,5,0.012,5,,,110,0.256,,,93,0.217,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2012,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,582,0,0,0,0,0,0,0,188,195,199,0,0,0,0,0,4,0.007,4,,,116,0.199,,,99,0.17,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2012,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,679,0,0,0,0,0,0,0,0,0,0,177,145,162,189,6,7,0.01,9,,,121,0.178,,,82,0.121,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2012,06160000,Ayer Shirley School District,06160000,Ayer Shirley School District,district,1655,79,146,168,135,133,134,155,149,121,128,69,80,72,86,0,53,0.032,98,,,529,0.32,,,327,0.194,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2012,06160000,Ayer Shirley School District,06160001,Lura A. White Elementary School,school,384,43,61,63,48,58,58,53,0,0,0,0,0,0,0,0,3,0.008,13,,,92,0.24,,,45,0.117,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2012,06160000,Ayer Shirley School District,06160002,Page Hilltop School,school,566,36,85,105,87,75,76,102,0,0,0,0,0,0,0,0,34,0.06,53,,,190,0.336,,,117,0.207,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2012,06160000,Ayer Shirley School District,06160305,Ayer Shirley Regional Middle School,school,398,0,0,0,0,0,0,0,149,121,128,0,0,0,0,0,9,0.023,18,,,147,0.369,,,97,0.244,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2012,06160000,Ayer Shirley School District,06160505,Ayer Shirley Regional High School,school,307,0,0,0,0,0,0,0,0,0,0,69,80,72,86,0,7,0.023,14,,,100,0.326,,,35,0.114,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2012,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,2681,60,133,157,182,190,196,213,227,232,230,214,213,230,203,1,10,0.004,50,,,93,0.035,,,377,0.139,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2012,06730000,Groton-Dunstable,06730001,Boutwell School,school,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,,,0,0.0,,,29,0.483,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2012,06730000,Groton-Dunstable,06730005,Swallow/Union School,school,311,0,37,57,77,65,75,0,0,0,0,0,0,0,0,0,1,0.003,8,,,11,0.035,,,52,0.167,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2012,06730000,Groton-Dunstable,06730010,Florence Roche School,school,547,0,96,100,105,125,121,0,0,0,0,0,0,0,0,0,7,0.013,16,,,37,0.068,,,73,0.133,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2012,06730000,Groton-Dunstable,06730305,Groton Dunstable Regional Middle,school,902,0,0,0,0,0,0,213,227,232,230,0,0,0,0,0,1,0.001,8,,,32,0.035,,,124,0.137,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2012,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,861,0,0,0,0,0,0,0,0,0,0,214,213,230,203,1,1,0.001,11,,,13,0.015,,,66,0.077,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2012,07350000,North Middlesex,07350000,North Middlesex,district,3785,82,273,235,272,298,292,281,316,314,341,275,251,279,273,3,7,0.002,51,,,594,0.157,,,676,0.176,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2012,07350000,North Middlesex,07350002,Squannacook Early Childhood Center,school,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,2,0.024,,,46,0.561,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2012,07350000,North Middlesex,07350005,Spaulding Memorial,school,497,0,106,75,106,102,108,0,0,0,0,0,0,0,0,0,2,0.004,11,,,101,0.203,,,68,0.137,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2012,07350000,North Middlesex,07350010,Ashby Elementary,school,180,0,43,38,41,33,25,0,0,0,0,0,0,0,0,0,0,0.0,0,,,35,0.194,,,41,0.228,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2012,07350000,North Middlesex,07350030,Hawthorne Brook,school,632,0,0,0,0,0,0,153,143,161,175,0,0,0,0,0,1,0.002,14,,,120,0.19,,,106,0.168,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2012,07350000,North Middlesex,07350035,Varnum Brook,school,693,0,124,122,125,163,159,0,0,0,0,0,0,0,0,0,0,0.0,6,,,99,0.143,,,118,0.17,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2012,07350000,North Middlesex,07350310,Nissitissit Middle School,school,620,0,0,0,0,0,0,128,173,153,166,0,0,0,0,0,1,0.002,3,,,95,0.153,,,117,0.189,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2012,07350000,North Middlesex,07350505,North Middlesex Regional,school,1078,0,0,0,0,0,0,0,0,0,0,275,251,279,273,0,3,0.003,17,,,142,0.132,,,127,0.118,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2012,07350000,North Middlesex,07350515,Peter Fitzpatrick School,school,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0,,,0,0.0,,,3,1.0,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2013,00000000,State Totals,00000000,State Totals,state,954773,28245,69669,70629,69549,70673,70952,70826,71588,72012,72048,77458,72264,69928,67856,1076,73217,0.077,164809,462272,0.479,353420,0.37,,,163921,0.17,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2013,01250000,Harvard,01250000,Harvard,district,1210,13,60,70,67,82,89,89,99,102,106,106,114,99,114,0,2,0.002,34,218,0.177,39,0.032,,,185,0.15,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2013,01250000,Harvard,01250005,Hildreth Elementary School,school,470,13,60,70,67,82,89,89,0,0,0,0,0,0,0,0,0,0.0,14,100,0.213,17,0.036,,,86,0.183,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2013,01250000,Harvard,01250505,Bromfield,school,740,0,0,0,0,0,0,0,99,102,106,106,114,99,114,0,2,0.003,20,96,0.13,22,0.03,,,77,0.104,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2013,01620000,Lunenburg,01620000,Lunenburg,district,1587,49,108,118,110,124,118,114,122,142,122,105,113,113,125,4,18,0.011,28,458,0.285,221,0.139,,,295,0.184,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2013,01620000,Lunenburg,01620010,Lunenburg Primary School,school,509,49,108,118,110,124,0,0,0,0,0,0,0,0,0,0,13,0.026,17,163,0.32,76,0.149,,,111,0.218,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2013,01620000,Lunenburg,01620020,Turkey Hill Middle,school,496,0,0,0,0,0,118,114,122,142,0,0,0,0,0,0,2,0.004,8,152,0.306,79,0.159,,,89,0.179,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2013,01620000,Lunenburg,01620505,Lunenburg High,school,582,0,0,0,0,0,0,0,0,0,122,105,113,113,125,4,3,0.005,3,125,0.215,66,0.113,,,77,0.132,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2013,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,2293,60,150,164,172,149,182,164,180,208,207,178,174,142,159,4,25,0.011,27,749,0.325,452,0.197,,,400,0.173,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2013,06100000,Ashburnham-Westminster,06100005,Westminster Elementary,school,350,0,0,0,89,63,110,88,0,0,0,0,0,0,0,0,3,0.009,3,103,0.294,60,0.171,,,57,0.163,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2013,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,239,60,73,106,0,0,0,0,0,0,0,0,0,0,0,0,6,0.025,6,80,0.335,48,0.201,,,42,0.176,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2013,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,452,0,77,58,83,86,72,76,0,0,0,0,0,0,0,0,7,0.015,7,181,0.4,120,0.265,,,98,0.217,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2013,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,595,0,0,0,0,0,0,0,180,208,207,0,0,0,0,0,3,0.005,3,189,0.318,112,0.188,,,98,0.165,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2013,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,657,0,0,0,0,0,0,0,0,0,0,178,174,142,159,4,6,0.009,8,182,0.277,112,0.17,,,91,0.139,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2013,06160000,Ayer Shirley School District,06160000,Ayer Shirley School District,district,1668,66,160,146,163,126,137,134,152,143,123,103,70,74,71,0,45,0.027,94,805,0.472,581,0.348,,,360,0.211,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2013,06160000,Ayer Shirley School District,06160001,Lura A. White Elementary School,school,389,38,57,62,62,46,62,62,0,0,0,0,0,0,0,0,3,0.008,11,136,0.35,109,0.28,,,43,0.111,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2013,06160000,Ayer Shirley School District,06160002,Page Hilltop School,school,543,28,103,84,101,80,75,72,0,0,0,0,0,0,0,0,24,0.044,47,270,0.497,189,0.348,,,120,0.221,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2013,06160000,Ayer Shirley School District,06160305,Ayer Shirley Regional Middle School,school,418,0,0,0,0,0,0,0,152,143,123,0,0,0,0,0,8,0.019,20,209,0.5,158,0.378,,,113,0.27,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2013,06160000,Ayer Shirley School District,06160505,Ayer Shirley Regional High School,school,318,0,0,0,0,0,0,0,0,0,0,103,70,74,71,0,10,0.031,16,153,0.481,125,0.393,,,47,0.148,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2013,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,2632,58,122,169,159,187,198,203,215,221,220,220,221,207,231,1,8,0.003,63,469,0.176,120,0.046,,,377,0.141,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2013,06730000,Groton-Dunstable,06730001,Boutwell School,school,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,29,0.5,0,0.0,,,29,0.5,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2013,06730000,Groton-Dunstable,06730005,Swallow/Union School,school,290,0,46,48,51,78,67,0,0,0,0,0,0,0,0,0,3,0.01,10,52,0.179,8,0.028,,,42,0.145,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2013,06730000,Groton-Dunstable,06730010,Florence Roche School,school,545,0,76,121,108,109,131,0,0,0,0,0,0,0,0,0,5,0.009,24,110,0.202,51,0.094,,,72,0.132,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2013,06730000,Groton-Dunstable,06730305,Groton Dunstable Regional Middle,school,859,0,0,0,0,0,0,203,215,221,220,0,0,0,0,0,0,0.0,12,149,0.173,38,0.044,,,122,0.142,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2013,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,880,0,0,0,0,0,0,0,0,0,0,220,221,207,231,1,0,0.0,14,91,0.103,23,0.026,,,74,0.084,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2013,07350000,North Middlesex,07350000,North Middlesex,district,3608,63,293,272,234,271,287,292,281,297,318,251,246,239,263,1,20,0.006,48,1149,0.314,646,0.179,,,644,0.176,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2013,07350000,North Middlesex,07350002,Squannacook Early Childhood Center,school,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,31,0.492,1,0.016,,,30,0.476,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2013,07350000,North Middlesex,07350005,Spaulding Memorial,school,474,0,98,104,76,101,95,0,0,0,0,0,0,0,0,0,18,0.038,18,165,0.348,101,0.213,,,71,0.15,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2013,07350000,North Middlesex,07350010,Ashby Elementary,school,211,0,64,39,33,43,32,0,0,0,0,0,0,0,0,0,0,0.0,0,85,0.403,57,0.27,,,42,0.199,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2013,07350000,North Middlesex,07350030,Hawthorne Brook,school,577,0,0,0,0,0,0,134,153,133,157,0,0,0,0,0,0,0.0,11,168,0.291,103,0.179,,,93,0.161,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2013,07350000,North Middlesex,07350035,Varnum Brook,school,672,0,131,129,125,127,160,0,0,0,0,0,0,0,0,0,0,0.0,4,209,0.311,127,0.189,,,108,0.161,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2013,07350000,North Middlesex,07350310,Nissitissit Middle School,school,611,0,0,0,0,0,0,158,128,164,161,0,0,0,0,0,0,0.0,2,192,0.314,101,0.165,,,121,0.198,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2013,07350000,North Middlesex,07350505,North Middlesex Regional,school,999,0,0,0,0,0,0,0,0,0,0,251,246,239,263,0,2,0.002,13,245,0.245,156,0.156,,,125,0.125,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2013,07350000,North Middlesex,07350515,Peter Fitzpatrick School,school,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,1.0,0,0.0,,,1,1.0,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2014,00000000,State Totals,00000000,State Totals,state,955739,28189,69853,71911,70323,69700,70862,71179,70948,72050,72116,76415,73464,70170,67429,1130,75947,0.079,170579,472001,0.488,365885,0.383,,,164336,0.17,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2014,01250000,Harvard,01250000,Harvard,district,1170,13,57,70,73,66,88,94,89,101,99,105,102,113,100,0,11,0.009,41,217,0.182,43,0.037,,,172,0.144,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2014,01250000,Harvard,01250005,Hildreth Elementary School,school,461,13,57,70,73,66,88,94,0,0,0,0,0,0,0,0,7,0.015,18,102,0.221,22,0.048,,,76,0.165,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2014,01250000,Harvard,01250505,Bromfield,school,709,0,0,0,0,0,0,0,89,101,99,105,102,113,100,0,4,0.006,23,90,0.127,21,0.03,,,71,0.1,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2014,01620000,Lunenburg,01620000,Lunenburg,district,1564,44,123,108,125,107,129,120,114,117,144,106,103,113,108,3,27,0.017,32,472,0.297,243,0.155,,,283,0.178,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2014,01620000,Lunenburg,01620010,Lunenburg Primary School,school,507,44,123,108,125,107,0,0,0,0,0,0,0,0,0,0,15,0.03,16,170,0.335,85,0.168,,,104,0.205,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2014,01620000,Lunenburg,01620020,Turkey Hill Middle,school,480,0,0,0,0,0,129,120,114,117,0,0,0,0,0,0,6,0.012,8,136,0.283,70,0.146,,,85,0.177,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2014,01620000,Lunenburg,01620505,Lunenburg High,school,577,0,0,0,0,0,0,0,0,0,144,106,103,113,108,3,6,0.01,8,142,0.246,88,0.153,,,70,0.121,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2014,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,2297,62,146,162,167,176,151,179,175,180,210,189,176,168,151,5,28,0.012,30,793,0.343,491,0.214,,,421,0.182,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2014,06100000,Ashburnham-Westminster,06100005,Westminster Elementary,school,365,0,0,0,103,95,63,104,0,0,0,0,0,0,0,0,5,0.014,5,123,0.337,72,0.197,,,63,0.173,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2014,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,160,0,78,82,0,0,0,0,0,0,0,0,0,0,0,0,4,0.025,4,45,0.281,31,0.194,,,20,0.125,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2014,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,518,62,68,80,64,81,88,75,0,0,0,0,0,0,0,0,10,0.019,10,204,0.394,113,0.218,,,119,0.23,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2014,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,565,0,0,0,0,0,0,0,175,180,210,0,0,0,0,0,4,0.007,4,184,0.326,126,0.223,,,99,0.175,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2014,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,689,0,0,0,0,0,0,0,0,0,0,189,176,168,151,5,5,0.007,7,222,0.322,149,0.216,,,105,0.152,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2014,06160000,Ayer Shirley School District,06160000,Ayer Shirley School District,district,1666,65,147,157,138,157,125,141,130,144,137,100,93,71,61,0,50,0.03,99,838,0.493,613,0.368,,,387,0.228,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2014,06160000,Ayer Shirley School District,06160001,Lura A. White Elementary School,school,370,46,46,57,59,60,39,63,0,0,0,0,0,0,0,0,10,0.027,15,137,0.37,103,0.278,,,45,0.122,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2014,06160000,Ayer Shirley School District,06160002,Page Hilltop School,school,560,19,101,100,79,97,86,78,0,0,0,0,0,0,0,0,24,0.043,42,277,0.495,201,0.359,,,127,0.227,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2014,06160000,Ayer Shirley School District,06160305,Ayer Shirley Regional Middle School,school,411,0,0,0,0,0,0,0,130,144,137,0,0,0,0,0,6,0.015,21,220,0.535,178,0.433,,,109,0.265,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2014,06160000,Ayer Shirley School District,06160505,Ayer Shirley Regional High School,school,325,0,0,0,0,0,0,0,0,0,0,100,93,71,61,0,10,0.031,21,169,0.52,131,0.403,,,71,0.218,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2014,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,2625,57,131,154,178,173,198,203,211,225,225,207,223,229,206,5,13,0.005,73,500,0.188,147,0.056,,,383,0.144,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2014,06730000,Groton-Dunstable,06730001,Boutwell School,school,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,21,0.368,0,0.0,,,20,0.351,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2014,06730000,Groton-Dunstable,06730005,Swallow/Union School,school,290,0,48,51,50,57,84,0,0,0,0,0,0,0,0,0,5,0.017,12,68,0.234,17,0.059,,,53,0.183,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2014,06730000,Groton-Dunstable,06730010,Florence Roche School,school,544,0,83,103,128,116,114,0,0,0,0,0,0,0,0,0,6,0.011,27,115,0.211,47,0.086,,,76,0.14,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
