fy,lea,district,org_code,org_name,org_level,total_cnt,pk_cnt,k_cnt,grade_1_cnt,grade_2_cnt,grade_3_cnt,grade_4_cnt,grade_5_cnt,grade_6_cnt,grade_7_cnt,grade_8_cnt,grade_9_cnt,grade_10_cnt,grade_11_cnt,grade_12_cnt,sp_cnt,el_cnt,el_pct,first_lang_not_english_cnt,high_needs_cnt,high_needs_pct,low_income_cnt,low_income_pct,econ_disadvantaged_cnt,econ_disadvantaged_pct,swd_cnt,swd_pct,reconciles,doc_id
2000,00190000,AYER,00190025,HILLTOP-PAGE,school,576,29,131,109,106,100,101,0,0,0,0,0,0,0,0,,6,0.01,13,,,155,0.269,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2000,00190000,AYER,00190305,AYER MIDDLE,school,346,0,0,0,0,0,0,93,88,80,85,0,0,0,0,,0,0.0,6,,,102,0.295,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2000,00190000,AYER,00190510,AYER HIGH,school,347,0,0,0,0,0,0,0,0,0,0,100,93,75,79,,1,0.003,8,,,66,0.19,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2000,01250000,HARVARD,01250000,HARVARD,district,1169,0,70,93,72,97,102,104,87,101,103,91,82,89,78,,0,0.0,10,,,3,0.003,,,128,0.109,,sources/state-dese/dese-enrollment-by-grade.xlsx
2000,01250000,HARVARD,01250005,HARVARD ELEMENTARY,school,625,0,70,93,72,97,102,104,87,0,0,0,0,0,0,,0,0.0,10,,,0,0.0,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2000,01250000,HARVARD,01250505,BROMFIELD,school,544,0,0,0,0,0,0,0,0,101,103,91,82,89,78,,0,0.0,0,,,3,0.006,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2000,01620000,LUNENBURG,01620000,LUNENBURG,district,1861,72,126,112,135,139,144,165,127,156,134,148,155,120,128,,2,0.001,6,,,85,0.046,,,234,0.126,,sources/state-dese/dese-enrollment-by-grade.xlsx
2000,01620000,LUNENBURG,01620015,THOMAS C PASSIOS ELEM,school,728,72,126,112,135,139,144,0,0,0,0,0,0,0,0,,1,0.001,1,,,26,0.036,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2000,01620000,LUNENBURG,01620020,TURKEY HILL MIDDLE,school,582,0,0,0,0,0,0,165,127,156,134,0,0,0,0,,1,0.002,1,,,37,0.064,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2000,01620000,LUNENBURG,01620505,LUNENBURG HIGH,school,551,0,0,0,0,0,0,0,0,0,0,148,155,120,128,,0,0.0,4,,,22,0.04,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2000,06100000,ASHBURNHAM-WESTMINSTER,06100000,ASHBURNHAM-WESTMINSTER,district,2480,32,160,173,176,186,207,192,195,219,234,174,190,172,170,,1,0.0,2,,,163,0.066,,,383,0.154,,sources/state-dese/dese-enrollment-by-grade.xlsx
2000,06100000,ASHBURNHAM-WESTMINSTER,06100005,WESTMINSTER ELEM,school,342,0,0,0,0,99,110,101,0,0,0,0,0,0,0,,0,0.0,1,,,18,0.053,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2000,06100000,ASHBURNHAM-WESTMINSTER,06100010,MEETINGHOUSE SCHOOL,school,286,0,89,99,98,0,0,0,0,0,0,0,0,0,0,,1,0.003,1,,,17,0.059,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2000,06100000,ASHBURNHAM-WESTMINSTER,06100025,BRIGGS ELEM,school,498,0,71,74,78,87,97,91,0,0,0,0,0,0,0,,0,0.0,0,,,55,0.11,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2000,06100000,ASHBURNHAM-WESTMINSTER,06100305,OVERLOOK MIDDLE SCHOOL,school,648,0,0,0,0,0,0,0,195,219,234,0,0,0,0,,0,0.0,0,,,38,0.059,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2000,06100000,ASHBURNHAM-WESTMINSTER,06100505,OAKMONT REGIONAL H S,school,706,0,0,0,0,0,0,0,0,0,0,174,190,172,170,,0,0.0,0,,,35,0.05,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2000,06730000,GROTON-DUNSTABLE,06730000,GROTON-DUNSTABLE,district,2469,54,204,225,214,211,233,206,225,174,215,143,138,119,108,,0,0.0,4,,,59,0.024,,,293,0.119,,sources/state-dese/dese-enrollment-by-grade.xlsx
2000,06730000,GROTON-DUNSTABLE,06730001,BOUTWELL SCHOOL,school,144,54,90,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.0,0,,,0,0.0,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2000,06730000,GROTON-DUNSTABLE,06730005,SWALLOW/UNION SCHOOL,school,391,0,57,62,68,56,88,60,0,0,0,0,0,0,0,,0,0.0,0,,,8,0.02,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2000,06730000,GROTON-DUNSTABLE,06730010,FLORENCE ROCHE SCHOOL,school,587,0,57,120,101,112,97,100,0,0,0,0,0,0,0,,0,0.0,0,,,31,0.053,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2000,06730000,GROTON-DUNSTABLE,06730040,PRESCOTT ELEM,school,225,0,0,43,45,43,48,46,0,0,0,0,0,0,0,,0,0.0,0,,,2,0.009,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2000,06730000,GROTON-DUNSTABLE,06730305,GROTON/DUN REG'L MIDDLE,school,614,0,0,0,0,0,0,0,225,174,215,0,0,0,0,,0,0.0,0,,,15,0.024,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2000,06730000,GROTON-DUNSTABLE,06730505,GROTON DUNSTABLE REGIONAL,school,508,0,0,0,0,0,0,0,0,0,0,143,138,119,108,,0,0.0,4,,,3,0.006,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2000,07350000,NORTH MIDDLESEX,07350000,NORTH MIDDLESEX,district,4801,121,349,338,405,382,412,393,427,428,380,335,291,277,262,,0,0.0,19,,,293,0.061,,,613,0.128,,sources/state-dese/dese-enrollment-by-grade.xlsx
2000,07350000,NORTH MIDDLESEX,07350005,SPAULDING MEMORIAL,school,495,65,145,143,142,0,0,0,0,0,0,0,0,0,0,,0,0.0,1,,,23,0.046,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2000,07350000,NORTH MIDDLESEX,07350010,ASHBY ELEMENTARY,school,324,0,47,35,52,40,57,41,51,0,0,0,0,0,0,,0,0.0,3,,,32,0.099,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2000,07350000,NORTH MIDDLESEX,07350015,PETER FITZPATRICK,school,767,56,157,160,211,183,0,0,0,0,0,0,0,0,0,,0,0.0,0,,,49,0.064,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2000,07350000,NORTH MIDDLESEX,07350020,SQUANNACOOK,school,487,0,0,0,0,159,168,160,0,0,0,0,0,0,0,,0,0.0,2,,,36,0.074,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2000,07350000,NORTH MIDDLESEX,07350030,HAWTHORNE BROOK,school,629,0,0,0,0,0,0,0,164,248,217,0,0,0,0,,0,0.0,4,,,52,0.083,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2000,07350000,NORTH MIDDLESEX,07350035,VARNUM BROOK,school,934,0,0,0,0,0,187,192,212,180,163,0,0,0,0,,0,0.0,1,,,78,0.084,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2000,07350000,NORTH MIDDLESEX,07350505,NORTH MIDDLESEX REG,school,1165,0,0,0,0,0,0,0,0,0,0,335,291,277,262,,0,0.0,8,,,23,0.02,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2001,00000000,State Totals,00000000,State Totals,state,979593,19938,70647,75699,75747,77718,77876,79622,78852,76606,74510,79570,69447,64689,57994,,44747,0.046,129568,,,245882,0.251,,,160369,0.164,,sources/state-dese/dese-enrollment-by-grade.xlsx
2001,00190000,AYER,00190000,AYER,district,1318,31,128,125,110,106,103,94,102,88,80,94,86,97,74,,3,0.002,35,,,337,0.256,,,157,0.119,,sources/state-dese/dese-enrollment-by-grade.xlsx
2001,00190000,AYER,00190025,Hilltop-Page,school,603,31,128,125,110,106,103,0,0,0,0,0,0,0,0,,3,0.005,20,,,178,0.295,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2001,00190000,AYER,00190305,Ayer Middle,school,364,0,0,0,0,0,0,94,102,88,80,0,0,0,0,,0,0.0,11,,,95,0.261,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2001,00190000,AYER,00190510,Ayer High,school,351,0,0,0,0,0,0,0,0,0,0,94,86,97,74,,0,0.0,4,,,64,0.182,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2001,01250000,HARVARD,01250000,HARVARD,district,1191,0,67,79,99,78,106,105,109,88,100,107,84,80,89,,0,0.0,7,,,5,0.004,,,140,0.118,,sources/state-dese/dese-enrollment-by-grade.xlsx
2001,01250000,HARVARD,01250005,Harvard Elementary,school,643,0,67,79,99,78,106,105,109,0,0,0,0,0,0,,0,0.0,0,,,2,0.003,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2001,01250000,HARVARD,01250505,Bromfield,school,548,0,0,0,0,0,0,0,0,88,100,107,84,80,89,,0,0.0,7,,,3,0.005,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2001,01620000,LUNENBURG,01620000,LUNENBURG,district,1889,65,120,129,128,136,141,157,172,123,156,142,158,147,115,,0,0.0,2,,,90,0.048,,,233,0.123,,sources/state-dese/dese-enrollment-by-grade.xlsx
2001,01620000,LUNENBURG,01620015,Thomas C Passios Elem,school,719,65,120,129,128,136,141,0,0,0,0,0,0,0,0,,0,0.0,0,,,38,0.053,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2001,01620000,LUNENBURG,01620020,Turkey Hill Middle,school,608,0,0,0,0,0,0,157,172,123,156,0,0,0,0,,0,0.0,0,,,36,0.059,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2001,01620000,LUNENBURG,01620505,Lunenburg High,school,562,0,0,0,0,0,0,0,0,0,0,142,158,147,115,,0,0.0,2,,,16,0.028,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2001,06100000,ASHBURNHAM-WESTMINST,06100000,ASHBURNHAM-WESTMINST,district,2513,44,162,181,168,185,199,213,200,195,221,200,186,185,171,,0,0.0,0,,,178,0.071,,,394,0.157,,sources/state-dese/dese-enrollment-by-grade.xlsx
2001,06100000,ASHBURNHAM-WESTMINST,06100005,Westminster Elem,school,365,44,0,0,0,102,105,114,0,0,0,0,0,0,0,,0,0.0,0,,,23,0.063,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2001,06100000,ASHBURNHAM-WESTMINST,06100010,Meetinghouse School,school,296,0,97,101,98,0,0,0,0,0,0,0,0,0,0,,0,0.0,0,,,18,0.061,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2001,06100000,ASHBURNHAM-WESTMINST,06100025,Briggs Elem,school,491,0,65,80,70,83,94,99,0,0,0,0,0,0,0,,0,0.0,0,,,56,0.114,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2001,06100000,ASHBURNHAM-WESTMINST,06100305,Overlook Middle School,school,616,0,0,0,0,0,0,0,200,195,221,0,0,0,0,,0,0.0,0,,,39,0.063,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2001,06100000,ASHBURNHAM-WESTMINST,06100505,Oakmont Regional H S,school,745,0,0,0,0,0,0,0,0,0,0,200,186,185,171,,0,0.0,0,,,42,0.056,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2001,06730000,GROTON-DUNSTABLE,06730000,GROTON-DUNSTABLE,district,2634,57,217,234,239,237,215,238,208,214,183,203,133,142,113,,0,0.0,4,,,62,0.024,,,241,0.091,,sources/state-dese/dese-enrollment-by-grade.xlsx
2001,06730000,GROTON-DUNSTABLE,06730001,Boutwell School,school,145,57,88,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.0,2,,,1,0.007,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2001,06730000,GROTON-DUNSTABLE,06730005,Swallow/Union School,school,413,0,69,62,66,72,56,88,0,0,0,0,0,0,0,,0,0.0,0,,,9,0.022,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2001,06730000,GROTON-DUNSTABLE,06730010,Florence Roche School,school,641,0,60,123,125,118,115,100,0,0,0,0,0,0,0,,0,0.0,0,,,30,0.047,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2001,06730000,GROTON-DUNSTABLE,06730040,Prescott Elem,school,238,0,0,49,48,47,44,50,0,0,0,0,0,0,0,,0,0.0,0,,,1,0.004,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2001,06730000,GROTON-DUNSTABLE,06730305,Groton/Dun Reg'l Middle,school,605,0,0,0,0,0,0,0,208,214,183,0,0,0,0,,0,0.0,0,,,18,0.03,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2001,06730000,GROTON-DUNSTABLE,06730505,Groton Dunstable Regional,school,592,0,0,0,0,0,0,0,0,0,0,203,133,142,113,,0,0.0,2,,,3,0.005,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2001,07350000,NORTH MIDDLESEX,07350000,NORTH MIDDLESEX,district,4791,121,313,367,352,397,379,407,399,422,424,312,326,302,270,,2,0.0,24,,,276,0.058,,,590,0.123,,sources/state-dese/dese-enrollment-by-grade.xlsx
2001,07350000,NORTH MIDDLESEX,07350005,Spaulding Memorial,school,484,61,129,146,148,0,0,0,0,0,0,0,0,0,0,,0,0.0,2,,,16,0.033,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2001,07350000,NORTH MIDDLESEX,07350010,Ashby Elementary,school,323,0,47,48,36,50,38,58,46,0,0,0,0,0,0,,0,0.0,0,,,23,0.071,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2001,07350000,NORTH MIDDLESEX,07350015,Peter Fitzpatrick,school,744,60,137,173,168,206,0,0,0,0,0,0,0,0,0,,0,0.0,1,,,46,0.062,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2001,07350000,NORTH MIDDLESEX,07350020,Squannacook,school,465,0,0,0,0,141,162,162,0,0,0,0,0,0,0,,0,0.0,2,,,39,0.084,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2001,07350000,NORTH MIDDLESEX,07350030,Hawthorne Brook,school,627,0,0,0,0,0,0,0,162,219,246,0,0,0,0,,2,0.003,5,,,51,0.081,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2001,07350000,NORTH MIDDLESEX,07350035,Varnum Brook,school,938,0,0,0,0,0,179,187,191,203,178,0,0,0,0,,0,0.0,1,,,79,0.084,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2001,07350000,NORTH MIDDLESEX,07350505,North Middlesex Reg,school,1210,0,0,0,0,0,0,0,0,0,0,312,326,302,270,,0,0.0,13,,,22,0.018,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2002,00000000,State Totals,00000000,State Totals,state,974015,20865,68576,75107,73440,75380,76602,77580,78825,78164,75241,80410,69707,64187,59607,,46254,0.047,128218,,,246808,0.253,,,150003,0.154,,sources/state-dese/dese-enrollment-by-grade.xlsx
2002,00190000,Ayer,00190000,Ayer,district,1411,87,110,126,123,110,106,100,95,93,84,113,90,86,88,,0,0.0,57,,,334,0.237,,,144,0.102,,sources/state-dese/dese-enrollment-by-grade.xlsx
2002,00190000,Ayer,00190025,Page-Hilltop,school,662,87,110,126,123,110,106,0,0,0,0,0,0,0,0,,0,0.0,37,,,156,0.236,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2002,00190000,Ayer,00190305,Ayer Middle,school,371,0,0,0,0,0,0,100,95,93,83,0,0,0,0,,0,0.0,11,,,108,0.291,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2002,00190000,Ayer,00190510,Ayer High,school,378,0,0,0,0,0,0,0,0,0,1,113,90,86,88,,0,0.0,9,,,70,0.185,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2002,01250000,Harvard,01250000,Harvard,district,1182,0,78,78,84,99,78,109,102,109,89,97,104,77,78,,0,0.0,5,,,9,0.008,,,117,0.099,,sources/state-dese/dese-enrollment-by-grade.xlsx
2002,01250000,Harvard,01250005,Harvard Elementary,school,628,0,78,78,84,99,78,109,102,0,0,0,0,0,0,,0,0.0,1,,,4,0.006,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2002,01250000,Harvard,01250505,Bromfield,school,554,0,0,0,0,0,0,0,0,109,89,97,104,77,78,,0,0.0,4,,,5,0.009,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2002,01620000,Lunenburg,01620000,Lunenburg,district,1851,59,114,116,130,129,137,147,162,163,132,168,131,139,123,,1,0.001,6,,,100,0.054,,,248,0.134,,sources/state-dese/dese-enrollment-by-grade.xlsx
2002,01620000,Lunenburg,01620015,Thomas C Passios Elem,school,685,59,114,116,130,129,137,0,0,0,0,0,0,0,0,,0,0.0,0,,,44,0.064,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2002,01620000,Lunenburg,01620020,Turkey Hill Middle,school,603,0,0,0,0,0,0,147,162,162,132,0,0,0,0,,1,0.002,2,,,37,0.061,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2002,01620000,Lunenburg,01620505,Lunenburg High,school,562,0,0,0,0,0,0,0,0,1,0,167,131,139,123,,0,0.0,4,,,19,0.034,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2002,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,2459,33,151,177,187,171,186,204,219,200,202,181,190,186,169,,0,0.0,5,,,159,0.065,,,417,0.17,,sources/state-dese/dese-enrollment-by-grade.xlsx
2002,06100000,Ashburnham-Westminster,06100005,Westminster Elem,school,305,0,0,0,1,94,102,108,0,0,0,0,0,0,0,,0,0.0,1,,,21,0.069,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2002,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,292,14,73,100,104,1,0,0,0,0,0,0,0,0,0,,0,0.0,0,,,23,0.079,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2002,06100000,Ashburnham-Westminster,06100025,Briggs Elem,school,512,19,78,77,82,76,84,96,0,0,0,0,0,0,0,,0,0.0,3,,,44,0.086,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2002,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,621,0,0,0,0,0,0,0,219,200,202,0,0,0,0,,0,0.0,1,,,45,0.072,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2002,06100000,Ashburnham-Westminster,06100505,Oakmont Regional H S,school,729,0,0,0,0,0,0,0,0,0,0,181,190,186,169,,0,0.0,0,,,26,0.036,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2002,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,2689,69,202,226,229,250,225,220,242,203,207,158,201,127,130,,0,0.0,1,,,58,0.022,,,276,0.103,,sources/state-dese/dese-enrollment-by-grade.xlsx
2002,06730000,Groton-Dunstable,06730001,Boutwell School,school,154,69,85,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.0,0,,,0,0.0,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2002,06730000,Groton-Dunstable,06730005,Swallow/Union School,school,395,0,63,72,63,71,71,55,0,0,0,0,0,0,0,,0,0.0,0,,,7,0.018,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2002,06730000,Groton-Dunstable,06730010,Florence Roche School,school,635,0,54,109,117,128,108,119,0,0,0,0,0,0,0,,0,0.0,1,,,27,0.043,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2002,06730000,Groton-Dunstable,06730040,Prescott Elem,school,237,0,0,45,49,51,46,46,0,0,0,0,0,0,0,,0,0.0,0,,,2,0.008,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2002,06730000,Groton-Dunstable,06730305,Groton/Dun Reg'l Middle,school,652,0,0,0,0,0,0,0,242,203,207,0,0,0,0,,0,0.0,0,,,19,0.029,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2002,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,616,0,0,0,0,0,0,0,0,0,0,158,201,127,130,,0,0.0,0,,,3,0.005,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2002,07350000,North Middlesex,07350000,North Middlesex,district,4718,114,344,326,370,354,397,388,410,407,412,333,295,294,274,,0,0.0,24,,,792,0.168,,,578,0.123,,sources/state-dese/dese-enrollment-by-grade.xlsx
2002,07350000,North Middlesex,07350005,Spaulding Memorial,school,446,44,124,135,143,0,0,0,0,0,0,0,0,0,0,,0,0.0,3,,,15,0.034,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2002,07350000,North Middlesex,07350010,Ashby Elementary,school,278,0,42,48,49,40,53,46,0,0,0,0,0,0,0,,0,0.0,1,,,0,0.0,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2002,07350000,North Middlesex,07350015,Peter Fitzpatrick,school,733,70,178,143,178,164,0,0,0,0,0,0,0,0,0,,0,0.0,2,,,52,0.071,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2002,07350000,North Middlesex,07350020,Squannacook,school,450,0,0,0,0,150,138,162,0,0,0,0,0,0,0,,0,0.0,0,,,282,0.627,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2002,07350000,North Middlesex,07350030,Hawthorne Brook,school,657,0,0,0,0,0,0,0,223,217,217,0,0,0,0,,0,0.0,4,,,328,0.499,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2002,07350000,North Middlesex,07350035,Varnum Brook,school,958,0,0,0,0,0,206,180,187,190,195,0,0,0,0,,0,0.0,3,,,64,0.067,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2002,07350000,North Middlesex,07350310,Nissitissit Middle School,school,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.0,0,,,0,0.0,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2002,07350000,North Middlesex,07350505,North Middlesex Reg,school,1196,0,0,0,0,0,0,0,0,0,0,333,295,294,274,,0,0.0,11,,,51,0.043,,,0,0.0,,sources/state-dese/dese-enrollment-by-grade.xlsx
2003,00000000,State Totals,00000000,State Totals,state,983313,22803,69324,73663,73550,74167,75165,77110,77845,79520,77903,82071,72404,66548,60916,224,51622,0.052,141408,,,257368,0.262,,,150551,0.152,no,sources/state-dese/dese-enrollment-by-grade.xlsx
2003,00190000,Ayer,00190000,Ayer,district,1390,80,112,104,123,129,103,97,99,86,88,99,108,88,74,0,1,0.001,63,,,303,0.218,,,147,0.106,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2003,00190000,Ayer,00190025,Page-Hilltop,school,651,80,112,104,123,129,103,0,0,0,0,0,0,0,0,0,1,0.002,39,,,135,0.207,,,0,0.0,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2003,00190000,Ayer,00190305,Ayer Middle,school,370,0,0,0,0,0,0,97,99,86,88,0,0,0,0,0,0,0.0,16,,,98,0.265,,,0,0.0,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2003,00190000,Ayer,00190510,Ayer High,school,369,0,0,0,0,0,0,0,0,0,0,99,108,88,74,0,0,0.0,8,,,70,0.19,,,0,0.0,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2003,01250000,Harvard,01250000,Harvard,district,1221,0,69,94,85,89,102,81,113,105,111,89,99,106,78,0,1,0.001,8,,,9,0.007,,,144,0.118,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2003,01250000,Harvard,01250005,Harvard Elementary,school,633,0,69,94,85,89,102,81,113,0,0,0,0,0,0,0,0,0.0,5,,,3,0.005,,,0,0.0,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2003,01250000,Harvard,01250505,Bromfield,school,588,0,0,0,0,0,0,0,0,105,111,89,99,106,78,0,1,0.002,3,,,6,0.01,,,0,0.0,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2003,01620000,Lunenburg,01620000,Lunenburg,district,1887,66,124,122,118,136,133,143,150,151,156,153,172,132,131,0,1,0.001,7,,,138,0.073,,,232,0.123,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2003,01620000,Lunenburg,01620015,Thomas C Passios Elem,school,699,66,124,122,118,136,133,0,0,0,0,0,0,0,0,0,0,0.0,0,,,45,0.064,,,0,0.0,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2003,01620000,Lunenburg,01620020,Turkey Hill Middle,school,600,0,0,0,0,0,0,143,150,151,156,0,0,0,0,0,1,0.002,2,,,54,0.09,,,0,0.0,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2003,01620000,Lunenburg,01620505,Lunenburg High,school,588,0,0,0,0,0,0,0,0,0,0,153,172,132,131,0,0,0.0,5,,,39,0.066,,,0,0.0,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2003,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,2463,68,156,159,182,186,177,192,215,220,200,169,172,182,185,0,0,0.0,3,,,178,0.072,,,440,0.179,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2003,06100000,Ashburnham-Westminster,06100005,Westminster Elem,school,397,0,0,0,101,100,95,101,0,0,0,0,0,0,0,0,0,0.0,0,,,35,0.088,,,0,0.0,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2003,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,206,41,82,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,19,0.092,,,0,0.0,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2003,06100000,Ashburnham-Westminster,06100025,Briggs Elem,school,517,27,74,76,81,86,82,91,0,0,0,0,0,0,0,0,0,0.0,1,,,47,0.091,,,0,0.0,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2003,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,635,0,0,0,0,0,0,0,215,220,200,0,0,0,0,0,0,0.0,0,,,44,0.069,,,0,0.0,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2003,06100000,Ashburnham-Westminster,06100505,Oakmont Regional H S,school,708,0,0,0,0,0,0,0,0,0,0,169,172,182,185,0,0,0.0,2,,,33,0.047,,,0,0.0,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2003,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,2775,70,206,241,232,231,251,226,222,231,197,191,155,199,122,1,0,0.0,0,,,68,0.025,,,270,0.097,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
2003,06730000,Groton-Dunstable,06730001,Boutwell School,school,156,70,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0,0.0,,,0,0.0,yes,sources/state-dese/dese-enrollment-by-grade.xlsx
