board,board_slug,date,kind,file_id,url,first_seen,basis
Board of Assessors,board-of-assessors,2015-11-03,minutes,698,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_11032015-698,,seed
Board of Assessors,board-of-assessors,2015-12-08,agenda,699,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_12082015-699,,seed
Board of Assessors,board-of-assessors,2015-12-08,minutes,699,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_12082015-699,,seed
Board of Assessors,board-of-assessors,2016-01-05,agenda,700,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_01052016-700,,seed
Board of Assessors,board-of-assessors,2016-01-05,minutes,700,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_01052016-700,,seed
Board of Assessors,board-of-assessors,2016-02-09,agenda,701,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_02092016-701,,seed
Board of Assessors,board-of-assessors,2016-02-09,minutes,701,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_02092016-701,,seed
Board of Assessors,board-of-assessors,2016-03-08,agenda,702,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_03082016-702,,seed
Board of Assessors,board-of-assessors,2016-03-08,minutes,702,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_03082016-702,,seed
Board of Assessors,board-of-assessors,2016-04-05,agenda,703,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_04052016-703,,seed
Board of Assessors,board-of-assessors,2016-04-05,minutes,703,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_04052016-703,,seed
Board of Assessors,board-of-assessors,2016-05-03,agenda,704,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_05032016-704,,seed
Board of Assessors,board-of-assessors,2016-05-03,minutes,704,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_05032016-704,,seed
Board of Assessors,board-of-assessors,2016-06-07,agenda,705,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_06072016-705,,seed
Board of Assessors,board-of-assessors,2016-06-07,minutes,705,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_06072016-705,,seed
Board of Assessors,board-of-assessors,2016-07-12,agenda,706,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_07122016-706,,seed
Board of Assessors,board-of-assessors,2016-07-12,minutes,706,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_07122016-706,,seed
Board of Assessors,board-of-assessors,2016-08-02,agenda,708,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_08022016-708,,seed
Board of Assessors,board-of-assessors,2016-08-02,minutes,708,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_08022016-708,,seed
Board of Assessors,board-of-assessors,2016-09-06,agenda,709,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_09062016-709,,seed
Board of Assessors,board-of-assessors,2016-09-06,minutes,709,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_09062016-709,,seed
Board of Assessors,board-of-assessors,2016-10-04,agenda,710,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_10042016-710,,seed
Board of Assessors,board-of-assessors,2016-10-04,minutes,710,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_10042016-710,,seed
Board of Assessors,board-of-assessors,2016-10-11,agenda,711,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_10112016-711,,seed
Board of Assessors,board-of-assessors,2016-11-01,agenda,713,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_11012016-713,,seed
Board of Assessors,board-of-assessors,2016-12-06,agenda,714,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_12062016-714,,seed
Board of Assessors,board-of-assessors,2017-01-10,agenda,715,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_01102017-715,,seed
Board of Assessors,board-of-assessors,2017-01-10,minutes,715,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_01102017-715,,seed
Board of Assessors,board-of-assessors,2017-02-07,agenda,716,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_02072017-716,,seed
Board of Assessors,board-of-assessors,2017-02-13,agenda,717,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_02132017-717,,seed
Board of Assessors,board-of-assessors,2017-03-07,agenda,718,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_03072017-718,,seed
Board of Assessors,board-of-assessors,2017-03-07,minutes,718,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_03072017-718,,seed
Board of Assessors,board-of-assessors,2017-04-04,agenda,719,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_04042017-719,,seed
Board of Assessors,board-of-assessors,2017-04-04,minutes,719,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_04042017-719,,seed
Board of Assessors,board-of-assessors,2017-05-09,agenda,720,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_05092017-720,,seed
Board of Assessors,board-of-assessors,2017-05-09,minutes,720,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_05092017-720,,seed
Board of Assessors,board-of-assessors,2017-06-06,agenda,721,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_06062017-721,,seed
Board of Assessors,board-of-assessors,2017-06-06,minutes,721,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_06062017-721,,seed
Board of Assessors,board-of-assessors,2017-07-10,agenda,722,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_07102017-722,,seed
Board of Assessors,board-of-assessors,2017-07-10,minutes,722,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_07102017-722,,seed
Board of Assessors,board-of-assessors,2017-08-07,agenda,723,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_08072017-723,,seed
Board of Assessors,board-of-assessors,2017-08-07,minutes,723,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_08072017-723,,seed
Board of Assessors,board-of-assessors,2017-09-12,agenda,724,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_09122017-724,,seed
Board of Assessors,board-of-assessors,2017-09-12,minutes,724,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_09122017-724,,seed
Board of Assessors,board-of-assessors,2017-10-11,agenda,725,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_10112017-725,,seed
Board of Assessors,board-of-assessors,2017-10-11,agenda,729,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_10112017-729,,seed
Board of Assessors,board-of-assessors,2017-10-11,minutes,725,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_10112017-725,,seed
Board of Assessors,board-of-assessors,2017-10-11,minutes,729,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_10112017-729,,seed
Board of Assessors,board-of-assessors,2017-11-07,agenda,726,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_11072017-726,,seed
Board of Assessors,board-of-assessors,2017-11-07,minutes,726,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_11072017-726,,seed
Board of Assessors,board-of-assessors,2017-12-05,agenda,727,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_12052017-727,,seed
Board of Assessors,board-of-assessors,2017-12-05,minutes,727,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_12052017-727,,seed
Board of Assessors,board-of-assessors,2018-01-09,agenda,730,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_01092018-730,,seed
Board of Assessors,board-of-assessors,2018-01-09,agenda,731,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_01092018-731,,seed
Board of Assessors,board-of-assessors,2018-02-13,agenda,732,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_02132018-732,,seed
Board of Assessors,board-of-assessors,2018-02-13,minutes,732,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_02132018-732,,seed
Board of Assessors,board-of-assessors,2018-03-06,agenda,734,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_03062018-734,,seed
Board of Assessors,board-of-assessors,2018-03-06,minutes,734,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_03062018-734,,seed
Board of Assessors,board-of-assessors,2018-04-03,agenda,741,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_04032018-741,,seed
Board of Assessors,board-of-assessors,2018-04-03,minutes,741,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_04032018-741,,seed
Board of Assessors,board-of-assessors,2018-05-01,agenda,735,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_05012018-735,,seed
Board of Assessors,board-of-assessors,2018-05-01,minutes,735,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_05012018-735,,seed
Board of Assessors,board-of-assessors,2018-06-05,agenda,736,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_06052018-736,,seed
Board of Assessors,board-of-assessors,2018-06-05,minutes,736,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_06052018-736,,seed
Board of Assessors,board-of-assessors,2018-07-17,agenda,737,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_07172018-737,,seed
Board of Assessors,board-of-assessors,2018-07-17,minutes,737,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_07172018-737,,seed
Board of Assessors,board-of-assessors,2018-08-14,agenda,738,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_08142018-738,,seed
Board of Assessors,board-of-assessors,2018-08-14,minutes,738,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_08142018-738,,seed
Board of Assessors,board-of-assessors,2018-09-11,agenda,739,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_09112018-739,,seed
Board of Assessors,board-of-assessors,2018-09-11,minutes,739,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_09112018-739,,seed
Board of Assessors,board-of-assessors,2018-10-16,agenda,742,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_10162018-742,,seed
Board of Assessors,board-of-assessors,2018-10-16,minutes,742,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_10162018-742,,seed
Board of Assessors,board-of-assessors,2018-11-06,agenda,740,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_11062018-740,,seed
Board of Assessors,board-of-assessors,2018-11-06,minutes,740,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_11062018-740,,seed
Board of Assessors,board-of-assessors,2019-01-15,agenda,743,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_01152019-743,,seed
Board of Assessors,board-of-assessors,2019-01-15,minutes,743,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_01152019-743,,seed
Board of Assessors,board-of-assessors,2019-02-12,agenda,744,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_02122019-744,,seed
Board of Assessors,board-of-assessors,2019-02-13,agenda,758,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_02132019-758,,seed
Board of Assessors,board-of-assessors,2019-02-13,minutes,758,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_02132019-758,,seed
Board of Assessors,board-of-assessors,2019-02-21,agenda,745,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_02212019-745,,seed
Board of Assessors,board-of-assessors,2019-03-06,agenda,746,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_03062019-746,,seed
Board of Assessors,board-of-assessors,2019-03-06,minutes,746,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_03062019-746,,seed
Board of Assessors,board-of-assessors,2019-04-09,agenda,747,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_04092019-747,,seed
Board of Assessors,board-of-assessors,2019-04-09,minutes,747,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_04092019-747,,seed
Board of Assessors,board-of-assessors,2019-05-06,agenda,760,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_05062019-760,,seed
Board of Assessors,board-of-assessors,2019-05-06,minutes,760,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_05062019-760,,seed
Board of Assessors,board-of-assessors,2019-05-07,agenda,748,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_05072019-748,,seed
Board of Assessors,board-of-assessors,2019-05-07,minutes,748,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_05072019-748,,seed
Board of Assessors,board-of-assessors,2019-06-11,agenda,749,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_06112019-749,,seed
Board of Assessors,board-of-assessors,2019-06-11,minutes,749,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_06112019-749,,seed
Board of Assessors,board-of-assessors,2019-07-09,agenda,750,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_07092019-750,,seed
Board of Assessors,board-of-assessors,2019-07-30,agenda,751,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_07302019-751,,seed
Board of Assessors,board-of-assessors,2019-07-30,minutes,751,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_07302019-751,,seed
Board of Assessors,board-of-assessors,2019-08-19,agenda,759,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_08192019-759,,seed
Board of Assessors,board-of-assessors,2019-09-17,agenda,752,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_09172019-752,,seed
Board of Assessors,board-of-assessors,2019-09-17,minutes,752,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_09172019-752,,seed
Board of Assessors,board-of-assessors,2019-10-29,agenda,761,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_10292019-761,,seed
Board of Assessors,board-of-assessors,2019-10-29,agenda,762,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_10292019-762,,seed
Board of Assessors,board-of-assessors,2019-10-29,minutes,761,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_10292019-761,,seed
Board of Assessors,board-of-assessors,2019-10-29,minutes,762,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_10292019-762,,seed
Board of Assessors,board-of-assessors,2019-12-03,agenda,753,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_12032019-753,,seed
Board of Assessors,board-of-assessors,2019-12-17,agenda,754,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_12172019-754,,seed
Board of Assessors,board-of-assessors,2019-12-23,agenda,757,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_12232019-757,,seed
Board of Assessors,board-of-assessors,2019-12-23,minutes,757,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_12232019-757,,seed
Board of Assessors,board-of-assessors,2020-01-09,agenda,763,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_01092020-763,,seed
Board of Assessors,board-of-assessors,2020-01-14,agenda,764,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_01142020-764,,seed
Board of Assessors,board-of-assessors,2020-02-10,agenda,778,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_02102020-778,,seed
Board of Assessors,board-of-assessors,2020-02-11,agenda,765,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_02112020-765,,seed
Board of Assessors,board-of-assessors,2020-03-04,agenda,766,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_03042020-766,,seed
Board of Assessors,board-of-assessors,2020-03-17,agenda,767,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_03172020-767,,seed
Board of Assessors,board-of-assessors,2020-04-08,agenda,776,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_04082020-776,,seed
Board of Assessors,board-of-assessors,2020-04-08,minutes,776,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_04082020-776,,seed
Board of Assessors,board-of-assessors,2020-04-13,agenda,777,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_04132020-777,,seed
Board of Assessors,board-of-assessors,2020-04-13,minutes,777,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_04132020-777,,seed
Board of Assessors,board-of-assessors,2020-05-11,agenda,768,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_05112020-768,,seed
Board of Assessors,board-of-assessors,2020-05-29,agenda,769,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_05292020-769,,seed
Board of Assessors,board-of-assessors,2020-05-29,minutes,769,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_05292020-769,,seed
Board of Assessors,board-of-assessors,2020-07-14,agenda,770,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_07142020-770,,seed
Board of Assessors,board-of-assessors,2020-07-14,minutes,770,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_07142020-770,,seed
Board of Assessors,board-of-assessors,2020-08-10,agenda,771,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_08102020-771,,seed
Board of Assessors,board-of-assessors,2020-08-10,minutes,771,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_08102020-771,,seed
Board of Assessors,board-of-assessors,2020-09-03,agenda,775,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_09032020-775,,seed
Board of Assessors,board-of-assessors,2020-09-09,agenda,772,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_09092020-772,,seed
Board of Assessors,board-of-assessors,2020-11-23,agenda,773,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_11232020-773,,seed
Board of Assessors,board-of-assessors,2020-11-23,minutes,773,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_11232020-773,,seed
Board of Assessors,board-of-assessors,2020-12-22,agenda,774,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_12222020-774,,seed
Board of Assessors,board-of-assessors,2020-12-22,minutes,774,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_12222020-774,,seed
Board of Assessors,board-of-assessors,2021-03-23,agenda,781,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_03232021-781,,seed
Board of Assessors,board-of-assessors,2021-03-23,minutes,781,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_03232021-781,,seed
Board of Assessors,board-of-assessors,2021-04-06,agenda,782,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_04062021-782,,seed
Board of Assessors,board-of-assessors,2021-04-06,minutes,782,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_04062021-782,,seed
Board of Assessors,board-of-assessors,2021-07-13,agenda,783,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_07132021-783,,seed
Board of Assessors,board-of-assessors,2021-07-13,minutes,783,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_07132021-783,,seed
Board of Assessors,board-of-assessors,2021-07-19,agenda,784,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_07192021-784,,seed
Board of Assessors,board-of-assessors,2021-08-17,agenda,785,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_08172021-785,,seed
Board of Assessors,board-of-assessors,2021-08-31,agenda,786,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_08312021-786,,seed
Board of Assessors,board-of-assessors,2021-08-31,minutes,786,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_08312021-786,,seed
Board of Assessors,board-of-assessors,2021-10-05,agenda,787,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_10052021-787,,seed
Board of Assessors,board-of-assessors,2021-10-05,minutes,787,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_10052021-787,,seed
Board of Assessors,board-of-assessors,2021-11-02,agenda,788,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_11022021-788,,seed
Board of Assessors,board-of-assessors,2021-11-02,minutes,788,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_11022021-788,,seed
Board of Assessors,board-of-assessors,2021-12-08,agenda,790,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_12082021-790,,seed
Board of Assessors,board-of-assessors,2021-12-08,minutes,790,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_12082021-790,,seed
Board of Assessors,board-of-assessors,2022-01-20,agenda,1119,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_01202022-1119,,seed
Board of Assessors,board-of-assessors,2022-01-20,minutes,1119,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_01202022-1119,,seed
Board of Assessors,board-of-assessors,2022-02-24,agenda,1120,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_02242022-1120,,seed
Board of Assessors,board-of-assessors,2022-02-24,minutes,1120,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_02242022-1120,,seed
Board of Assessors,board-of-assessors,2022-03-03,agenda,1121,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_03032022-1121,,seed
Board of Assessors,board-of-assessors,2022-03-03,minutes,1121,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_03032022-1121,,seed
Board of Assessors,board-of-assessors,2022-03-22,agenda,1122,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_03222022-1122,,seed
Board of Assessors,board-of-assessors,2022-03-22,minutes,1122,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_03222022-1122,,seed
Board of Assessors,board-of-assessors,2022-04-26,agenda,1123,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_04262022-1123,,seed
Board of Assessors,board-of-assessors,2022-04-26,minutes,1123,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_04262022-1123,,seed
Board of Assessors,board-of-assessors,2022-06-14,agenda,1124,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_06142022-1124,,seed
Board of Assessors,board-of-assessors,2022-06-14,minutes,1124,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_06142022-1124,,seed
Board of Assessors,board-of-assessors,2022-07-13,agenda,1125,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_07132022-1125,,seed
Board of Assessors,board-of-assessors,2022-07-13,minutes,1125,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_07132022-1125,,seed
Board of Assessors,board-of-assessors,2022-09-07,agenda,1126,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_09072022-1126,,seed
Board of Assessors,board-of-assessors,2022-09-07,minutes,1126,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_09072022-1126,,seed
Board of Assessors,board-of-assessors,2022-10-03,agenda,1127,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_10032022-1127,,seed
Board of Assessors,board-of-assessors,2022-10-05,agenda,1130,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_10052022-1130,,seed
Board of Assessors,board-of-assessors,2022-10-05,minutes,1130,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_10052022-1130,,seed
Board of Assessors,board-of-assessors,2022-11-02,agenda,1128,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_11022022-1128,,seed
Board of Assessors,board-of-assessors,2022-11-02,minutes,1128,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_11022022-1128,,seed
Board of Assessors,board-of-assessors,2022-12-07,agenda,1129,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_12072022-1129,,seed
Board of Assessors,board-of-assessors,2022-12-07,minutes,1129,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_12072022-1129,,seed
Board of Assessors,board-of-assessors,2023-01-31,agenda,22,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_01312023-22,,seed
Board of Assessors,board-of-assessors,2023-01-31,minutes,22,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_01312023-22,,seed
Board of Assessors,board-of-assessors,2023-02-22,agenda,23,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_02222023-23,,seed
Board of Assessors,board-of-assessors,2023-02-22,minutes,23,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_02222023-23,,seed
Board of Assessors,board-of-assessors,2023-03-28,agenda,24,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_03282023-24,,seed
Board of Assessors,board-of-assessors,2023-03-28,minutes,24,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_03282023-24,,seed
Board of Assessors,board-of-assessors,2023-04-04,agenda,38,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_04042023-38,,seed
Board of Assessors,board-of-assessors,2023-04-04,minutes,38,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_04042023-38,,seed
Board of Assessors,board-of-assessors,2023-04-25,agenda,26,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_04252023-26,,seed
Board of Assessors,board-of-assessors,2023-04-25,minutes,26,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_04252023-26,,seed
Board of Assessors,board-of-assessors,2023-05-04,agenda,28,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_05042023-28,,seed
Board of Assessors,board-of-assessors,2023-05-04,minutes,28,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_05042023-28,,seed
Board of Assessors,board-of-assessors,2023-05-16,agenda,21,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_05162023-21,,seed
Board of Assessors,board-of-assessors,2023-05-16,minutes,21,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_05162023-21,,seed
Board of Assessors,board-of-assessors,2023-05-23,agenda,27,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_05232023-27,,seed
Board of Assessors,board-of-assessors,2023-05-23,minutes,27,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_05232023-27,,seed
Board of Assessors,board-of-assessors,2023-05-25,agenda,29,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_05252023-29,,seed
Board of Assessors,board-of-assessors,2023-05-25,minutes,29,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_05252023-29,,seed
Board of Assessors,board-of-assessors,2023-05-30,agenda,39,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_05302023-39,,seed
Board of Assessors,board-of-assessors,2023-05-30,minutes,39,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_05302023-39,,seed
Board of Assessors,board-of-assessors,2023-06-01,agenda,30,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_06012023-30,,seed
Board of Assessors,board-of-assessors,2023-06-06,agenda,35,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_06062023-35,,seed
Board of Assessors,board-of-assessors,2023-06-06,minutes,35,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Minutes/_06062023-35,,seed
Board of Assessors,board-of-assessors,2023-06-07,agenda,36,https://www.lunenburgma.gov/AgendaCenter/ViewFile/Agenda/_06072023-36,,seed
