dor_code,municipality,fy,res_value,res_levy,total_value,total_levy,res_pct_of_total,prior_levy_limit,levy_pct_of_prior_limit,source_file,sha256
041,Brewster,2010,20096999,119376,29322406,174175,68.54,21990784,0.79,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
041,Brewster,2011,14179551,87913,20006132,124038,70.88,22714729,0.55,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
041,Brewster,2012,13361264,92727,15711601,109038,85.04,23406635,0.47,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
041,Brewster,2013,17467450,129958,22085120,164313,79.09,24901312,0.66,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
041,Brewster,2014,20127602,159411,28328980,224366,71.05,25889558,0.87,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
041,Brewster,2015,16778617,137249,20197538,165216,83.07,26761163,0.62,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
041,Brewster,2016,17291505,142828,24653928,203642,70.14,27622908,0.74,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
041,Brewster,2017,34463420,290527,42611145,359212,80.88,28517123,1.26,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
041,Brewster,2018,35651230,299114,38031550,319085,93.74,29589263,1.08,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
041,Brewster,2019,36636685,302619,42947770,354749,85.31,30648080,1.16,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
041,Brewster,2020,30604273,262585,36080503,309571,84.82,31769031,0.97,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
041,Brewster,2021,25846967,222801,44168890,380736,58.52,33179671,1.15,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
041,Brewster,2022,26596860,228201,56104790,481379,47.41,34389776,1.4,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
041,Brewster,2023,35491900,278611,49295740,386971,72,35726951,1.08,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
041,Brewster,2024,44640005,312034,50094370,350160,89.11,37004751,0.95,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
041,Brewster,2025,50988515,347232,60303330,410666,84.55,39239520,1.05,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
041,Brewster,2026,42414200,291810,51746410,356015,81.97,41387986,0.86,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
041,Brewster,2027,37606030,254593,62788250,425076,59.89,42774255,0.99,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
042,Bridgewater,2003,23679004,359447,37716564,572538,62.78,18768145,3.05,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
042,Bridgewater,2004,29572858,325006,39435820,433400,74.99,19809887,2.19,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
042,Bridgewater,2005,31658040,358686,37665180,426747,84.05,20740205,2.06,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
042,Bridgewater,2006,32539500,317586,47339440,462034,68.74,21686849,2.13,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
042,Bridgewater,2007,37790856,344275,42625804,388321,88.66,22691092,1.71,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
042,Bridgewater,2008,33656144,323099,43981910,422226,76.52,23655860,1.78,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
042,Bridgewater,2009,17976533,186057,42814012,443125,41.99,24676963,1.8,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
042,Bridgewater,2010,15808816,179272,23862609,270602,66.25,25738570,1.05,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
042,Bridgewater,2011,11774632,144946,15956701,196427,73.79,26655473,0.74,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
042,Bridgewater,2012,15705129,226468,26755062,385808,58.7,30325545,1.27,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
042,Bridgewater,2013,13972847,211130,22161310,334858,63.05,31475303,1.06,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
042,Bridgewater,2014,12222082,193476,18133560,287055,67.4,32606276,0.88,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
042,Bridgewater,2015,15958630,259328,50647334,823019,31.51,33710653,2.44,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
042,Bridgewater,2016,30121542,489174,45635354,741118,66,35376523,2.09,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
042,Bridgewater,2017,38065585,591539,58276905,905623,65.32,37003580,2.45,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
042,Bridgewater,2018,38119730,595049,49867698,778434,76.44,38834293,2,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
042,Bridgewater,2019,38584892,586105,57429638,872356,67.19,40588392,2.15,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
042,Bridgewater,2020,35690664,529293,53374600,791546,66.87,42480624,1.86,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
042,Bridgewater,2021,43069874,634419,58049096,855063,74.2,44339285,1.93,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
042,Bridgewater,2022,80409218,1164325,112404530,1627617,71.54,46306480,3.51,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
042,Bridgewater,2023,60187952,861891,89455050,1280996,67.28,49092987,2.61,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
042,Bridgewater,2024,34319514,440663,79324010,1018521,43.26,51606360,1.97,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
042,Bridgewater,2025,49834446,604990,79353310,963349,62.8,53914397,1.79,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
042,Bridgewater,2026,26752580,316483,44055590,521178,60.72,56225606,0.93,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
042,Bridgewater,2027,,,,,,,,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
043,Brimfield,2003,6550214,107882,8019053,132074,81.68,3400788,3.88,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
043,Brimfield,2004,8082513,137403,9197259,156354,87.88,3617882,4.32,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
043,Brimfield,2005,6159070,110863,7280657,131051,84.6,3864683,3.39,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
043,Brimfield,2006,7775100,112117,8089560,116651,96.11,4092351,2.85,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
043,Brimfield,2007,7740335,100315,8653789,112154,89.44,4311311,2.6,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
043,Brimfield,2008,6852750,81685,8266542,98537,82.9,4531248,2.17,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
043,Brimfield,2009,6111704,72363,9546814,113035,64.02,4813821,2.35,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
043,Brimfield,2010,6154071,74280,7598575,91715,80.99,5047202,1.82,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
043,Brimfield,2011,3022740,36061,4250015,50703,71.12,5265097,0.96,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
043,Brimfield,2012,4470298,61958,6324487,87657,70.68,5447427,1.61,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
043,Brimfield,2013,5563854,80565,7658479,110895,72.65,5671270,1.96,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
043,Brimfield,2014,6470500,96022,7452671,110597,86.82,5923947,1.87,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
043,Brimfield,2015,2518667,41357,9013957,148010,27.94,6182643,2.39,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
043,Brimfield,2016,3106708,52162,4953657,83173,62.72,6485219,1.28,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
043,Brimfield,2017,4469900,77150,5404745,93286,82.7,6730522,1.39,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
043,Brimfield,2018,3477040,57893,4254676,70841,81.72,6992071,1.01,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
043,Brimfield,2019,2969502,50778,3907352,66815,76,7237714,0.92,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
043,Brimfield,2020,1828278,32507,2440673,43396,74.91,7485472,0.58,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
043,Brimfield,2021,2725619,48162,3147638,55619,86.59,7716005,0.72,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
043,Brimfield,2022,3634250,63781,5333924,93610,68.13,7964524,1.18,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
043,Brimfield,2023,4578700,75228,7358072,120894,62.23,8257247,1.46,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
043,Brimfield,2024,4363544,66370,5854222,89043,74.54,8584572,1.04,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
043,Brimfield,2025,7673323,112184,8872991,129723,86.48,8888229,1.46,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
043,Brimfield,2026,6802744,96191,8294458,117284,82.02,9240158,1.27,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
043,Brimfield,2027,,,,,,,,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
044,Brockton,2003,15943860,221779,54815566,1319127,16.81,73993881,1.78,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
044,Brockton,2004,18202985,230086,48778768,1018330,22.59,77162855,1.32,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
044,Brockton,2005,20145787,231878,56105025,1056783,21.94,80110256,1.32,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
044,Brockton,2006,37459506,397820,65256069,992388,40.09,83169795,1.19,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
044,Brockton,2007,64827817,618457,93625760,1162450,53.2,86241428,1.35,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
044,Brockton,2008,37318670,350422,71257372,977609,35.84,89559914,1.09,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
044,Brockton,2009,48777860,468267,94218176,1347083,34.76,92776521,1.45,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
044,Brockton,2010,21522490,238900,55313084,1010677,23.64,96443017,1.05,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
044,Brockton,2011,13516961,186129,41651862,980659,18.98,99864769,0.98,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
044,Brockton,2012,9476087,144889,83637859,2336369,6.2,103342047,2.26,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
044,Brockton,2013,13095648,211364,57364489,1537658,13.75,108261967,1.42,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
044,Brockton,2014,13660503,230589,51116433,1425808,16.17,112506174,1.27,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
044,Brockton,2015,22690370,411376,52294840,1416743,29.04,116744636,1.21,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
044,Brockton,2016,43404888,787799,106883037,2938439,26.81,121079995,2.43,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
044,Brockton,2017,32151625,558152,85281885,2259383,24.7,127045434,1.78,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
044,Brockton,2018,34686308,558450,80482405,2066974,27.02,132480953,1.56,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
044,Brockton,2019,39889360,640623,91881205,2368313,27.05,137859951,1.72,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
044,Brockton,2020,35676410,554411,74054615,1769849,31.33,143674763,1.23,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
044,Brockton,2021,66310614,1004606,109930589,2331089,43.1,149036481,1.56,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
044,Brockton,2022,35254098,511184,73955903,1658306,30.83,155093482,1.07,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
044,Brockton,2023,60757140,848777,108859238,2204294,38.51,160629125,1.37,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
044,Brockton,2024,54240458,704041,112682174,2224694,31.65,166849147,1.33,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
044,Brockton,2025,41063238,493580,107798746,2098569,23.52,173245070,1.21,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
044,Brockton,2026,46884670,567773,123504577,2421975,23.44,179674766,1.35,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
044,Brockton,2027,,,,,,,,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
045,Brookfield,2003,3859129,75330,4637692,90527,83.21,2219001,4.08,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
045,Brookfield,2004,5642875,116977,6331972,131262,89.12,2365003,5.55,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
045,Brookfield,2005,10284822,161780,10561406,166131,97.38,2555390,6.5,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
045,Brookfield,2006,11304141,183805,11996125,195056,94.23,2796255,6.98,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
045,Brookfield,2007,13309153,179674,13448125,181550,98.97,3063581,5.93,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
045,Brookfield,2008,8901045,108415,10517320,128101,84.63,3321721,3.86,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
045,Brookfield,2009,3547300,45405,5940042,76032,59.72,3546400,2.14,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
045,Brookfield,2010,5517950,72396,5820395,76364,94.8,3711092,2.06,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
045,Brookfield,2011,2456187,35074,3495498,49915,70.27,3880233,1.29,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
045,Brookfield,2012,2273569,32989,2902804,42119,78.32,4027154,1.05,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
045,Brookfield,2013,1181100,19429,1683371,27692,70.16,4169952,0.66,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
045,Brookfield,2014,1635122,28484,2143357,37337,76.29,4301893,0.87,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
045,Brookfield,2015,2332200,43612,3204295,59921,72.78,4446777,1.35,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
045,Brookfield,2016,1932000,36998,2873348,55025,67.24,4621597,1.19,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
045,Brookfield,2017,1953900,38101,2285815,44573,85.48,4792162,0.93,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
045,Brookfield,2018,5168700,101410,5683142,111503,90.95,4956539,2.25,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
045,Brookfield,2019,5705100,109196,6648798,127259,85.81,5191955,2.45,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
045,Brookfield,2020,3985100,75518,4368531,82784,91.22,5449013,1.52,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
045,Brookfield,2021,2643100,47602,3827303,68930,69.06,5668022,1.22,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
045,Brookfield,2022,2699800,48569,5417513,97461,49.83,5878653,1.66,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
045,Brookfield,2023,4598600,75555,10512756,172724,43.74,6123080,2.82,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
045,Brookfield,2024,3209500,51288,3624938,57927,88.54,6448881,0.9,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
045,Brookfield,2025,5895800,89616,6713325,102042,87.82,6665341,1.53,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
045,Brookfield,2026,3538860,54782,5000926,77415,70.76,6934017,1.12,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
045,Brookfield,2027,,,,,,,,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
046,Brookline,2003,110997800,1431872,161311360,2491979,57.46,102729450,2.43,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
046,Brookline,2004,158095300,1772248,197634610,2491073,71.14,107790322,2.31,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
046,Brookline,2005,164146500,1744877,201306060,2386251,73.12,112976153,2.11,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
046,Brookline,2006,158536340,1621827,195328510,2232945,72.63,118186808,1.89,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
046,Brookline,2007,130008572,1241582,178397978,1989683,62.4,123376018,1.61,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
046,Brookline,2008,221749600,2157624,248642250,2584680,83.48,128463615,2.01,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
046,Brookline,2009,128291200,1306004,159564050,1828261,71.43,134259885,1.36,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
046,Brookline,2010,137920600,1474371,154539585,1762212,83.67,145644643,1.21,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
046,Brookline,2011,126027200,1382518,151115153,1829084,75.59,151047971,1.21,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
046,Brookline,2012,138508650,1565148,161408965,1984224,78.88,156653254,1.27,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
046,Brookline,2013,138448250,1578310,156843910,1920101,82.2,162553809,1.18,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
046,Brookline,2014,117477971,1368618,147356191,1935408,70.71,168537755,1.15,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
046,Brookline,2015,126033847,1435526,161981913,2100566,68.34,174686607,1.2,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
046,Brookline,2016,146833100,1568178,176881847,2090726,75.01,181154338,1.15,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
046,Brookline,2017,176861580,1842898,227992927,2711620,67.96,195438922,1.39,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
