dor_code,municipality,fy,res_value,res_levy,total_value,total_levy,res_pct_of_total,prior_levy_limit,levy_pct_of_prior_limit,source_file,sha256
190,Monroe,2027,,,,,,,,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
191,Monson,2003,5695960,101274,6544410,116360,87.04,6621273,1.76,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
191,Monson,2004,8992384,161773,10431404,187661,86.2,6903165,2.72,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
191,Monson,2005,8816594,140801,10807447,172594,81.58,7265522,2.38,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
191,Monson,2006,15325013,199378,15861042,206352,96.62,7619754,2.71,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
191,Monson,2007,15552790,189433,16605055,202250,93.66,8016600,2.52,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
191,Monson,2008,16394000,191154,18617129,217076,88.06,8419265,2.58,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
191,Monson,2009,9807910,116910,16626316,198186,58.99,8846823,2.24,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
191,Monson,2010,4521800,57020,5733742,72303,78.86,9266180,0.78,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
191,Monson,2011,5179950,69670,7486733,100696,69.19,9570138,1.05,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
191,Monson,2012,3007800,43403,5085162,73379,59.15,9910087,0.74,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
191,Monson,2013,17358090,259677,21919062,327909,79.19,10334474,3.17,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
191,Monson,2014,5493100,83056,8792854,132948,62.47,10920745,1.22,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
191,Monson,2015,5020865,81338,7894216,127886,63.6,11328002,1.13,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
191,Monson,2016,5760800,96033,9747293,162488,59.1,11739088,1.38,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
191,Monson,2017,4326600,74071,7186085,123026,60.21,12195053,1.01,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
191,Monson,2018,7236220,125983,11826156,205894,61.19,12622955,1.63,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
191,Monson,2019,4879900,85886,7548600,132856,64.65,13144423,1.01,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
191,Monson,2020,8977020,164639,13840410,253833,64.86,13611944,1.86,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
191,Monson,2021,5905520,107894,10345287,189009,57.08,14206908,1.33,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
191,Monson,2022,8784400,159173,12959898,234833,67.78,14762752,1.59,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
191,Monson,2023,4807300,85714,21211620,378203,22.66,15368138,2.46,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
191,Monson,2024,8934340,141699,10953025,173715,81.57,16130544,1.08,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
191,Monson,2025,5678490,88017,8482941,131486,66.94,16707523,0.79,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
191,Monson,2026,5456600,81140,8762963,130305,62.27,17256697,0.76,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
191,Monson,2027,,,,,,,,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
192,Montague,2003,4134200,71770,9963515,205261,34.97,7984639,2.57,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
192,Montague,2004,6549328,124961,15600974,343378,36.39,8389516,4.09,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
192,Montague,2005,5193489,89588,8578776,166746,53.73,8942632,1.86,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
192,Montague,2006,1763418,26557,4379615,87937,30.2,9332944,0.94,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
192,Montague,2007,6261825,91110,9540980,157301,57.92,9654205,1.63,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
192,Montague,2008,4907225,65021,8168075,132162,49.2,10058097,1.31,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
192,Montague,2009,3394154,45991,14936069,284678,16.16,10442531,2.73,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
192,Montague,2010,2852367,40760,9958736,193689,21.04,10990057,1.76,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
192,Montague,2011,2672805,37981,13114000,262676,14.46,11458497,2.29,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
192,Montague,2012,1395900,21329,6912875,148496,14.36,12007635,1.24,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
192,Montague,2013,1180500,18853,6389614,143351,13.15,12456970,1.15,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
192,Montague,2014,1210203,20622,18261898,455610,4.53,12911745,3.53,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
192,Montague,2015,1403190,22928,5007620,112499,20.38,13690149,0.82,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
192,Montague,2016,1972360,33451,6294723,144319,23.18,14144902,1.02,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
192,Montague,2017,4666000,82168,11632955,265398,30.96,14642844,1.81,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
192,Montague,2018,4498647,74992,25877614,611390,12.27,15274313,4,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
192,Montague,2019,4118400,70383,21467537,520073,13.53,16267561,3.2,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
192,Montague,2020,2905600,49773,22565392,564663,8.81,17194323,3.28,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
192,Montague,2021,2269100,39868,15790829,404142,9.86,18178839,2.22,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
192,Montague,2022,2094900,36535,7032162,169792,21.52,19037452,0.89,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
192,Montague,2023,2523809,42299,34415397,866059,4.88,19683180,4.4,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
192,Montague,2024,3377700,52861,17002400,376857,14.03,21041319,1.79,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
192,Montague,2025,2251300,35345,10086102,223459,15.82,21944209,1.02,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
192,Montague,2026,833584,12679,9678604,227260,5.58,22716273,1,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
192,Montague,2027,,,,,,,,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
193,Monterey,2003,8395651,78247,8762415,81666,95.81,1593869,5.12,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
193,Monterey,2004,5953584,47033,6119860,48347,97.28,1715382,2.82,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
193,Monterey,2005,5278219,42754,5472919,44331,96.44,1806614,2.45,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
193,Monterey,2006,5820491,38299,6094481,40102,95.5,1896110,2.11,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
193,Monterey,2007,2673200,14141,2743037,14510,97.46,1983615,0.73,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
193,Monterey,2008,4434500,23946,4811865,25984,92.16,2347715,1.11,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
193,Monterey,2009,4677460,23855,6009045,30646,77.84,2432392,1.26,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
193,Monterey,2010,4687200,24420,4911936,25591,95.42,2523848,1.01,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
193,Monterey,2011,1613999,8635,1982489,10606,81.42,2612535,0.41,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
193,Monterey,2012,4424300,23360,4532130,23929,97.62,2688454,0.89,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
193,Monterey,2013,2409700,12699,3090827,16289,77.96,2779594,0.59,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
193,Monterey,2014,2642300,14770,2930120,16379,90.18,2865373,0.57,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
193,Monterey,2015,3485100,21189,3891612,23661,89.55,2953386,0.8,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
193,Monterey,2016,3664349,21693,3937477,23310,93.06,3050882,0.76,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
193,Monterey,2017,2754000,17213,3099240,19371,88.86,3150464,0.61,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
193,Monterey,2018,4257290,31078,4547048,33193,93.63,3748597,0.89,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
193,Monterey,2019,2873748,21208,3635537,26830,79.05,3875505,0.69,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
193,Monterey,2020,5183820,38360,5326662,39417,97.32,3999223,0.99,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
193,Monterey,2021,4821851,35826,5393691,40075,89.4,4138621,0.97,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
193,Monterey,2022,5254942,38203,6376842,46360,82.41,4282162,1.08,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
193,Monterey,2023,6110531,44485,6541910,47625,93.41,4435576,1.07,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
193,Monterey,2024,10579391,64428,10960358,66748,96.52,4594090,1.45,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
193,Monterey,2025,19416300,119022,19976570,122456,97.2,4775690,2.56,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
193,Monterey,2026,5735940,36939,6966800,44866,82.33,5017538,0.89,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
193,Monterey,2027,,,,,,,,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
194,Montgomery,2003,553868,8668,576992,9030,95.99,879464,1.03,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
194,Montgomery,2004,1534750,24172,1581610,24910,97.04,910481,2.74,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
194,Montgomery,2005,1746460,23088,1852021,24484,94.3,958153,2.56,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
194,Montgomery,2006,1603706,21169,1663449,21958,96.41,1006591,2.18,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
194,Montgomery,2007,1537800,16839,1562717,17112,98.4,1053764,1.62,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
194,Montgomery,2008,1098100,12760,1229253,14284,89.33,1097220,1.3,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
194,Montgomery,2009,894000,11184,1400684,17523,63.82,1138935,1.54,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
194,Montgomery,2010,934600,12337,969806,12802,96.37,1184931,1.08,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
194,Montgomery,2011,1837878,24186,2083455,27418,88.21,1227356,2.23,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
194,Montgomery,2012,1207682,16678,1574080,21738,76.72,1285458,1.69,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
194,Montgomery,2013,608000,8749,1105108,15903,55.01,1339332,1.19,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
194,Montgomery,2014,1423470,19943,1570291,22000,90.65,1388718,1.58,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
194,Montgomery,2015,998437,14178,1229658,17461,81.2,1445436,1.21,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
194,Montgomery,2016,1808863,25993,1971425,28329,91.75,1499033,1.89,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
194,Montgomery,2017,393533,5584,667787,9476,58.93,1564838,0.61,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
194,Montgomery,2018,356000,4909,387973,5350,91.76,1613435,0.33,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
194,Montgomery,2019,374300,5008,578205,7736,64.74,1659121,0.47,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
194,Montgomery,2020,1520396,20100,1827669,24162,83.19,1708335,1.41,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
194,Montgomery,2021,1297443,17671,7519714,102418,17.25,1775205,5.77,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
194,Montgomery,2022,196900,2737,1104903,15358,17.82,1922003,0.8,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
194,Montgomery,2023,125500,1751,230634,3218,54.41,1985411,0.16,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
194,Montgomery,2024,1248200,18536,1606761,23861,77.68,2038264,1.17,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
194,Montgomery,2025,876300,11164,1226446,15625,71.45,2113082,0.74,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
194,Montgomery,2026,775700,8796,831904,9433,93.25,2181534,0.43,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
194,Montgomery,2027,,,,,,,,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
195,Mount Washington,2003,710800,3284,714900,3303,99.42,241559,1.37,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
195,Mount Washington,2004,816800,3921,856791,4113,95.33,250901,1.64,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
195,Mount Washington,2005,1910700,10050,1939830,10203,98.5,361287,2.82,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
195,Mount Washington,2006,500300,2491,500300,2491,100,380522,0.65,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
195,Mount Washington,2007,188300,983,188300,983,100,392526,0.25,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
195,Mount Washington,2008,1387684,7119,1437246,7373,96.55,403322,1.83,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
195,Mount Washington,2009,726600,4011,1067700,5894,68.05,420778,1.4,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
195,Mount Washington,2010,250574,1433,263356,1506,95.15,437191,0.34,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
195,Mount Washington,2011,404700,2683,425696,2822,95.07,449627,0.63,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
195,Mount Washington,2012,221900,1189,344143,1844,64.48,463690,0.4,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
195,Mount Washington,2013,752900,4254,781132,4414,96.38,477126,0.93,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
195,Mount Washington,2014,649200,3791,1067462,6234,60.81,493468,1.26,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
195,Mount Washington,2015,772200,4371,827880,4686,93.28,512039,0.92,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
195,Mount Washington,2016,637100,3651,678985,3891,93.83,529526,0.73,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
195,Mount Washington,2017,663400,4007,783408,4732,84.68,546655,0.87,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
195,Mount Washington,2018,582000,3626,651506,4059,89.33,565053,0.72,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
195,Mount Washington,2019,732400,4475,834188,5097,87.8,583238,0.87,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
195,Mount Washington,2020,1277800,5840,1413433,6460,90.4,602916,1.07,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
195,Mount Washington,2021,1773600,11120,1821157,11418,97.39,624449,1.83,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
195,Mount Washington,2022,759300,4973,865965,5672,87.68,651478,0.87,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
195,Mount Washington,2023,1532400,9363,2031302,12411,75.44,673437,1.84,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
195,Mount Washington,2024,1800512,10029,2191291,12206,82.16,702684,1.74,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
195,Mount Washington,2025,3410900,21557,3535392,22344,96.48,732457,3.05,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
195,Mount Washington,2026,1881400,11439,2037132,12386,92.35,773112,1.6,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
195,Mount Washington,2027,,,,,,,,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
196,Nahant,2003,3268908,30695,3704058,34781,88.25,5031930,0.69,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
196,Nahant,2004,3068731,27987,3297511,30073,93.06,5192509,0.58,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
196,Nahant,2005,3286780,27740,11519780,97227,28.53,5352395,1.82,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
196,Nahant,2006,3724565,29275,4118545,32372,90.43,5583432,0.58,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
196,Nahant,2007,2144448,15590,2491878,18116,86.06,5755390,0.31,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
196,Nahant,2008,2161036,15365,2789386,19833,77.47,5917391,0.34,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
196,Nahant,2009,4670270,38903,7496970,62450,62.29,6085159,1.03,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
196,Nahant,2010,2560900,21844,3509790,29938,72.96,6299738,0.48,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
196,Nahant,2011,2144799,20204,4173199,39312,51.39,6487169,0.61,new_growth-2026-09-26-3b8980b0efc3.xlsx,3b8980b0efc38de6e3659bd1aaa83c986485b130666e6dad4eeba9001987923c
