fy,lea,district,level,func_cat_code,func_cat_desc,func_code,func_desc,in_out_dist,gen_fund,grants_revolving,total,per_pupil,reconciles,doc_id
2019,06160000,Ayer Shirley School District,category,PDEV,Professional Development,PDEV,Professional Development,,75761,195249,271010,158,yes,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,SERV,Pupil Services,3100,Attendance and Parent Liaison Services,In-District,0,124334,124334,73,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,SERV,Pupil Services,3200,Medical/Health Services,In-District,283167,0,283167,166,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,SERV,Pupil Services,3300,Transportation Services,In-District,1219911,1080,1220991,714,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,SERV,Pupil Services,3400,Food Services,In-District,0,635621,635621,372,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,SERV,Pupil Services,3510,Athletics,In-District,414184,18495,432679,253,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,SERV,Pupil Services,3520,Other Student Activities,In-District,71984,12189,84173,49,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,category,SERV,Pupil Services,SERV,Pupil Services,,1989245,791719,2780964,1626,yes,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,TCHR,Teachers,2305,"Teachers, Classroom",In-District,8191048,682079,8873128,5188,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,category,TCHR,Teachers,TCHR,Teachers,,8191048,682079,8873128,5188,yes,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,TSER,Other Teaching Services,2320,Medical/ Therapeutic Services,In-District,641670,74531,716201,419,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,TSER,Other Teaching Services,2324,"Substitutes, Long-Term",In-District,88766,0,88766,52,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,TSER,Other Teaching Services,2325,"Substitutes, Short-Term",In-District,98797,0,98797,58,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,TSER,Other Teaching Services,2330,Paraprofessionals,In-District,783384,449769,1233153,721,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,TSER,Other Teaching Services,2340,Librarians/Media Center Directors,In-District,157671,0,157671,92,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,category,TSER,Other Teaching Services,TSER,Other Teaching Services,,1770287,524300,2294587,1342,yes,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,total,TTPP,"Expenditure (Admin, Instruction, Operations)",TTPP,"Expenditure (Admin, Instruction, Operations)",,26571010,3492179,30063190,15478,yes,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,TUIT,Payments to Out-of-District Schools,9100,Tuition to Mass. Schools,Out-of-District,73035,0,73035,0,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,TUIT,Payments to Out-of-District Schools,9110,Tuition for School Choice,Out-of-District,609216,0,609216,0,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,TUIT,Payments to Out-of-District Schools,9120,Tuition to Commonwealth Charter Schools,Out-of-District,933233,0,933233,0,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,TUIT,Payments to Out-of-District Schools,9300,Tuition to Non-Public Schools,Out-of-District,819266,617237,1436503,0,,sources/state-dese/district-expenditures-by-function.xlsx
2019,06160000,Ayer Shirley School District,detail,TUIT,Payments to Out-of-District Schools,9400,Tuition to Collaboratives,Out-of-District,461206,361942,823148,0,,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,detail,ADMN,Administration,1110,School Committee,In-District,35317,0,35317,21,,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,detail,ADMN,Administration,1210,Superintendent,In-District,273592,0,273592,163,,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,detail,ADMN,Administration,1220,Assistant Superintendents,In-District,133900,0,133900,80,,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,detail,ADMN,Administration,1410,Business and Finance,In-District,293600,0,293600,175,,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,detail,ADMN,Administration,1420,Human Resources and Benefits,In-District,29116,0,29116,17,,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,detail,ADMN,Administration,1430,Legal Service for School Committee,In-District,81678,0,81678,49,,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,detail,ADMN,Administration,1450,Administrative Technology-Districtwide,In-District,0,376,376,0,,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,category,ADMN,Administration,ADMN,Administration,,847202,376,847578,505,yes,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,detail,BENE,"Insurance, Retirement Programs and Other",5100,Employer Retirement Contributions,In-District,664933,13760,678693,405,,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,detail,BENE,"Insurance, Retirement Programs and Other",5150,Employee Separation Costs,In-District,31088,0,31088,19,,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,detail,BENE,"Insurance, Retirement Programs and Other",5200,Insurance for Active Employees,In-District,3465089,60333,3525422,2102,,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,detail,BENE,"Insurance, Retirement Programs and Other",5250,Insurance for Retired School Employees,In-District,221355,0,221355,132,,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,detail,BENE,"Insurance, Retirement Programs and Other",5260,Other Non-Employee Insurance,In-District,104827,0,104827,62,,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,category,BENE,"Insurance, Retirement Programs and Other",BENE,"Insurance, Retirement Programs and Other",,4487292,74093,4561385,2719,yes,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,detail,GUID,"Guidance, Counseling and Testing",2710,Guidance incl Adjustment Counselors,In-District,468212,0,468212,279,,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,detail,GUID,"Guidance, Counseling and Testing",2800,Psychological Services,In-District,190318,105075,295393,176,,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,category,GUID,"Guidance, Counseling and Testing",GUID,"Guidance, Counseling and Testing",,658530,105075,763605,455,yes,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,rollup,IIII,In-district Expenditure,IIII,In-district Expenditure,,23291892,2919194,26211086,15625,yes,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,detail,LDRS,Instructional Leadership,2110,Curriculum Directors and Dept. Heads (Supervisory),In-District,287044,64375,351419,209,,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,detail,LDRS,Instructional Leadership,2120,Curriculum Directors and Dept. Heads (Non-Supervisory),In-District,211012,75692,286704,171,,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,detail,LDRS,Instructional Leadership,2130,Instructional Technology Leadership and Training,In-District,286169,0,286169,171,,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,detail,LDRS,Instructional Leadership,2210,School Leadership,In-District,1158975,356,1159331,691,,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,detail,LDRS,Instructional Leadership,2250,Administrative Technology and Support (Schools),In-District,348853,0,348853,208,,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,category,LDRS,Instructional Leadership,LDRS,Instructional Leadership,,2292053,140423,2432476,1450,yes,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,detail,MATL,"Instructional Materials, Equipment and Technology",2410,Textbooks,In-District,161693,0,161693,96,,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,detail,MATL,"Instructional Materials, Equipment and Technology",2415,Other Instructional Matls (Libraries),In-District,0,8092,8092,5,,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,detail,MATL,"Instructional Materials, Equipment and Technology",2420,Instructional Equipment,In-District,89231,19145,108376,65,,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,detail,MATL,"Instructional Materials, Equipment and Technology",2430,General Classroom Supplies,In-District,154323,1442,155765,93,,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,detail,MATL,"Instructional Materials, Equipment and Technology",2440,Other Instructional Services,In-District,37302,80963,118265,71,,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,detail,MATL,"Instructional Materials, Equipment and Technology",2451,Instructional Hardware - Student and Staff Devices (computers),In-District,50364,82861,133225,79,,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,detail,MATL,"Instructional Materials, Equipment and Technology",2455,Instructional Software and Other Instructional Materials,In-District,134325,0,134325,80,,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,category,MATL,"Instructional Materials, Equipment and Technology",MATL,"Instructional Materials, Equipment and Technology",,627238,192503,819742,489,yes,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,category,ODTR,Out-of-district Transportation,ODTR,Out-of-district Transportation,,454633,0,454633,0,,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,rollup,OODD,Out-of-district Expenditure,OODD,Out-of-district Expenditure,,3912286,589405,4501690,0,yes,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,detail,OPMN,Operations and Maintenance,4110,Custodial Services,In-District,829229,3360,832589,496,,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,detail,OPMN,Operations and Maintenance,4120,Heating of Buildings,In-District,247361,0,247361,147,,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,detail,OPMN,Operations and Maintenance,4130,Utility Services,In-District,401098,0,401098,239,,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,detail,OPMN,Operations and Maintenance,4210,Maintenance of Grounds,In-District,39329,0,39329,23,,sources/state-dese/district-expenditures-by-function.xlsx
2020,06160000,Ayer Shirley School District,detail,OPMN,Operations and Maintenance,4220,Maintenance of Buildings,In-District,736708,979,737686,440,,sources/state-dese/district-expenditures-by-function.xlsx
