row,section,function_group,line_item,kind,fy23_actual,fy24_actual,fy25_actual,fy25_budget,fy26_final,fy26_actual_td,fy26_encumb_td,fy27_restoration,fy27_core,fy27_level_service,fy27_balanced,forecast_outyear,restoration_2_24_26,comments
154,EXPENSES,2710 - Guidance Exp.,P.S. Guidance Supplies,line,498.14,517.16,196.67,250.0,241.5,0.0,239.44,270.0,270.0,270.0,270.0,302.4,270.0,
155,EXPENSES,2710 - Guidance Exp.,E.S. Guidance Supplies,line,350.48,524.4,154.95,403.0,495.0,372.23,0.0,554.0,554.0,554.0,554.0,620.48,554.0,
156,EXPENSES,2710 - Guidance Exp.,M.S. Guidance Supplies,line,800.0,784.16,520.94,575.0,264.0,0.0,0.0,296.0,296.0,296.0,296.0,331.52,296.0,
157,EXPENSES,2710 - Guidance Exp.,H.S. Guidance Supplies,line,5286.02,1992.72,2038.15,6954.0,6954.0,3712.65,365.94,6954.0,6954.0,6954.0,6954.0,7788.48,6954.0,
158,EXPENSES,2710 - Guidance Exp.,H.S. Lease of Guidance Software,line,12481.38,13887.26,16109.92,24800.0,13800.0,7186.0,0.0,13800.0,13800.0,13800.0,13800.0,13800.0,13800.0,
159,EXPENSES,2800 - Psych. Services,2800 - Psych. Services,line,,,,,,,,,,,,13000.0,,
160,EXPENSES,2800 - Psych. Services,Psychological Testing/Supplies,line,8683.86,6663.6,5583.01,7930.0,7575.0,3792.77,28.71,12126.0,12126.0,12126.0,12126.0,13000.0,12126.0,largest YoY increase ofr this line in FY27. New Woodcock Johnson materials
161,EXPENSES,3200 - Medical/Health Ser.,3200 - Medical/Health Ser.,line,,,,,,,,,,,,16628.92,,
162,EXPENSES,3200 - Medical/Health Ser.,School Physician,line,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,0.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,
163,EXPENSES,3200 - Medical/Health Ser.,Nurses Office Supplies/System,line,4298.56,4141.91,3713.56,4300.0,4300.0,2862.96,712.52,4816.0,4816.0,4816.0,4816.0,5393.92,4816.0,
164,EXPENSES,3200 - Medical/Health Ser.,Nurses Travel & Dues/System,line,620.0,620.0,,620.0,620.0,0.0,620.0,620.0,620.0,620.0,620.0,620.0,620.0,
165,EXPENSES,3200 - Medical/Health Ser.,Nurses Purchased Services / System,line,5325.0,3525.9,2065.0,4315.0,7115.0,0.0,0.0,7115.0,7115.0,7115.0,7115.0,7115.0,7115.0,
166,EXPENSES,3300 - Student Transportation,3300 - Student Transportation,line,,,,,,,,,,,,2146777.0,,
167,EXPENSES,3300 - Student Transportation,General Education Transportation,line,837900.0,917525.0,907200.0,907200.0,965500.0,488250.0,477250.0,1053360.0,1053360.0,1053360.0,1053360.0,1211364.0,1110325.0,Does this reflect a reduction of $50K to accound for the money planned to come from the busing fees?
168,EXPENSES,3300 - Student Transportation,Special Education Transportation - System,line,320243.78,401402.22,434921.91,445328.0,565734.0,336605.47,165195.8,649953.0,649953.0,649953.0,649953.0,935413.0,649953.0,
169,EXPENSES,3510 - Athletic Expenses,3510 - Athletic Expenses,line,,,,,,,,,,,,236763.0,,
170,EXPENSES,3510 - Athletic Expenses,Athletic Transportation,line,39880.0,40000.0,87822.0,40000.0,127550.0,47847.0,13169.0,127550.0,127550.0,127550.0,0.0,191763.0,145000.0,"Actuals in munis are tracking well below FY26 budget, can FY27 be reduced? Yes, level funded"
171,EXPENSES,3510 - Athletic Expenses,Athletic Insurance,line,8980.0,8980.0,8980.0,9000.0,9000.0,8980.0,0.0,9000.0,9000.0,9000.0,9000.0,9000.0,9000.0,
172,EXPENSES,3510 - Athletic Expenses,Athletic Dues & Fees,line,22250.5,18486.0,31994.5,20000.0,20000.0,19716.0,542.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,
173,EXPENSES,3510 - Athletic Expenses,ATHLETIC OFFICIALS,line,1510.0,,,0.0,,,,,,,,,,
174,EXPENSES,3510 - Athletic Expenses,Athletic Equipment/Reconditioning,line,1931.87,7601.83,7189.85,10000.0,10000.0,3649.3,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,
175,EXPENSES,3510 - Athletic Expenses,REPLACEMENT OF UNIFORMS,line,12672.37,10698.25,6650.0,10000.0,,,,,,,,,,
176,EXPENSES,3510 - Athletic Expenses,Athletic New Equipment,line,5648.01,5673.19,9054.58,6000.0,6000.0,3126.0,0.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,
177,EXPENSES,4110 - Cust. Supplies - System,4110 - Cust. Supplies - System,line,,,,,,,,,,,,84000.0,,
178,EXPENSES,4110 - Cust. Supplies - System,Custodial Supplies/System,line,51447.24,75431.59,59407.2,70675.0,75000.0,35384.25,3817.98,75000.0,75000.0,75000.0,60000.0,84000.0,79500.0,
179,EXPENSES,4120 - Heating of Buildings,4120 - Heating of Buildings,line,,,,,,,,,,,,161552.0,,
180,EXPENSES,4120 - Heating of Buildings,Fuel Oil/Heating Charges,line,786.55,2077.55,,4000.0,4200.0,377.26,0.0,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0,
181,EXPENSES,4120 - Heating of Buildings,Natural Gas/Heating Charges,line,122623.01,94479.53,82521.58,120000.0,145000.0,41233.36,38116.04,148320.0,148320.0,148320.0,148320.0,157352.0,148320.0,
182,EXPENSES,4130 - Utility Services,4130 - Utility Services,line,,,,,,,,,,,,571168.0,,
183,EXPENSES,4130 - Utility Services,Dumping Fees/Sewerage,line,25050.93,27338.19,39075.19,34000.0,50000.0,14830.53,20238.18,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,
184,EXPENSES,4130 - Utility Services,Electricity/System,line,170089.55,262189.43,297265.99,230000.0,265000.0,205084.35,39781.9,316250.0,316250.0,316250.0,316250.0,418241.0,316250.0,
185,EXPENSES,4130 - Utility Services,Trash Removal/System,line,21083.0,22688.2,21462.87,26000.0,26000.0,11304.15,1195.85,30000.0,30000.0,30000.0,30000.0,35165.0,34140.0,Does FY26 spend thus far justify this increase in FY27? Decreased to bring down to 30K
186,EXPENSES,4130 - Utility Services,Telephone/System,line,9347.68,8422.51,15785.12,14700.0,21700.0,9247.55,6846.95,15141.0,15141.0,15141.0,15141.0,16063.0,15141.0,
187,EXPENSES,4130 - Utility Services,Water Consumption/System,line,22491.66,25132.77,35349.75,28000.0,35000.0,22973.44,2026.56,40000.0,40000.0,40000.0,40000.0,50000.0,40000.0,
188,EXPENSES,4130 - Utility Services,Telephone Maintenance/System,line,1043.76,,120.5,1550.0,1550.0,0.0,0.0,1600.0,1600.0,1600.0,1600.0,1699.0,1600.0,
189,EXPENSES,4210 - Maint. of Grounds,4210 - Maint. of Grounds,line,,,,,,,,,,,,92702.0,,
190,EXPENSES,4210 - Maint. of Grounds,Maint. of Grounds/Contrctd Serv,line,14531.64,16815.3,15863.6,26900.0,59000.0,27148.79,1199.66,50000.0,50000.0,50000.0,50000.0,64000.0,60000.0,can't find FY26 budget amount in munis
191,EXPENSES,4210 - Maint. of Grounds,Maint of Grounds Supplies/System,line,8819.72,14186.11,20694.58,20695.0,21730.0,30936.06,1702.31,29458.0,29458.0,29458.0,29458.0,28702.0,29458.0,can't find these amounts in munis
192,EXPENSES,4220 - Maint. of Buildings,4220 - Maint. of Buildings,line,,,,,,,,,,,,421541.0,,
193,EXPENSES,4220 - Maint. of Buildings,Maint. of Buildings/Contracted Services,line,128844.3,213919.5,293639.05,225643.0,257000.0,141714.01,71656.29,257000.0,257000.0,257000.0,257000.0,285781.0,269510.0,"think large cost in FY24 & FY25 were due to 1-time expenses (elevator, 911 cabling). How is FY26 tracking? Can FY27 budget be reduced? Yes, Level Funded"
194,EXPENSES,4220 - Maint. of Buildings,Maint. of Bldg Supplies/System,line,43269.51,20752.17,56380.17,80000.0,80000.0,16681.86,9554.79,60000.0,60000.0,60000.0,60000.0,105070.0,80000.0,"significant increase in FY26, how is it tracking? Can FY27 be reduced? Reduced by 20K based on actual spending"
195,EXPENSES,4220 - Maint. of Buildings,Emergency Expenditures,line,5465.03,6216.48,7500.0,10000.0,30000.0,9000.0,0.0,20000.0,20000.0,20000.0,20000.0,30000.0,30000.0,"significant increase in FY26, how is it tracking? Can FY27 be reduced? Reduced by 10K from Prior FY"
196,EXPENSES,4220 - Maint. of Buildings,P.S. Repair Office Machines,line,491.0,520.46,1656.76,1058.0,690.0,0.0,584.86,690.0,690.0,690.0,690.0,690.0,690.0,
198,EXPENSES,4230 - M.S. Repairs,4230 - M.S. Repairs,line,,,,,,,,,,,,1800.0,,
199,EXPENSES,4230 - M.S. Repairs,M.S. Repair Music Equipment,line,450.0,644.0,1718.0,1750.0,1800.0,379.0,1421.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,
200,EXPENSES,4230 - H.S. Repairs,4230 - H.S. Repairs,line,,,,,,,,,,,,2150.0,,
201,EXPENSES,4230 - H.S. Repairs,REPAIR SCIENCE EQUIPMENT,line,635.76,,771.8,1100.0,,,,1500.0,1500.0,1500.0,1500.0,,1500.0,
202,EXPENSES,4230 - H.S. Repairs,H.S. Repair P.E. Equipment,line,,1000.0,,0.0,1150.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0,0.0,
203,EXPENSES,4230 - H.S. Repairs,H.S. Repair Music Equipment,line,1850.0,2322.0,3446.0,3500.0,1000.0,740.0,260.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,
204,EXPENSES,4230 - Maintenance Repairs,4230 - Maintenance Repairs,line,,,,,,,,,,,,56485.0,,
205,EXPENSES,4230 - Maintenance Repairs,Vehicle Maintenance/Repairs,line,12449.04,11061.84,13278.8,19000.0,19000.0,9412.15,182.24,19570.0,19570.0,19570.0,19570.0,20761.0,19570.0,
206,EXPENSES,4230 - Maintenance Repairs,Fire Safety/Furniture Repair,line,14438.2,2130.0,11205.93,24005.0,24005.0,3078.0,0.0,15000.0,15000.0,15000.0,15000.0,26224.0,24720.0,"significant increase in FY26, how is it tracking? Can FY27 be reduced?"
207,EXPENSES,4230 - Maintenance Repairs,Repair of Equip/Maintenance,line,27883.31,4280.9,2292.41,4500.0,5000.0,981.97,526.88,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,
208,EXPENSES,4230 - Maintenance Repairs,Computer MTC / Repair System,line,1041.99,2547.0,,4500.0,4500.0,0.0,0.0,4500.0,0.0,0.0,0.0,4500.0,4500.0,
209,EXPENSES,4400 - Networking / Telecommunications,4400 - Networking / Telecommunications,line,,,,,,,,,,,,133356.0,,
210,EXPENSES,4400 - Networking / Telecommunications,Networking Contracted Service,line,35531.08,18828.5,28002.35,21832.0,72158.0,34350.11,13070.86,55230.0,55230.0,55230.0,55230.0,133356.0,55230.0,
211,EXPENSES,4400 - Networking / Telecommunications,GENERAL SUPPLIES,line,1385.0,698.77,18.95,2200.0,,,,,,,,,,
212,EXPENSES,5200 - Insurance Programs,5200 - Insurance Programs,line,,,,,,,,,,,,4991538.35,,
213,EXPENSES,5200 - Insurance Programs,Health Insurance,line,3041341.35,3212078.37,3248744.44,3140838.0,3701195.0,2130876.48,0.0,4389135.0,4318729.0,4043166.0,3994071.0,4966538.35,4341561.0,"Worry this line is too low. Jen's caluclation for actives including the 10 new positions, all taking the Blue Care Elect Family with the 9% increased rate is $4,461,576.10. Adjusted to recommended amount"
214,EXPENSES,5200 - Insurance Programs,Unemployment Compensation,line,36729.63,11172.23,21370.8,20000.0,51063.0,10415.0,0.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,
215,EXPENSES,7300 - Acquisition/Improvement Equipment,7300 - Acquisition/Improvement Equipment,line,,,,,,,,,,,,53145.0,,
216,EXPENSES,7300 - Acquisition/Improvement Equipment,E.S. NEW FURNITURE/EQUIPMENT,line,447.27,14857.43,,25642.0,,,,,,,,,,
217,EXPENSES,7300 - Acquisition/Improvement Equipment,P.S. NEW FURNITURE/EQUIPMENT,line,7377.86,8008.8,2777.61,5000.0,,,,,,,,,,
218,EXPENSES,7300 - Acquisition/Improvement Equipment,Special Ed Equipment,line,1730.56,1848.28,6459.27,7000.0,7000.0,0.0,698.14,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,
219,EXPENSES,7300 - Acquisition/Improvement Equipment,New Equipment/System Maint.,line,12017.82,3683.18,,26045.0,26045.0,11947.66,3200.0,26045.0,26045.0,26045.0,26045.0,26045.0,26045.0,
220,EXPENSES,7300 - Acquisition/Improvement Equipment,Capital Improvement - Maint.,line,45000.0,45000.0,45000.0,45000.0,45000.0,45000.0,0.0,45000.0,45000.0,45000.0,45000.0,23100.0,45000.0,
221,EXPENSES,7400 - Replace Equipment,7400 - Replace Equipment,line,,,,,,,,,,,,346392.0,,
222,EXPENSES,7400 - Replace Equipment,"EQUIPMENT, Maint & Lease",line,96906.68,74742.54,95074.26,83500.0,85000.0,43025.88,12163.0,80251.0,80251.0,80251.0,80251.0,80250.0,80251.0,
223,EXPENSES,7400 - Replace Equipment,COMPUTERS - Purchase & Lease,line,186721.62,114574.77,323406.98,254638.0,243450.0,137814.0,84318.63,227768.0,185065.0,185065.0,185065.0,266142.0,227768.0,
224,EXPENSES,9300 - Private Tuitions,9300 - Private Tuitions,line,,,,,,,,,,,,78718.0,,
225,EXPENSES,9300 - Private Tuitions,Special Ed Tuitions/Private,line,118193.5,397529.04,703341.26,703872.0,988630.0,283971.05,466658.95,536400.0,536400.0,536400.0,536400.0,78718.0,536400.0,
226,EXPENSES,9400 - Collaborative Tuitions,9400 - Collaborative Tuitions,line,,,,,,,,,,,,463956.0,,
227,EXPENSES,9400 - Collaborative Tuitions,Collaborative Tuitions,line,186554.0,190979.0,28957.0,460952.0,302663.0,607587.01,171964.75,163742.0,163742.0,163742.0,163742.0,463956.0,163742.0,
229,EXPENSES,TOTAL EXPENSES,TOTAL EXPENSES,total,6554462.0,7115444.0,7725328.0,8165299.0,9169982.0,5282486.03,1735177.44,9501373.0,9378489.0,9102926.0,8865873.0,,,
236,SALARIES,1210 - Superintendent Office Salaries,Superintendent,line,171000.0,177000.0,203448.28,177000.0,177000.0,116000.06,,178350.0,178350.0,178350.0,178350.0,,178350.0,
237,SALARIES,1210 - Superintendent Office Salaries,Executive Secretaries/Supt.,line,128480.61,185201.14,184375.15,133663.0,161879.0,126329.28,,92765.0,129508.0,129508.0,129508.0,,129508.0,
238,SALARIES,1210 - Superintendent Office Salaries,Remote Coordinator,line,,,,,,,,5000.0,5000.0,5000.0,5000.0,,5000.0,
239,SALARIES,1210 - Superintendent Office Salaries,Overtime,line,2001.02,764.94,800.0,800.0,800.0,0.0,,800.0,800.0,800.0,800.0,,800.0,
241,SALARIES,1230-District Wide Administration,Transition/Leadership Team,line,44656.4,46046.0,25295.76,0.0,30561.0,3333.32,,32001.0,32001.0,32001.0,32001.0,,32001.0,
243,SALARIES,1410 - Business Office Salaries,Business Manager,line,64250.0,30976.82,79597.46,77500.0,110000.0,62068.95,,124200.0,124200.0,124200.0,124200.0,,124200.0,
244,SALARIES,1410 - Business Office Salaries,Business Office/Clerical,line,15032.01,1561.0,95826.98,87723.0,106500.0,72186.22,,180013.0,141270.0,100270.0,110270.0,,135270.0,
246,SALARIES,1420 - Human Resources Salaries,Human Resource Director,line,64250.0,28976.83,79597.94,77500.0,,0.0,,,,,,,,
247,SALARIES,1420 - Human Resources Salaries,Human Resource Specialist,line,,,,0.0,,0.0,,73485.0,73485.0,73485.0,73485.0,,73485.0,
249,SALARIES,1450 - Administrative Technology,Technology Personnel,line,162848.66,178990.24,117068.12,124355.0,114250.0,76754.09,,134214.0,134214.0,134214.0,134214.0,,134214.0,
250,SALARIES,1450 - Administrative Technology,Webmaster Stipends/Tech Support,line,,,12925.0,6152.0,11200.0,1540.0,,11670.0,11670.0,11670.0,11670.0,,11670.0,
252,SALARIES,2110 - Curriculum/Spec Ed Directors,Student Services Coordinator (Spec Ed),line,139500.0,142900.0,146500.0,146500.0,150162.0,100107.94,,155418.0,155418.0,155418.0,155418.0,,155418.0,
253,SALARIES,2110 - Curriculum/Spec Ed Directors,Instructional Services Director (Curriculum),line,120013.41,121000.0,125517.25,125000.0,128000.0,99121.33,,132480.0,132480.0,132480.0,132480.0,,132480.0,
254,SALARIES,2110 - Curriculum/Spec Ed Directors,CCLT and CCL,line,,,,,6048.0,0.0,,6719.0,6719.0,6719.0,6719.0,,6719.0,
256,SALARIES,2110 - Special Education Clerical,Special Ed Clerical,line,53631.29,57350.8,71118.33,65166.0,68171.0,51222.31,,69382.0,69382.0,69382.0,69382.0,,69382.0,
257,SALARIES,2110 - Special Education Clerical,SALARIES CLERICAL,line,0.0,0.0,0.0,0.0,16800.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
259,SALARIES,2210 - P.S. Principal Office Salaries,P.S. Principal/Asst. Prin.,line,202728.75,221115.01,201280.1,214135.0,210898.0,140598.79,,218279.0,218279.0,218279.0,218279.0,,218279.0,
260,SALARIES,2210 - P.S. Principal Office Salaries,P.S. Administrative Secretary,line,55353.96,55952.0,57720.04,57316.0,59967.0,39713.41,,62066.0,62066.0,62066.0,62066.0,,62066.0,
261,SALARIES,2210 - P.S. Principal Office Salaries,P.S. Clerk Typist,line,9058.0,8738.31,8337.2,8646.0,,,,,,,,,,
262,SALARIES,2210 - P.S. Principal Office Salaries,P.S. Secretarial Overtime,line,567.95,201.75,,800.0,800.0,0.0,,800.0,800.0,800.0,800.0,,800.0,
264,SALARIES,2210 - E.S. Principal Office Salaries,E.S. Principal/Asst. Prin.,line,217845.29,215080.0,217199.54,208080.0,241000.0,160666.56,,224500.0,224500.0,224500.0,224500.0,,249435.0,
265,SALARIES,2210 - E.S. Principal Office Salaries,E.S. Administrative Secretary,line,47856.96,50731.2,54611.7,54549.0,60783.0,39670.6,,61677.0,61677.0,61677.0,61677.0,,61677.0,
266,SALARIES,2210 - E.S. Principal Office Salaries,E.S. Clerk Typist,line,9661.84,9899.89,9180.52,8646.0,,549.4,,,,,,,,
267,SALARIES,2210 - E.S. Principal Office Salaries,E.S. Secretarial Overtime,line,,,,800.0,800.0,0.0,,800.0,800.0,800.0,800.0,,800.0,
269,SALARIES,2210 - Middle School Principal Office Salaries,M.S. Principal/Asst. Prin.,line,176938.0,181024.0,182424.0,182401.0,187875.0,126202.03,,195929.0,195929.0,195929.0,195929.0,,195929.0,
270,SALARIES,2210 - Middle School Principal Office Salaries,M.S. Adminstrative Secretary,line,48255.08,48492.4,49740.9,47859.0,51973.0,24484.44,,31764.0,31764.0,31764.0,31764.0,,31764.0,
271,SALARIES,2210 - Middle School Principal Office Salaries,M.S. Clerk Typist,line,16474.61,17550.72,18008.73,18346.0,18623.0,11717.28,,19275.0,19275.0,19275.0,19275.0,,19275.0,
272,SALARIES,2210 - Middle School Principal Office Salaries,M.S. Secretarial Overtime,line,490.52,259.75,,800.0,800.0,0.0,,800.0,800.0,800.0,800.0,,800.0,
274,SALARIES,2210 - H.S. Principal Office Salaries,H.S. Principal/Asst. Prin.,line,268298.0,269211.9,285119.53,269269.0,187437.0,135021.91,,283766.0,283766.0,283766.0,283766.0,,356461.0,
275,SALARIES,2210 - H.S. Principal Office Salaries,H.S. Administrative Secretary,line,48499.04,48474.98,50011.35,47859.0,51973.0,24484.51,,31764.0,31764.0,31764.0,31764.0,,31764.0,
276,SALARIES,2210 - H.S. Principal Office Salaries,H.S. Clerk Typist,line,16474.63,17550.73,22468.61,18346.0,18623.0,11717.29,,19275.0,19275.0,19275.0,19275.0,,19275.0,
277,SALARIES,2210 - H.S. Principal Office Salaries,H.S. Secretarial Overtime,line,563.72,259.75,,800.0,800.0,0.0,,800.0,800.0,800.0,800.0,,800.0,
278,SALARIES,2210 - H.S. Principal Office Salaries,Salaries Accreditation,line,,,2643.0,0.0,,,,,,,,,,
280,SALARIES,2305 - P.S. Teachers -General Education,P.S. Kindergarten Teachers,line,394182.0,391359.0,410679.0,402797.0,446662.0,258706.06,,502668.0,502668.0,502668.0,398019.0,,502668.0,
281,SALARIES,2305 - P.S. Teachers -General Education,P.S. Teachers/Regular (1-2),line,1010605.7,1052439.75,1127591.79,1093805.0,1172728.0,594189.01,,1251602.0,1251602.0,1146953.0,961344.0,,1141326.0,
284,SALARIES,2305 - E.S. Teachers -General Education,E.S. Teachers/Regular (3-5),line,1532717.12,1514881.75,1431890.9,1506487.0,1552471.0,896925.35,,1711983.0,1721845.0,1711983.0,1488068.0,,1709164.0,
285,SALARIES,2305 - E.S. Teachers -General Education,RETIREMENT/LONGEVITY STIPENDS,line,5000.0,5000.0,,,,,,,,,,,,
287,SALARIES,2305 - Middle School Teachers - General Education,Middle School Teachers/Regular,line,2025175.91,1981353.42,1943685.11,1943535.0,2038757.0,1100497.59,,2242193.0,2242193.0,2134818.0,2134818.0,,2125805.0,
288,SALARIES,2305 - Middle School Teachers - General Education,RETIREMENT/LONGEVITY STIPENDS,line,13500.0,15950.0,,,,,,,,,,,,
289,SALARIES,2305 - Middle School Teachers - General Education,MASTER TEACHER STIPENDS,line,5204.0,,,,,,,,,,,,,
291,SALARIES,2305 - H.S. Teachers - General Education,H.S. Teachers/Regular,line,2728900.94,2805885.92,2938095.31,2746711.0,2719099.0,1509640.57,,3019984.0,2858920.0,2908567.0,2908567.0,,3019984.0,
292,SALARIES,2305 - H.S. Teachers - General Education,RETIREMENT/LONGEVITY STIPENDS,line,6500.0,9000.0,,,,,,,,,,,,
294,SALARIES,2310 - Teachers Specialists - Special Education,P.S. Special Ed Teachers,line,537722.7,538343.65,572733.83,555810.0,635488.0,329543.69,,799904.0,727463.0,655022.0,727463.0,,724657.0,
295,SALARIES,2310 - Teachers Specialists - Special Education,ES Special Ed Teachers,line,366582.71,288969.6,345571.29,405104.0,344938.0,198212.56,,407476.0,407476.0,335035.0,335035.0,,403248.0,
296,SALARIES,2310 - Teachers Specialists - Special Education,M.S. Specl Ed Resourse Rm Teacher,line,437199.0,444365.0,434133.04,458895.0,453676.0,244287.12,,473899.0,473899.0,473899.0,473899.0,,546340.0,
297,SALARIES,2310 - Teachers Specialists - Special Education,H.S. Specl Ed Resourse Rm Teacher,line,382117.0,442424.0,404696.69,472165.0,449087.0,196830.9,,454990.0,454990.0,382549.0,382549.0,,454990.0,
298,SALARIES,2310 - Teachers Specialists - Special Education,ACE Special Ed Resource Rm Teacher,line,85578.0,86934.0,89364.0,87184.0,95659.0,50044.12,,99007.0,99007.0,99007.0,99007.0,,99007.0,
300,SALARIES,2315 - H.S. Department Heads Stipends,H.S. Department Heads,line,,,25414.0,24965.0,28187.0,0.0,,29950.0,29950.0,29950.0,29950.0,,29950.0,
302,SALARIES,2320 - Therapeutic Services,District Wide Specials (ELL),line,142394.73,138476.91,176106.0,165556.0,185878.0,98619.78,,267640.0,267640.0,195199.0,267640.0,,264825.0,
303,SALARIES,2320 - Therapeutic Services,Special Ed Specialists/System,line,255354.58,268307.0,201897.7,266157.0,195946.0,97630.33,,202737.0,202737.0,202737.0,202737.0,,202737.0,
304,SALARIES,2320 - Therapeutic Services,Special Ed Summer Program,line,42249.86,56749.54,49939.25,55525.0,70050.0,67045.64,,72502.0,72502.0,72502.0,72502.0,,72502.0,
305,SALARIES,2320 - Therapeutic Services,Processing Coordinator Stipends,line,,,,0.0,,,,,,,,,,
306,SALARIES,2320 - Therapeutic Services,P.S. Special Ed Speech Pathologists,line,190766.0,99055.0,141676.0,138267.0,148028.0,79707.16,,155864.0,155864.0,154255.0,154255.0,,127323.0,
307,SALARIES,2320 - Therapeutic Services,E.S. Special Ed Speech Pathologists,line,31454.28,97155.0,77252.48,75368.0,81483.0,43875.22,,85055.0,85055.0,85055.0,85055.0,,85055.0,
308,SALARIES,2320 - Therapeutic Services,M.S. Special Ed Speech Pathologists,line,15727.36,,34696.76,33850.0,36085.0,19430.3,,37348.0,37348.0,37348.0,37348.0,,37348.0,
309,SALARIES,2320 - Therapeutic Services,H.S. Special Ed Speech Pathologists,line,15727.36,,34696.76,33850.0,36085.0,19430.3,,37348.0,37348.0,37348.0,37348.0,,37348.0,
311,SALARIES,2325 - General Education Substitutes,P. S. Long Term Substitutes,line,4320.0,,6400.0,15000.0,15000.0,0.0,,15000.0,15000.0,15000.0,15000.0,,15000.0,
312,SALARIES,2325 - General Education Substitutes,P. S. Regular Substitutes,line,9590.0,17124.3,21137.85,15000.0,4000.0,10577.68,,4000.0,4000.0,4000.0,4000.0,,4000.0,
313,SALARIES,2325 - General Education Substitutes,Kind. Long Term Substitutes,line,,,,0.0,15000.0,0.0,,15000.0,15000.0,15000.0,15000.0,,15000.0,
314,SALARIES,2325 - General Education Substitutes,Kind Regular Substitutes,line,2755.0,3570.0,4447.5,4000.0,4000.0,693.0,,4000.0,4000.0,4000.0,4000.0,,4000.0,
315,SALARIES,2325 - General Education Substitutes,E. S. Long Term Substitutes,line,,,22120.0,3000.0,3000.0,16416.0,,3000.0,3000.0,3000.0,3000.0,,3000.0,
316,SALARIES,2325 - General Education Substitutes,E.S. Regular Substitute,line,20367.5,27487.81,18099.5,12000.0,12000.0,13087.67,,12000.0,12000.0,12000.0,12000.0,,12000.0,
317,SALARIES,2325 - General Education Substitutes,M. S. Long Term Substitutes,line,1500.0,,1840.0,3000.0,3000.0,1575.0,,3000.0,3000.0,3000.0,3000.0,,3000.0,
318,SALARIES,2325 - General Education Substitutes,M..S. Regular Substitutes,line,30915.0,26657.25,29629.45,11000.0,11000.0,12614.45,,11000.0,11000.0,11000.0,11000.0,,11000.0,
319,SALARIES,2325 - General Education Substitutes,H. S. Long Term Substitutes,line,1200.0,,900.0,3000.0,3000.0,0.0,,3000.0,3000.0,3000.0,3000.0,,3000.0,
320,SALARIES,2325 - General Education Substitutes,H. S. Regular Substitutes,line,26260.88,44935.63,31856.28,27000.0,27000.0,16248.9,,27000.0,27000.0,27000.0,27000.0,,27000.0,
322,SALARIES,2325 - Special Education Substitutes,Kindergarten Special Ed Subs,line,,,,,,,,,,,,,,
323,SALARIES,2325 - Special Education Substitutes,P.S. Long Term Special Ed Subs,line,,,,,,,,,,,,,,
324,SALARIES,2325 - Special Education Substitutes,P.S. Special Ed Subs,line,13457.45,11531.4,14561.48,20000.0,20000.0,12114.45,,20000.0,20000.0,20000.0,20000.0,,20000.0,
325,SALARIES,2325 - Special Education Substitutes,E.S. Long Term Special Ed Subs,line,285.0,,,0.0,,,,,,,,,,
326,SALARIES,2325 - Special Education Substitutes,E.S. Special Ed Subs .,line,19540.0,33555.23,15508.49,15500.0,15500.0,6872.96,,15500.0,15500.0,15500.0,15500.0,,15500.0,
327,SALARIES,2325 - Special Education Substitutes,M.S. Special Ed Long Term Subs,line,,,,,,,,,,,,,,
328,SALARIES,2325 - Special Education Substitutes,M.S. Special Ed Subs .,line,10447.5,6848.05,8470.1,8500.0,8500.0,3766.35,,8500.0,8500.0,8500.0,8500.0,,8500.0,
329,SALARIES,2325 - Special Education Substitutes,H.S. Special Ed Long Term Subs.,line,11760.0,,16905.0,0.0,,,,,,,,,,
330,SALARIES,2325 - Special Education Substitutes,H.S. Special Ed Subs.,line,16675.0,8210.4,10169.55,8500.0,8500.0,5529.7,,8500.0,8500.0,8500.0,8500.0,,8500.0,
332,SALARIES,2330 - Paraprofessionals General Education,Kindergarten Paraprofessionals,line,75501.66,77699.88,83765.97,73273.0,,,,,,,,,,
333,SALARIES,2330 - Paraprofessionals General Education,Kindergarten Aides/Regular,line,,,,,0.0,59709.1,,,,,,,,
334,SALARIES,2330 - Paraprofessionals General Education,E.S. PARAPROFESSIONALS/REGULAR,line,,,,,,,,,,,,,,
335,SALARIES,2330 - Paraprofessionals General Education,H.S. PARAPROFESSIONALS,line,29069.89,18435.23,4785.74,47960.0,,,,,,,,,,
