kind,sy,org_code,org_name,org_type,stu_grp,subj_cat,subj,test_takers_cnt,tests_taken_cnt,one_test_cnt,two_test_cnt,three_test_cnt,four_test_cnt,five_plus_test_cnt,tests_taken,score_1,score_2,score_3,score_4,score_5,pct_1_2,pct_3_5
participation,2019,01620505,Lunenburg High,School,Asian,Math and Computer Science,Calculus AB,4,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Asian,History and Social Science,Govt RAD: U.S.,2,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Asian,English Language Arts,English Language Arts,5,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Asian,History and Social Science,Govt & Pol: U.S.,2,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Asian,Math and Computer Science,Math and Computer Science,4,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Asian,History and Social Science,History: U.S.,2,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Asian,Science and Technology,Science and Technology,2,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Black or African American,History and Social Science,History and Social Science,1,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Black or African American,History and Social Science,History: U.S.,1,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Black or African American,Science and Technology,Chemistry,1,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Black or African American,English Language Arts,English Lang/Comp,1,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Black or African American,English Language Arts,English Language Arts,1,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Black or African American,Science and Technology,Science and Technology,1,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,"Multi-Race, Not Hispanic or Latino",English Language Arts,English Language Arts,1,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,"Multi-Race, Not Hispanic or Latino",History and Social Science,History: U.S.,1,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,"Multi-Race, Not Hispanic or Latino",English Language Arts,English Lang/Comp,1,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,"Multi-Race, Not Hispanic or Latino",History and Social Science,History and Social Science,1,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Native Hawaiian or Other Pacific Islander,English Language Arts,English Language Arts,1,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Native Hawaiian or Other Pacific Islander,History and Social Science,Govt RAD: U.S.,1,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Native Hawaiian or Other Pacific Islander,History and Social Science,Govt & Pol: U.S.,1,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Native Hawaiian or Other Pacific Islander,English Language Arts,English Lit/Comp,1,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Native Hawaiian or Other Pacific Islander,History and Social Science,History and Social Science,1,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,White,English Language Arts,English Language Arts,63,63,63,0,0,0,0,,,,,,,,
participation,2019,01620505,Lunenburg High,School,White,Arts,2-D Art and Design,2,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,White,English Language Arts,English Lit/Comp,32,32,32,0,0,0,0,,,,,,,,
participation,2019,01620505,Lunenburg High,School,White,English Language Arts,English Lang/Comp,31,31,31,0,0,0,0,,,,,,,,
participation,2019,01620505,Lunenburg High,School,White,Science and Technology,Science and Technology,21,23,19,2,0,0,0,,,,,,,,
participation,2019,01620505,Lunenburg High,School,White,History and Social Science,History and Social Science,59,59,59,0,0,0,0,,,,,,,,
participation,2019,01620505,Lunenburg High,School,White,Science and Technology,Biology,15,15,15,0,0,0,0,,,,,,,,
participation,2019,01620505,Lunenburg High,School,White,Arts,Studio Art: 2-D Design,2,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,White,Arts,Arts,5,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,White,Arts,Drawing,3,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,White,History and Social Science,History: U.S.,26,26,26,0,0,0,0,,,,,,,,
participation,2019,01620505,Lunenburg High,School,White,History and Social Science,Govt RAD: U.S.,33,33,33,0,0,0,0,,,,,,,,
participation,2019,01620505,Lunenburg High,School,White,Foreign Languages,Latin: Vergil,2,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,White,History and Social Science,Govt & Pol: U.S.,33,33,33,0,0,0,0,,,,,,,,
participation,2019,01620505,Lunenburg High,School,White,Math and Computer Science,Calculus AB,9,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,White,Foreign Languages,Spanish Lang,5,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,White,Science and Technology,Chemistry,8,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,White,Math and Computer Science,Math and Computer Science,9,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,White,Arts,Studio Art: Drawing,3,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,White,Foreign Languages,Foreign Languages,7,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,High Needs,Arts,Arts,1,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,High Needs,Science and Technology,Biology,1,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,High Needs,English Language Arts,English Language Arts,10,10,10,0,0,0,0,,,,,,,,
participation,2019,01620505,Lunenburg High,School,High Needs,Science and Technology,Chemistry,1,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,High Needs,Arts,Studio Art: Drawing,1,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,High Needs,English Language Arts,English Lit/Comp,3,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,High Needs,Math and Computer Science,Calculus AB,2,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,High Needs,History and Social Science,History and Social Science,8,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,High Needs,History and Social Science,History: U.S.,4,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,High Needs,Science and Technology,Science and Technology,2,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,High Needs,Math and Computer Science,Math and Computer Science,2,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,High Needs,History and Social Science,Govt & Pol: U.S.,4,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,High Needs,History and Social Science,Govt RAD: U.S.,4,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,High Needs,Arts,Drawing,1,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,High Needs,English Language Arts,English Lang/Comp,7,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Economically Disadvantaged,English Language Arts,English Language Arts,10,10,10,0,0,0,0,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Economically Disadvantaged,History and Social Science,History and Social Science,8,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Economically Disadvantaged,Math and Computer Science,Calculus AB,2,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Economically Disadvantaged,Math and Computer Science,Math and Computer Science,2,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Economically Disadvantaged,History and Social Science,Govt & Pol: U.S.,4,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Economically Disadvantaged,History and Social Science,Govt RAD: U.S.,4,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Economically Disadvantaged,Science and Technology,Chemistry,1,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Economically Disadvantaged,Science and Technology,Biology,1,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Economically Disadvantaged,Arts,Arts,1,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Economically Disadvantaged,Arts,Drawing,1,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Economically Disadvantaged,Arts,Studio Art: Drawing,1,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Economically Disadvantaged,English Language Arts,English Lang/Comp,7,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Economically Disadvantaged,Science and Technology,Science and Technology,2,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Economically Disadvantaged,History and Social Science,History: U.S.,4,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Economically Disadvantaged,English Language Arts,English Lit/Comp,3,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Students with Disabilities,English Language Arts,English Language Arts,1,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Students with Disabilities,English Language Arts,English Lang/Comp,1,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Female,Science and Technology,Biology,11,11,11,0,0,0,0,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Female,Arts,Arts,4,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Female,Arts,2-D Art and Design,1,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Female,Science and Technology,Chemistry,8,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Female,Math and Computer Science,Calculus AB,9,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Female,History and Social Science,History: U.S.,19,19,19,0,0,0,0,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Female,English Language Arts,English Lit/Comp,20,20,20,0,0,0,0,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Female,English Language Arts,English Language Arts,48,48,48,0,0,0,0,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Female,Arts,Studio Art: 2-D Design,1,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Female,Arts,Studio Art: Drawing,3,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Female,Arts,Drawing,3,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Female,History and Social Science,Govt & Pol: U.S.,15,15,15,0,0,0,0,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Female,Science and Technology,Science and Technology,17,19,15,2,0,0,0,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Female,Foreign Languages,Latin: Vergil,1,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Female,Math and Computer Science,Math and Computer Science,9,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Female,History and Social Science,History and Social Science,34,34,34,0,0,0,0,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Female,Foreign Languages,Spanish Lang,5,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Female,History and Social Science,Govt RAD: U.S.,15,15,15,0,0,0,0,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Female,Foreign Languages,Foreign Languages,6,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Female,English Language Arts,English Lang/Comp,28,28,28,0,0,0,0,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Male,History and Social Science,History: U.S.,11,11,11,0,0,0,0,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Male,History and Social Science,Govt RAD: U.S.,21,21,21,0,0,0,0,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Male,English Language Arts,English Language Arts,23,23,23,0,0,0,0,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Male,English Language Arts,English Lang/Comp,8,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Male,History and Social Science,Govt & Pol: U.S.,21,21,21,0,0,0,0,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Male,Arts,Arts,1,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Male,Science and Technology,Chemistry,3,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Male,Math and Computer Science,Calculus AB,4,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Male,Foreign Languages,Latin: Vergil,1,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Male,Foreign Languages,Spanish Lang,1,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Male,Science and Technology,Biology,4,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Male,History and Social Science,History and Social Science,32,32,32,0,0,0,0,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Male,Science and Technology,Science and Technology,7,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Male,Arts,2-D Art and Design,1,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Male,Arts,Studio Art: 2-D Design,1,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Male,Foreign Languages,Foreign Languages,2,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Male,Math and Computer Science,Math and Computer Science,4,,,,,,,,,,,,,,
participation,2019,01620505,Lunenburg High,School,Male,English Language Arts,English Lit/Comp,15,15,15,0,0,0,0,,,,,,,,
participation,2018,01620000,Lunenburg,District,All Students,All Subjects,All Subjects,122,214,44,66,10,2,0,,,,,,,,
participation,2018,01620000,Lunenburg,District,Asian,All Subjects,All Subjects,6,,,,,,,,,,,,,,
participation,2018,01620000,Lunenburg,District,Black or African American,All Subjects,All Subjects,2,,,,,,,,,,,,,,
participation,2018,01620000,Lunenburg,District,Hispanic or Latino,All Subjects,All Subjects,2,,,,,,,,,,,,,,
participation,2018,01620000,Lunenburg,District,Native Hawaiian or Other Pacific Islander,All Subjects,All Subjects,1,,,,,,,,,,,,,,
participation,2018,01620000,Lunenburg,District,White,All Subjects,All Subjects,111,193,42,58,9,2,0,,,,,,,,
participation,2018,01620000,Lunenburg,District,High Needs,All Subjects,All Subjects,15,24,7,7,1,0,0,,,,,,,,
participation,2018,01620000,Lunenburg,District,English Learners,All Subjects,All Subjects,1,,,,,,,,,,,,,,
participation,2018,01620000,Lunenburg,District,Economically Disadvantaged,All Subjects,All Subjects,13,21,6,6,1,0,0,,,,,,,,
participation,2018,01620000,Lunenburg,District,Students with Disabilities,All Subjects,All Subjects,2,,,,,,,,,,,,,,
participation,2018,01620000,Lunenburg,District,Female,All Subjects,All Subjects,65,120,20,36,8,1,0,,,,,,,,
participation,2018,01620000,Lunenburg,District,Male,All Subjects,All Subjects,57,94,24,30,2,1,0,,,,,,,,
participation,2018,01620000,Lunenburg,District,All Students,English Language Arts,English Language Arts,82,82,82,0,0,0,0,,,,,,,,
participation,2018,01620000,Lunenburg,District,All Students,Math and Computer Science,Calculus AB,9,,,,,,,,,,,,,,
participation,2018,01620000,Lunenburg,District,All Students,Foreign Languages,Foreign Languages,12,12,12,0,0,0,0,,,,,,,,
participation,2018,01620000,Lunenburg,District,All Students,Arts,Drawing,3,,,,,,,,,,,,,,
participation,2018,01620000,Lunenburg,District,All Students,Science and Technology,Science and Technology,22,22,22,0,0,0,0,,,,,,,,
participation,2018,01620000,Lunenburg,District,All Students,Science and Technology,Biology,22,22,22,0,0,0,0,,,,,,,,
participation,2018,01620000,Lunenburg,District,All Students,Arts,Studio Art: Drawing,3,,,,,,,,,,,,,,
participation,2018,01620000,Lunenburg,District,All Students,Foreign Languages,Spanish Lang,12,12,12,0,0,0,0,,,,,,,,
participation,2018,01620000,Lunenburg,District,All Students,History and Social Science,History: U.S.,42,42,42,0,0,0,0,,,,,,,,
participation,2018,01620000,Lunenburg,District,All Students,Arts,2-D Art and Design,3,,,,,,,,,,,,,,
participation,2018,01620000,Lunenburg,District,All Students,History and Social Science,History and Social Science,83,83,83,0,0,0,0,,,,,,,,
participation,2018,01620000,Lunenburg,District,All Students,English Language Arts,English Lit/Comp,34,34,34,0,0,0,0,,,,,,,,
participation,2018,01620000,Lunenburg,District,All Students,English Language Arts,English Lang/Comp,48,48,48,0,0,0,0,,,,,,,,
participation,2018,01620000,Lunenburg,District,All Students,Math and Computer Science,Math and Computer Science,9,,,,,,,,,,,,,,
participation,2018,01620000,Lunenburg,District,All Students,History and Social Science,Govt RAD: U.S.,41,41,41,0,0,0,0,,,,,,,,
participation,2018,01620000,Lunenburg,District,All Students,History and Social Science,Govt & Pol: U.S.,41,41,41,0,0,0,0,,,,,,,,
participation,2018,01620000,Lunenburg,District,All Students,Arts,Studio Art: 2-D Design,3,,,,,,,,,,,,,,
participation,2018,01620000,Lunenburg,District,All Students,Arts,Arts,6,,,,,,,,,,,,,,
participation,2018,01620000,Lunenburg,District,Asian,History and Social Science,Govt RAD: U.S.,1,,,,,,,,,,,,,,
