fy,lea,district,org_code,org_name,org_level,subject,subject_level,teacher_fte,licensed_pct,students_per_teacher,student_teacher_ratio_printed,experienced_pct,teachers_without_license,in_field_pct,core_academic_fte,core_academic_pct,doc_id
2020,06100000,Ashburnham-Westminster,06100005,Westminster Elementary,school,English/Language Arts,subject,7.6,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100005,Westminster Elementary,school,Mathematics,subject,2.4,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100005,Westminster Elementary,school,Reading,subject,1,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100005,Westminster Elementary,school,Science,subject,2.4,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100005,Westminster Elementary,school,Social Studies/Social Sciences,subject,2.4,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,All Teachers,all,12.1,1.0,16.5,16.5 to 1,0.71,95.9,1.0,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,Arts,subject,0.7,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,Core-All Subjects,group,1,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,English/Language Arts,subject,5.1,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,Mathematics,subject,1.6,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,Science,subject,0.7,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,Social Studies/Social Sciences,subject,0.7,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,All Teachers,all,38.4,1.0,13.8,13.8 to 1,0.87,97.4,1.0,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,Arts,subject,2,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,Core-All Subjects,group,9,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,English/Language Arts,subject,10.9,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,Mathematics,subject,4.5,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,Reading,subject,1,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,Science,subject,2.7,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,Social Studies/Social Sciences,subject,2.7,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,All Teachers,all,37.7,1.0,15.4,15.4 to 1,0.911,97.3,0.864,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,Arts,subject,1.8,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,Core-All Subjects,group,4.8,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,English/Language Arts,subject,7.3,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,Foreign Language,subject,1,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,Geography,subject,1.8,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,History,subject,3.7,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,Mathematics,subject,5.7,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,Reading,subject,1.1,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,Science,subject,5.7,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,Social Studies/Social Sciences,subject,0.9,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,All Teachers,all,49.5,0.96,13.5,13.5 to 1,0.794,92.4,0.857,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,Arts,subject,3.3,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,Civics/Government,subject,0.8,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,Core-All Subjects,group,4.6,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,English/Language Arts,subject,6.7,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,Foreign Language,subject,3.3,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,Geography,subject,0.3,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,History,subject,2.7,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,Mathematics,subject,8.7,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,Science,subject,5.5,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160000,Ayer Shirley School District,district,All Teachers,all,133.2,0.991,12.6,12.6 to 1,0.822,93.4,0.904,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160000,Ayer Shirley School District,district,Arts,subject,8.4,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160000,Ayer Shirley School District,district,Civics/Government,subject,1.4,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160000,Ayer Shirley School District,district,Core-All Subjects,group,2.5,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160000,Ayer Shirley School District,district,Economics,subject,0.4,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160000,Ayer Shirley School District,district,English/Language Arts,subject,19.4,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160000,Ayer Shirley School District,district,Foreign Language,subject,5,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160000,Ayer Shirley School District,district,History,subject,2.9,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160000,Ayer Shirley School District,district,Mathematics,subject,19.6,0.99,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160000,Ayer Shirley School District,district,Reading,subject,26.4,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160000,Ayer Shirley School District,district,Science,subject,16.9,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160000,Ayer Shirley School District,district,Social Studies/Social Sciences,subject,12.2,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160001,Lura A. White Elementary School,school,All Teachers,all,28.3,1.0,12.1,12.1 to 1,0.699,93.6,0.933,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160001,Lura A. White Elementary School,school,Arts,subject,1.7,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160001,Lura A. White Elementary School,school,English/Language Arts,subject,4.5,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160001,Lura A. White Elementary School,school,Mathematics,subject,3.9,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160001,Lura A. White Elementary School,school,Reading,subject,8.2,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160001,Lura A. White Elementary School,school,Science,subject,3.9,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160001,Lura A. White Elementary School,school,Social Studies/Social Sciences,subject,3.5,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160002,Page Hilltop Elementary School,school,All Teachers,all,38.8,1.0,14.4,14.4 to 1,0.82,97.4,1.0,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160002,Page Hilltop Elementary School,school,Arts,subject,2,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160002,Page Hilltop Elementary School,school,Core-All Subjects,group,2.5,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160002,Page Hilltop Elementary School,school,English/Language Arts,subject,5.4,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160002,Page Hilltop Elementary School,school,Mathematics,subject,6,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160002,Page Hilltop Elementary School,school,Reading,subject,10,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160002,Page Hilltop Elementary School,school,Science,subject,4.2,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160002,Page Hilltop Elementary School,school,Social Studies/Social Sciences,subject,4.2,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160305,Ayer Shirley Regional Middle School,school,All Teachers,all,32.6,1.0,12.5,12.5 to 1,0.877,93.9,1.0,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160305,Ayer Shirley Regional Middle School,school,Arts,subject,2,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160305,Ayer Shirley Regional Middle School,school,English/Language Arts,subject,4.6,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160305,Ayer Shirley Regional Middle School,school,Foreign Language,subject,2,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160305,Ayer Shirley Regional Middle School,school,Mathematics,subject,4.8,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160305,Ayer Shirley Regional Middle School,school,Reading,subject,6.1,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160305,Ayer Shirley Regional Middle School,school,Science,subject,4.2,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160305,Ayer Shirley Regional Middle School,school,Social Studies/Social Sciences,subject,4.3,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160505,Ayer Shirley Regional High School,school,All Teachers,all,33.5,0.966,11.1,11.1 to 1,0.876,88.1,0.703,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160505,Ayer Shirley Regional High School,school,Arts,subject,2.7,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160505,Ayer Shirley Regional High School,school,Civics/Government,subject,1.4,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160505,Ayer Shirley Regional High School,school,Economics,subject,0.4,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160505,Ayer Shirley Regional High School,school,English/Language Arts,subject,4.9,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160505,Ayer Shirley Regional High School,school,Foreign Language,subject,3,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160505,Ayer Shirley Regional High School,school,History,subject,2.9,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160505,Ayer Shirley Regional High School,school,Mathematics,subject,4.9,0.959,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160505,Ayer Shirley Regional High School,school,Reading,subject,2,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160505,Ayer Shirley Regional High School,school,Science,subject,4.7,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06160000,Ayer Shirley School District,06160505,Ayer Shirley Regional High School,school,Social Studies/Social Sciences,subject,0.2,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,All Teachers,all,184.3,1.0,12.8,12.8 to 1,0.845,96.5,0.958,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Arts,subject,12,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Civics/Government,subject,0.3,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Core-All Subjects,group,65.2,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Economics,subject,0.3,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,English/Language Arts,subject,19.2,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Foreign Language,subject,7.4,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Geography,subject,2,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,History,subject,7.5,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Mathematics,subject,23,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Reading,subject,5,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Science,subject,18.2,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Social Studies/Social Sciences,subject,4.4,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730001,Boutwell School,school,All Teachers,all,5,1.0,11.6,11.6 to 1,0.6,100,1.0,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730001,Boutwell School,school,Core-All Subjects,group,5,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730005,Swallow/Union School,school,All Teachers,all,25.9,1.0,11.1,11.1 to 1,0.865,96.1,0.926,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730005,Swallow/Union School,school,Arts,subject,2,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730005,Swallow/Union School,school,Core-All Subjects,group,20,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730005,Swallow/Union School,school,Reading,subject,1,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730010,Florence Roche School,school,All Teachers,all,39,1.0,13.5,13.5 to 1,0.769,100,0.951,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730010,Florence Roche School,school,Arts,subject,2,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730010,Florence Roche School,school,Core-All Subjects,group,32,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730010,Florence Roche School,school,Reading,subject,2,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730305,Groton Dunstable Regional Middle,school,All Teachers,all,60.8,1.0,12.4,12.4 to 1,0.819,93,0.984,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730305,Groton Dunstable Regional Middle,school,Arts,subject,5,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730305,Groton Dunstable Regional Middle,school,Core-All Subjects,group,5.4,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730305,Groton Dunstable Regional Middle,school,English/Language Arts,subject,10.3,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730305,Groton Dunstable Regional Middle,school,Foreign Language,subject,2.3,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730305,Groton Dunstable Regional Middle,school,Geography,subject,2,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730305,Groton Dunstable Regional Middle,school,History,subject,2.5,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730305,Groton Dunstable Regional Middle,school,Mathematics,subject,11.4,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730305,Groton Dunstable Regional Middle,school,Reading,subject,2,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730305,Groton Dunstable Regional Middle,school,Science,subject,9,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730305,Groton Dunstable Regional Middle,school,Social Studies/Social Sciences,subject,4.4,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,All Teachers,all,53.6,1.0,13.5,13.5 to 1,0.944,97.8,0.946,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,Arts,subject,3,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,Civics/Government,subject,0.3,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,Core-All Subjects,group,2.8,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,Economics,subject,0.3,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,English/Language Arts,subject,8.9,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,Foreign Language,subject,5.2,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,History,subject,5,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,Mathematics,subject,11.7,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,06730000,Groton-Dunstable,06730505,Groton Dunstable Regional,school,Science,subject,9.3,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,07350000,North Middlesex,07350000,North Middlesex,district,All Teachers,all,247.4,1.0,12.5,12.5 to 1,0.887,98,0.925,,,sources/state-dese/dese-teacher-data.xlsx
2020,07350000,North Middlesex,07350000,North Middlesex,district,Arts,subject,17.6,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,07350000,North Middlesex,07350000,North Middlesex,district,Civics/Government,subject,0.2,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,07350000,North Middlesex,07350000,North Middlesex,district,Core-All Subjects,group,24,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,07350000,North Middlesex,07350000,North Middlesex,district,Economics,subject,0.4,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,07350000,North Middlesex,07350000,North Middlesex,district,English/Language Arts,subject,37.7,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,07350000,North Middlesex,07350000,North Middlesex,district,Foreign Language,subject,8,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,07350000,North Middlesex,07350000,North Middlesex,district,History,subject,5.7,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,07350000,North Middlesex,07350000,North Middlesex,district,Mathematics,subject,36.4,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,07350000,North Middlesex,07350000,North Middlesex,district,Reading,subject,13.8,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,07350000,North Middlesex,07350000,North Middlesex,district,Science,subject,30.6,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,07350000,North Middlesex,07350000,North Middlesex,district,Social Studies/Social Sciences,subject,22.6,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,07350000,North Middlesex,07350002,Squannacook Early Childhood Center,school,All Teachers,all,5.2,1.0,18.1,18.1 to 1,1.0,100,0.833,,,sources/state-dese/dese-teacher-data.xlsx
2020,07350000,North Middlesex,07350002,Squannacook Early Childhood Center,school,Core-All Subjects,group,4.2,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,07350000,North Middlesex,07350002,Squannacook Early Childhood Center,school,English/Language Arts,subject,0.4,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,07350000,North Middlesex,07350002,Squannacook Early Childhood Center,school,Mathematics,subject,0.2,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,07350000,North Middlesex,07350002,Squannacook Early Childhood Center,school,Science,subject,0.2,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,07350000,North Middlesex,07350002,Squannacook Early Childhood Center,school,Social Studies/Social Sciences,subject,0.2,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,07350000,North Middlesex,07350005,Spaulding Memorial,school,All Teachers,all,31.5,1.0,14,14.0 to 1,0.921,96.8,0.968,,,sources/state-dese/dese-teacher-data.xlsx
2020,07350000,North Middlesex,07350005,Spaulding Memorial,school,Arts,subject,2,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,07350000,North Middlesex,07350005,Spaulding Memorial,school,Core-All Subjects,group,8.3,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,07350000,North Middlesex,07350005,Spaulding Memorial,school,English/Language Arts,subject,3.3,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,07350000,North Middlesex,07350005,Spaulding Memorial,school,Mathematics,subject,3.3,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,07350000,North Middlesex,07350005,Spaulding Memorial,school,Reading,subject,1.5,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,07350000,North Middlesex,07350005,Spaulding Memorial,school,Science,subject,3.3,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,07350000,North Middlesex,07350005,Spaulding Memorial,school,Social Studies/Social Sciences,subject,3.3,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,07350000,North Middlesex,07350010,Ashby Elementary,school,All Teachers,all,18.7,1.0,8.8,8.8 to 1,0.84,100,0.895,,,sources/state-dese/dese-teacher-data.xlsx
2020,07350000,North Middlesex,07350010,Ashby Elementary,school,Arts,subject,1.3,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,07350000,North Middlesex,07350010,Ashby Elementary,school,Core-All Subjects,group,1.8,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,07350000,North Middlesex,07350010,Ashby Elementary,school,English/Language Arts,subject,4.3,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,07350000,North Middlesex,07350010,Ashby Elementary,school,Mathematics,subject,4.3,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,07350000,North Middlesex,07350010,Ashby Elementary,school,Reading,subject,2,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
2020,07350000,North Middlesex,07350010,Ashby Elementary,school,Science,subject,1.8,1.0,,N/A,,,,,,sources/state-dese/dese-teacher-data.xlsx
