fy,lea,district,org_code,org_name,org_level,subject,subject_level,teacher_fte,licensed_pct,students_per_teacher,student_teacher_ratio_printed,experienced_pct,teachers_without_license,in_field_pct,core_academic_fte,core_academic_pct,doc_id
2008,00000000,State,00000000,State,state,All Teachers,all,70716.6,0.958,13.6,13.6 to 1,,,,275949,0.957,sources/state-dese/dese-teacher-data.xlsx
2008,00000000,State,00000000,State,state,Arts,subject,3898.7,0.966,,N/A,,,,34070,0.97,sources/state-dese/dese-teacher-data.xlsx
2008,00000000,State,00000000,State,state,Civics/Government,subject,228.3,0.98,,N/A,,,,1212,0.966,sources/state-dese/dese-teacher-data.xlsx
2008,00000000,State,00000000,State,state,Core-All Subjects,group,26462.2,0.977,,N/A,,,,114463,0.975,sources/state-dese/dese-teacher-data.xlsx
2008,00000000,State,00000000,State,state,Economics,subject,46.3,0.97,,N/A,,,,242,0.93,sources/state-dese/dese-teacher-data.xlsx
2008,00000000,State,00000000,State,state,English/Language Arts,subject,7444.1,0.962,,N/A,,,,31550,0.955,sources/state-dese/dese-teacher-data.xlsx
2008,00000000,State,00000000,State,state,Foreign Language,subject,2827.3,0.901,,N/A,,,,14945,0.905,sources/state-dese/dese-teacher-data.xlsx
2008,00000000,State,00000000,State,state,Geography,subject,282.3,0.978,,N/A,,,,1293,0.954,sources/state-dese/dese-teacher-data.xlsx
2008,00000000,State,00000000,State,state,History,subject,3250.9,0.968,,N/A,,,,15056,0.959,sources/state-dese/dese-teacher-data.xlsx
2008,00000000,State,00000000,State,state,Mathematics,subject,6612.5,0.944,,N/A,,,,28281,0.935,sources/state-dese/dese-teacher-data.xlsx
2008,00000000,State,00000000,State,state,Reading,subject,1641.1,0.972,,N/A,,,,5066,0.941,sources/state-dese/dese-teacher-data.xlsx
2008,00000000,State,00000000,State,state,Science,subject,5325.9,0.94,,N/A,,,,23471,0.922,sources/state-dese/dese-teacher-data.xlsx
2008,00000000,State,00000000,State,state,Social Studies/Social Sciences,subject,1447.1,0.97,,N/A,,,,6300,0.943,sources/state-dese/dese-teacher-data.xlsx
2008,00190000,Ayer (non-op),00190000,Ayer (non-op),district,All Teachers,all,93.7,0.989,13.2,13.2 to 1,,,,303,0.772,sources/state-dese/dese-teacher-data.xlsx
2008,00190000,Ayer (non-op),00190000,Ayer (non-op),district,Arts,subject,6.3,1.0,,N/A,,,,17,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,00190000,Ayer (non-op),00190000,Ayer (non-op),district,Civics/Government,subject,1,1.0,,N/A,,,,3,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,00190000,Ayer (non-op),00190000,Ayer (non-op),district,Core-All Subjects,group,42,1.0,,N/A,,,,162,0.63,sources/state-dese/dese-teacher-data.xlsx
2008,00190000,Ayer (non-op),00190000,Ayer (non-op),district,Economics,subject,0.3,1.0,,N/A,,,,1,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,00190000,Ayer (non-op),00190000,Ayer (non-op),district,English/Language Arts,subject,7.6,1.0,,N/A,,,,29,0.897,sources/state-dese/dese-teacher-data.xlsx
2008,00190000,Ayer (non-op),00190000,Ayer (non-op),district,Foreign Language,subject,3,1.0,,N/A,,,,9,0.667,sources/state-dese/dese-teacher-data.xlsx
2008,00190000,Ayer (non-op),00190000,Ayer (non-op),district,History,subject,2.6,1.0,,N/A,,,,8,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,00190000,Ayer (non-op),00190000,Ayer (non-op),district,Mathematics,subject,7.3,1.0,,N/A,,,,28,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,00190000,Ayer (non-op),00190000,Ayer (non-op),district,Science,subject,7.6,1.0,,N/A,,,,29,0.897,sources/state-dese/dese-teacher-data.xlsx
2008,00190000,Ayer (non-op),00190000,Ayer (non-op),district,Social Studies/Social Sciences,subject,3.7,1.0,,N/A,,,,17,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,00190000,Ayer (non-op),00190025,Page-Hilltop,school,All Teachers,all,42.3,1.0,13.9,13.9 to 1,,,,159,0.623,sources/state-dese/dese-teacher-data.xlsx
2008,00190000,Ayer (non-op),00190025,Page-Hilltop,school,Arts,subject,2,1.0,,N/A,,,,2,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,00190000,Ayer (non-op),00190025,Page-Hilltop,school,Core-All Subjects,group,38,1.0,,N/A,,,,157,0.618,sources/state-dese/dese-teacher-data.xlsx
2008,00190000,Ayer (non-op),00190305,Ayer Middle,school,All Teachers,all,19.3,1.0,13.4,13.4 to 1,,,,75,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,00190000,Ayer (non-op),00190305,Ayer Middle,school,Arts,subject,2,1.0,,N/A,,,,10,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,00190000,Ayer (non-op),00190305,Ayer Middle,school,Core-All Subjects,group,4,1.0,,N/A,,,,5,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,00190000,Ayer (non-op),00190305,Ayer Middle,school,English/Language Arts,subject,3,1.0,,N/A,,,,15,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,00190000,Ayer (non-op),00190305,Ayer Middle,school,Mathematics,subject,3,1.0,,N/A,,,,15,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,00190000,Ayer (non-op),00190305,Ayer Middle,school,Science,subject,3,1.0,,N/A,,,,15,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,00190000,Ayer (non-op),00190305,Ayer Middle,school,Social Studies/Social Sciences,subject,3,1.0,,N/A,,,,15,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,00190000,Ayer (non-op),00190510,Ayer High School,school,All Teachers,all,32,0.969,12.1,12.1 to 1,,,,69,0.87,sources/state-dese/dese-teacher-data.xlsx
2008,00190000,Ayer (non-op),00190510,Ayer High School,school,Arts,subject,2.3,1.0,,N/A,,,,5,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,00190000,Ayer (non-op),00190510,Ayer High School,school,Civics/Government,subject,1,1.0,,N/A,,,,3,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,00190000,Ayer (non-op),00190510,Ayer High School,school,Economics,subject,0.3,1.0,,N/A,,,,1,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,00190000,Ayer (non-op),00190510,Ayer High School,school,English/Language Arts,subject,4.6,1.0,,N/A,,,,14,0.786,sources/state-dese/dese-teacher-data.xlsx
2008,00190000,Ayer (non-op),00190510,Ayer High School,school,Foreign Language,subject,3,1.0,,N/A,,,,9,0.667,sources/state-dese/dese-teacher-data.xlsx
2008,00190000,Ayer (non-op),00190510,Ayer High School,school,History,subject,2.6,1.0,,N/A,,,,8,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,00190000,Ayer (non-op),00190510,Ayer High School,school,Mathematics,subject,4.3,1.0,,N/A,,,,13,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,00190000,Ayer (non-op),00190510,Ayer High School,school,Science,subject,4.6,1.0,,N/A,,,,14,0.786,sources/state-dese/dese-teacher-data.xlsx
2008,00190000,Ayer (non-op),00190510,Ayer High School,school,Social Studies/Social Sciences,subject,0.7,1.0,,N/A,,,,2,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01250000,Harvard,01250000,Harvard,district,All Teachers,all,86.1,0.965,15.2,15.2 to 1,,,,228,0.956,sources/state-dese/dese-teacher-data.xlsx
2008,01250000,Harvard,01250000,Harvard,district,Arts,subject,7.8,1.0,,N/A,,,,19,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01250000,Harvard,01250000,Harvard,district,Civics/Government,subject,0.5,1.0,,N/A,,,,2,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01250000,Harvard,01250000,Harvard,district,Core-All Subjects,group,26,0.962,,N/A,,,,130,0.962,sources/state-dese/dese-teacher-data.xlsx
2008,01250000,Harvard,01250000,Harvard,district,Economics,subject,0.7,1.0,,N/A,,,,2,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01250000,Harvard,01250000,Harvard,district,English/Language Arts,subject,10.2,1.0,,N/A,,,,16,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01250000,Harvard,01250000,Harvard,district,Foreign Language,subject,7,1.0,,N/A,,,,16,0.938,sources/state-dese/dese-teacher-data.xlsx
2008,01250000,Harvard,01250000,Harvard,district,Geography,subject,4,1.0,,N/A,,,,4,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01250000,Harvard,01250000,Harvard,district,History,subject,1.8,1.0,,N/A,,,,4,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01250000,Harvard,01250000,Harvard,district,Mathematics,subject,8,1.0,,N/A,,,,18,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01250000,Harvard,01250000,Harvard,district,Science,subject,7.7,0.782,,N/A,,,,15,0.733,sources/state-dese/dese-teacher-data.xlsx
2008,01250000,Harvard,01250000,Harvard,district,Social Studies/Social Sciences,subject,1,1.0,,N/A,,,,2,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01250000,Harvard,01250005,Hildreth Elementary School,school,All Teachers,all,33,0.97,16.7,16.7 to 1,,,,134,0.963,sources/state-dese/dese-teacher-data.xlsx
2008,01250000,Harvard,01250005,Hildreth Elementary School,school,Arts,subject,2,1.0,,N/A,,,,2,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01250000,Harvard,01250005,Hildreth Elementary School,school,Core-All Subjects,group,26,0.962,,N/A,,,,130,0.962,sources/state-dese/dese-teacher-data.xlsx
2008,01250000,Harvard,01250005,Hildreth Elementary School,school,English/Language Arts,subject,2,1.0,,N/A,,,,2,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01250000,Harvard,01250505,The Bromfield High School,school,All Teachers,all,53.1,0.962,14.2,14.2 to 1,,,,94,0.947,sources/state-dese/dese-teacher-data.xlsx
2008,01250000,Harvard,01250505,The Bromfield High School,school,Arts,subject,5.8,1.0,,N/A,,,,17,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01250000,Harvard,01250505,The Bromfield High School,school,Civics/Government,subject,0.5,1.0,,N/A,,,,2,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01250000,Harvard,01250505,The Bromfield High School,school,Economics,subject,0.7,1.0,,N/A,,,,2,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01250000,Harvard,01250505,The Bromfield High School,school,English/Language Arts,subject,8.2,1.0,,N/A,,,,14,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01250000,Harvard,01250505,The Bromfield High School,school,Foreign Language,subject,7,1.0,,N/A,,,,16,0.938,sources/state-dese/dese-teacher-data.xlsx
2008,01250000,Harvard,01250505,The Bromfield High School,school,Geography,subject,4,1.0,,N/A,,,,4,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01250000,Harvard,01250505,The Bromfield High School,school,History,subject,1.8,1.0,,N/A,,,,4,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01250000,Harvard,01250505,The Bromfield High School,school,Mathematics,subject,8,1.0,,N/A,,,,18,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01250000,Harvard,01250505,The Bromfield High School,school,Science,subject,7.7,0.782,,N/A,,,,15,0.733,sources/state-dese/dese-teacher-data.xlsx
2008,01250000,Harvard,01250505,The Bromfield High School,school,Social Studies/Social Sciences,subject,1,1.0,,N/A,,,,2,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620000,Lunenburg,district,All Teachers,all,119.5,0.987,15.3,15.3 to 1,,,,384,0.984,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620000,Lunenburg,district,Arts,subject,6.8,1.0,,N/A,,,,23,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620000,Lunenburg,district,Civics/Government,subject,0.6,1.0,,N/A,,,,3,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620000,Lunenburg,district,Core-All Subjects,group,56.5,1.0,,N/A,,,,192,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620000,Lunenburg,district,English/Language Arts,subject,11.8,1.0,,N/A,,,,38,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620000,Lunenburg,district,Foreign Language,subject,6.5,0.923,,N/A,,,,30,0.967,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620000,Lunenburg,district,History,subject,6.2,0.839,,N/A,,,,27,0.815,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620000,Lunenburg,district,Mathematics,subject,9,1.0,,N/A,,,,33,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620000,Lunenburg,district,Reading,subject,0.5,1.0,,N/A,,,,1,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620000,Lunenburg,district,Science,subject,9,1.0,,N/A,,,,33,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620000,Lunenburg,district,Social Studies/Social Sciences,subject,1.6,1.0,,N/A,,,,4,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620010,Lunenburg Primary School,school,All Teachers,all,24.5,1.0,17.3,17.3 to 1,,,,80,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620010,Lunenburg Primary School,school,Arts,subject,1.5,1.0,,N/A,,,,2,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620010,Lunenburg Primary School,school,Core-All Subjects,group,21.5,1.0,,N/A,,,,77,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620010,Lunenburg Primary School,school,Reading,subject,0.5,1.0,,N/A,,,,1,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620015,Thomas C Passios Elementary,school,All Teachers,all,22.5,1.0,16.4,16.4 to 1,,,,84,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620015,Thomas C Passios Elementary,school,Arts,subject,0.8,1.0,,N/A,,,,3,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620015,Thomas C Passios Elementary,school,Core-All Subjects,group,20,1.0,,N/A,,,,80,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620015,Thomas C Passios Elementary,school,Foreign Language,subject,0.1,1.0,,N/A,,,,1,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620020,Turkey Hill Middle,school,All Teachers,all,28.5,0.982,14.5,14.5 to 1,,,,51,0.98,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620020,Turkey Hill Middle,school,Arts,subject,1.7,1.0,,N/A,,,,2,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620020,Turkey Hill Middle,school,Core-All Subjects,group,11,1.0,,N/A,,,,35,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620020,Turkey Hill Middle,school,English/Language Arts,subject,4,1.0,,N/A,,,,4,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620020,Turkey Hill Middle,school,Foreign Language,subject,1.4,0.632,,N/A,,,,2,0.5,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620020,Turkey Hill Middle,school,History,subject,1,1.0,,N/A,,,,1,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620020,Turkey Hill Middle,school,Mathematics,subject,3,1.0,,N/A,,,,3,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620020,Turkey Hill Middle,school,Science,subject,3,1.0,,N/A,,,,3,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620020,Turkey Hill Middle,school,Social Studies/Social Sciences,subject,1,1.0,,N/A,,,,1,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620505,Lunenburg High,school,All Teachers,all,44,0.977,14.1,14.1 to 1,,,,169,0.97,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620505,Lunenburg High,school,Arts,subject,2.8,1.0,,N/A,,,,16,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620505,Lunenburg High,school,Civics/Government,subject,0.6,1.0,,N/A,,,,3,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620505,Lunenburg High,school,Core-All Subjects,group,4,1.0,,N/A,,,,0,0.0,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620505,Lunenburg High,school,English/Language Arts,subject,7.8,1.0,,N/A,,,,34,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620505,Lunenburg High,school,Foreign Language,subject,5,1.0,,N/A,,,,27,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620505,Lunenburg High,school,History,subject,5.2,0.808,,N/A,,,,26,0.808,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620505,Lunenburg High,school,Mathematics,subject,6,1.0,,N/A,,,,30,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620505,Lunenburg High,school,Science,subject,6,1.0,,N/A,,,,30,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,01620000,Lunenburg,01620505,Lunenburg High,school,Social Studies/Social Sciences,subject,0.6,1.0,,N/A,,,,3,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,All Teachers,all,153.7,0.981,16,16.0 to 1,,,,401,0.935,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Arts,subject,10,1.0,,N/A,,,,23,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Civics/Government,subject,1,1.0,,N/A,,,,3,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Core-All Subjects,group,67.3,0.985,,N/A,,,,247,0.919,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,English/Language Arts,subject,13.5,0.926,,N/A,,,,30,0.967,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Foreign Language,subject,3.6,1.0,,N/A,,,,11,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Geography,subject,2,1.0,,N/A,,,,2,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,History,subject,8,1.0,,N/A,,,,16,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Mathematics,subject,14.3,1.0,,N/A,,,,33,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Reading,subject,4.2,1.0,,N/A,,,,8,0.875,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Science,subject,11.9,1.0,,N/A,,,,24,0.833,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Social Studies/Social Sciences,subject,1.3,1.0,,N/A,,,,4,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100005,Westminster Elementary,school,All Teachers,all,21.3,1.0,18.9,18.9 to 1,,,,88,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100005,Westminster Elementary,school,Arts,subject,1.5,1.0,,N/A,,,,3,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100005,Westminster Elementary,school,Core-All Subjects,group,19.3,1.0,,N/A,,,,85,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,All Teachers,all,15.7,1.0,16.2,16.2 to 1,,,,59,0.814,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,Arts,subject,1.5,1.0,,N/A,,,,3,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,Core-All Subjects,group,12.7,1.0,,N/A,,,,55,0.818,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,Reading,subject,1,1.0,,N/A,,,,1,0.0,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,All Teachers,all,33,0.97,14.6,14.6 to 1,,,,111,0.91,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,Arts,subject,2,1.0,,N/A,,,,2,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,Core-All Subjects,group,28,0.964,,N/A,,,,107,0.907,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,Reading,subject,1,1.0,,N/A,,,,2,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,All Teachers,all,35.5,0.972,16.8,16.8 to 1,,,,39,0.974,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,Arts,subject,2,1.0,,N/A,,,,6,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,Core-All Subjects,group,3,1.0,,N/A,,,,0,0.0,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,English/Language Arts,subject,6.9,0.855,,N/A,,,,10,0.9,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,Geography,subject,2,1.0,,N/A,,,,2,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,History,subject,4,1.0,,N/A,,,,4,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,Mathematics,subject,6.7,1.0,,N/A,,,,9,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,Reading,subject,1.2,1.0,,N/A,,,,2,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,Science,subject,6,1.0,,N/A,,,,6,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,All Teachers,all,48.3,0.979,14.9,14.9 to 1,,,,104,0.962,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,Arts,subject,3,1.0,,N/A,,,,9,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,Civics/Government,subject,1,1.0,,N/A,,,,3,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,Core-All Subjects,group,4.3,1.0,,N/A,,,,0,0.0,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,English/Language Arts,subject,6.6,1.0,,N/A,,,,20,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,Foreign Language,subject,3.6,1.0,,N/A,,,,11,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,History,subject,4,1.0,,N/A,,,,12,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,Mathematics,subject,7.6,1.0,,N/A,,,,24,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,Reading,subject,1,1.0,,N/A,,,,3,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,Science,subject,5.9,1.0,,N/A,,,,18,0.778,sources/state-dese/dese-teacher-data.xlsx
2008,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,Social Studies/Social Sciences,subject,1.3,1.0,,N/A,,,,4,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,All Teachers,all,180.9,0.988,16,16.0 to 1,,,,751,0.999,sources/state-dese/dese-teacher-data.xlsx
2008,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Arts,subject,13.6,1.0,,N/A,,,,170,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Civics/Government,subject,0.3,1.0,,N/A,,,,1,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Core-All Subjects,group,60.2,0.985,,N/A,,,,224,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,English/Language Arts,subject,19.1,1.0,,N/A,,,,71,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Foreign Language,subject,9.8,0.966,,N/A,,,,79,0.987,sources/state-dese/dese-teacher-data.xlsx
2008,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Geography,subject,2.2,1.0,,N/A,,,,9,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,History,subject,8.3,1.0,,N/A,,,,29,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Mathematics,subject,20.4,1.0,,N/A,,,,72,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Reading,subject,5.5,1.0,,N/A,,,,10,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Science,subject,18.1,1.0,,N/A,,,,65,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Social Studies/Social Sciences,subject,5.6,1.0,,N/A,,,,21,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06730000,Groton-Dunstable,06730001,Boutwell School,school,All Teachers,all,4,1.0,17.3,17.3 to 1,,,,18,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06730000,Groton-Dunstable,06730001,Boutwell School,school,Core-All Subjects,group,4,1.0,,N/A,,,,18,1.0,sources/state-dese/dese-teacher-data.xlsx
2008,06730000,Groton-Dunstable,06730005,Swallow/Union School,school,All Teachers,all,16.6,1.0,17.4,17.4 to 1,,,,63,1.0,sources/state-dese/dese-teacher-data.xlsx
