fy,edition,page,group,fund,forward,receipts,disbursements,carried,row_ties,document,read_by
2020,FY2020,31,GENERAL GOVERNMENT,Town Facilities Use Account,20232.99,30000.00,,50232.99,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,31,GENERAL GOVERNMENT,Bond Premium Reserved for Capital,6350.49,3543.11,6350.49,3543.11,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,31,GENERAL GOVERNMENT,MIIA Flex Grant,0.00,6616.00,6616.00,0.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,31,GENERAL GOVERNMENT,Continuity of Operations Grant,0.00,35000.00,,35000.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,31,GENERAL GOVERNMENT,Financial Trend Monitoring Grant,0.00,15000.00,,15000.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,31,SCHOOL DEPARTMENT,School Lunch,59320.25,372756.33,303253.98,128822.60,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,31,SCHOOL DEPARTMENT,Title I #305,5019.53,121983.00,124169.19,2833.34,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,31,SCHOOL DEPARTMENT,PL 94-142 #240,1094.63,312769.00,322593.42,-8729.79,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,31,SCHOOL DEPARTMENT,United Way Venture,40.42,,,40.42,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,31,SCHOOL DEPARTMENT,Recovery for Lost Books,10352.77,2704.25,,13057.02,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,31,SCHOOL DEPARTMENT,Chapter 658 School Athletics,69425.40,127865.38,98914.37,98376.41,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,31,SCHOOL DEPARTMENT,After School Activities,158296.52,109579.10,133557.78,134317.84,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,31,SCHOOL DEPARTMENT,School Facilities Use,29075.55,18632.64,5850.00,41858.19,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,31,SCHOOL DEPARTMENT,Adult Education,5723.75,8028.00,5059.00,8692.75,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,31,SCHOOL DEPARTMENT,Summer School Program,340.00,,,340.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,31,SCHOOL DEPARTMENT,School Choice,329505.67,196219.00,28845.48,496879.19,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,31,SCHOOL DEPARTMENT,School Gift Fund,39565.14,36049.45,28754.32,46860.27,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,31,SCHOOL DEPARTMENT,Greenthumb Revolving,1457.77,,,1457.77,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,31,SCHOOL DEPARTMENT,Custodian Special Details,3354.09,8670.86,8504.40,3520.55,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,32,SCHOOL DEPARTMENT,Tech Prep Consortium,1450.00,,,1450.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,32,SCHOOL DEPARTMENT,BC/BS Healthy Choices,94.65,,,94.65,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,32,SCHOOL DEPARTMENT,50/50 Grant Sped Tuitions,430958.00,600500.00,549454.00,482004.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,32,SCHOOL DEPARTMENT,Insurance Recoveries - School,1298.66,8889.00,8889.00,1298.66,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,32,SCHOOL DEPARTMENT,Extended Day Revolving Fund,31198.94,281944.55,203286.86,109856.63,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,32,SCHOOL DEPARTMENT,Vending Machine Revolving,1954.71,,,1954.71,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,32,SCHOOL DEPARTMENT,Monbouquette Award,3.81,,,3.81,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,32,SCHOOL DEPARTMENT,Tufts University Heat Grant,113.45,,,113.45,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,32,SCHOOL DEPARTMENT,Underground Storage Tank Grant,1500.00,,,1500.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,32,SCHOOL DEPARTMENT,Hach Scientific Foundation Grant,90.61,,,90.61,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,32,SCHOOL DEPARTMENT,Family Network Gift Fund,2713.64,,245.00,2468.64,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,32,SCHOOL DEPARTMENT,EECBG Energy Efficiency Grant,298.05,0.12,,298.17,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,32,SCHOOL DEPARTMENT,Regional Dissemination Grant,35.00,,,35.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,32,SCHOOL DEPARTMENT,Early Childhood Grant #262,0.00,12303.00,12303.00,0.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,32,SCHOOL DEPARTMENT,Program Improvement Grant #274,43.00,,,43.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,32,SCHOOL DEPARTMENT,Teacher Quality #140,-28671.24,60464.00,31793.00,-0.24,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,32,SCHOOL DEPARTMENT,Family & Community Grant #237,0.00,45700.00,45700.00,0.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,32,SCHOOL DEPARTMENT,Displaced Students - Puerto Rico,10660.63,,,10660.63,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,32,SCHOOL DEPARTMENT,Title IV - Part A #309,-3371.01,21056.00,15626.30,2058.69,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,32,SCHOOL DEPARTMENT,Early Grades Literacy #734,-5870.00,34422.00,36833.00,-8281.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,32,SCHOOL DEPARTMENT,Comprehensive School Health,0.00,3000.00,2015.62,984.38,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,32,SCHOOL DEPARTMENT,Interface Referral Gift Fund,3295.00,,,3295.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,32,SCHOOL DEPARTMENT,Safer Schools Grant,0.00,98968.92,48968.92,50000.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,32,PUBLIC SAFETY,Insurance Recoveries - Police,4201.05,,,4201.05,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,32,PUBLIC SAFETY,Community Policing FY 96,6.55,,,6.55,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,32,PUBLIC SAFETY,Community Policing FY 97,1.97,,,1.97,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,32,PUBLIC SAFETY,Community Policing FY 98,0.66,,,0.66,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,32,PUBLIC SAFETY,Drug Forfeiture,4220.52,,1750.00,2470.52,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,32,PUBLIC SAFETY,D.A.R.E. Grant FY 97,34.85,,,34.85,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,32,PUBLIC SAFETY,D.A.R.E. I Grant FY 97,0.25,,,0.25,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,32,PUBLIC SAFETY,Community Policing,2291.12,,,2291.12,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,33,PUBLIC SAFETY,Cops Universal Hiring,1289.84,,,1289.84,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,33,PUBLIC SAFETY,Protective Order Grant Program,135.15,,,135.15,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,33,PUBLIC SAFETY,Walmart Grant - Police Dept.,1000.00,,,1000.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,33,PUBLIC SAFETY,Firefighter PS Equipment Grant,30.00,,,30.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,33,PUBLIC SAFETY,Firefighter Safety Equipment Grant,9.84,,,9.84,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,33,PUBLIC SAFETY,State 911 Grant - Fire Dept.,7.00,,,7.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,33,PUBLIC SAFETY,Police/Fire Special Details,16109.78,253803.81,258386.69,11526.90,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,33,PUBLIC SAFETY,Coastal/Patriot Ambulance Revolving,579.06,82870.85,82870.85,579.06,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,33,PUBLIC SAFETY,Firefighter Equipment Grant - FY05,419.60,,,419.60,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,33,PUBLIC SAFETY,Confined Space Training,1956.77,,,1956.77,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,33,PUBLIC SAFETY,Police NRA Foundation Grant,0.10,,,0.10,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,33,PUBLIC SAFETY,COPS Secure Our Schools,0.82,,,0.82,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,33,PUBLIC SAFETY,Safe Grant - Fire Department,4201.96,6313.00,3728.17,6786.79,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,33,PUBLIC SAFETY,GHSB Click It Or Ticket,103.01,7363.70,7572.23,-105.52,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,33,PUBLIC SAFETY,K-9 Grant - Stanton Foundation,963.54,,,963.54,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,33,PUBLIC SAFETY,Federal Drug Forfeiture,26291.36,29228.10,4684.04,50835.42,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,33,PUBLIC SAFETY,EMPG Grant,102.03,3493.46,3493.46,102.03,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,33,PUBLIC SAFETY,Public Safety Gift Fund,220.38,,,220.38,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,33,PUBLIC SAFETY,Police Gift Fund,4189.10,250.00,,4439.10,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,33,PUBLIC SAFETY,Firefighter Turnout Gear Grant,0.00,2500.00,2500.00,0.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,33,PUBLIC SAFETY,"State Earmark - SCBA, Fire Department",0.00,100000.00,100000.00,0.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,33,PUBLIC SAFETY,HHS Provider Relief Fund,0.00,7035.89,,7035.89,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,33,PUBLIC SAFETY,Medication Disposal Grant,0.00,1300.00,,1300.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,33,PARKS & RECREATION,Park User Fees,30818.28,8516.00,6871.77,32462.51,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,33,PARKS & RECREATION,Park Gift Fund,752.00,,,752.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,33,HIGHWAY DEPARTMENT,Chapter 90,-71406.58,387211.61,294045.00,21760.03,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,33,HIGHWAY DEPARTMENT,DPW Roads Gift Fund,3330.00,,,3330.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,33,HIGHWAY DEPARTMENT,Highway Insurance Recoveries,795.82,,,795.82,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,33,HIGHWAY DEPARTMENT,Chapter 204/Acts of 1996,0.11,,,0.11,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,33,HIGHWAY DEPARTMENT,Small Bridge Program Grant,0.00,,63082.61,-63082.61,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,33,HIGHWAY DEPARTMENT,State Earmark - DPW Fuel Tanks,0.00,165000.00,22425.00,142575.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,34,COUNCIL ON AGING,C.O.A./M.A.R.T. Revolving,-5942.10,34731.73,33254.23,-4464.60,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,34,COUNCIL ON AGING,C.O.A. Formula Grant,0.00,25272.00,24876.51,395.49,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,34,COUNCIL ON AGING,E.O.C.D. Senior Center Grant,1684.87,0.84,,1685.71,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,34,COUNCIL ON AGING,Venture Grant - Are You OK,24.00,,,24.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,34,COUNCIL ON AGING,FY19 Earmark - Senior Center,-25000.00,25000.00,,0.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,34,COUNCIL ON AGING,Council on Aging Gift Fund,4130.82,2247.00,1802.27,4575.55,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,34,COUNCIL ON AGING,Senior Center HVAC Upgrade,0.00,37638.00,37638.00,0.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,34,COUNCIL ON AGING,COA Program Grant,3929.00,500.00,3825.81,603.19,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,34,LIBRARY,State Aid-Libraries,12474.54,16592.76,8447.51,20619.79,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,34,LIBRARY,Library Gift Fund,20452.54,520.00,,20972.54,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,34,LIBRARY,Library Revolving Fund,2339.52,2379.66,2911.33,1807.85,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,34,LIBRARY,FY07 Public Libraries Fund,571.17,,,571.17,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,34,CEMETERIES,Sale of Cemetery Lots,84322.09,14875.83,35000.00,64197.92,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,34,CEMETERIES,Lunenburg Cemetery Gift Fund,2500.00,,1778.61,721.39,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,34,UNCLASSIFIED,Elderly/Disabled Fund,2487.14,,,2487.14,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,34,UNCLASSIFIED,Green Communities Grant,-28309.84,30869.75,1663.96,895.95,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,34,UNCLASSIFIED,Agricultural Commission Grant,2016.00,370.00,1475.00,911.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,34,UNCLASSIFIED,Bell Tower Mtc. Fund-Town Hall,3156.37,,600.00,2556.37,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,34,UNCLASSIFIED,Historical Comm. Gift Fund,137.36,,,137.36,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,34,UNCLASSIFIED,Mass Historical Comm Grant-Town Hall,4150.00,,,4150.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,34,UNCLASSIFIED,MWPAT Septic Repair,4079.03,,,4079.03,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,34,UNCLASSIFIED,WPAT Septic Receipts Reserved,36284.69,205.90,,36490.59,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,34,UNCLASSIFIED,E.O.C.D. Septic I Grant,93444.50,612.09,,94056.59,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,34,UNCLASSIFIED,Water Enterprise Fund,53027.62,32365.19,33172.96,52219.85,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,34,UNCLASSIFIED,Sewer Enterprise Fund,1361568.48,981384.85,944130.68,1398822.65,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,34,UNCLASSIFIED,Sewer Betterment Fund,864920.03,766225.08,817901.40,813243.71,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,34,UNCLASSIFIED,Public Health Emergency Preparedness,12295.09,,,12295.09,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,34,UNCLASSIFIED,Storm Water Task Force Revolving,2280.00,468.00,355.00,2393.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,35,UNCLASSIFIED,Inspector's Revolving Fund,2098.65,30369.25,30821.42,1646.48,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,35,UNCLASSIFIED,Timber Rights Revolving,24188.12,,-1335.00,25523.12,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,35,UNCLASSIFIED,Cares Act Funding - COVID,0.00,147421.00,15428.26,131992.74,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,35,UNCLASSIFIED,FEMA #4496 - COVID Grant,0.00,,34094.82,-34094.82,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,35,UNCLASSIFIED,Artificial Turf Revolving,50069.44,45000.00,43500.00,51569.44,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,35,UNCLASSIFIED,DEP Pay As You Throw Grant,4720.43,,,4720.43,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,35,UNCLASSIFIED,Recycling Outreach Fund,7275.48,,,7275.48,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,35,UNCLASSIFIED,Repayments Sewer Hookup,9222.00,,,9222.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,35,UNCLASSIFIED,Solid Waste/Recycling Enterprise Fund,9475.94,302852.67,301938.79,10389.82,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,35,UNCLASSIFIED,CVS Volunteer Challenge Grant,500.00,,,500.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,35,UNCLASSIFIED,Fields Pond Foundation,1600.00,,,1600.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,35,UNCLASSIFIED,March for Parks,1617.25,,,1617.25,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,35,UNCLASSIFIED,Skate Park Fund,197.00,,,197.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,35,UNCLASSIFIED,Weights/Measures Citation Fund,325.00,,,325.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,35,UNCLASSIFIED,Marshall Park Restoration Fund,125.00,,,125.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,35,UNCLASSIFIED,PEG Access Enterprise Fund,615109.37,252062.11,116933.54,750237.94,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,35,UNCLASSIFIED,Sale of Real Estate Fund,9925.00,,,9925.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,35,UNCLASSIFIED,Arts Lottery Fund,8651.41,6873.39,3598.00,11926.80,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,35,UNCLASSIFIED,Debris Removal Gift Fund,676.00,,,676.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,35,UNCLASSIFIED,Citizens Relief Fund,200.00,,,200.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,35,UNCLASSIFIED,Hollis Road Revolving,39216.13,10200.00,3223.24,46192.89,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,35,UNCLASSIFIED,TNC Per Ride Assessment Fund,944.40,932.80,,1877.20,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,35,UNCLASSIFIED,Recycling Dividends Program Grant,12558.85,6600.00,365.34,18793.51,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,35,UNCLASSIFIED,Community Compact - E-Permitting Grant,200.00,,,200.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,35,UNCLASSIFIED,Extended Polling Hours Grant,0.00,1248.80,1248.80,0.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,35,UNCLASSIFIED,Accessible Amenities Grant,-7500.00,7500.00,,0.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,35,UNCLASSIFIED,Technology Fee Revolving Fund,0.00,14888.65,14888.65,0.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,35,UNCLASSIFIED,Community Compact - Syber Security Grant,50.00,,,50.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,35,UNCLASSIFIED,Municipal Vulnerability Grant,0.00,15000.00,15000.00,0.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,35,UNCLASSIFIED,Recycling IQ Grant,0.00,10929.05,10929.05,0.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2020,FY2020,35,UNCLASSIFIED,State Earmark - Town Hall Ramp,0.00,13500.00,27000.00,-13500.00,yes,sources/town-annual-reports/docs/4127-fy-2020-annual-town-report.pdf,vision
2019,FY2019,35,GENERAL GOVERNMENT,Regional Assessor Fund,30907.25,,,30907.25,yes,sources/town-annual-reports/docs/4126-fy-2019-annual-town-report.pdf,vision
2019,FY2019,35,GENERAL GOVERNMENT,Conservation Fund,319.59,,,319.59,yes,sources/town-annual-reports/docs/4126-fy-2019-annual-town-report.pdf,vision
2019,FY2019,35,GENERAL GOVERNMENT,Conservation Consultant Revolving,120.50,,,120.50,yes,sources/town-annual-reports/docs/4126-fy-2019-annual-town-report.pdf,vision
2019,FY2019,35,GENERAL GOVERNMENT,Zoning Board Consultant Revolving,11351.96,4165.38,4532.88,10984.46,yes,sources/town-annual-reports/docs/4126-fy-2019-annual-town-report.pdf,vision
2019,FY2019,35,GENERAL GOVERNMENT,Conservation Gift Fund-Cook Farm,148.00,,,148.00,yes,sources/town-annual-reports/docs/4126-fy-2019-annual-town-report.pdf,vision
2019,FY2019,35,GENERAL GOVERNMENT,Town Records Gift Fund,252.35,,,252.35,yes,sources/town-annual-reports/docs/4126-fy-2019-annual-town-report.pdf,vision
2019,FY2019,35,GENERAL GOVERNMENT,Scholarship Fund,232.26,,,232.26,yes,sources/town-annual-reports/docs/4126-fy-2019-annual-town-report.pdf,vision
2019,FY2019,35,GENERAL GOVERNMENT,Sewer Gift Fund,387.09,,,387.09,yes,sources/town-annual-reports/docs/4126-fy-2019-annual-town-report.pdf,vision
2019,FY2019,35,GENERAL GOVERNMENT,Insurance Recoveries,4818.03,2395.00,3195.00,4018.03,yes,sources/town-annual-reports/docs/4126-fy-2019-annual-town-report.pdf,vision
2019,FY2019,35,GENERAL GOVERNMENT,Town Hall Chimney Grant,3000.00,,,3000.00,yes,sources/town-annual-reports/docs/4126-fy-2019-annual-town-report.pdf,vision
2019,FY2019,35,GENERAL GOVERNMENT,General Government Gift Fund,1110.00,,,1110.00,yes,sources/town-annual-reports/docs/4126-fy-2019-annual-town-report.pdf,vision
2019,FY2019,35,GENERAL GOVERNMENT,Household Hazardous Waste,768.76,,,768.76,yes,sources/town-annual-reports/docs/4126-fy-2019-annual-town-report.pdf,vision
2019,FY2019,35,GENERAL GOVERNMENT,Town Facilities Use Account,67394.42,14398.00,61559.43,20232.99,yes,sources/town-annual-reports/docs/4126-fy-2019-annual-town-report.pdf,vision
2019,FY2019,35,GENERAL GOVERNMENT,Bond Premium Reserved for Capital,6350.49,,,6350.49,yes,sources/town-annual-reports/docs/4126-fy-2019-annual-town-report.pdf,vision
2019,FY2019,35,SCHOOL DEPARTMENT,School Lunch,730.50,449823.00,391233.25,59320.25,yes,sources/town-annual-reports/docs/4126-fy-2019-annual-town-report.pdf,vision
