fy,edition,page,group,fund,forward,receipts,disbursements,carried,row_ties,document,read_by
2017,FY2017,29,GENERAL GOVERNMENT,Town Records Gift Fund,252.35,,,252.35,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,29,GENERAL GOVERNMENT,Scholarship Fund,232.26,,,232.26,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,29,GENERAL GOVERNMENT,Sewer Gift Fund,387.09,,,387.09,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,29,GENERAL GOVERNMENT,Insurance Recoveries,33707.58,36583.19,65998.13,4292.64,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,29,GENERAL GOVERNMENT,Town Hall Chimney Grant,3000.00,,,3000.00,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,29,GENERAL GOVERNMENT,General Government Gift Fund,1110.00,,,1110.00,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,29,GENERAL GOVERNMENT,Household Hazardous Waste,768.76,,,768.76,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,29,GENERAL GOVERNMENT,Town Facilities Use Account,0.00,79500.00,46604.27,32895.73,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,29,GENERAL GOVERNMENT,Bond Premium Reserved for Capital,0.00,6350.49,,6350.49,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,29,GENERAL GOVERNMENT,Early Voting Incentive Grant,0.00,600.00,600.00,0.00,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,29,GENERAL GOVERNMENT,Forest Stewardship Plan Grant,0.00,17052.36,17052.36,0.00,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,29,SCHOOL DEPARTMENT,School Lunch,11739.95,381631.08,391927.57,1443.46,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,29,SCHOOL DEPARTMENT,Title I #305,8122.21,274946.00,349333.46,-66265.25,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,29,SCHOOL DEPARTMENT,PL 94-142 #240,8168.34,340426.00,349432.64,-838.30,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,29,SCHOOL DEPARTMENT,United Way Venture,40.42,,,40.42,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,29,SCHOOL DEPARTMENT,Recovery for Lost Books,7518.97,,616.79,6902.18,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,29,SCHOOL DEPARTMENT,Chapter 658 School Athletics,49690.26,126620.87,135573.48,40737.65,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,29,SCHOOL DEPARTMENT,After School Activities,109717.72,211897.77,218153.63,103461.86,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,29,SCHOOL DEPARTMENT,School Facilities Use,14474.28,30254.89,42298.10,2431.07,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,29,SCHOOL DEPARTMENT,Non-Resident Tuition,63086.73,,60893.44,2193.29,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,29,SCHOOL DEPARTMENT,Adult Education,4547.51,3638.00,6243.15,1942.36,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,30,SCHOOL DEPARTMENT,Summer School Program,90.00,,,90.00,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,30,SCHOOL DEPARTMENT,School Choice,396869.58,281212.00,422793.51,255288.07,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,30,SCHOOL DEPARTMENT,School Gift Fund,95568.82,83310.87,121430.85,57448.84,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,30,SCHOOL DEPARTMENT,Greenthumb Revolving,21.53,275.00,,296.53,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,30,SCHOOL DEPARTMENT,Custodian Special Details,3316.79,12763.65,12855.89,3224.55,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,30,SCHOOL DEPARTMENT,Tech Prep Consortium,1450.00,,,1450.00,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,30,SCHOOL DEPARTMENT,BC/BS Healthy Choices,94.65,,,94.65,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,30,SCHOOL DEPARTMENT,50/50 Grant Sped Tuitions,256030.83,507832.00,525718.44,238144.39,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,30,SCHOOL DEPARTMENT,Insurance Recoveries - School,2457.35,5435.00,6593.69,1298.66,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,30,SCHOOL DEPARTMENT,Extended Day Revolving Fund,166530.82,295495.24,376424.26,85601.80,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,30,SCHOOL DEPARTMENT,Vending Machine Revolving,1954.71,,,1954.71,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,30,SCHOOL DEPARTMENT,Monbouquette Award,3.81,,,3.81,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,30,SCHOOL DEPARTMENT,Tufts University Heat Grant,113.45,,,113.45,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,30,SCHOOL DEPARTMENT,Underground Storage Tank Grant,1500.00,,,1500.00,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,30,SCHOOL DEPARTMENT,Hach Scientific Foundation Grant,90.61,,,90.61,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,30,SCHOOL DEPARTMENT,Family Network Gift Fund,3456.86,,225.57,3231.29,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,30,SCHOOL DEPARTMENT,EECBG Energy Efficiency Grant,297.69,0.12,,297.81,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,30,SCHOOL DEPARTMENT,Regional Dissemination Grant,35.00,,,35.00,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,30,SCHOOL DEPARTMENT,Sped Early Childhood Grant,0.00,12254.00,12254.00,0.00,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,30,SCHOOL DEPARTMENT,Secondary Transition Grant,1329.12,6000.00,7329.12,0.00,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,30,SCHOOL DEPARTMENT,Sped Program Improvement Grant,33.01,14218.00,9988.17,4262.84,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,30,SCHOOL DEPARTMENT,Teacher Quality,0.00,12501.00,30548.00,-18047.00,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,30,SCHOOL DEPARTMENT,Family & Community Grant,0.00,37500.00,37500.00,0.00,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,30,PUBLIC SAFETY,Insurance Recoveries - Police,4591.49,3313.43,4747.41,3157.51,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,30,PUBLIC SAFETY,Community Policing FY 96,6.55,,,6.55,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,30,PUBLIC SAFETY,Community Policing FY 97,1.97,,,1.97,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,31,PUBLIC SAFETY,Community Policing FY 98,0.66,,,0.66,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,31,PUBLIC SAFETY,Drug Forfeiture,4816.12,150.00,3942.19,1023.93,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,31,PUBLIC SAFETY,D.A.R.E. Grant FY 97,34.85,,,34.85,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,31,PUBLIC SAFETY,D.A.R.E. I Grant FY 97,0.25,,,0.25,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,31,PUBLIC SAFETY,Community Policing,2291.12,,,2291.12,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,31,PUBLIC SAFETY,Cops Universal Hiring,1289.84,,,1289.84,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,31,PUBLIC SAFETY,EOPS Vest Reimbursement,62.50,6571.17,6633.67,0.00,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,31,PUBLIC SAFETY,Protective Order Grant Program,135.15,,,135.15,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,31,PUBLIC SAFETY,Walmart Grant - Police Dept.,1000.00,,,1000.00,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,31,PUBLIC SAFETY,Firefighter PS Equipment Grant,30.00,,,30.00,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,31,PUBLIC SAFETY,Firefighter Safety Equipment Grant,9.84,,,9.84,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,31,PUBLIC SAFETY,State 911 Grant - Fire Dept,7.00,,,7.00,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,31,PUBLIC SAFETY,Police/Fire Special Details,8733.66,254151.47,268973.83,-6088.70,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,31,PUBLIC SAFETY,Coastal/Patriot Ambulance Revolving,579.06,92587.85,92587.85,579.06,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,31,PUBLIC SAFETY,Firefighter Equipment Grant - FY05,419.60,,,419.60,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,31,PUBLIC SAFETY,Confined Space Training,1956.77,,,1956.77,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,31,PUBLIC SAFETY,Police NRA Foundation Grant,0.10,,,0.10,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,31,PUBLIC SAFETY,COPS Secure Our Schools,0.82,,,0.82,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,31,PUBLIC SAFETY,Safe Grant - Fire Department,7345.47,6547.00,8609.33,5283.14,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,31,PUBLIC SAFETY,GHSB Click It Or Ticket,-1964.05,7890.93,7908.21,-1981.33,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,31,PUBLIC SAFETY,K-9 Grant - Stanton Foundation,15329.49,5185.83,12881.40,7633.92,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,31,PUBLIC SAFETY,Federal Drug Forfeiture,5204.04,27013.05,16772.36,15444.73,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,31,PUBLIC SAFETY,Underage Alcohol Enforcement,-686.66,4986.24,4298.26,1.32,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,31,PUBLIC SAFETY,EMPG Grant,-5852.99,7904.84,5169.84,-3117.99,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,31,PUBLIC SAFETY,ROSC CPR Purchase Grant,0.00,11000.00,10702.37,297.63,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,31,PARKS & RECREATION,Park User Fees,0.00,11899.00,7841.18,4057.82,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,31,PARKS & RECREATION,Park Gift Fund,752.00,,,752.00,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,32,HIGHWAY DEPT.,Chapter 90,-500486.89,522087.68,5766.24,15834.55,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,32,HIGHWAY DEPT.,DPW Roads Gift Fund,3330.00,,,3330.00,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,32,HIGHWAY DEPT.,Highway Insurance Recoveries,1208.91,,,1208.91,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,32,HIGHWAY DEPT.,Chapter 204/Acts of 1996,0.11,,,0.11,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,32,COUNCIL ON AGING,C.O.A./M.A.R.T. Revolving,-6490.26,36978.61,41711.51,-11223.16,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,32,COUNCIL ON AGING,C.O.A. Formula Grant,0.00,21060.00,21060.00,0.00,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,32,COUNCIL ON AGING,E.O.C.D. Senior Center Grant,1682.38,0.83,,1683.21,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,32,COUNCIL ON AGING,Venture Grant - Are You OK,24.00,,,24.00,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,32,LIBRARY,State Aid-Libraries,26337.52,14669.04,15400.87,25605.69,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,32,LIBRARY,Library Gift Fund,19818.54,50.00,,19868.54,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,32,LIBRARY,Library Revolving Fund,8933.26,5759.25,10599.05,4093.46,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,32,LIBRARY,FY07 Public Libraries Fund,571.17,,,571.17,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,32,CEMETERIES,Sale of Cemetery Lots,187116.59,11279.73,35000.00,163396.32,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,32,UNCLASSIFIED,Elderly/Disabled Fund,2487.14,,,2487.14,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,32,UNCLASSIFIED,Green Communities Grant,14984.83,117918.75,132451.45,452.13,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,32,UNCLASSIFIED,Agricultural Commission Grant,325.00,495.00,300.00,520.00,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,32,UNCLASSIFIED,Bell Tower Mtc. Fund-Town Hall,5006.37,,600.00,4406.37,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,32,UNCLASSIFIED,Historical Comm. Gift Fund,137.36,,,137.36,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,32,UNCLASSIFIED,Mass Historical Comm Grant-Town Hall,4150.00,,,4150.00,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,32,UNCLASSIFIED,Public Safety Gift Fund,220.38,,,220.38,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,32,UNCLASSIFIED,Council on Aging Gift Fund,2992.79,100.00,2412.55,680.24,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,32,UNCLASSIFIED,MWPAT Septic Repair,4079.03,,,4079.03,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,33,UNCLASSIFIED,WPAT Septic Receipts Reserved,65579.56,1265.70,10868.00,55977.26,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,33,UNCLASSIFIED,E.O.C.D. Septic I Grant,103249.72,3354.93,15377.33,91227.32,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,33,UNCLASSIFIED,Water Enterprise Fund,45452.25,23172.49,27796.60,40828.14,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,33,UNCLASSIFIED,Sewer Enterprise Fund,1059971.05,859755.48,733235.91,1186490.62,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,33,UNCLASSIFIED,Sewer Betterment Fund,432151.41,1079018.89,848584.76,662585.54,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,33,UNCLASSIFIED,Public Health Emergency Preparedness,12295.09,,,12295.09,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,33,UNCLASSIFIED,DEP Pay As You Throw Grant,4720.43,,,4720.43,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,33,UNCLASSIFIED,Recycling Outreach Fund,3800.00,,,3800.00,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,33,UNCLASSIFIED,Repayments Sewer Hookup,9222.00,,,9222.00,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,33,UNCLASSIFIED,Solid Waste/Recycling Enterprise Fund,8386.61,292343.70,285122.03,15608.28,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,33,UNCLASSIFIED,CVS Volunteer Challenge Grant,500.00,,,500.00,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,33,UNCLASSIFIED,Fields Pond Foundation,1600.00,,,1600.00,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,33,UNCLASSIFIED,March for Parks,1617.25,,,1617.25,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,33,UNCLASSIFIED,Skate Park Fund,197.00,,,197.00,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,33,UNCLASSIFIED,Weights/Measures Citation Fund,325.00,,,325.00,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,33,UNCLASSIFIED,Marshall Park Restoration Fund,125.00,,,125.00,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,33,UNCLASSIFIED,Comcast Technology Capital Grant,39796.01,,,39796.01,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,33,UNCLASSIFIED,Sale of Real Estate Fund,9925.00,,,9925.00,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,33,UNCLASSIFIED,Arts Lottery Fund,7310.75,4754.02,9156.00,2908.77,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,33,UNCLASSIFIED,Peg Access Committee Fund,270235.70,107889.80,74573.96,303551.54,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,33,UNCLASSIFIED,Debris Removal Gift Fund,676.00,,,676.00,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,33,UNCLASSIFIED,Citizens Relief Fund,200.00,,,200.00,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,33,UNCLASSIFIED,Hollis Road Revolving,21116.63,10200.00,12500.50,18816.13,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,33,UNCLASSIFIED,Municipal Energy Technical Assistance Grant,-8175.00,8650.00,480.00,-5.00,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,33,UNCLASSIFIED,Water Infrastructure Planning Grant,-30000.00,30000.00,,0.00,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,33,UNCLASSIFIED,Recycling Dividends Program Grant,0.00,5400.00,3549.40,1850.60,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2017,FY2017,33,UNCLASSIFIED,RUOK Program Grant,216.00,,216.00,0.00,yes,sources/town-annual-reports/docs/4124-fy-2017-annual-town-report.pdf,vision
2016,FY2016,31,GENERAL GOVERNMENT,Regional Assessor Fund,30907.25,,,30907.25,yes,sources/town-annual-reports/docs/4123-fy-2016-annual-town-report.pdf,vision
2016,FY2016,31,GENERAL GOVERNMENT,Conservation Fund,319.59,,,319.59,yes,sources/town-annual-reports/docs/4123-fy-2016-annual-town-report.pdf,vision
2016,FY2016,31,GENERAL GOVERNMENT,Conservation Consultant Revolving,120.50,,,120.50,yes,sources/town-annual-reports/docs/4123-fy-2016-annual-town-report.pdf,vision
2016,FY2016,31,GENERAL GOVERNMENT,Zoning Board Consultant Revolving,11301.96,,,11301.96,yes,sources/town-annual-reports/docs/4123-fy-2016-annual-town-report.pdf,vision
2016,FY2016,31,GENERAL GOVERNMENT,Conservation Gift Fund-Cook Farm,148.00,,,148.00,yes,sources/town-annual-reports/docs/4123-fy-2016-annual-town-report.pdf,vision
2016,FY2016,31,GENERAL GOVERNMENT,Town Records Gift Fund,252.35,,,252.35,yes,sources/town-annual-reports/docs/4123-fy-2016-annual-town-report.pdf,vision
2016,FY2016,31,GENERAL GOVERNMENT,Scholarship Fund,232.26,,,232.26,yes,sources/town-annual-reports/docs/4123-fy-2016-annual-town-report.pdf,vision
2016,FY2016,31,GENERAL GOVERNMENT,Sewer Gift Fund,387.09,,,387.09,yes,sources/town-annual-reports/docs/4123-fy-2016-annual-town-report.pdf,vision
2016,FY2016,31,GENERAL GOVERNMENT,Insurance Recoveries,3619.33,34502.25,4414.00,33707.58,yes,sources/town-annual-reports/docs/4123-fy-2016-annual-town-report.pdf,vision
2016,FY2016,31,GENERAL GOVERNMENT,Town Hall Chimney Grant,3000.00,,,3000.00,yes,sources/town-annual-reports/docs/4123-fy-2016-annual-town-report.pdf,vision
2016,FY2016,31,GENERAL GOVERNMENT,General Government Gift Fund,1110.00,,,1110.00,yes,sources/town-annual-reports/docs/4123-fy-2016-annual-town-report.pdf,vision
2016,FY2016,31,GENERAL GOVERNMENT,Household Hazardous Waste,768.76,,,768.76,yes,sources/town-annual-reports/docs/4123-fy-2016-annual-town-report.pdf,vision
2016,FY2016,31,SCHOOL DEPARTMENT,School Lunch,26050.14,396270.67,410580.86,11739.95,yes,sources/town-annual-reports/docs/4123-fy-2016-annual-town-report.pdf,vision
2016,FY2016,31,SCHOOL DEPARTMENT,Title I #305,-27107.00,328796.00,293566.79,8122.21,yes,sources/town-annual-reports/docs/4123-fy-2016-annual-town-report.pdf,vision
2016,FY2016,31,SCHOOL DEPARTMENT,PL 94-142 #240,-51747.42,398638.00,338722.24,8168.34,yes,sources/town-annual-reports/docs/4123-fy-2016-annual-town-report.pdf,vision
2016,FY2016,31,SCHOOL DEPARTMENT,United Way Venture,40.42,,,40.42,yes,sources/town-annual-reports/docs/4123-fy-2016-annual-town-report.pdf,vision
2016,FY2016,31,SCHOOL DEPARTMENT,Recovery for Lost Books,7215.22,391.99,88.24,7518.97,yes,sources/town-annual-reports/docs/4123-fy-2016-annual-town-report.pdf,vision
2016,FY2016,31,SCHOOL DEPARTMENT,Chapter 658 School Athletics,54157.96,109350.98,113818.68,49690.26,yes,sources/town-annual-reports/docs/4123-fy-2016-annual-town-report.pdf,vision
2016,FY2016,31,SCHOOL DEPARTMENT,After School Activities,99525.03,201225.05,191032.36,109717.72,yes,sources/town-annual-reports/docs/4123-fy-2016-annual-town-report.pdf,vision
2016,FY2016,31,SCHOOL DEPARTMENT,School Facilities Use,854.95,33108.96,19489.63,14474.28,yes,sources/town-annual-reports/docs/4123-fy-2016-annual-town-report.pdf,vision
2016,FY2016,31,SCHOOL DEPARTMENT,Non-Resident Tuition,44714.73,18372.00,0.00,63086.73,yes,sources/town-annual-reports/docs/4123-fy-2016-annual-town-report.pdf,vision
2016,FY2016,31,SCHOOL DEPARTMENT,Adult Education,4346.61,500.90,300.00,4547.51,yes,sources/town-annual-reports/docs/4123-fy-2016-annual-town-report.pdf,vision
2016,FY2016,31,SCHOOL DEPARTMENT,Summer School Program,90.00,,,90.00,yes,sources/town-annual-reports/docs/4123-fy-2016-annual-town-report.pdf,vision
2016,FY2016,31,SCHOOL DEPARTMENT,School Choice,254512.23,286673.00,144315.65,396869.58,yes,sources/town-annual-reports/docs/4123-fy-2016-annual-town-report.pdf,vision
2016,FY2016,31,SCHOOL DEPARTMENT,School Gift Fund,72215.22,77373.34,54019.74,95568.82,yes,sources/town-annual-reports/docs/4123-fy-2016-annual-town-report.pdf,vision
2016,FY2016,31,SCHOOL DEPARTMENT,Greenthumb Revolving,3774.01,1395.90,5148.38,21.53,yes,sources/town-annual-reports/docs/4123-fy-2016-annual-town-report.pdf,vision
2016,FY2016,31,SCHOOL DEPARTMENT,Custodian Special Details,4721.10,13269.67,14673.98,3316.79,yes,sources/town-annual-reports/docs/4123-fy-2016-annual-town-report.pdf,vision
2016,FY2016,33,SCHOOL DEPARTMENT,Tech Prep Consortium,1450.00,,,1450.00,yes,sources/town-annual-reports/docs/4123-fy-2016-annual-town-report.pdf,vision
2016,FY2016,33,SCHOOL DEPARTMENT,BC/BS Healthy Choices,94.65,,,94.65,yes,sources/town-annual-reports/docs/4123-fy-2016-annual-town-report.pdf,vision
2016,FY2016,33,SCHOOL DEPARTMENT,50/50 Grant Sped Tuitions,-119894.01,962816.00,586891.16,256030.83,yes,sources/town-annual-reports/docs/4123-fy-2016-annual-town-report.pdf,vision
2016,FY2016,33,SCHOOL DEPARTMENT,Insurance Recoveries - School,2457.35,,,2457.35,yes,sources/town-annual-reports/docs/4123-fy-2016-annual-town-report.pdf,vision
2016,FY2016,33,SCHOOL DEPARTMENT,Extended Day Revolving Fund,112884.10,300590.66,246943.94,166530.82,yes,sources/town-annual-reports/docs/4123-fy-2016-annual-town-report.pdf,vision
