fy,lea,district,org_code,org_name,org_level,subject,subject_level,pk_2_fte,grade_3_5_fte,grade_6_8_fte,grade_9_12_fte,multi_grade_fte,all_grade_fte,total_fte,printing,reconciles,agrees_with_teacher_subject,doc_id
2022,07350000,North Middlesex,07350000,North Middlesex,district,Reading,subject,0,2.9,4.4,0.4,0,14,21.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350000,North Middlesex,district,Science,subject,8.2,8,7.5,9,0,0,32.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350000,North Middlesex,district,Social Studies/Social Sciences,subject,8.2,7.9,7.2,1,0,0,24.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350002,Squannacook Early Childhood Center,school,All,all,5.9,0.3,0,0,0,0,6.2,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350002,Squannacook Early Childhood Center,school,Core-All Subjects,group,5.2,0.1,0,0,0,0,5.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350002,Squannacook Early Childhood Center,school,English/Language Arts,subject,0.3,0.1,0,0,0,0,0.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350002,Squannacook Early Childhood Center,school,Mathematics,subject,0.1,0.1,0,0,0,0,0.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350002,Squannacook Early Childhood Center,school,Science,subject,0.1,0.1,0,0,0,0,0.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350002,Squannacook Early Childhood Center,school,Social Studies/Social Sciences,subject,0.1,0.1,0,0,0,0,0.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350005,Spaulding Memorial,school,All,all,17.3,12.6,0,0,0,4,33.9,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350005,Spaulding Memorial,school,Arts,subject,1,0.6,0,0,0,0,1.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350005,Spaulding Memorial,school,Computer and Information Sciences,subject,0.5,0.3,0,0,0,0,0.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350005,Spaulding Memorial,school,Core-All Subjects,group,3,2,0,0,0,0,5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350005,Spaulding Memorial,school,English/Language Arts,subject,3,3,0,0,0,0,6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350005,Spaulding Memorial,school,Mathematics,subject,3,2,0,0,0,0,5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350005,Spaulding Memorial,school,Miscellaneous,subject,0.4,0.3,0,0,0,0,0.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350005,Spaulding Memorial,school,"Physical, Health, and Safety Education",subject,0.5,0.3,0,0,0,0,0.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350005,Spaulding Memorial,school,Reading,subject,0,0,0,0,0,4,4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350005,Spaulding Memorial,school,Science,subject,3,2,0,0,0,0,5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350005,Spaulding Memorial,school,Social Studies/Social Sciences,subject,3,2,0,0,0,0,5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350010,Ashby Elementary,school,All,all,5.6,4.4,0,0,0,1,11,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350010,Ashby Elementary,school,Arts,subject,0.2,0.2,0,0,0,0,0.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350010,Ashby Elementary,school,Computer and Information Sciences,subject,0.1,0.1,0,0,0,0,0.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350010,Ashby Elementary,school,Core-All Subjects,group,1,0.8,0,0,0,0,1.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350010,Ashby Elementary,school,English/Language Arts,subject,1,0.8,0,0,0,0,1.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350010,Ashby Elementary,school,Mathematics,subject,1,0.8,0,0,0,0,1.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350010,Ashby Elementary,school,Miscellaneous,subject,0.1,0.1,0,0,0,0,0.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350010,Ashby Elementary,school,"Physical, Health, and Safety Education",subject,0.1,0.1,0,0,0,0,0.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350010,Ashby Elementary,school,Reading,subject,0,0,0,0,0,1,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350010,Ashby Elementary,school,Science,subject,1,0.8,0,0,0,0,1.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350010,Ashby Elementary,school,Social Studies/Social Sciences,subject,1,0.8,0,0,0,0,1.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350030,Hawthorne Brook,school,All,all,0,9.2,29.2,0,0,3,41.4,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350030,Hawthorne Brook,school,Arts,subject,0,1.2,2.3,0,0,0,3.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350030,Hawthorne Brook,school,Computer and Information Sciences,subject,0,0.4,1.6,0,0,0,2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350030,Hawthorne Brook,school,English/Language Arts,subject,0,1.7,5.2,0,0,0,6.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350030,Hawthorne Brook,school,Mathematics,subject,0,1.5,4.9,0,0,0,6.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350030,Hawthorne Brook,school,Miscellaneous,subject,0,0.8,4.3,0,0,0,5.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350030,Hawthorne Brook,school,"Physical, Health, and Safety Education",subject,0,0.7,2.3,0,0,0,3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350030,Hawthorne Brook,school,Reading,subject,0,1.3,0.9,0,0,3,5.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350030,Hawthorne Brook,school,Science,subject,0,0.8,4.1,0,0,0,5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350030,Hawthorne Brook,school,Social Studies/Social Sciences,subject,0,0.8,3.5,0,0,0,4.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350035,Varnum Brook,school,All,all,23.2,17.3,0,0,0,5,45.5,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350035,Varnum Brook,school,Arts,subject,1.2,0.8,0,0,0,0,2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350035,Varnum Brook,school,Computer and Information Sciences,subject,0.6,0.4,0,0,0,0,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350035,Varnum Brook,school,Core-All Subjects,group,4.1,2.9,0,0,0,0,7.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350035,Varnum Brook,school,English/Language Arts,subject,4.1,3.7,0,0,0,0,7.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350035,Varnum Brook,school,Mathematics,subject,4,2.9,0,0,0,0,7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350035,Varnum Brook,school,Miscellaneous,subject,0.3,0.2,0,0,0,0,0.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350035,Varnum Brook,school,"Physical, Health, and Safety Education",subject,0.6,0.4,0,0,0,0,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350035,Varnum Brook,school,Reading,subject,0,0,0,0,0,5,5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350035,Varnum Brook,school,Science,subject,4.1,2.9,0,0,0,0,7.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350035,Varnum Brook,school,Social Studies/Social Sciences,subject,4.1,2.9,0,0,0,0,7.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350310,Nissitissit Middle School,school,All,all,0,11.2,37.3,0,0,1,49.5,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350310,Nissitissit Middle School,school,Arts,subject,0,1.2,2.3,0,0,0,3.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350310,Nissitissit Middle School,school,Computer and Information Sciences,subject,0,0.4,1.6,0,0,0,2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350310,Nissitissit Middle School,school,English/Language Arts,subject,0,1.6,5.4,0,0,0,7.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350310,Nissitissit Middle School,school,Foreign Language,subject,0,0,0.1,0,0,0,0.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350310,Nissitissit Middle School,school,Mathematics,subject,0,1.3,5.7,0,0,0,7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350310,Nissitissit Middle School,school,Miscellaneous,subject,0,1.7,9.3,0,0,0,11,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350310,Nissitissit Middle School,school,"Physical, Health, and Safety Education",subject,0,0.6,2.4,0,0,0,3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350310,Nissitissit Middle School,school,Reading,subject,0,1.6,3.5,0,0,1,6.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350310,Nissitissit Middle School,school,Science,subject,0,1.4,3.4,0,0,0,4.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350310,Nissitissit Middle School,school,Social Studies/Social Sciences,subject,0,1.2,3.7,0,0,0,4.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350505,North Middlesex Regional,school,All,all,0,0,0,56.1,0,0.1,56.2,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350505,North Middlesex Regional,school,Arts,subject,0,0,0,5.5,0,0,5.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350505,North Middlesex Regional,school,Business and Marketing,subject,0,0,0,0.7,0,0,0.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350505,North Middlesex Regional,school,Civics/Government,subject,0,0,0,0.6,0,0,0.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350505,North Middlesex Regional,school,Communications and Audio/Visual Technology,subject,0,0,0,0.8,0,0,0.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350505,North Middlesex Regional,school,Computer and Information Sciences,subject,0,0,0,0.7,0,0,0.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350505,North Middlesex Regional,school,Economics,subject,0,0,0,0.4,0,0,0.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350505,North Middlesex Regional,school,Engineering and Technology,subject,0,0,0,1.9,0,0,1.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350505,North Middlesex Regional,school,English/Language Arts,subject,0,0,0,10,0,0,10,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350505,North Middlesex Regional,school,Foreign Language,subject,0,0,0,4,0,0,4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350505,North Middlesex Regional,school,History,subject,0,0,0,6.5,0,0,6.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350505,North Middlesex Regional,school,Mathematics,subject,0,0,0,8.4,0,0,8.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350505,North Middlesex Regional,school,Miscellaneous,subject,0,0,0,3.3,0,0.1,3.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350505,North Middlesex Regional,school,"Physical, Health, and Safety Education",subject,0,0,0,3,0,0,3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350505,North Middlesex Regional,school,Reading,subject,0,0,0,0.4,0,0,0.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350505,North Middlesex Regional,school,Science,subject,0,0,0,9,0,0,9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2022,07350000,North Middlesex,07350505,North Middlesex Regional,school,Social Studies/Social Sciences,subject,0,0,0,1,0,0,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,"Agriculture, Food, and Natural Resources",subject,0.3,0.3,2.3,32.6,2.1,0.4,38.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,All,all,15711.3,14133.8,16665.4,20415.6,7784.6,2267,76977.6,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,Architecture and Construction,subject,0,0,4.4,53.7,10.3,3.7,72.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,Arts,subject,977.4,1017.2,1153.8,932.2,392,143.2,4615.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,Business and Marketing,subject,0.8,1,6.1,205.6,53.9,15.9,283.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,CH74 - Agriculture and Natural Resources,subject,0,0,0,74.6,1,0,75.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,CH74 - Arts and Communications Services,subject,0,0,0,102.4,2.5,0,105,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,CH74 - Business and Consumer Services,subject,0,0,0,133.3,1.7,0,135,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,CH74 - Construction,subject,0,0,0,383.7,0.3,0,384,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,CH74 - Exploratory,subject,0,0,0,304,0,0.5,304.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,CH74 - Health,subject,0,0,0,174.4,3,0.4,177.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,CH74 - Hospitality and Tourism,subject,0,0,0,151.2,0.5,1.7,153.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,CH74 - Human Services and Education,subject,0,0,0,44.2,2.1,0,46.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,CH74 - Information Technology Services,subject,0,0,0,65.9,0.6,0,66.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,"CH74 - Law, Justice",subject,0,0,0,15.4,0,0,15.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,"CH74 - Manufacturing, Engineering and Technology",subject,0,0,0,231,0.9,0.4,232.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,CH74 - Transportation,subject,0,0,0,173.6,0.3,0.8,174.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,Civics/Government,subject,0,1.1,103.5,217.6,35.9,4.7,362.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,Communications and Audio/Visual Technology,subject,7.4,8.7,25.5,138.3,34.6,17,231.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,Computer and Information Sciences,subject,140.7,167.9,244.2,237.4,102.6,24.4,917.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,Core-All Subjects,group,4938.6,2804.7,315,193,2551.5,662.6,11465.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,Economics,subject,0,0,0,51.9,13.6,1.3,66.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,Engineering and Technology,subject,38.9,54,199.1,146.3,45.3,14.3,497.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,English/Language Arts,subject,2551.5,2595.9,3532.6,3791.5,1011,264.2,13746.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,Foreign Language,subject,83.3,113.2,831.4,1491.3,286.3,56,2861.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,Geography,subject,0.5,0,108,21.9,6.3,2.4,139.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,Health Care Sciences,subject,0,0,0.4,46.9,9.9,1.8,59,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,History,subject,0.3,4.7,193.9,2081.4,133,21,2434.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,Hospitality and Tourism,subject,0,0,0.2,55.2,8,2.4,65.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,Human Services,subject,0,0,0,59.3,12.3,55.1,126.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,Manufacturing,subject,0,0,15.8,27.6,7.9,0.3,51.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,Mathematics,subject,2053.2,2198.3,3214.3,3272.4,643.1,178.9,11560,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,Military Science,subject,0,0,0.2,39.7,4.7,2.8,47.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,Miscellaneous,subject,381.9,379.8,903,1250.1,967.7,330,4212.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,"Physical, Health, and Safety Education",subject,687.3,689,1055,964,257.6,69.1,3721.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,"Public, Protective, and Government Service",subject,0,0,0,41.5,14.2,1.6,57.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,Reading,subject,698.4,734.5,407.2,87.1,629.1,256.3,2812.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,Religious Education and Theology,subject,0,0,0.3,1.7,1.8,0,3.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,Science,subject,1614.5,1707.8,2394.1,2745.9,434.4,85.9,8982.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,Social Studies/Social Sciences,subject,1536.4,1655.5,1955.2,348.3,101.2,47.2,5643.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,00000000,State,00000000,State,state,"Transportation, Distribution and Logistics",subject,0,0,0,27.7,1.4,1,30.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,01250000,Harvard,01250000,Harvard,district,All,all,18.3,14.2,22.9,24.7,10.2,1.4,91.7,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,01250000,Harvard,01250000,Harvard,district,Arts,subject,1,1,2.4,0.9,0.4,0.3,6.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,01250000,Harvard,01250000,Harvard,district,Communications and Audio/Visual Technology,subject,0,0,0,0.2,0,0,0.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,01250000,Harvard,01250000,Harvard,district,Computer and Information Sciences,subject,0.5,0.5,0,0.2,0,0,1.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,01250000,Harvard,01250000,Harvard,district,Core-All Subjects,group,3,0,0,0,3,0,6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,01250000,Harvard,01250000,Harvard,district,Economics,subject,0,0,0,0.4,0,0,0.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,01250000,Harvard,01250000,Harvard,district,Engineering and Technology,subject,0,0,1.7,0,0,0,1.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,01250000,Harvard,01250000,Harvard,district,English/Language Arts,subject,3.4,2.4,3.1,5,0,0,13.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,01250000,Harvard,01250000,Harvard,district,Foreign Language,subject,0,0,2.8,3.8,0,0.1,6.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,01250000,Harvard,01250000,Harvard,district,Geography,subject,0,0,0,0.5,0,0,0.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,01250000,Harvard,01250000,Harvard,district,History,subject,0,0,3,2.4,0.3,0,5.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,01250000,Harvard,01250000,Harvard,district,Mathematics,subject,3.4,2.2,3.1,2.5,2,0,13.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,01250000,Harvard,01250000,Harvard,district,Miscellaneous,subject,3.4,3,1.3,1.9,3.2,0,12.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,01250000,Harvard,01250000,Harvard,district,"Physical, Health, and Safety Education",subject,0.8,0.7,2,2.3,0,0,5.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,01250000,Harvard,01250000,Harvard,district,"Public, Protective, and Government Service",subject,0,0,0,0.3,0,0,0.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,01250000,Harvard,01250000,Harvard,district,Reading,subject,0,0,0.4,0.3,0.1,1,1.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,01250000,Harvard,01250000,Harvard,district,Science,subject,1.7,2.2,3.1,3.9,1.2,0,12,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,01250000,Harvard,01250000,Harvard,district,Social Studies/Social Sciences,subject,1.2,2.3,0,0.2,0,0,3.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,01250000,Harvard,01250005,Hildreth Elementary School,school,All,all,18.3,14.2,0,0,3,1,36.5,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,01250000,Harvard,01250005,Hildreth Elementary School,school,Arts,subject,1,1,0,0,0,0,2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,01250000,Harvard,01250005,Hildreth Elementary School,school,Computer and Information Sciences,subject,0.5,0.5,0,0,0,0,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,01250000,Harvard,01250005,Hildreth Elementary School,school,Core-All Subjects,group,3,0,0,0,3,0,6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,01250000,Harvard,01250005,Hildreth Elementary School,school,English/Language Arts,subject,3.4,2.4,0,0,0,0,5.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,01250000,Harvard,01250005,Hildreth Elementary School,school,Mathematics,subject,3.4,2.2,0,0,0,0,5.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,01250000,Harvard,01250005,Hildreth Elementary School,school,Miscellaneous,subject,3.4,3,0,0,0,0,6.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,01250000,Harvard,01250005,Hildreth Elementary School,school,"Physical, Health, and Safety Education",subject,0.8,0.7,0,0,0,0,1.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,01250000,Harvard,01250005,Hildreth Elementary School,school,Reading,subject,0,0,0,0,0,1,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,01250000,Harvard,01250005,Hildreth Elementary School,school,Science,subject,1.7,2.2,0,0,0,0,3.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,01250000,Harvard,01250005,Hildreth Elementary School,school,Social Studies/Social Sciences,subject,1.2,2.3,0,0,0,0,3.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,01250000,Harvard,01250505,The Bromfield High School,school,All,all,0,0,22.9,24.7,7.2,0.4,55.2,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2023,01250000,Harvard,01250505,The Bromfield High School,school,Arts,subject,0,0,2.4,0.9,0.4,0.3,4.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
