fy,lea,district,org_code,org_name,org_level,subject,subject_level,pk_2_fte,grade_3_5_fte,grade_6_8_fte,grade_9_12_fte,multi_grade_fte,all_grade_fte,total_fte,printing,reconciles,agrees_with_teacher_subject,doc_id
2010,07350000,North Middlesex,07350005,Spaulding Memorial,school,"Physical, Health, and Safety Education",subject,0.6,0.4,0,0,0,0,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350010,Ashby Elementary,school,All,all,6.8,6.1,0,0,2,0,14.9,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350010,Ashby Elementary,school,Arts,subject,1.2,0.3,0,0,0,0,1.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350010,Ashby Elementary,school,Computer and Information Sciences,subject,0,0.6,0,0,0,0,0.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350010,Ashby Elementary,school,Core-All Subjects,group,5,2.3,0,0,2,0,9.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350010,Ashby Elementary,school,English/Language Arts,subject,0,1.3,0,0,0,0,1.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350010,Ashby Elementary,school,Mathematics,subject,0,1.3,0,0,0,0,1.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350010,Ashby Elementary,school,Miscellaneous,subject,0.2,0.2,0,0,0,0,0.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350010,Ashby Elementary,school,"Physical, Health, and Safety Education",subject,0.4,0,0,0,0,0,0.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350030,Hawthorne Brook,school,All,all,0,7.1,37.4,0,0.2,0,44.8,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350030,Hawthorne Brook,school,Arts,subject,0,1.1,2.7,0,0,0,3.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350030,Hawthorne Brook,school,Computer and Information Sciences,subject,0,0.5,1.7,0,0,0,2.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350030,Hawthorne Brook,school,Core-All Subjects,group,0,0,2,0,0,0,2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350030,Hawthorne Brook,school,English/Language Arts,subject,0,2,4.1,0,0,0,6.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350030,Hawthorne Brook,school,Foreign Language,subject,0,0,2.5,0,0,0,2.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350030,Hawthorne Brook,school,History,subject,0,0.6,3.3,0,0.1,0,4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350030,Hawthorne Brook,school,Mathematics,subject,0,1,5,0,0.1,0,6.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350030,Hawthorne Brook,school,Miscellaneous,subject,0,0.4,9.3,0,0,0,9.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350030,Hawthorne Brook,school,"Physical, Health, and Safety Education",subject,0,0.5,2.9,0,0,0,3.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350030,Hawthorne Brook,school,Science,subject,0,1,3.2,0,0,0,4.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350030,Hawthorne Brook,school,Social Studies/Social Sciences,subject,0,0,0.7,0,0,0,0.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350035,Varnum Brook,school,All,all,23.9,14.4,0,0,10,0.2,48.5,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350035,Varnum Brook,school,Arts,subject,2,1.2,0,0,0,0.2,3.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350035,Varnum Brook,school,Computer and Information Sciences,subject,1,0,0,0,0,0,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350035,Varnum Brook,school,Core-All Subjects,group,19,12,0,0,10,0,41,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350035,Varnum Brook,school,Miscellaneous,subject,1,0.4,0,0,0,0,1.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350035,Varnum Brook,school,"Physical, Health, and Safety Education",subject,0.9,0.7,0,0,0,0,1.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350310,Nissitissit Middle School,school,All,all,0,10.3,36.2,0,0.2,0.8,47.5,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350310,Nissitissit Middle School,school,Arts,subject,0,0.9,2,0,0,0.8,3.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350310,Nissitissit Middle School,school,Computer and Information Sciences,subject,0,1,1.6,0,0,0,2.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350310,Nissitissit Middle School,school,English/Language Arts,subject,0,3.2,7.3,0,0,0,10.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350310,Nissitissit Middle School,school,Foreign Language,subject,0,0,3,0,0,0,3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350310,Nissitissit Middle School,school,History,subject,0,1.2,4.3,0,0,0,5.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350310,Nissitissit Middle School,school,Mathematics,subject,0,2,4.8,0,0,0,6.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350310,Nissitissit Middle School,school,Miscellaneous,subject,0,0.4,6,0,0.2,0,6.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350310,Nissitissit Middle School,school,"Physical, Health, and Safety Education",subject,0,0.4,2.2,0,0,0,2.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350310,Nissitissit Middle School,school,Reading,subject,0,0,0.2,0,0,0,0.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350310,Nissitissit Middle School,school,Science,subject,0,1.2,4.8,0,0,0,6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350505,North Middlesex Regional,school,All,all,0,0,0,43.4,28.9,2.3,74.7,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350505,North Middlesex Regional,school,Arts,subject,0,0,0,0,5,0,5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350505,North Middlesex Regional,school,Business and Marketing,subject,0,0,0,0.3,0,0.3,0.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350505,North Middlesex Regional,school,Communications and Audio/Visual Technology,subject,0,0,0,1,0.7,0,1.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350505,North Middlesex Regional,school,Computer and Information Sciences,subject,0,0,0,0.3,1.8,0,2.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350505,North Middlesex Regional,school,Economics,subject,0,0,0,0,0,0.7,0.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350505,North Middlesex Regional,school,Engineering and Technology,subject,0,0,0,0,2,0,2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350505,North Middlesex Regional,school,English/Language Arts,subject,0,0,0,9.1,1.3,0,10.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350505,North Middlesex Regional,school,Foreign Language,subject,0,0,0,4.7,5.3,0,10,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350505,North Middlesex Regional,school,History,subject,0,0,0,5.3,1.7,0,7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350505,North Middlesex Regional,school,Human Services,subject,0,0,0,0.3,0,0,0.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350505,North Middlesex Regional,school,Mathematics,subject,0,0,0,9.1,3.3,0.3,12.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350505,North Middlesex Regional,school,Miscellaneous,subject,0,0,0,0.5,4,1,5.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350505,North Middlesex Regional,school,"Physical, Health, and Safety Education",subject,0,0,0,1.3,2,0,3.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350505,North Middlesex Regional,school,Science,subject,0,0,0,9.7,0.8,0,10.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350505,North Middlesex Regional,school,Social Studies/Social Sciences,subject,0,0,0,1.8,0.8,0,2.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2010,07350000,North Middlesex,07350505,North Middlesex Regional,school,Special Education Services,subject,0,0,0,0,0.3,0,0.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,"Agriculture, Food, and Natural Resources",subject,0,0,2,28.1,1.1,1.2,32.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,All,all,13235.2,11760.1,15147.1,17679.2,7435.4,3497.1,68754.2,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,Architecture and Construction,subject,0,0.2,9.2,77.2,20.2,9.5,116.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,Arts,subject,591.3,719,939.9,617.7,582.3,376.2,3826.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,Business and Marketing,subject,0,0,4.2,180.7,65.7,25.9,276.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,CH74 - Agriculture and Natural Resources,subject,0,0,0,46.9,1.3,0,48.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,CH74 - Arts and Communications Services,subject,0,0,0,91.1,2.9,1.3,95.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,CH74 - Business and Consumer Services,subject,0,0,0,141.3,4.5,1.5,147.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,CH74 - Construction,subject,0,0,0,337.8,4.1,0.3,342.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,CH74 - Exploratory,subject,0,0,0,243.6,3.6,0.3,247.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,CH74 - Health,subject,0,0,0,119.5,2,0,121.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,CH74 - Hospitality and Tourism,subject,0,0,0,112.1,3.7,0,115.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,CH74 - Human Services and Education,subject,0,0,0,32.9,0.2,0,33.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,CH74 - Information Technology Services,subject,0,0,0,49.8,2.4,0.5,52.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,"CH74 - Manufacturing, Engineering and Technology",subject,0,0,0,184.9,2.8,0,187.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,CH74 - Transportation,subject,0,0,0,168.8,3.7,0.8,173.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,Civics/Government,subject,0,0,5.5,163.1,32.4,5.7,206.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,Communications and Audio/Visual Technology,subject,5.7,6.1,17.6,129.5,54.4,21.2,234.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,Computer and Information Sciences,subject,117.8,172.7,230.8,198.6,148.1,86.6,954.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,Core-All Subjects,group,9284.2,6303.8,922.4,154.5,2395.3,1328.5,20388.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,Economics,subject,0,0,1.2,40.8,7.6,1.6,51.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,Engineering and Technology,subject,6.6,9.2,179.1,121.2,45,13.2,374.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,English/Language Arts,subject,794.3,1144.2,3026.6,3244,824.4,171.9,9205.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,Foreign Language,subject,37.4,64.7,769.6,1389.8,299,100.7,2661.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,Geography,subject,0,0,255.9,10.8,4,0.7,271.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,Health Care Sciences,subject,0.2,3.3,6.3,34.4,7.8,4.3,56.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,History,subject,492.5,755.8,798.2,1928.1,168.1,36.8,4179.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,Hospitality and Tourism,subject,0,0,2.6,51,16,4.5,74.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,Human Services,subject,2.4,0.2,0.2,68.1,17.5,13,101.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,Manufacturing,subject,0,0,12.7,32.4,13.9,5,64,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,Mathematics,subject,598.2,936.9,2774.5,2874.9,598.8,124.6,7907.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,Military Science,subject,0,0,0,36.7,5.1,7.3,49.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,Miscellaneous,subject,180.9,180.6,790.1,961.8,751.8,527.6,3392.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,"Physical, Health, and Safety Education",subject,441.4,476.1,887.8,803.6,355.5,246.6,3210.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,"Public, Protective, and Government Service",subject,0,0,0,18,5.5,0.6,24.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,Reading,subject,181.4,191.9,386,88.3,460.5,282.6,1590.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,Religious Education and Theology,subject,0,0,0,2.2,1.8,0,4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,Science,subject,501,792.9,2109.9,2503.3,414.1,78.3,6399.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,Social Studies/Social Sciences,subject,0,2.4,1014.1,352.7,100.2,17,1486.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00000000,State,00000000,State,state,"Transportation, Distribution and Logistics",subject,0,0,1,39.4,8,1.3,49.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00190000,Ayer (non-op),00190000,Ayer (non-op),district,All,all,12.4,11.8,0,19.4,0,2,45.6,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00190000,Ayer (non-op),00190000,Ayer (non-op),district,Arts,subject,1.4,1.8,0,1.2,0,0,4.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00190000,Ayer (non-op),00190000,Ayer (non-op),district,Civics/Government,subject,0,0,0,0.4,0,0,0.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00190000,Ayer (non-op),00190000,Ayer (non-op),district,Communications and Audio/Visual Technology,subject,0,0,0,1.1,0,0,1.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00190000,Ayer (non-op),00190000,Ayer (non-op),district,Core-All Subjects,group,9.5,8.3,0,1.9,0,2,21.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00190000,Ayer (non-op),00190000,Ayer (non-op),district,Engineering and Technology,subject,0,0,0,1.3,0,0,1.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00190000,Ayer (non-op),00190000,Ayer (non-op),district,English/Language Arts,subject,0,0,0,4.3,0,0,4.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00190000,Ayer (non-op),00190000,Ayer (non-op),district,Foreign Language,subject,0,0,0,1.4,0,0,1.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00190000,Ayer (non-op),00190000,Ayer (non-op),district,History,subject,0,0,0,1.1,0,0,1.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00190000,Ayer (non-op),00190000,Ayer (non-op),district,Mathematics,subject,0,0,0,2,0,0,2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00190000,Ayer (non-op),00190000,Ayer (non-op),district,Miscellaneous,subject,0,0,0,1.1,0,0,1.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00190000,Ayer (non-op),00190000,Ayer (non-op),district,"Physical, Health, and Safety Education",subject,1.4,1.8,0,1.2,0,0,4.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00190000,Ayer (non-op),00190000,Ayer (non-op),district,Science,subject,0,0,0,1.9,0,0,1.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00190000,Ayer (non-op),00190000,Ayer (non-op),district,Social Studies/Social Sciences,subject,0,0,0,0.6,0,0,0.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00190000,Ayer (non-op),00190025,Page-Hilltop,school,All,all,12.4,11.8,0,0,0,2,26.3,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00190000,Ayer (non-op),00190025,Page-Hilltop,school,Arts,subject,1.4,1.8,0,0,0,0,3.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00190000,Ayer (non-op),00190025,Page-Hilltop,school,Core-All Subjects,group,9.5,8.3,0,0,0,2,19.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00190000,Ayer (non-op),00190025,Page-Hilltop,school,"Physical, Health, and Safety Education",subject,1.4,1.8,0,0,0,0,3.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00190000,Ayer (non-op),00190510,Ayer High School,school,All,all,0,0,0,19.4,0,0,19.4,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00190000,Ayer (non-op),00190510,Ayer High School,school,Arts,subject,0,0,0,1.2,0,0,1.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00190000,Ayer (non-op),00190510,Ayer High School,school,Civics/Government,subject,0,0,0,0.4,0,0,0.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00190000,Ayer (non-op),00190510,Ayer High School,school,Communications and Audio/Visual Technology,subject,0,0,0,1.1,0,0,1.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00190000,Ayer (non-op),00190510,Ayer High School,school,Core-All Subjects,group,0,0,0,1.9,0,0,1.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00190000,Ayer (non-op),00190510,Ayer High School,school,Engineering and Technology,subject,0,0,0,1.3,0,0,1.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00190000,Ayer (non-op),00190510,Ayer High School,school,English/Language Arts,subject,0,0,0,4.3,0,0,4.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00190000,Ayer (non-op),00190510,Ayer High School,school,Foreign Language,subject,0,0,0,1.4,0,0,1.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00190000,Ayer (non-op),00190510,Ayer High School,school,History,subject,0,0,0,1.1,0,0,1.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00190000,Ayer (non-op),00190510,Ayer High School,school,Mathematics,subject,0,0,0,2,0,0,2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00190000,Ayer (non-op),00190510,Ayer High School,school,Miscellaneous,subject,0,0,0,1.1,0,0,1.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00190000,Ayer (non-op),00190510,Ayer High School,school,"Physical, Health, and Safety Education",subject,0,0,0,1.2,0,0,1.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00190000,Ayer (non-op),00190510,Ayer High School,school,Science,subject,0,0,0,1.9,0,0,1.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,00190000,Ayer (non-op),00190510,Ayer High School,school,Social Studies/Social Sciences,subject,0,0,0,0.6,0,0,0.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250000,Harvard,district,All,all,13.4,14.6,21.1,30.4,4,1.2,84.7,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250000,Harvard,district,Arts,subject,1.4,1.6,2.2,3.3,0,0,8.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250000,Harvard,district,Civics/Government,subject,0,0,0,0.4,0,0,0.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250000,Harvard,district,Communications and Audio/Visual Technology,subject,0,0,0,0,0,0.2,0.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250000,Harvard,district,Core-All Subjects,group,12,13,0,0,4,0,29,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250000,Harvard,district,Economics,subject,0,0,0,0.6,0,0,0.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250000,Harvard,district,Engineering and Technology,subject,0,0,1.5,0.5,0,0,2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250000,Harvard,district,English/Language Arts,subject,0,0,2,4.1,0,0,6.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250000,Harvard,district,Foreign Language,subject,0,0,3.1,3.9,0,0,7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250000,Harvard,district,Geography,subject,0,0,0,1,0,0,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250000,Harvard,district,Health Care Sciences,subject,0,0,0,0.1,0,0,0.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250000,Harvard,district,History,subject,0,0,3,2,0,0,5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250000,Harvard,district,Mathematics,subject,0,0,3.5,5.2,0,0,8.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250000,Harvard,district,Miscellaneous,subject,0,0,0.9,2.3,0,0,3.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250000,Harvard,district,"Physical, Health, and Safety Education",subject,0,0,1.3,0.6,0,0,1.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250000,Harvard,district,Reading,subject,0,0,0.5,0.5,0,1,2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250000,Harvard,district,Science,subject,0,0,3,5,0,0,8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250000,Harvard,district,Social Studies/Social Sciences,subject,0,0,0,1,0,0,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250005,Hildreth Elementary School,school,All,all,13.4,14.6,0,0,4,1,33,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250005,Hildreth Elementary School,school,Arts,subject,1.4,1.6,0,0,0,0,3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250005,Hildreth Elementary School,school,Core-All Subjects,group,12,13,0,0,4,0,29,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250005,Hildreth Elementary School,school,Reading,subject,0,0,0,0,0,1,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250505,The Bromfield High School,school,All,all,0,0,21.1,30.4,0,0.2,51.7,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250505,The Bromfield High School,school,Arts,subject,0,0,2.2,3.3,0,0,5.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250505,The Bromfield High School,school,Civics/Government,subject,0,0,0,0.4,0,0,0.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2011,01250000,Harvard,01250505,The Bromfield High School,school,Communications and Audio/Visual Technology,subject,0,0,0,0,0,0.2,0.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
