kind,sy,org_code,org_name,org_type,subj,tot_clss_cnt,avg_clss_cnt,tot_stu_cnt,aian_pct,as_pct,baa_pct,hl_pct,mnhl_pct,nhpi_pct,wh_pct,fe_pct,ma_pct,el_pct,li_pct,ecd_pct,swd_pct
class_size,2025,01620305,Lunenburg Middle School,School,"Agriculture, Food and Natural Resources",0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
class_size,2025,01620305,Lunenburg Middle School,School,Arts,38,23.0,389,0.0,0.015,0.054,0.111,0.033,0.003,0.784,0.514,0.486,0.026,21.3,,0.188
class_size,2025,01620305,Lunenburg Middle School,School,Business and Marketing,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
class_size,2025,01620305,Lunenburg Middle School,School,Civics/Government,5,24.8,123,0.0,0.016,0.065,0.098,0.041,0.0,0.781,0.48,0.52,0.016,19.5,,0.163
class_size,2025,01620305,Lunenburg Middle School,School,Communications and Audio/Visual Technology,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
class_size,2025,01620305,Lunenburg Middle School,School,Computer and Information Sciences,5,24.0,120,0.0,0.017,0.067,0.092,0.042,0.0,0.783,0.475,0.525,0.017,16.7,,0.158
class_size,2025,01620305,Lunenburg Middle School,School,Core-All Subjects,34,24.0,264,0.0,0.015,0.053,0.114,0.027,0.004,0.788,0.527,0.474,0.03,21.2,,0.193
class_size,2025,01620305,Lunenburg Middle School,School,Economics,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
class_size,2025,01620305,Lunenburg Middle School,School,Engineering and Technology,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
class_size,2025,01620305,Lunenburg Middle School,School,English/Language Arts,17,23.2,387,0.0,0.016,0.057,0.114,0.031,0.003,0.78,0.514,0.486,0.026,21.2,,0.178
class_size,2025,01620305,Lunenburg Middle School,School,Foreign Language,5,23.0,115,0.0,0.017,0.061,0.096,0.052,0.0,0.774,0.478,0.522,0.017,19.1,,0.104
class_size,2025,01620305,Lunenburg Middle School,School,Geography,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
class_size,2025,01620305,Lunenburg Middle School,School,Health Care Sciences,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
class_size,2025,01620305,Lunenburg Middle School,School,History,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
class_size,2025,01620305,Lunenburg Middle School,School,Hospitality and Tourism,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
class_size,2025,01620305,Lunenburg Middle School,School,Human Services,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
class_size,2025,01620305,Lunenburg Middle School,School,Manufacturing,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
class_size,2025,01620305,Lunenburg Middle School,School,Mathematics,18,22.0,390,0.0,0.015,0.056,0.113,0.033,0.003,0.78,0.51,0.49,0.026,21.3,,0.182
class_size,2025,01620305,Lunenburg Middle School,School,Military Science,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
class_size,2025,01620305,Lunenburg Middle School,School,Miscellaneous,2,5.0,10,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.2,0.8,0.0,20.0,,0.9
class_size,2025,01620305,Lunenburg Middle School,School,"Physical, Health, and Safety Education",54,23.4,388,0.0,0.016,0.054,0.111,0.031,0.003,0.786,0.51,0.49,0.026,21.1,,0.186
class_size,2025,01620305,Lunenburg Middle School,School,"Public, Protective, and Government Service",0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
class_size,2025,01620305,Lunenburg Middle School,School,Reading,1,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,1.0
class_size,2025,01620305,Lunenburg Middle School,School,Religious Education and Theology,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
class_size,2025,01620305,Lunenburg Middle School,School,Science,18,22.2,391,0.0,0.015,0.056,0.113,0.031,0.003,0.783,0.512,0.489,0.026,21.0,,0.187
class_size,2025,01620305,Lunenburg Middle School,School,Social Studies/Social Sciences,13,21.2,268,0.0,0.015,0.052,0.119,0.026,0.004,0.784,0.526,0.474,0.03,21.6,,0.198
class_size,2025,01620305,Lunenburg Middle School,School,"Transportation, Distribution and Logistics",0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
class_size,2025,01620305,Lunenburg Middle School,School,CH74 - Agriculture and Natural Resources,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
class_size,2025,01620305,Lunenburg Middle School,School,CH74 - Arts and Communications Services,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
class_size,2025,01620305,Lunenburg Middle School,School,CH74 - Business and Consumer Services,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
