doc_id,fy,period,fund,fund_name,funds_covered,account_type,level,dept,org,object,account,function,name,original,transfers,revised,expended,encumbered,available,pct_used,totals_only,suppress_zero,rounded_columns
sources/town-ledgers/expenses/glytdbud-expense-fy2026-p09-ef-sewer.txt,2026,9,6000,SEWER ENTERPRISE FUND,5000 SEWER BETTERMENTS;5100 WATER BETTERMENT FUND;6000 SEWER ENTERPRISE FUND,expense,account,,60002,571000,,,MILEAGE,200.0,0.0,200.0,92.4,0.0,107.6,46.2,0,0,"original,transfers,revised"
sources/town-ledgers/expenses/glytdbud-expense-fy2026-p09-ef-sewer.txt,2026,9,6000,SEWER ENTERPRISE FUND,5000 SEWER BETTERMENTS;5100 WATER BETTERMENT FUND;6000 SEWER ENTERPRISE FUND,expense,account,,60002,573000,,,DUES/MBRSH,125.0,0.0,125.0,0.0,0.0,125.0,0.0,0,0,"original,transfers,revised"
sources/town-ledgers/expenses/glytdbud-expense-fy2026-p09-ef-sewer.txt,2026,9,6000,SEWER ENTERPRISE FUND,5000 SEWER BETTERMENTS;5100 WATER BETTERMENT FUND;6000 SEWER ENTERPRISE FUND,expense,account,,60002,575004,,,INDIRECT C,122205.0,0.0,122205.0,122204.77,0.0,0.0,100.0,0,0,"original,transfers,revised"
sources/town-ledgers/expenses/glytdbud-expense-fy2026-p09-ef-sewer.txt,2026,9,6000,SEWER ENTERPRISE FUND,5000 SEWER BETTERMENTS;5100 WATER BETTERMENT FUND;6000 SEWER ENTERPRISE FUND,expense,account,,60002,583000,,,CAP IMPROV,77819.0,0.0,77819.0,20965.6,56853.41,0.0,100.0,0,0,"original,transfers,revised"
sources/town-ledgers/expenses/glytdbud-expense-fy2026-p09-ef-sewer.txt,2026,9,6000,SEWER ENTERPRISE FUND,5000 SEWER BETTERMENTS;5100 WATER BETTERMENT FUND;6000 SEWER ENTERPRISE FUND,expense,account,,60002,583200,,,CAPPLAN,145000.0,-3777.0,141223.0,109806.09,16823.91,14593.0,89.7,0,0,"original,transfers,revised"
sources/town-ledgers/expenses/glytdbud-expense-fy2026-p09-ef-sewer.txt,2026,9,6000,SEWER ENTERPRISE FUND,5000 SEWER BETTERMENTS;5100 WATER BETTERMENT FUND;6000 SEWER ENTERPRISE FUND,expense,account,,60002,587008,,,PICKUP TRU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,"original,transfers,revised"
sources/town-ledgers/expenses/glytdbud-expense-fy2026-p09-ef-solid-waste.txt,2026,9,7900,SOLID WASTE/RECYCLING ENTERPRI,7900 SOLID WASTE/RECYCLING ENTERPRI,revenue,department,433,,,,,RECYCLING PROGRAM,-500000.0,0.0,-500000.0,-414378.74,0.0,-85621.26,82.9,1,1,"original,transfers,revised"
sources/town-ledgers/expenses/glytdbud-expense-fy2026-p09-ef-water.txt,2026,9,6100,WATER ENTERPRISE FUND,6100 WATER ENTERPRISE FUND,expense,department,411,,,,,HIGHWAY CONSTRUCTION & MAINTE,45000.0,0.0,45000.0,8542.37,0.0,36457.63,19.0,1,1,"original,transfers,revised"
sources/town-ledgers/expenses/glytdbud-expense-fy2026-p09-gf-all.txt,2026,9,0100,GENERAL FUND,0100 GENERAL FUND,expense,department,122,,,,,SELECT BOARD,180280.0,4778.0,185059.0,117630.98,613.36,66814.33,63.9,1,1,"original,transfers,revised"
sources/town-ledgers/expenses/glytdbud-expense-fy2026-p09-gf-all.txt,2026,9,0100,GENERAL FUND,0100 GENERAL FUND,expense,department,126,,,,,TOWN MANAGER,305325.0,0.0,305325.0,202818.36,37510.48,64996.16,78.7,1,1,"original,transfers,revised"
