town,year,line,amount,role,source_file,source_ref
Upton,2022,Add Unencumbered/Unexpended Appropriations (CL#11),1255233.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A10
Upton,2022,Subtract Negative Free Cash Certified July 1 Prior Year,0.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A11
Upton,2022,Add Prior Year Free Cash Not Appropriated (CL#12),724905.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A12
Upton,2022,Add Overlay Surplus Closed (CL#13),0.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A13
Upton,2022,Prior & Current Year Outstanding Receivables Total,33628.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A14
Upton,2022,Net Change in Adjustment to Free Cash,-42825.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A15
Upton,2022,Other Adjustments,0.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A16
Upton,2022,"Identified Free Cash July 1,",3099529.00,identified_total,dls/free-cash-proof-upton.xlsx,Sheet1!A17
Upton,2023,Free Cash Certified Prior Year,3091598.00,prior_year_certified,dls/free-cash-proof-upton.xlsx,Sheet1!A4
Upton,2023,Current Year Calculation,3541598.00,certified,dls/free-cash-proof-upton.xlsx,Sheet1!A5
Upton,2023,Revenue Deficits,0.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A6
Upton,2023,Excess/Shortfall Local Receipts (CL#6),949574.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A7
Upton,2023,Add Actual Revenue Received but not Estimated (CL#7),0.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A8
Upton,2023,Excess/Shortfall Cherry Sheet Receipts (CL#8),-11727.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A9
Upton,2023,Add Unencumbered/Unexpended Appropriations (CL#11),1206925.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A10
Upton,2023,Subtract Negative Free Cash Certified July 1 Prior Year,0.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A11
Upton,2023,Add Prior Year Free Cash Not Appropriated (CL#12),1625955.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A12
Upton,2023,Add Overlay Surplus Closed (CL#13),0.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A13
Upton,2023,Prior & Current Year Outstanding Receivables Total,-163000.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A14
Upton,2023,Net Change in Adjustment to Free Cash,-1681.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A15
Upton,2023,Other Adjustments,0.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A16
Upton,2023,"Identified Free Cash July 1,",3606046.00,identified_total,dls/free-cash-proof-upton.xlsx,Sheet1!A17
Upton,2024,Free Cash Certified Prior Year,3541598.00,prior_year_certified,dls/free-cash-proof-upton.xlsx,Sheet1!A4
Upton,2024,Current Year Calculation,4187711.00,certified,dls/free-cash-proof-upton.xlsx,Sheet1!A5
Upton,2024,Revenue Deficits,0.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A6
Upton,2024,Excess/Shortfall Local Receipts (CL#6),1442334.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A7
Upton,2024,Add Actual Revenue Received but not Estimated (CL#7),0.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A8
Upton,2024,Excess/Shortfall Cherry Sheet Receipts (CL#8),5092.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A9
Upton,2024,Add Unencumbered/Unexpended Appropriations (CL#11),1216033.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A10
Upton,2024,Subtract Negative Free Cash Certified July 1 Prior Year,0.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A11
Upton,2024,Add Prior Year Free Cash Not Appropriated (CL#12),1185085.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A12
Upton,2024,Add Overlay Surplus Closed (CL#13),0.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A13
Upton,2024,Prior & Current Year Outstanding Receivables Total,426179.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A14
Upton,2024,Net Change in Adjustment to Free Cash,-29100.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A15
Upton,2024,Other Adjustments,0.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A16
Upton,2024,"Identified Free Cash July 1,",4245623.00,identified_total,dls/free-cash-proof-upton.xlsx,Sheet1!A17
Upton,2025,Free Cash Certified Prior Year,4187711.00,prior_year_certified,dls/free-cash-proof-upton.xlsx,Sheet1!A4
Upton,2025,Current Year Calculation,3948723.00,certified,dls/free-cash-proof-upton.xlsx,Sheet1!A5
Upton,2025,Revenue Deficits,0.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A6
Upton,2025,Excess/Shortfall Local Receipts (CL#6),1178016.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A7
Upton,2025,Add Actual Revenue Received but not Estimated (CL#7),0.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A8
Upton,2025,Excess/Shortfall Cherry Sheet Receipts (CL#8),38254.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A9
Upton,2025,Add Unencumbered/Unexpended Appropriations (CL#11),891135.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A10
Upton,2025,Subtract Negative Free Cash Certified July 1 Prior Year,0.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A11
Upton,2025,Add Prior Year Free Cash Not Appropriated (CL#12),1947287.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A12
Upton,2025,Add Overlay Surplus Closed (CL#13),100000.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A13
Upton,2025,Prior & Current Year Outstanding Receivables Total,-126929.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A14
Upton,2025,Net Change in Adjustment to Free Cash,-67086.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A15
Upton,2025,Other Adjustments,0.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A16
Upton,2025,"Identified Free Cash July 1,",3960677.00,identified_total,dls/free-cash-proof-upton.xlsx,Sheet1!A17
Uxbridge,2021,Free Cash Certified Prior Year,2342575.00,prior_year_certified,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A4
Uxbridge,2021,Current Year Calculation,5394393.00,certified,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A5
Uxbridge,2021,Revenue Deficits,0.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A6
Uxbridge,2021,Excess/Shortfall Local Receipts (CL#6),1946305.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A7
Uxbridge,2021,Add Actual Revenue Received but not Estimated (CL#7),0.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A8
Uxbridge,2021,Excess/Shortfall Cherry Sheet Receipts (CL#8),68729.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A9
Uxbridge,2021,Add Unencumbered/Unexpended Appropriations (CL#11),2808766.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A10
Uxbridge,2021,Subtract Negative Free Cash Certified July 1 Prior Year,0.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A11
Uxbridge,2021,Add Prior Year Free Cash Not Appropriated (CL#12),0.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A12
Uxbridge,2021,Add Overlay Surplus Closed (CL#13),0.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A13
Uxbridge,2021,Prior & Current Year Outstanding Receivables Total,193865.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A14
Uxbridge,2021,Net Change in Adjustment to Free Cash,-209427.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A15
Uxbridge,2021,Other Adjustments,409124.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A16
Uxbridge,2021,"Identified Free Cash July 1,",5217362.00,identified_total,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A17
Uxbridge,2022,Free Cash Certified Prior Year,5394393.00,prior_year_certified,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A4
Uxbridge,2022,Current Year Calculation,4481807.00,certified,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A5
Uxbridge,2022,Revenue Deficits,0.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A6
Uxbridge,2022,Excess/Shortfall Local Receipts (CL#6),3180686.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A7
Uxbridge,2022,Add Actual Revenue Received but not Estimated (CL#7),0.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A8
Uxbridge,2022,Excess/Shortfall Cherry Sheet Receipts (CL#8),-167410.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A9
Uxbridge,2022,Add Unencumbered/Unexpended Appropriations (CL#11),1167055.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A10
Uxbridge,2022,Subtract Negative Free Cash Certified July 1 Prior Year,0.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A11
Uxbridge,2022,Add Prior Year Free Cash Not Appropriated (CL#12),0.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A12
Uxbridge,2022,Add Overlay Surplus Closed (CL#13),0.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A13
Uxbridge,2022,Prior & Current Year Outstanding Receivables Total,330925.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A14
Uxbridge,2022,Net Change in Adjustment to Free Cash,-201621.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A15
Uxbridge,2022,Other Adjustments,114867.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A16
Uxbridge,2022,"Identified Free Cash July 1,",4424502.00,identified_total,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A17
Uxbridge,2023,Free Cash Certified Prior Year,4481807.00,prior_year_certified,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A4
Uxbridge,2023,Current Year Calculation,1628312.00,certified,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A5
Uxbridge,2023,Revenue Deficits,0.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A6
Uxbridge,2023,Excess/Shortfall Local Receipts (CL#6),2014446.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A7
Uxbridge,2023,Add Actual Revenue Received but not Estimated (CL#7),0.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A8
Uxbridge,2023,Excess/Shortfall Cherry Sheet Receipts (CL#8),6817.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A9
Uxbridge,2023,Add Unencumbered/Unexpended Appropriations (CL#11),240404.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A10
Uxbridge,2023,Subtract Negative Free Cash Certified July 1 Prior Year,0.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A11
Uxbridge,2023,Add Prior Year Free Cash Not Appropriated (CL#12),0.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A12
Uxbridge,2023,Add Overlay Surplus Closed (CL#13),0.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A13
Uxbridge,2023,Prior & Current Year Outstanding Receivables Total,-90104.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A14
Uxbridge,2023,Net Change in Adjustment to Free Cash,-238914.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A15
Uxbridge,2023,Other Adjustments,-163507.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A16
Uxbridge,2023,"Identified Free Cash July 1,",1769142.00,identified_total,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A17
Uxbridge,2024,Free Cash Certified Prior Year,1628312.00,prior_year_certified,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A4
Uxbridge,2024,Current Year Calculation,5622785.00,certified,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A5
Uxbridge,2024,Revenue Deficits,0.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A6
Uxbridge,2024,Excess/Shortfall Local Receipts (CL#6),3261738.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A7
Uxbridge,2024,Add Actual Revenue Received but not Estimated (CL#7),0.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A8
Uxbridge,2024,Excess/Shortfall Cherry Sheet Receipts (CL#8),-14083.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A9
Uxbridge,2024,Add Unencumbered/Unexpended Appropriations (CL#11),20791.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A10
Uxbridge,2024,Subtract Negative Free Cash Certified July 1 Prior Year,0.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A11
Uxbridge,2024,Add Prior Year Free Cash Not Appropriated (CL#12),0.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A12
Uxbridge,2024,Add Overlay Surplus Closed (CL#13),1171634.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A13
Uxbridge,2024,Prior & Current Year Outstanding Receivables Total,-359078.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A14
Uxbridge,2024,Net Change in Adjustment to Free Cash,-758498.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A15
Uxbridge,2024,Other Adjustments,0.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A16
Uxbridge,2024,"Identified Free Cash July 1,",3322504.00,identified_total,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A17
Uxbridge,2025,Free Cash Certified Prior Year,5622785.00,prior_year_certified,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A4
Uxbridge,2025,Current Year Calculation,3869693.00,certified,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A5
Uxbridge,2025,Revenue Deficits,0.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A6
Uxbridge,2025,Excess/Shortfall Local Receipts (CL#6),2210758.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A7
Uxbridge,2025,Add Actual Revenue Received but not Estimated (CL#7),0.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A8
Uxbridge,2025,Excess/Shortfall Cherry Sheet Receipts (CL#8),-126611.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A9
Uxbridge,2025,Add Unencumbered/Unexpended Appropriations (CL#11),426490.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A10
Uxbridge,2025,Subtract Negative Free Cash Certified July 1 Prior Year,0.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A11
Uxbridge,2025,Add Prior Year Free Cash Not Appropriated (CL#12),599.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A12
Uxbridge,2025,Add Overlay Surplus Closed (CL#13),0.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A13
Uxbridge,2025,Prior & Current Year Outstanding Receivables Total,-333154.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A14
Uxbridge,2025,Net Change in Adjustment to Free Cash,1462177.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A15
Uxbridge,2025,Other Adjustments,0.00,component,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A16
Uxbridge,2025,"Identified Free Cash July 1,",3640259.00,identified_total,dls/free-cash-proof-uxbridge.xlsx,Sheet1!A17
Westford,2021,Free Cash Certified Prior Year,3355309.00,prior_year_certified,dls/free-cash-proof-westford.xlsx,Sheet1!A4
Westford,2021,Current Year Calculation,5323393.00,certified,dls/free-cash-proof-westford.xlsx,Sheet1!A5
Westford,2021,Revenue Deficits,0.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A6
Westford,2021,Excess/Shortfall Local Receipts (CL#6),247889.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A7
Westford,2021,Add Actual Revenue Received but not Estimated (CL#7),0.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A8
Westford,2021,Excess/Shortfall Cherry Sheet Receipts (CL#8),-47.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A9
Westford,2021,Add Unencumbered/Unexpended Appropriations (CL#11),2945540.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A10
Westford,2021,Subtract Negative Free Cash Certified July 1 Prior Year,0.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A11
Westford,2021,Add Prior Year Free Cash Not Appropriated (CL#12),1282538.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A12
Westford,2021,Add Overlay Surplus Closed (CL#13),0.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A13
Westford,2021,Prior & Current Year Outstanding Receivables Total,509242.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A14
Westford,2021,Net Change in Adjustment to Free Cash,295247.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A15
Westford,2021,Other Adjustments,41.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A16
Westford,2021,"Identified Free Cash July 1,",5280450.00,identified_total,dls/free-cash-proof-westford.xlsx,Sheet1!A17
Westford,2022,Free Cash Certified Prior Year,5323393.00,prior_year_certified,dls/free-cash-proof-westford.xlsx,Sheet1!A4
Westford,2022,Current Year Calculation,6199092.00,certified,dls/free-cash-proof-westford.xlsx,Sheet1!A5
Westford,2022,Revenue Deficits,0.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A6
Westford,2022,Excess/Shortfall Local Receipts (CL#6),1492412.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A7
Westford,2022,Add Actual Revenue Received but not Estimated (CL#7),0.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A8
Westford,2022,Excess/Shortfall Cherry Sheet Receipts (CL#8),412383.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A9
Westford,2022,Add Unencumbered/Unexpended Appropriations (CL#11),2243992.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A10
Westford,2022,Subtract Negative Free Cash Certified July 1 Prior Year,0.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A11
Westford,2022,Add Prior Year Free Cash Not Appropriated (CL#12),2383144.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A12
Westford,2022,Add Overlay Surplus Closed (CL#13),0.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A13
Westford,2022,Prior & Current Year Outstanding Receivables Total,-138642.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A14
Westford,2022,Net Change in Adjustment to Free Cash,-325202.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A15
Westford,2022,Other Adjustments,72600.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A16
Westford,2022,"Identified Free Cash July 1,",6140687.00,identified_total,dls/free-cash-proof-westford.xlsx,Sheet1!A17
Westford,2023,Free Cash Certified Prior Year,6199092.00,prior_year_certified,dls/free-cash-proof-westford.xlsx,Sheet1!A4
Westford,2023,Current Year Calculation,5870108.00,certified,dls/free-cash-proof-westford.xlsx,Sheet1!A5
Westford,2023,Revenue Deficits,0.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A6
Westford,2023,Excess/Shortfall Local Receipts (CL#6),1738234.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A7
Westford,2023,Add Actual Revenue Received but not Estimated (CL#7),0.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A8
Westford,2023,Excess/Shortfall Cherry Sheet Receipts (CL#8),-84371.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A9
Westford,2023,Add Unencumbered/Unexpended Appropriations (CL#11),2176700.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A10
Westford,2023,Subtract Negative Free Cash Certified July 1 Prior Year,0.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A11
Westford,2023,Add Prior Year Free Cash Not Appropriated (CL#12),1996183.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A12
Westford,2023,Add Overlay Surplus Closed (CL#13),0.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A13
Westford,2023,Prior & Current Year Outstanding Receivables Total,349201.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A14
Westford,2023,Net Change in Adjustment to Free Cash,-414064.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A15
Westford,2023,Other Adjustments,0.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A16
Westford,2023,"Identified Free Cash July 1,",5761883.00,identified_total,dls/free-cash-proof-westford.xlsx,Sheet1!A17
Westford,2024,Free Cash Certified Prior Year,5870108.00,prior_year_certified,dls/free-cash-proof-westford.xlsx,Sheet1!A4
Westford,2024,Current Year Calculation,5653000.00,certified,dls/free-cash-proof-westford.xlsx,Sheet1!A5
Westford,2024,Revenue Deficits,0.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A6
Westford,2024,Excess/Shortfall Local Receipts (CL#6),1576182.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A7
Westford,2024,Add Actual Revenue Received but not Estimated (CL#7),0.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A8
Westford,2024,Excess/Shortfall Cherry Sheet Receipts (CL#8),33119.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A9
Westford,2024,Add Unencumbered/Unexpended Appropriations (CL#11),2073005.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A10
Westford,2024,Subtract Negative Free Cash Certified July 1 Prior Year,0.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A11
Westford,2024,Add Prior Year Free Cash Not Appropriated (CL#12),1921094.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A12
Westford,2024,Add Overlay Surplus Closed (CL#13),0.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A13
Westford,2024,Prior & Current Year Outstanding Receivables Total,-355629.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A14
Westford,2024,Net Change in Adjustment to Free Cash,470990.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A15
Westford,2024,Other Adjustments,50894.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A16
Westford,2024,"Identified Free Cash July 1,",5769655.00,identified_total,dls/free-cash-proof-westford.xlsx,Sheet1!A17
Westford,2025,Free Cash Certified Prior Year,5653000.00,prior_year_certified,dls/free-cash-proof-westford.xlsx,Sheet1!A4
Westford,2025,Current Year Calculation,6201595.00,certified,dls/free-cash-proof-westford.xlsx,Sheet1!A5
Westford,2025,Revenue Deficits,0.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A6
Westford,2025,Excess/Shortfall Local Receipts (CL#6),1606190.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A7
Westford,2025,Add Actual Revenue Received but not Estimated (CL#7),0.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A8
Westford,2025,Excess/Shortfall Cherry Sheet Receipts (CL#8),-251168.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A9
Westford,2025,Add Unencumbered/Unexpended Appropriations (CL#11),2674047.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A10
Westford,2025,Subtract Negative Free Cash Certified July 1 Prior Year,0.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A11
Westford,2025,Add Prior Year Free Cash Not Appropriated (CL#12),2074952.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A12
Westford,2025,Add Overlay Surplus Closed (CL#13),0.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A13
Westford,2025,Prior & Current Year Outstanding Receivables Total,-167797.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A14
Westford,2025,Net Change in Adjustment to Free Cash,-190473.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A15
Westford,2025,Other Adjustments,0.00,component,dls/free-cash-proof-westford.xlsx,Sheet1!A16
Westford,2025,"Identified Free Cash July 1,",5745751.00,identified_total,dls/free-cash-proof-westford.xlsx,Sheet1!A17
