town,year,line,amount,role,source_file,source_ref
Lunenburg,2021,Net Change in Adjustment to Free Cash,4280.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A15
Lunenburg,2021,Other Adjustments,31183.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A16
Lunenburg,2021,"Identified Free Cash July 1,",2687134.00,identified_total,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A17
Lunenburg,2022,Free Cash Certified Prior Year,2666962.00,prior_year_certified,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A4
Lunenburg,2022,Current Year Calculation,2923290.00,certified,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A5
Lunenburg,2022,Revenue Deficits,0.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A6
Lunenburg,2022,Excess/Shortfall Local Receipts (CL#6),1049137.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A7
Lunenburg,2022,Add Actual Revenue Received but not Estimated (CL#7),0.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A8
Lunenburg,2022,Excess/Shortfall Cherry Sheet Receipts (CL#8),120947.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A9
Lunenburg,2022,Add Unencumbered/Unexpended Appropriations (CL#11),754201.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A10
Lunenburg,2022,Subtract Negative Free Cash Certified July 1 Prior Year,0.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A11
Lunenburg,2022,Add Prior Year Free Cash Not Appropriated (CL#12),516732.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A12
Lunenburg,2022,Add Overlay Surplus Closed (CL#13),0.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A13
Lunenburg,2022,Prior & Current Year Outstanding Receivables Total,802452.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A14
Lunenburg,2022,Net Change in Adjustment to Free Cash,-45078.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A15
Lunenburg,2022,Other Adjustments,-42472.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A16
Lunenburg,2022,"Identified Free Cash July 1,",3155919.00,identified_total,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A17
Lunenburg,2023,Free Cash Certified Prior Year,2923290.00,prior_year_certified,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A4
Lunenburg,2023,Current Year Calculation,1870612.00,certified,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A5
Lunenburg,2023,Revenue Deficits,0.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A6
Lunenburg,2023,Excess/Shortfall Local Receipts (CL#6),1006025.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A7
Lunenburg,2023,Add Actual Revenue Received but not Estimated (CL#7),0.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A8
Lunenburg,2023,Excess/Shortfall Cherry Sheet Receipts (CL#8),327281.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A9
Lunenburg,2023,Add Unencumbered/Unexpended Appropriations (CL#11),588680.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A10
Lunenburg,2023,Subtract Negative Free Cash Certified July 1 Prior Year,0.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A11
Lunenburg,2023,Add Prior Year Free Cash Not Appropriated (CL#12),209426.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A12
Lunenburg,2023,Add Overlay Surplus Closed (CL#13),0.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A13
Lunenburg,2023,Prior & Current Year Outstanding Receivables Total,-98802.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A14
Lunenburg,2023,Net Change in Adjustment to Free Cash,-87841.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A15
Lunenburg,2023,Other Adjustments,-20985.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A16
Lunenburg,2023,"Identified Free Cash July 1,",1923784.00,identified_total,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A17
Lunenburg,2024,Free Cash Certified Prior Year,1870612.00,prior_year_certified,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A4
Lunenburg,2024,Current Year Calculation,2270060.00,certified,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A5
Lunenburg,2024,Revenue Deficits,0.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A6
Lunenburg,2024,Excess/Shortfall Local Receipts (CL#6),1363025.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A7
Lunenburg,2024,Add Actual Revenue Received but not Estimated (CL#7),0.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A8
Lunenburg,2024,Excess/Shortfall Cherry Sheet Receipts (CL#8),-390814.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A9
Lunenburg,2024,Add Unencumbered/Unexpended Appropriations (CL#11),1224836.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A10
Lunenburg,2024,Subtract Negative Free Cash Certified July 1 Prior Year,0.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A11
Lunenburg,2024,Add Prior Year Free Cash Not Appropriated (CL#12),214884.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A12
Lunenburg,2024,Add Overlay Surplus Closed (CL#13),0.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A13
Lunenburg,2024,Prior & Current Year Outstanding Receivables Total,-282827.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A14
Lunenburg,2024,Net Change in Adjustment to Free Cash,-96525.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A15
Lunenburg,2024,Other Adjustments,0.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A16
Lunenburg,2024,"Identified Free Cash July 1,",2032579.00,identified_total,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A17
Lunenburg,2025,Free Cash Certified Prior Year,2270060.00,prior_year_certified,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A4
Lunenburg,2025,Current Year Calculation,3354370.00,certified,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A5
Lunenburg,2025,Revenue Deficits,0.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A6
Lunenburg,2025,Excess/Shortfall Local Receipts (CL#6),1225720.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A7
Lunenburg,2025,Add Actual Revenue Received but not Estimated (CL#7),7139.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A8
Lunenburg,2025,Excess/Shortfall Cherry Sheet Receipts (CL#8),149455.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A9
Lunenburg,2025,Add Unencumbered/Unexpended Appropriations (CL#11),2457761.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A10
Lunenburg,2025,Subtract Negative Free Cash Certified July 1 Prior Year,0.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A11
Lunenburg,2025,Add Prior Year Free Cash Not Appropriated (CL#12),270669.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A12
Lunenburg,2025,Add Overlay Surplus Closed (CL#13),0.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A13
Lunenburg,2025,Prior & Current Year Outstanding Receivables Total,-237764.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A14
Lunenburg,2025,Net Change in Adjustment to Free Cash,-170954.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A15
Lunenburg,2025,Other Adjustments,14256.00,component,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A16
Lunenburg,2025,"Identified Free Cash July 1,",3716282.00,identified_total,dls/free-cash-proof-lunenburg.xlsx,Sheet1!A17
Shirley,2021,Free Cash Certified Prior Year,156010.00,prior_year_certified,dls/free-cash-proof-shirley.xlsx,Sheet1!A4
Shirley,2021,Current Year Calculation,706703.00,certified,dls/free-cash-proof-shirley.xlsx,Sheet1!A5
Shirley,2021,Revenue Deficits,0.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A6
Shirley,2021,Excess/Shortfall Local Receipts (CL#6),83248.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A7
Shirley,2021,Add Actual Revenue Received but not Estimated (CL#7),0.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A8
Shirley,2021,Excess/Shortfall Cherry Sheet Receipts (CL#8),6835.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A9
Shirley,2021,Add Unencumbered/Unexpended Appropriations (CL#11),431928.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A10
Shirley,2021,Subtract Negative Free Cash Certified July 1 Prior Year,0.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A11
Shirley,2021,Add Prior Year Free Cash Not Appropriated (CL#12),50310.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A12
Shirley,2021,Add Overlay Surplus Closed (CL#13),0.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A13
Shirley,2021,Prior & Current Year Outstanding Receivables Total,187700.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A14
Shirley,2021,Net Change in Adjustment to Free Cash,49356.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A15
Shirley,2021,Other Adjustments,0.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A16
Shirley,2021,"Identified Free Cash July 1,",809377.00,identified_total,dls/free-cash-proof-shirley.xlsx,Sheet1!A17
Shirley,2022,Free Cash Certified Prior Year,706703.00,prior_year_certified,dls/free-cash-proof-shirley.xlsx,Sheet1!A4
Shirley,2022,Current Year Calculation,532074.00,certified,dls/free-cash-proof-shirley.xlsx,Sheet1!A5
Shirley,2022,Revenue Deficits,0.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A6
Shirley,2022,Excess/Shortfall Local Receipts (CL#6),282516.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A7
Shirley,2022,Add Actual Revenue Received but not Estimated (CL#7),0.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A8
Shirley,2022,Excess/Shortfall Cherry Sheet Receipts (CL#8),-4043.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A9
Shirley,2022,Add Unencumbered/Unexpended Appropriations (CL#11),124357.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A10
Shirley,2022,Subtract Negative Free Cash Certified July 1 Prior Year,0.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A11
Shirley,2022,Add Prior Year Free Cash Not Appropriated (CL#12),2503.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A12
Shirley,2022,Add Overlay Surplus Closed (CL#13),0.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A13
Shirley,2022,Prior & Current Year Outstanding Receivables Total,154920.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A14
Shirley,2022,Net Change in Adjustment to Free Cash,-2503.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A15
Shirley,2022,Other Adjustments,0.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A16
Shirley,2022,"Identified Free Cash July 1,",557750.00,identified_total,dls/free-cash-proof-shirley.xlsx,Sheet1!A17
Shirley,2023,Free Cash Certified Prior Year,532074.00,prior_year_certified,dls/free-cash-proof-shirley.xlsx,Sheet1!A4
Shirley,2023,Current Year Calculation,515190.00,certified,dls/free-cash-proof-shirley.xlsx,Sheet1!A5
Shirley,2023,Revenue Deficits,0.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A6
Shirley,2023,Excess/Shortfall Local Receipts (CL#6),299204.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A7
Shirley,2023,Add Actual Revenue Received but not Estimated (CL#7),59361.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A8
Shirley,2023,Excess/Shortfall Cherry Sheet Receipts (CL#8),-45083.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A9
Shirley,2023,Add Unencumbered/Unexpended Appropriations (CL#11),26202.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A10
Shirley,2023,Subtract Negative Free Cash Certified July 1 Prior Year,0.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A11
Shirley,2023,Add Prior Year Free Cash Not Appropriated (CL#12),74.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A12
Shirley,2023,Add Overlay Surplus Closed (CL#13),0.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A13
Shirley,2023,Prior & Current Year Outstanding Receivables Total,85610.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A14
Shirley,2023,Net Change in Adjustment to Free Cash,42552.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A15
Shirley,2023,Other Adjustments,0.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A16
Shirley,2023,"Identified Free Cash July 1,",467920.00,identified_total,dls/free-cash-proof-shirley.xlsx,Sheet1!A17
Shirley,2024,Free Cash Certified Prior Year,515190.00,prior_year_certified,dls/free-cash-proof-shirley.xlsx,Sheet1!A4
Shirley,2024,Current Year Calculation,518752.00,certified,dls/free-cash-proof-shirley.xlsx,Sheet1!A5
Shirley,2024,Revenue Deficits,0.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A6
Shirley,2024,Excess/Shortfall Local Receipts (CL#6),485744.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A7
Shirley,2024,Add Actual Revenue Received but not Estimated (CL#7),0.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A8
Shirley,2024,Excess/Shortfall Cherry Sheet Receipts (CL#8),-2161.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A9
Shirley,2024,Add Unencumbered/Unexpended Appropriations (CL#11),12205.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A10
Shirley,2024,Subtract Negative Free Cash Certified July 1 Prior Year,0.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A11
Shirley,2024,Add Prior Year Free Cash Not Appropriated (CL#12),0.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A12
Shirley,2024,Add Overlay Surplus Closed (CL#13),150000.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A13
Shirley,2024,Prior & Current Year Outstanding Receivables Total,-82351.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A14
Shirley,2024,Net Change in Adjustment to Free Cash,-63743.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A15
Shirley,2024,Other Adjustments,0.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A16
Shirley,2024,"Identified Free Cash July 1,",499694.00,identified_total,dls/free-cash-proof-shirley.xlsx,Sheet1!A17
Shirley,2025,Free Cash Certified Prior Year,518752.00,prior_year_certified,dls/free-cash-proof-shirley.xlsx,Sheet1!A4
Shirley,2025,Current Year Calculation,272197.00,certified,dls/free-cash-proof-shirley.xlsx,Sheet1!A5
Shirley,2025,Revenue Deficits,0.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A6
Shirley,2025,Excess/Shortfall Local Receipts (CL#6),302843.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A7
Shirley,2025,Add Actual Revenue Received but not Estimated (CL#7),4189.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A8
Shirley,2025,Excess/Shortfall Cherry Sheet Receipts (CL#8),13729.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A9
Shirley,2025,Add Unencumbered/Unexpended Appropriations (CL#11),169495.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A10
Shirley,2025,Subtract Negative Free Cash Certified July 1 Prior Year,0.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A11
Shirley,2025,Add Prior Year Free Cash Not Appropriated (CL#12),0.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A12
Shirley,2025,Add Overlay Surplus Closed (CL#13),0.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A13
Shirley,2025,Prior & Current Year Outstanding Receivables Total,-122182.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A14
Shirley,2025,Net Change in Adjustment to Free Cash,-118653.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A15
Shirley,2025,Other Adjustments,16672.00,component,dls/free-cash-proof-shirley.xlsx,Sheet1!A16
Shirley,2025,"Identified Free Cash July 1,",266093.00,identified_total,dls/free-cash-proof-shirley.xlsx,Sheet1!A17
Townsend,2021,Free Cash Certified Prior Year,196077.00,prior_year_certified,dls/free-cash-proof-townsend.xlsx,Sheet1!A4
Townsend,2021,Current Year Calculation,1075155.00,certified,dls/free-cash-proof-townsend.xlsx,Sheet1!A5
Townsend,2021,Revenue Deficits,0.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A6
Townsend,2021,Excess/Shortfall Local Receipts (CL#6),149784.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A7
Townsend,2021,Add Actual Revenue Received but not Estimated (CL#7),0.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A8
Townsend,2021,Excess/Shortfall Cherry Sheet Receipts (CL#8),-9515.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A9
Townsend,2021,Add Unencumbered/Unexpended Appropriations (CL#11),413413.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A10
Townsend,2021,Subtract Negative Free Cash Certified July 1 Prior Year,0.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A11
Townsend,2021,Add Prior Year Free Cash Not Appropriated (CL#12),15278.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A12
Townsend,2021,Add Overlay Surplus Closed (CL#13),0.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A13
Townsend,2021,Prior & Current Year Outstanding Receivables Total,441339.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A14
Townsend,2021,Net Change in Adjustment to Free Cash,-39855.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A15
Townsend,2021,Other Adjustments,0.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A16
Townsend,2021,"Identified Free Cash July 1,",970444.00,identified_total,dls/free-cash-proof-townsend.xlsx,Sheet1!A17
Townsend,2022,Free Cash Certified Prior Year,1075155.00,prior_year_certified,dls/free-cash-proof-townsend.xlsx,Sheet1!A4
Townsend,2022,Current Year Calculation,489030.00,certified,dls/free-cash-proof-townsend.xlsx,Sheet1!A5
Townsend,2022,Revenue Deficits,0.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A6
Townsend,2022,Excess/Shortfall Local Receipts (CL#6),227931.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A7
Townsend,2022,Add Actual Revenue Received but not Estimated (CL#7),0.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A8
Townsend,2022,Excess/Shortfall Cherry Sheet Receipts (CL#8),-62572.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A9
Townsend,2022,Add Unencumbered/Unexpended Appropriations (CL#11),324380.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A10
Townsend,2022,Subtract Negative Free Cash Certified July 1 Prior Year,0.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A11
Townsend,2022,Add Prior Year Free Cash Not Appropriated (CL#12),123928.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A12
Townsend,2022,Add Overlay Surplus Closed (CL#13),0.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A13
Townsend,2022,Prior & Current Year Outstanding Receivables Total,26116.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A14
Townsend,2022,Net Change in Adjustment to Free Cash,-47271.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A15
Townsend,2022,Other Adjustments,0.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A16
Townsend,2022,"Identified Free Cash July 1,",592512.00,identified_total,dls/free-cash-proof-townsend.xlsx,Sheet1!A17
Townsend,2023,Free Cash Certified Prior Year,489030.00,prior_year_certified,dls/free-cash-proof-townsend.xlsx,Sheet1!A4
Townsend,2023,Current Year Calculation,379327.00,certified,dls/free-cash-proof-townsend.xlsx,Sheet1!A5
Townsend,2023,Revenue Deficits,0.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A6
Townsend,2023,Excess/Shortfall Local Receipts (CL#6),586443.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A7
Townsend,2023,Add Actual Revenue Received but not Estimated (CL#7),0.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A8
Townsend,2023,Excess/Shortfall Cherry Sheet Receipts (CL#8),10966.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A9
Townsend,2023,Add Unencumbered/Unexpended Appropriations (CL#11),128757.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A10
Townsend,2023,Subtract Negative Free Cash Certified July 1 Prior Year,0.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A11
Townsend,2023,Add Prior Year Free Cash Not Appropriated (CL#12),66399.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A12
Townsend,2023,Add Overlay Surplus Closed (CL#13),0.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A13
Townsend,2023,Prior & Current Year Outstanding Receivables Total,103293.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A14
Townsend,2023,Net Change in Adjustment to Free Cash,55806.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A15
Townsend,2023,Other Adjustments,-432749.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A16
Townsend,2023,"Identified Free Cash July 1,",518915.00,identified_total,dls/free-cash-proof-townsend.xlsx,Sheet1!A17
Townsend,2024,Free Cash Certified Prior Year,379327.00,prior_year_certified,dls/free-cash-proof-townsend.xlsx,Sheet1!A4
Townsend,2024,Current Year Calculation,628955.00,certified,dls/free-cash-proof-townsend.xlsx,Sheet1!A5
Townsend,2024,Revenue Deficits,0.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A6
Townsend,2024,Excess/Shortfall Local Receipts (CL#6),385520.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A7
Townsend,2024,Add Actual Revenue Received but not Estimated (CL#7),0.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A8
Townsend,2024,Excess/Shortfall Cherry Sheet Receipts (CL#8),-62235.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A9
Townsend,2024,Add Unencumbered/Unexpended Appropriations (CL#11),272207.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A10
Townsend,2024,Subtract Negative Free Cash Certified July 1 Prior Year,0.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A11
Townsend,2024,Add Prior Year Free Cash Not Appropriated (CL#12),115528.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A12
Townsend,2024,Add Overlay Surplus Closed (CL#13),0.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A13
Townsend,2024,Prior & Current Year Outstanding Receivables Total,88077.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A14
Townsend,2024,Net Change in Adjustment to Free Cash,49820.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A15
Townsend,2024,Other Adjustments,-84167.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A16
Townsend,2024,"Identified Free Cash July 1,",764750.00,identified_total,dls/free-cash-proof-townsend.xlsx,Sheet1!A17
Townsend,2025,Free Cash Certified Prior Year,628955.00,prior_year_certified,dls/free-cash-proof-townsend.xlsx,Sheet1!A4
Townsend,2025,Current Year Calculation,558880.00,certified,dls/free-cash-proof-townsend.xlsx,Sheet1!A5
Townsend,2025,Revenue Deficits,0.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A6
Townsend,2025,Excess/Shortfall Local Receipts (CL#6),324188.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A7
Townsend,2025,Add Actual Revenue Received but not Estimated (CL#7),0.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A8
Townsend,2025,Excess/Shortfall Cherry Sheet Receipts (CL#8),84533.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A9
Townsend,2025,Add Unencumbered/Unexpended Appropriations (CL#11),372360.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A10
Townsend,2025,Subtract Negative Free Cash Certified July 1 Prior Year,0.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A11
Townsend,2025,Add Prior Year Free Cash Not Appropriated (CL#12),58.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A12
Townsend,2025,Add Overlay Surplus Closed (CL#13),0.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A13
Townsend,2025,Prior & Current Year Outstanding Receivables Total,-186209.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A14
Townsend,2025,Net Change in Adjustment to Free Cash,-14542.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A15
Townsend,2025,Other Adjustments,0.00,component,dls/free-cash-proof-townsend.xlsx,Sheet1!A16
Townsend,2025,"Identified Free Cash July 1,",580388.00,identified_total,dls/free-cash-proof-townsend.xlsx,Sheet1!A17
Upton,2021,Free Cash Certified Prior Year,2130536.00,prior_year_certified,dls/free-cash-proof-upton.xlsx,Sheet1!A4
Upton,2021,Current Year Calculation,2447191.00,certified,dls/free-cash-proof-upton.xlsx,Sheet1!A5
Upton,2021,Revenue Deficits,0.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A6
Upton,2021,Excess/Shortfall Local Receipts (CL#6),710319.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A7
Upton,2021,Add Actual Revenue Received but not Estimated (CL#7),0.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A8
Upton,2021,Excess/Shortfall Cherry Sheet Receipts (CL#8),-927.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A9
Upton,2021,Add Unencumbered/Unexpended Appropriations (CL#11),1296644.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A10
Upton,2021,Subtract Negative Free Cash Certified July 1 Prior Year,0.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A11
Upton,2021,Add Prior Year Free Cash Not Appropriated (CL#12),521539.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A12
Upton,2021,Add Overlay Surplus Closed (CL#13),0.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A13
Upton,2021,Prior & Current Year Outstanding Receivables Total,-114269.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A14
Upton,2021,Net Change in Adjustment to Free Cash,91477.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A15
Upton,2021,Other Adjustments,0.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A16
Upton,2021,"Identified Free Cash July 1,",2504783.00,identified_total,dls/free-cash-proof-upton.xlsx,Sheet1!A17
Upton,2022,Free Cash Certified Prior Year,2447191.00,prior_year_certified,dls/free-cash-proof-upton.xlsx,Sheet1!A4
Upton,2022,Current Year Calculation,3091598.00,certified,dls/free-cash-proof-upton.xlsx,Sheet1!A5
Upton,2022,Revenue Deficits,0.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A6
Upton,2022,Excess/Shortfall Local Receipts (CL#6),1110240.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A7
Upton,2022,Add Actual Revenue Received but not Estimated (CL#7),0.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A8
Upton,2022,Excess/Shortfall Cherry Sheet Receipts (CL#8),18348.00,component,dls/free-cash-proof-upton.xlsx,Sheet1!A9
