video_id,board_slug,meeting_date,reason,url,seen_at
DN1Lcv_UCUw,conservation-commission,2016-10-19,TranscriptsDisabled,https://www.youtube.com/watch?v=DN1Lcv_UCUw,2026-09-23T00:59:48Z
Ri7Mar2I0k4,select-board,2016-10-11,TranscriptsDisabled,https://www.youtube.com/watch?v=Ri7Mar2I0k4,2026-09-12T01:53:09Z
zXNhae_fT-Y,school-committee,2016-10-05,TranscriptsDisabled,https://www.youtube.com/watch?v=zXNhae_fT-Y,2026-09-11T11:36:23Z
_q-qF0UXhZs,select-board,2016-10-04,TranscriptsDisabled,https://www.youtube.com/watch?v=_q-qF0UXhZs,2026-09-12T01:53:55Z
QXvujfJvX7c,planning-board,2016-09-26,TranscriptsDisabled,https://www.youtube.com/watch?v=QXvujfJvX7c,2026-09-23T01:01:20Z
yi2tICzFnpY,conservation-commission,2016-09-21,TranscriptsDisabled,https://www.youtube.com/watch?v=yi2tICzFnpY,2026-09-23T01:02:06Z
claigaKFwNc,school-building-committee,2016-09-14,TranscriptsDisabled,https://www.youtube.com/watch?v=claigaKFwNc,2026-09-23T01:02:53Z
0VWIFVio8AE,select-board,2016-09-13,TranscriptsDisabled,https://www.youtube.com/watch?v=0VWIFVio8AE,2026-09-12T01:55:27Z
lz7k_Gz4-RQ,planning-board,2016-09-12,TranscriptsDisabled,https://www.youtube.com/watch?v=lz7k_Gz4-RQ,2026-09-23T01:04:26Z
ude9IPuQbdA,school-committee,2016-09-07,TranscriptsDisabled,https://www.youtube.com/watch?v=ude9IPuQbdA,2026-09-11T11:37:09Z
udBtPlds5no,select-board,2016-09-06,TranscriptsDisabled,https://www.youtube.com/watch?v=udBtPlds5no,2026-09-12T01:56:13Z
OCB44j0r2Mk,sewer-commission,2016-08-30,TranscriptsDisabled,https://www.youtube.com/watch?v=OCB44j0r2Mk,2026-09-23T01:09:30Z
4gXwOsnEtDI,finance-committee,2016-08-11,TranscriptsDisabled,https://www.youtube.com/watch?v=4gXwOsnEtDI,2026-09-11T22:21:07Z
D-wnzKC4VFw,select-board,2016-08-09,TranscriptsDisabled,https://www.youtube.com/watch?v=D-wnzKC4VFw,2026-09-12T01:57:45Z
dHiG7vziL3E,select-board,2016-08-02,TranscriptsDisabled,https://www.youtube.com/watch?v=dHiG7vziL3E,2026-09-12T01:58:31Z
B1POiLSefVs,sewer-commission,2016-07-26,TranscriptsDisabled,https://www.youtube.com/watch?v=B1POiLSefVs,2026-09-11T12:34:01Z
CQ-PXmoGQw8,planning-board,2016-07-25,TranscriptsDisabled,https://www.youtube.com/watch?v=CQ-PXmoGQw8,2026-09-23T01:12:37Z
1besHLiq6UM,conservation-commission,2016-07-20,TranscriptsDisabled,https://www.youtube.com/watch?v=1besHLiq6UM,2026-09-23T01:13:22Z
my4cqe8eN18,select-board,2016-07-19,TranscriptsDisabled,https://www.youtube.com/watch?v=my4cqe8eN18,2026-09-12T01:59:17Z
V-49ZZyqATw,zoning-board-of-appeals,2016-07-13,TranscriptsDisabled,https://www.youtube.com/watch?v=V-49ZZyqATw,2026-09-23T01:14:08Z
seZ6u_kZSnE,select-board,2016-07-05,TranscriptsDisabled,https://www.youtube.com/watch?v=seZ6u_kZSnE,2026-09-12T02:00:03Z
PyOa0-ZZ2nU,sewer-commission,2016-06-28,TranscriptsDisabled,https://www.youtube.com/watch?v=PyOa0-ZZ2nU,2026-09-23T01:15:41Z
vp2EPRdHD6Y,planning-board,2016-06-13,TranscriptsDisabled,https://www.youtube.com/watch?v=vp2EPRdHD6Y,2026-09-23T01:17:59Z
