dor_code,municipality,fy,residential,open_space,commercial,industrial,personal_property,total,ro_pct,cip_pct,source_file,sha256
097,Fitchburg,2005,1790525753,0,186602155,103166091,65268650,2145562649,83.4525,16.5475,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
097,Fitchburg,2006,2041824154,0,201781615,109902400,70967487,2424475656,84.2171,15.7829,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
097,Fitchburg,2007,2268270874,0,228931705,116823600,77560097,2691586276,84.2726,15.7274,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
097,Fitchburg,2008,2338208370,0,235620767,118632100,82100169,2774561406,84.2731,15.7269,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
097,Fitchburg,2009,2225181532,0,237146816,120085700,91076226,2673490274,83.2313,16.7687,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
097,Fitchburg,2010,1993453635,0,235972456,117636400,96319517,2443382008,81.5858,18.4142,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
097,Fitchburg,2011,1820915934,0,227699526,114153700,112374243,2275143403,80.0352,19.9648,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
097,Fitchburg,2012,1718112950,0,222182867,112062500,116447354,2168805671,79.2193,20.7807,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
097,Fitchburg,2013,1634790575,0,211979373,109833500,120365137,2076968585,78.7104,21.2896,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
097,Fitchburg,2014,1622193081,0,209564577,110933200,123041728,2065732586,78.5287,21.4713,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
097,Fitchburg,2015,1621499006,0,232614243,114454900,124566926,2093135075,77.4675,22.5325,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
097,Fitchburg,2016,1644505143,0,232513198,115154600,132368654,2124541595,77.4052,22.5948,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
097,Fitchburg,2017,1699988895,0,239010591,119545970,140755393,2199300849,77.2968,22.7032,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
097,Fitchburg,2018,1839910723,0,252713532,128872100,144288061,2365784416,77.7717,22.2283,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
097,Fitchburg,2019,2013284218,0,267795808,137443700,157069227,2575592953,78.1678,21.8322,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
097,Fitchburg,2020,2227334435,0,281214494,155500800,160752567,2824802296,78.8492,21.1508,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
097,Fitchburg,2021,2412605496,0,293213361,173331500,170195170,3049345527,79.1188,20.8812,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
097,Fitchburg,2022,2699993971,0,306430216,182571500,232823467,3421819154,78.9052,21.0948,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
097,Fitchburg,2023,3159262299,0,331376850,192196012,240177060,3923012221,80.5315,19.4685,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
097,Fitchburg,2024,3596608270,0,351116942,212423312,254955190,4415103714,81.4615,18.5385,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
097,Fitchburg,2025,4138696168,0,429824130,235471900,275818050,5079810248,81.4734,18.5266,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
097,Fitchburg,2026,4381054428,0,454308726,239966300,294742390,5370071844,81.5828,18.4172,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
097,Fitchburg,2027,4581359117,0,465976497,243317320,304068950,5594721884,81.8872,18.1128,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
115,Groton,2002,1034454463,0,27720443,11479050,15431490,1089085446,94.9838,5.0162,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
115,Groton,2003,1171860538,0,31023393,12075840,13835880,1228795651,95.3666,4.6334,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
115,Groton,2004,1208101298,0,31126605,11931940,14402190,1265562033,95.4597,4.5403,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
115,Groton,2005,1428680586,0,41239352,13502260,15329440,1498751638,95.3247,4.6753,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
115,Groton,2006,1437807751,0,50565830,13843060,14068980,1516285621,94.8243,5.1757,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
115,Groton,2007,1516386120,0,64881840,14879230,15941300,1612088490,94.0635,5.9365,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
115,Groton,2008,1563805420,0,65108800,14156970,20093135,1663164325,94.0259,5.9741,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
115,Groton,2009,1529400400,0,64146170,14162470,25863138,1633572178,93.6231,6.3769,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
115,Groton,2010,1428578130,0,64851210,14162470,26950635,1534542445,93.0947,6.9053,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
115,Groton,2011,1405104476,0,61330360,12618270,26419219,1505472325,93.3331,6.6669,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
115,Groton,2012,1421221654,0,60555300,12739470,26021326,1520537750,93.4684,6.5316,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
115,Groton,2013,1413786124,0,58689365,12050370,25275839,1509801698,93.6405,6.3595,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
115,Groton,2014,1416773250,0,59300518,13284000,24448987,1513806755,93.5901,6.4099,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
115,Groton,2015,1434858590,0,58748938,13284000,24113400,1531004928,93.7201,6.2799,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
115,Groton,2016,1453989840,0,57104478,13627400,22306730,1547028448,93.986,6.014,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
115,Groton,2017,1557637317,0,60155877,13996900,22376390,1654166484,94.1645,5.8355,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
115,Groton,2018,1569654294,0,62455979,13996900,22026630,1668133803,94.0964,5.9036,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
115,Groton,2019,1681922996,0,67984933,13996900,22342020,1786246849,94.1596,5.8404,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
115,Groton,2020,1828596191,0,74643475,14304000,22801540,1940345206,94.2408,5.7592,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
115,Groton,2021,1867727460,0,75072715,14304000,22970710,1980074885,94.3261,5.6739,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
115,Groton,2022,1989265680,0,80909241,14550700,25638050,2110363671,94.2617,5.7383,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
115,Groton,2023,2362484038,0,98441690,17281600,25676800,2503884128,94.3528,5.6472,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
115,Groton,2024,2603413570,0,95898407,12951700,26109140,2738372817,95.0716,4.9284,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
115,Groton,2025,2679998861,0,93538507,9254100,26617430,2809408898,95.3937,4.6063,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
115,Groton,2026,2888539340,0,96710788,9582300,28375920,3023208348,95.5455,4.4545,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
115,Groton,2027,,,,,,,,,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
125,Harvard,2002,793986744,0,26982593,3235900,7505701,831710938,95.4643,4.5357,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
125,Harvard,2003,846436200,0,24625900,3988800,8300300,883351200,95.821,4.179,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
125,Harvard,2004,910707223,0,28237277,2595300,10491590,952031390,95.6594,4.3406,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
125,Harvard,2005,1135908270,0,34524630,2052500,9941600,1182427000,96.0658,3.9342,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
125,Harvard,2006,1140156996,0,34975304,2057700,10580232,1187770232,95.9914,4.0086,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
125,Harvard,2007,1138170159,0,34613441,2283500,9475205,1184542305,96.0852,3.9148,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
125,Harvard,2008,1140954360,0,38410640,2376000,10815890,1192556890,95.673,4.327,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
125,Harvard,2009,1128857884,0,36493416,2376000,14498322,1182225622,95.4858,4.5142,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
125,Harvard,2010,1086713988,0,34767212,2353400,15160912,1138995512,95.4099,4.5901,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
125,Harvard,2011,1028867112,0,34762788,2576200,16623459,1082829559,95.0165,4.9835,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
125,Harvard,2012,998935670,0,34777030,2425700,16903741,1053042141,94.8619,5.1381,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
125,Harvard,2013,1003829584,0,34213196,2423000,16181633,1056647413,95.0014,4.9986,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
125,Harvard,2014,1008136784,0,33889096,2423000,15632551,1060081431,95.0999,4.9001,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
125,Harvard,2015,1010288684,0,34664896,2423000,15716813,1063093393,95.0329,4.9671,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
125,Harvard,2016,1027728890,0,35960970,2508700,15204766,1081403326,95.0366,4.9634,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
125,Harvard,2017,1043456250,0,35707510,2509900,15467427,1097141087,95.1068,4.8932,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
125,Harvard,2018,1162405780,0,37268500,2490500,14750009,1216914789,95.5207,4.4793,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
125,Harvard,2019,1170083730,0,37787450,2500200,14877621,1225249001,95.4976,4.5024,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
125,Harvard,2020,1178193390,0,37797690,2497100,14484544,1232972724,95.5571,4.4429,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
125,Harvard,2021,1241830080,0,38401900,2497100,14310471,1297039551,95.7434,4.2566,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
125,Harvard,2022,1332340490,0,42756662,2513900,19232114,1396843166,95.3823,4.6177,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
125,Harvard,2023,1520337340,0,45276940,2316200,21164137,1589094617,95.6732,4.3268,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
125,Harvard,2024,1731541400,0,47465780,2289600,30044882,1811341662,95.5944,4.4056,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
125,Harvard,2025,1741749993,0,45963687,2233500,24931085,1814878265,95.9706,4.0294,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
125,Harvard,2026,1827657909,0,46238271,2226000,25007021,1901129201,96.1354,3.8646,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
125,Harvard,2027,,,,,,,,,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
147,Lancaster,2002,453678100,2447900,29972000,22256500,14970300,523324800,87.1593,12.8407,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
147,Lancaster,2003,464737500,2444700,30339700,22295400,15246100,535063400,87.3134,12.6866,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
147,Lancaster,2004,484166800,2191500,30051600,24753500,14868500,556031900,87.4695,12.5305,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
147,Lancaster,2005,626614800,2543800,36348000,22851300,14569100,702927000,89.5055,10.4945,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
147,Lancaster,2006,721373400,2631800,44970600,23464800,14678200,807118800,89.7024,10.2976,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
147,Lancaster,2007,758914900,2653400,43175700,22567600,15398900,842710500,90.3713,9.6287,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
147,Lancaster,2008,795728702,0,50911318,26385200,15880520,888905740,89.5178,10.4822,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
147,Lancaster,2009,754207905,0,52492499,29466600,17966385,854133389,88.301,11.699,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
147,Lancaster,2010,728730268,0,48342457,29707100,19246525,826026350,88.2212,11.7788,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
147,Lancaster,2011,707769379,0,50233101,27859300,19549269,805411049,87.8768,12.1232,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
147,Lancaster,2012,687616095,0,50696312,31911400,18386051,788609858,87.1934,12.8066,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
147,Lancaster,2013,651079257,0,50834103,32650000,19695820,754259180,86.3204,13.6796,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
147,Lancaster,2014,682416466,0,53058979,33079900,19300868,787856213,86.6169,13.3831,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
147,Lancaster,2015,707143982,0,62653269,35260056,23455728,828513035,85.351,14.649,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
147,Lancaster,2016,717015221,0,63977098,35282244,25000400,841274963,85.2296,14.7704,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
147,Lancaster,2017,741483079,0,64979425,37538944,25353851,869355299,85.2911,14.7089,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
147,Lancaster,2018,769256615,0,63819820,35844644,27158620,896079699,85.8469,14.1531,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
147,Lancaster,2019,818349502,0,68288030,35647644,27209100,949494276,86.1879,13.8121,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
147,Lancaster,2020,867276328,0,88541318,34447444,30180150,1020445240,84.99,15.01,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
147,Lancaster,2021,896158812,0,84636605,36031183,29285550,1046112150,85.6657,14.3343,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
147,Lancaster,2022,953997452,0,88016232,38822617,32911760,1113748061,85.6565,14.3435,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
147,Lancaster,2023,1114280987,0,87097209,44660804,37324620,1283363620,86.825,13.175,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
147,Lancaster,2024,1199994151,0,89165816,45312133,43334720,1377806820,87.0945,12.9055,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
147,Lancaster,2025,1297993974,0,88604163,45736163,45514980,1477849280,87.8299,12.1701,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
147,Lancaster,2026,1378274676,0,95583067,48318357,50149880,1572325980,87.6583,12.3417,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
147,Lancaster,2027,,,,,,,,,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
153,Leominster,2002,1731288984,948500,273145346,193866130,49111600,2248360560,77.0445,22.9555,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
153,Leominster,2003,2034739414,948200,280614356,193479440,51166300,2560947710,79.4896,20.5104,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
153,Leominster,2004,2301877090,953200,301822370,195880350,57304500,2857837510,80.5795,19.4205,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
153,Leominster,2005,2684671050,913100,309617590,202950260,57596300,3255748300,82.4875,17.5125,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
153,Leominster,2006,3041527495,704100,402745720,241910385,69147700,3756035400,80.9958,19.0042,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
153,Leominster,2007,3166011120,795000,423923080,241885100,68566360,3901180660,81.1756,18.8244,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
153,Leominster,2008,3177300575,726600,445949975,240948150,78951700,3943877000,80.5813,19.4187,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
153,Leominster,2009,3069036195,503700,479316109,247835160,84320200,3881011364,79.0912,20.9088,assessedvalues.xlsx,a00e38d28f989855d544fbaeac27038c445a4a9aff631cfe1f6cddc11d9cb3a1
