report_fy,document,page,as_of,issue_seq,issue,due_fy,principal,interest,admin_fee,total,cells_printed,rows_offset,column_foots
2015,4121-fy-2015-annual-town-report.pdf,43,"June 30, 2015",16,MS-HS CONSTRUCTION,2040,905000,202994,,1107994,PIT,0,"principal out by +1,310,000; interest out by +279,119"
2015,4121-fy-2015-annual-town-report.pdf,43,"June 30, 2015",16,MS-HS CONSTRUCTION,2041,935000,172450,,1107450,PIT,0,"principal out by +1,355,000; interest out by +234,400"
2015,4121-fy-2015-annual-town-report.pdf,43,"June 30, 2015",16,MS-HS CONSTRUCTION,2042,965000,140894,,1105894,PIT,0,"principal out by +1,400,000; interest out by +188,144"
2015,4121-fy-2015-annual-town-report.pdf,43,"June 30, 2015",16,MS-HS CONSTRUCTION,2043,995000,108325,,1103325,PIT,0,"principal out by +1,445,000; interest out by +140,350"
2015,4121-fy-2015-annual-town-report.pdf,43,"June 30, 2015",16,MS-HS CONSTRUCTION,2044,1030000,73500,,1103500,PIT,0,"principal out by +1,495,000; interest out by +89,775"
2015,4121-fy-2015-annual-town-report.pdf,43,"June 30, 2015",16,MS-HS CONSTRUCTION,2045,1070000,37450,,1107450,PIT,0,"principal out by +1,070,000; interest out by +37,450"
2015,4121-fy-2015-annual-town-report.pdf,43,"June 30, 2015",16,MS-HS CONSTRUCTION,TOTAL,20605000,12560362,,33165362,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,1,MASS WATER POOL 3*,2017,10651,533,,11184,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,2,MASS WATER POOL 4*,2017,10409,1365,,11774,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,2,MASS WATER POOL 4*,2018,10868,815,,11683,PIT,0,interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,2,MASS WATER POOL 4*,2019,10868,272,,11140,PIT,0,principal out by +1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,3,MASS WATER POOL 5*,2017,25000,4406,,29406,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,3,MASS WATER POOL 5*,2018,25000,3010,,28010,PIT,0,interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,3,MASS WATER POOL 5*,2019,25000,1863,,26863,PIT,0,principal out by +1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,3,MASS WATER POOL 5*,2020,25000,688,,25688,PIT,0,principal out by -1; interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,44,,4,MASS WATER POOL 7*,2017,124555,32001,,156556,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,4,MASS WATER POOL 7*,2019,134136,15019,,149155,PIT,0,principal out by +1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,5,MUNICIPAL PURPOSE,2017,1030000,304600,,1334600,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,5,MUNICIPAL PURPOSE,2018,1055000,263400,,1318400,PIT,0,interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,5,MUNICIPAL PURPOSE,2019,1075000,221200,,1296200,PIT,0,principal out by +1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,5,MUNICIPAL PURPOSE,2020,1095000,178200,,1273200,PIT,0,principal out by -1; interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,44,,5,MUNICIPAL PURPOSE,2021,1110000,134400,,1244400,PIT,0,principal out by -1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,5,MUNICIPAL PURPOSE,2022,1135000,90000,,1225000,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,5,MUNICIPAL PURPOSE,2023,1115000,44600,,1159600,PIT,0,principal out by -1; interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,44,,6,MASS WATER POOL 9*,2017,338727,136402,,475129,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,6,MASS WATER POOL 9*,2018,352841,115103,,467944,PIT,0,interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,6,MASS WATER POOL 9*,2019,362250,94788,,457038,PIT,0,principal out by +1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,6,MASS WATER POOL 9*,2020,376363,78282,,454645,PIT,0,principal out by -1; interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,44,,6,MASS WATER POOL 9*,2021,385772,59822,,445594,PIT,0,principal out by -1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,6,MASS WATER POOL 9*,2022,399886,41160,,441046,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,6,MASS WATER POOL 9*,2023,409295,20649,,429944,PIT,0,principal out by -1; interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,44,,7,MASS WATER POOL 13*,2017,45345,0,,45345,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,7,MASS WATER POOL 13*,2018,45345,0,,45345,PIT,0,interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,7,MASS WATER POOL 13*,2019,45346,0,,45346,PIT,0,principal out by +1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,7,MASS WATER POOL 13*,2020,45346,0,,45346,PIT,0,principal out by -1; interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,44,,7,MASS WATER POOL 13*,2021,45346,0,,45346,PIT,0,principal out by -1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,7,MASS WATER POOL 13*,2022,45344,0,,45344,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,7,MASS WATER POOL 13*,2023,38979,0,,38979,PIT,0,principal out by -1; interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,44,,7,MASS WATER POOL 13*,2024,38979,0,,38979,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,7,MASS WATER POOL 13*,2025,14114,0,,14114,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,7,MASS WATER POOL 13*,2026,14114,0,,14114,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,7,MASS WATER POOL 13*,2027,14114,0,,14114,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,7,MASS WATER POOL 13*,2028,14114,0,,14114,PT,0,principal out by +1
2016,4123-fy-2016-annual-town-report.pdf,44,,8,MUNICIPAL PURPOSE,2017,130000,45435,,175435,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,8,MUNICIPAL PURPOSE,2018,130000,39325,,169325,PIT,0,interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,8,MUNICIPAL PURPOSE,2019,130000,34450,,164450,PIT,0,principal out by +1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,8,MUNICIPAL PURPOSE,2020,130000,29510,,159510,PIT,0,principal out by -1; interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,44,,8,MUNICIPAL PURPOSE,2021,130000,24505,,154505,PIT,0,principal out by -1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,8,MUNICIPAL PURPOSE,2022,130000,19468,,149468,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,8,MUNICIPAL PURPOSE,2023,130000,14430,,144430,PIT,0,principal out by -1; interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,44,,8,MUNICIPAL PURPOSE,2024,125000,9360,,134360,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,8,MUNICIPAL PURPOSE,2025,115000,4485,,119485,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,9,MASS WATER POOL 14*,2017,15773,4479,,20252,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,9,MASS WATER POOL 14*,2018,16091,4160,,20251,PIT,0,interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,9,MASS WATER POOL 14*,2019,16417,3835,,20252,PIT,0,principal out by +1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,9,MASS WATER POOL 14*,2020,16748,3504,,20252,PIT,0,principal out by -1; interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,44,,9,MASS WATER POOL 14*,2021,17086,3165,,20251,PIT,0,principal out by -1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,9,MASS WATER POOL 14*,2022,17432,2820,,20252,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,9,MASS WATER POOL 14*,2023,17784,2468,,20252,PIT,0,principal out by -1; interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,44,,9,MASS WATER POOL 14*,2024,18143,2109,,20252,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,9,MASS WATER POOL 14*,2025,18510,1742,,20252,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,9,MASS WATER POOL 14*,2026,18884,1368,,20252,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,9,MASS WATER POOL 14*,2027,19265,987,,20252,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,9,MASS WATER POOL 14*,2028,19654,598,,20252,PIT,0,principal out by +1
2016,4123-fy-2016-annual-town-report.pdf,44,,10,MUNICIPAL PURPOSE SEWER,2017,24706,68458,,93164,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,10,MUNICIPAL PURPOSE SEWER,2018,25787,67377,,93164,PIT,0,interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,10,MUNICIPAL PURPOSE SEWER,2019,26916,66248,,93164,PIT,0,principal out by +1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,10,MUNICIPAL PURPOSE SEWER,2020,28093,65071,,93164,PIT,0,principal out by -1; interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,44,,10,MUNICIPAL PURPOSE SEWER,2021,29322,63842,,93164,PIT,0,principal out by -1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,10,MUNICIPAL PURPOSE SEWER,2022,30605,62559,,93164,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,10,MUNICIPAL PURPOSE SEWER,2023,31944,61220,,93164,PIT,0,principal out by -1; interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,44,,10,MUNICIPAL PURPOSE SEWER,2024,33342,59822,,93164,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,10,MUNICIPAL PURPOSE SEWER,2025,34800,58364,,93164,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,10,MUNICIPAL PURPOSE SEWER,2026,36323,56841,,93164,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,10,MUNICIPAL PURPOSE SEWER,2027,37912,55252,,93164,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,10,MUNICIPAL PURPOSE SEWER,2028,39571,53593,,93164,PIT,0,principal out by +1
2016,4123-fy-2016-annual-town-report.pdf,44,,11,MUNICIPAL PURPOSE WATER,2017,16649,46132,,62781,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,11,MUNICIPAL PURPOSE WATER,2018,17378,45403,,62781,PIT,0,interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,11,MUNICIPAL PURPOSE WATER,2019,18138,44643,,62781,PIT,0,principal out by +1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,11,MUNICIPAL PURPOSE WATER,2020,18931,43850,,62781,PIT,0,principal out by -1; interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,44,,11,MUNICIPAL PURPOSE WATER,2021,19760,43021,,62781,PIT,0,principal out by -1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,11,MUNICIPAL PURPOSE WATER,2022,20624,42157,,62781,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,11,MUNICIPAL PURPOSE WATER,2023,21526,41255,,62781,PIT,0,principal out by -1; interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,44,,11,MUNICIPAL PURPOSE WATER,2024,22468,40313,,62781,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,11,MUNICIPAL PURPOSE WATER,2025,23451,39330,,62781,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,11,MUNICIPAL PURPOSE WATER,2026,24477,38304,,62781,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,11,MUNICIPAL PURPOSE WATER,2027,25548,37233,,62781,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,11,MUNICIPAL PURPOSE WATER,2028,26666,36115,,62781,PIT,0,principal out by +1
2016,4123-fy-2016-annual-town-report.pdf,44,,12,MUNICIPAL PURPOSE,2017,200000,2500,,202500,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,13,MS-HS CONSTRUCTION,2017,240000,293900,,533900,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,13,MS-HS CONSTRUCTION,2018,250000,286700,,536700,PIT,0,interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,13,MS-HS CONSTRUCTION,2019,255000,279200,,534200,PIT,0,principal out by +1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,13,MS-HS CONSTRUCTION,2020,265000,271550,,536550,PIT,0,principal out by -1; interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,44,,13,MS-HS CONSTRUCTION,2021,215000,263600,,478600,PIT,0,principal out by -1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,13,MS-HS CONSTRUCTION,2022,225000,257150,,482150,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,13,MS-HS CONSTRUCTION,2023,230000,250400,,480400,PIT,0,principal out by -1; interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,44,,13,MS-HS CONSTRUCTION,2024,235000,243500,,478500,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,13,MS-HS CONSTRUCTION,2025,245000,235275,,480275,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,13,MS-HS CONSTRUCTION,2026,255000,226700,,481700,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,13,MS-HS CONSTRUCTION,2027,260000,217775,,477775,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,13,MS-HS CONSTRUCTION,2028,270000,208675,,478675,PIT,0,principal out by +1
2016,4123-fy-2016-annual-town-report.pdf,44,,14,MS-HS CONSTRUCTION,2017,400000,705171,,1105171,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,14,MS-HS CONSTRUCTION,2018,415000,689171,,1104171,PIT,0,interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,14,MS-HS CONSTRUCTION,2019,435000,672571,,1107571,PIT,0,principal out by +1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,14,MS-HS CONSTRUCTION,2020,450000,655171,,1105171,PIT,0,principal out by -1; interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,44,,14,MS-HS CONSTRUCTION,2021,470000,637171,,1107171,PIT,0,principal out by -1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,14,MS-HS CONSTRUCTION,2022,485000,618371,,1103371,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,14,MS-HS CONSTRUCTION,2023,505000,598971,,1103971,PIT,0,principal out by -1; interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,44,,14,MS-HS CONSTRUCTION,2024,525000,578771,,1103771,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,14,MS-HS CONSTRUCTION,2025,550000,557771,,1107771,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,14,MS-HS CONSTRUCTION,2026,570000,535771,,1105771,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,14,MS-HS CONSTRUCTION,2027,595000,512971,,1107971,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,14,MS-HS CONSTRUCTION,2028,615000,489171,,1104171,PIT,0,principal out by +1
2016,4123-fy-2016-annual-town-report.pdf,44,,15,MS-HS CONSTRUCTION / MPL,2017,295000,197114,,492114,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,15,MS-HS CONSTRUCTION / MPL,2018,290000,156525,,446525,PIT,0,interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,15,MS-HS CONSTRUCTION / MPL,2019,290000,148550,,438550,PIT,0,principal out by +1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,15,MS-HS CONSTRUCTION / MPL,2020,285000,142075,,427075,PIT,0,principal out by -1; interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,44,,15,MS-HS CONSTRUCTION / MPL,2021,290000,134875,,424875,PIT,0,principal out by -1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,15,MS-HS CONSTRUCTION / MPL,2022,285000,127319,,412319,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,15,MS-HS CONSTRUCTION / MPL,2023,280000,119913,,399913,PIT,0,principal out by -1; interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,44,,15,MS-HS CONSTRUCTION / MPL,2024,280000,111513,,391513,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,15,MS-HS CONSTRUCTION / MPL,2025,210000,105813,,315813,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,15,MS-HS CONSTRUCTION / MPL,2026,115000,99913,,214913,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,15,MS-HS CONSTRUCTION / MPL,2027,120000,96463,,216463,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,15,MS-HS CONSTRUCTION / MPL,2028,120000,92863,,212863,PIT,0,principal out by +1
2016,4123-fy-2016-annual-town-report.pdf,44,,16,MASS CLEAN WATER POOL 19,2017,61552,28235,,89787,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,16,MASS CLEAN WATER POOL 19,2018,62890,29202,,92092,PIT,0,interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,16,MASS CLEAN WATER POOL 19,2019,64257,27944,,92201,PIT,0,principal out by +1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,16,MASS CLEAN WATER POOL 19,2020,65653,26659,,92312,PIT,0,principal out by -1; interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,44,,16,MASS CLEAN WATER POOL 19,2021,67080,25346,,92426,PIT,0,principal out by -1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,44,,16,MASS CLEAN WATER POOL 19,2022,68538,24004,,92542,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,16,MASS CLEAN WATER POOL 19,2023,70028,22634,,92662,PIT,0,principal out by -1; interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,44,,16,MASS CLEAN WATER POOL 19,2024,71550,21233,,92783,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,16,MASS CLEAN WATER POOL 19,2025,73105,19802,,92907,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,16,MASS CLEAN WATER POOL 19,2026,74694,18340,,93034,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,16,MASS CLEAN WATER POOL 19,2027,76317,16846,,93163,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,44,,16,MASS CLEAN WATER POOL 19,2028,77976,15320,,93296,PIT,0,principal out by +1
2016,4123-fy-2016-annual-town-report.pdf,45,,9,MASS WATER POOL 14*,2029,20051,201,,20252,PIT,0,interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,45,,10,MUNICIPAL PURPOSE SEWER,2029,41302,51862,,93164,PIT,0,interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,45,,10,MUNICIPAL PURPOSE SEWER,2030,43109,50055,,93164,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,45,,10,MUNICIPAL PURPOSE SEWER,2031,44995,48169,,93164,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,45,,10,MUNICIPAL PURPOSE SEWER,2032,46963,46201,,93164,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,45,,10,MUNICIPAL PURPOSE SEWER,2033,49018,44146,,93164,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,45,,10,MUNICIPAL PURPOSE SEWER,2034,51162,42002,,93164,PIT,0,principal out by -1; interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,45,,10,MUNICIPAL PURPOSE SEWER,2035,53401,39763,,93164,PIT,0,principal out by +1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,45,,10,MUNICIPAL PURPOSE SEWER,2036,55737,37427,,93164,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,45,,10,MUNICIPAL PURPOSE SEWER,2038,60721,32443,,93164,PIT,0,principal out by +1
2016,4123-fy-2016-annual-town-report.pdf,45,,10,MUNICIPAL PURPOSE SEWER,2039,63377,29787,,93164,PIT,0,interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,45,,11,MUNICIPAL PURPOSE WATER,2029,27832,34949,,62781,PIT,0,interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,45,,11,MUNICIPAL PURPOSE WATER,2030,29050,33731,,62781,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,45,,11,MUNICIPAL PURPOSE WATER,2031,30321,32460,,62781,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,45,,11,MUNICIPAL PURPOSE WATER,2032,31648,31133,,62781,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,45,,11,MUNICIPAL PURPOSE WATER,2033,33032,29749,,62781,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,45,,11,MUNICIPAL PURPOSE WATER,2034,34477,28304,,62781,PIT,0,principal out by -1; interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,45,,11,MUNICIPAL PURPOSE WATER,2035,35986,26795,,62781,PIT,0,principal out by +1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,45,,11,MUNICIPAL PURPOSE WATER,2036,37560,25221,,62781,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,45,,11,MUNICIPAL PURPOSE WATER,2037,39203,23578,,62781,PIT,0,interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,45,,11,MUNICIPAL PURPOSE WATER,2038,40919,21862,,62781,PIT,0,principal out by +1
2016,4123-fy-2016-annual-town-report.pdf,45,,11,MUNICIPAL PURPOSE WATER,2039,42709,20072,,62781,PIT,0,interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,45,,13,MS-HS CONSTRUCTION,2029,280000,199225,,479225,PIT,0,interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,45,,13,MS-HS CONSTRUCTION,2030,290000,189425,,479425,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,45,,13,MS-HS CONSTRUCTION,2031,300000,180145,,480145,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,45,,13,MS-HS CONSTRUCTION,2032,310000,170545,,480545,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,45,,13,MS-HS CONSTRUCTION,2033,320000,160625,,480625,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,45,,13,MS-HS CONSTRUCTION,2034,330000,150385,,480385,PIT,0,principal out by -1; interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,45,,13,MS-HS CONSTRUCTION,2035,340000,139825,,479825,PIT,0,principal out by +1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,45,,13,MS-HS CONSTRUCTION,2036,350000,127925,,477925,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,45,,13,MS-HS CONSTRUCTION,2037,365000,115675,,480675,PIT,0,interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,45,,13,MS-HS CONSTRUCTION,2038,375000,102900,,477900,PIT,0,principal out by +1
2016,4123-fy-2016-annual-town-report.pdf,45,,13,MS-HS CONSTRUCTION,2039,390000,89775,,479775,PIT,0,interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,45,,14,MS-HS CONSTRUCTION,2029,640000,464571,,1104571,PIT,0,interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,45,,14,MS-HS CONSTRUCTION,2030,665000,438971,,1103971,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,45,,14,MS-HS CONSTRUCTION,2031,685000,419021,,1104021,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,45,,14,MS-HS CONSTRUCTION,2032,705000,398471,,1103471,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,45,,14,MS-HS CONSTRUCTION,2033,730000,377321,,1107321,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,45,,14,MS-HS CONSTRUCTION,2034,750000,355421,,1105421,PIT,0,principal out by -1; interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,45,,14,MS-HS CONSTRUCTION,2035,775000,332921,,1107921,PIT,0,principal out by +1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,45,,14,MS-HS CONSTRUCTION,2036,795000,308121,,1103121,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,45,,14,MS-HS CONSTRUCTION,2037,825000,282681,,1107681,PIT,0,interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,45,,14,MS-HS CONSTRUCTION,2038,850000,256900,,1106900,PIT,0,principal out by +1
2016,4123-fy-2016-annual-town-report.pdf,45,,14,MS-HS CONSTRUCTION,2039,875000,230338,,1105338,PIT,0,interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,45,,15,MS-HS CONSTRUCTION / MPL,2029,125000,89263,,214263,PIT,0,interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,45,,15,MS-HS CONSTRUCTION / MPL,2030,130000,85513,,215513,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,45,,15,MS-HS CONSTRUCTION / MPL,2031,130000,81613,,211613,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,45,,15,MS-HS CONSTRUCTION / MPL,2032,135000,77713,,212713,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,45,,15,MS-HS CONSTRUCTION / MPL,2033,140000,73663,,213663,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,45,,15,MS-HS CONSTRUCTION / MPL,2034,145000,69463,,214463,PIT,0,principal out by -1; interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,45,,15,MS-HS CONSTRUCTION / MPL,2035,150000,64750,,214750,PIT,0,principal out by +1; interest out by -1
2016,4123-fy-2016-annual-town-report.pdf,45,,15,MS-HS CONSTRUCTION / MPL,2036,155000,59875,,214875,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,45,,15,MS-HS CONSTRUCTION / MPL,2037,160000,54838,,214838,PIT,0,interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,45,,15,MS-HS CONSTRUCTION / MPL,2038,165000,49238,,214238,PIT,0,principal out by +1
2016,4123-fy-2016-annual-town-report.pdf,45,,15,MS-HS CONSTRUCTION / MPL,2039,170000,43463,,213463,PIT,0,interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,45,,16,MASS CLEAN WATER POOL 19,2029,79670,13760,,93430,PIT,0,interest out by +1
2016,4123-fy-2016-annual-town-report.pdf,45,,16,MASS CLEAN WATER POOL 19,2030,81402,12167,,93569,PIT,0,yes
2016,4123-fy-2016-annual-town-report.pdf,45,,16,MASS CLEAN WATER POOL 19,2031,83171,10539,,93710,PIT,0,yes
