report_fy,document,page,as_of,issue_seq,issue,due_fy,principal,interest,admin_fee,total,cells_printed,rows_offset,column_foots
2025,4130-fy-2025-annual-town-report.pdf,39,,10,MUNICIPAL PURPOSE LOAN/SCH CONSTRUCTION,TOTAL,1155000,122250,,1277250,PIT,0,yes
2025,4130-fy-2025-annual-town-report.pdf,39,,11,DPW-ROADS GENERAL OBLIGATION,2026,100000,20800,,120800,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,11,DPW-ROADS GENERAL OBLIGATION,2027,100000,15800,,115800,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,11,DPW-ROADS GENERAL OBLIGATION,2028,95000,11800,,106800,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,11,DPW-ROADS GENERAL OBLIGATION,2029,75000,8000,,83000,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,11,DPW-ROADS GENERAL OBLIGATION,2030,50000,5000,,55000,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,11,DPW-ROADS GENERAL OBLIGATION,2031,50000,3000,,53000,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,11,DPW-ROADS GENERAL OBLIGATION,2032,50000,1500,,51500,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,11,DPW-ROADS GENERAL OBLIGATION,TOTAL,520000,65900,,585900,PIT,0,yes
2025,4130-fy-2025-annual-town-report.pdf,39,,12,MEADOW WOODS -SEWER GENERAL OBLIGATION,2026,40000,44875,,84875,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,12,MEADOW WOODS -SEWER GENERAL OBLIGATION,2027,40000,42875,,82875,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,12,MEADOW WOODS -SEWER GENERAL OBLIGATION,2028,45000,41275,,86275,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,12,MEADOW WOODS -SEWER GENERAL OBLIGATION,2029,45000,39475,,84475,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,12,MEADOW WOODS -SEWER GENERAL OBLIGATION,2030,45000,37675,,82675,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,12,MEADOW WOODS -SEWER GENERAL OBLIGATION,2031,50000,35875,,85875,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,12,MEADOW WOODS -SEWER GENERAL OBLIGATION,2032,50000,34375,,84375,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,12,MEADOW WOODS -SEWER GENERAL OBLIGATION,2033,50000,32875,,82875,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,12,MEADOW WOODS -SEWER GENERAL OBLIGATION,2034,55000,31250,,86250,PIT,0,yes
2025,4130-fy-2025-annual-town-report.pdf,39,,12,MEADOW WOODS -SEWER GENERAL OBLIGATION,2035,55000,29463,,84463,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,12,MEADOW WOODS -SEWER GENERAL OBLIGATION,2036,55000,27675,,82675,PIT,0,interest out by -1
2025,4130-fy-2025-annual-town-report.pdf,39,,12,MEADOW WOODS -SEWER GENERAL OBLIGATION,2037,60000,25888,,85888,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,12,MEADOW WOODS -SEWER GENERAL OBLIGATION,2038,60000,23938,,83938,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,12,MEADOW WOODS -SEWER GENERAL OBLIGATION,2039,60000,21988,,81988,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,12,MEADOW WOODS -SEWER GENERAL OBLIGATION,2040,65000,19963,,84963,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,12,MEADOW WOODS -SEWER GENERAL OBLIGATION,2041,65000,17769,,82769,PIT,0,yes
2025,4130-fy-2025-annual-town-report.pdf,39,,12,MEADOW WOODS -SEWER GENERAL OBLIGATION,2042,70000,15575,,85575,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,12,MEADOW WOODS -SEWER GENERAL OBLIGATION,2043,70000,13213,,83213,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,12,MEADOW WOODS -SEWER GENERAL OBLIGATION,2044,75000,10850,,85850,PIT,0,yes
2025,4130-fy-2025-annual-town-report.pdf,39,,12,MEADOW WOODS -SEWER GENERAL OBLIGATION,2045,75000,8225,,83225,PIT,0,yes
2025,4130-fy-2025-annual-town-report.pdf,39,,12,MEADOW WOODS -SEWER GENERAL OBLIGATION,2046,80000,5600,,85600,PIT,0,yes
2025,4130-fy-2025-annual-town-report.pdf,39,,12,MEADOW WOODS -SEWER GENERAL OBLIGATION,2047,80000,2800,,82800,PIT,0,yes
2025,4130-fy-2025-annual-town-report.pdf,39,,12,MEADOW WOODS -SEWER GENERAL OBLIGATION,TOTAL,1290000,563494,,1853494,PIT,0,yes
2025,4130-fy-2025-annual-town-report.pdf,39,,13,MEADOW WOODS -WATER GENERAL OBLIGATION,2026,25000,30088,,55088,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,13,MEADOW WOODS -WATER GENERAL OBLIGATION,2027,30000,28838,,58838,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,13,MEADOW WOODS -WATER GENERAL OBLIGATION,2028,30000,27638,,57638,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,13,MEADOW WOODS -WATER GENERAL OBLIGATION,2029,30000,26438,,56438,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,13,MEADOW WOODS -WATER GENERAL OBLIGATION,2030,30000,25238,,55238,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,13,MEADOW WOODS -WATER GENERAL OBLIGATION,2031,30000,24038,,54038,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,13,MEADOW WOODS -WATER GENERAL OBLIGATION,2032,35000,23138,,58138,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,13,MEADOW WOODS -WATER GENERAL OBLIGATION,2033,35000,22088,,57088,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,13,MEADOW WOODS -WATER GENERAL OBLIGATION,2034,35000,20950,,55950,PIT,0,yes
2025,4130-fy-2025-annual-town-report.pdf,39,,13,MEADOW WOODS -WATER GENERAL OBLIGATION,2035,35000,19813,,54813,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,13,MEADOW WOODS -WATER GENERAL OBLIGATION,2036,40000,18675,,58675,PIT,0,interest out by -1
2025,4130-fy-2025-annual-town-report.pdf,39,,13,MEADOW WOODS -WATER GENERAL OBLIGATION,2037,40000,17375,,57375,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,13,MEADOW WOODS -WATER GENERAL OBLIGATION,2038,40000,16075,,56075,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,13,MEADOW WOODS -WATER GENERAL OBLIGATION,2039,40000,14775,,54775,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,13,MEADOW WOODS -WATER GENERAL OBLIGATION,2040,45000,13425,,58425,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,13,MEADOW WOODS -WATER GENERAL OBLIGATION,2041,45000,11906,,56906,PIT,0,yes
2025,4130-fy-2025-annual-town-report.pdf,39,,13,MEADOW WOODS -WATER GENERAL OBLIGATION,2042,45000,10388,,55388,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,13,MEADOW WOODS -WATER GENERAL OBLIGATION,2043,45000,8869,,53869,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,13,MEADOW WOODS -WATER GENERAL OBLIGATION,2044,50000,7350,,57350,PIT,0,yes
2025,4130-fy-2025-annual-town-report.pdf,39,,13,MEADOW WOODS -WATER GENERAL OBLIGATION,2045,50000,5600,,55600,PIT,0,yes
2025,4130-fy-2025-annual-town-report.pdf,39,,13,MEADOW WOODS -WATER GENERAL OBLIGATION,2046,55000,3850,,58850,PIT,0,yes
2025,4130-fy-2025-annual-town-report.pdf,39,,13,MEADOW WOODS -WATER GENERAL OBLIGATION,2047,55000,1925,,56925,PIT,0,yes
2025,4130-fy-2025-annual-town-report.pdf,39,,13,MEADOW WOODS -WATER GENERAL OBLIGATION,TOTAL,865000,378475,,1243475,PIT,0,yes
2025,4130-fy-2025-annual-town-report.pdf,39,,14,MUNICIPAL PURPOSE LOAN SCH/DPW,2026,105000,31344,,136344,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,14,MUNICIPAL PURPOSE LOAN SCH/DPW,2027,110000,26094,,136094,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,14,MUNICIPAL PURPOSE LOAN SCH/DPW,2028,115000,20594,,135594,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,14,MUNICIPAL PURPOSE LOAN SCH/DPW,2029,120000,18294,,138294,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,14,MUNICIPAL PURPOSE LOAN SCH/DPW,2030,125000,15894,,140894,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,14,MUNICIPAL PURPOSE LOAN SCH/DPW,2031,125000,13394,,138394,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,14,MUNICIPAL PURPOSE LOAN SCH/DPW,2032,125000,10894,,135894,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,14,MUNICIPAL PURPOSE LOAN SCH/DPW,2033,130000,8394,,138394,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,14,MUNICIPAL PURPOSE LOAN SCH/DPW,2034,130000,5631,,135631,PIT,0,yes
2025,4130-fy-2025-annual-town-report.pdf,39,,14,MUNICIPAL PURPOSE LOAN SCH/DPW,2035,135000,2869,,137869,PIT,0,interest out by +1
2025,4130-fy-2025-annual-town-report.pdf,39,,14,MUNICIPAL PURPOSE LOAN SCH/DPW,TOTAL,1220000,153400,,1373400,PIT,0,yes
