fy,town,enrollment_reason,lea,district,students,doc_id_sending,doc_id_receiving
2014,Acton,School Choice Program,06730000,Groton-Dunstable,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Ashburnham,Resident/Member,06100000,Ashburnham-Westminster,1006,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Ashburnham,School Choice Program,06160000,Ayer Shirley School District,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Ashburnham,School Choice Program,07350000,North Middlesex,4,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Ashby,Foreign Exchange Student,07350000,North Middlesex,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Ashby,Resident/Member,07350000,North Middlesex,417,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Ashby,School Choice Program,06100000,Ashburnham-Westminster,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Ashby,School Choice Program,06160000,Ayer Shirley School District,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Athol,School Choice Program,06100000,Ashburnham-Westminster,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Ayer,Resident/Member,06160000,Ayer Shirley School District,881,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Ayer,School Choice Program,01250000,Harvard,25,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Ayer,School Choice Program,06730000,Groton-Dunstable,6,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Ayer,Tuitioned In - Paid by Parent/Guardian,06160000,Ayer Shirley School District,8,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Bolton,School Choice Program,01250000,Harvard,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Boylston,School Choice Program,01250000,Harvard,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Chelmsford,School Choice Program,06730000,Groton-Dunstable,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Clinton,School Choice Program,01250000,Harvard,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Clinton,School Choice Program,06160000,Ayer Shirley School District,3,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Devens,School Choice Program,06160000,Ayer Shirley School District,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Devens,Tuitioned In - Agreement With Another In-state District,01250000,Harvard,82,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Dunstable,Foreign Exchange Student,06730000,Groton-Dunstable,3,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Dunstable,Resident/Member,06730000,Groton-Dunstable,599,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Dunstable,Tuitioned In - Paid by Parent/Guardian,06730000,Groton-Dunstable,5,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Fitchburg,School Choice Program,01250000,Harvard,3,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Fitchburg,School Choice Program,01620000,Lunenburg,15,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Fitchburg,School Choice Program,06100000,Ashburnham-Westminster,38,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Fitchburg,School Choice Program,06160000,Ayer Shirley School District,45,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Fitchburg,School Choice Program,07350000,North Middlesex,47,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Fitchburg,Tuitioned In - Paid by Parent/Guardian,06160000,Ayer Shirley School District,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Gardner,School Choice Program,01620000,Lunenburg,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Gardner,School Choice Program,06100000,Ashburnham-Westminster,37,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Gardner,School Choice Program,06160000,Ayer Shirley School District,6,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Gardner,School Choice Program,07350000,North Middlesex,3,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Groton,Foreign Exchange Student,06730000,Groton-Dunstable,10,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Groton,Resident/Member,06730000,Groton-Dunstable,1917,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Groton,School Choice Program,01250000,Harvard,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Groton,School Choice Program,06160000,Ayer Shirley School District,3,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Groton,School Choice Program,07350000,North Middlesex,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Groton,Tuitioned In - Paid by Parent/Guardian,06730000,Groton-Dunstable,30,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Harvard,Foreign Exchange Student,01250000,Harvard,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Harvard,Resident/Member,01250000,Harvard,1002,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Harvard,Tuitioned In - Paid by Parent/Guardian,01250000,Harvard,8,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Hubbardston,School Choice Program,06100000,Ashburnham-Westminster,5,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Lancaster,School Choice Program,01250000,Harvard,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Lancaster,School Choice Program,06100000,Ashburnham-Westminster,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Leominster,School Choice Program,01250000,Harvard,17,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Leominster,School Choice Program,01620000,Lunenburg,19,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Leominster,School Choice Program,06100000,Ashburnham-Westminster,5,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Leominster,School Choice Program,06160000,Ayer Shirley School District,26,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Leominster,School Choice Program,06730000,Groton-Dunstable,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Leominster,School Choice Program,07350000,North Middlesex,6,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Leominster,Tuitioned In - Paid by Parent/Guardian,06160000,Ayer Shirley School District,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Littleton,School Choice Program,01250000,Harvard,3,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Littleton,School Choice Program,06160000,Ayer Shirley School District,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Littleton,School Choice Program,06730000,Groton-Dunstable,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Lowell,School Choice Program,06160000,Ayer Shirley School District,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Lowell,School Choice Program,07350000,North Middlesex,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Lunenburg,Charter School,04450000,Abby Kelley Foster Charter Public (District),2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Lunenburg,Charter School,04740000,Sizer School: A North Central Charter Essential (District),17,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Lunenburg,Charter School,04780000,Francis W. Parker Charter Essential (District),25,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Lunenburg,Resident/Member,01620000,Lunenburg,1513,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Lunenburg,Resident/Member,04680000,Ma Academy for Math and Science,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Lunenburg,Resident/Member,08320000,Montachusett Regional Vocational Technical,70,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Lunenburg,School Choice Program,00970000,Fitchburg,13,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Lunenburg,School Choice Program,01250000,Harvard,3,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Lunenburg,School Choice Program,01530000,Leominster,22,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Lunenburg,School Choice Program,01580000,Littleton,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Lunenburg,School Choice Program,01740000,Maynard,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Lunenburg,School Choice Program,06100000,Ashburnham-Westminster,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Lunenburg,School Choice Program,06160000,Ayer Shirley School District,6,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Lunenburg,School Choice Program,06730000,Groton-Dunstable,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Lunenburg,School Choice Program,07250000,Nashoba,5,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Lunenburg,School Choice Program,07350000,North Middlesex,8,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Lunenburg,School Choice Program,07550000,Ralph C Mahar,5,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Lunenburg,School Choice Program,08520000,Nashoba Valley Regional Vocational Technical,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Lunenburg,Tuitioned In - Waived by Local Agreement,00020000,Acton (non-op),1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Mendon,School Choice Program,01250000,Harvard,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Methuen,School Choice Program,06730000,Groton-Dunstable,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Monson,School Choice Program,06160000,Ayer Shirley School District,4,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,New Salem,School Choice Program,06100000,Ashburnham-Westminster,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Northborough,Tuitioned In - Paid by Parent/Guardian,06730000,Groton-Dunstable,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Out of State,Tuitioned - Out of State,07350000,North Middlesex,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Pepperell,Resident/Member,07350000,North Middlesex,1654,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Pepperell,School Choice Program,01250000,Harvard,4,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Pepperell,School Choice Program,06160000,Ayer Shirley School District,4,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Pepperell,School Choice Program,06730000,Groton-Dunstable,35,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Pepperell,Tuitioned In - Paid by Parent/Guardian,06730000,Groton-Dunstable,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Princeton,School Choice Program,01250000,Harvard,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Princeton,Tuitioned In - Paid by Parent/Guardian,06100000,Ashburnham-Westminster,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Royalston,School Choice Program,06100000,Ashburnham-Westminster,3,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Rutland,School Choice Program,06100000,Ashburnham-Westminster,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Shirley,Resident/Member,06160000,Ayer Shirley School District,628,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Shirley,School Choice Program,01250000,Harvard,8,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Shirley,School Choice Program,01620000,Lunenburg,6,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Shirley,School Choice Program,06100000,Ashburnham-Westminster,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Shirley,School Choice Program,06730000,Groton-Dunstable,7,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Shirley,School Choice Program,07350000,North Middlesex,6,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Shirley,Tuitioned In - Agreement With Another In-state District,01620000,Lunenburg,7,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Shirley,Tuitioned In - Agreement With Another In-state District,06730000,Groton-Dunstable,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Shirley,Tuitioned In - Paid by Parent/Guardian,06160000,Ayer Shirley School District,31,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Sterling,School Choice Program,01250000,Harvard,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Sterling,School Choice Program,06160000,Ayer Shirley School District,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Stow,School Choice Program,01250000,Harvard,4,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Templeton,School Choice Program,06100000,Ashburnham-Westminster,9,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Templeton,School Choice Program,06160000,Ayer Shirley School District,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Townsend,Resident/Member,07350000,North Middlesex,1300,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Townsend,School Choice Program,01620000,Lunenburg,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Townsend,School Choice Program,06160000,Ayer Shirley School District,6,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Townsend,School Choice Program,06730000,Groton-Dunstable,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Tyngsborough,School Choice Program,06730000,Groton-Dunstable,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Westford,School Choice Program,07350000,North Middlesex,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Westford,Tuitioned In - Agreement With Another In-state District,07350000,North Middlesex,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Westminster,Resident/Member,06100000,Ashburnham-Westminster,1172,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Winchendon,School Choice Program,06100000,Ashburnham-Westminster,11,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Winchendon,School Choice Program,06160000,Ayer Shirley School District,3,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2014,Worcester,School Choice Program,07350000,North Middlesex,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Acton,School Choice Program,01250000,Harvard,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Ashburnham,Resident/Member,06100000,Ashburnham-Westminster,1037,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Ashburnham,School Choice Program,07350000,North Middlesex,4,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Ashby,Foreign Exchange Student,07350000,North Middlesex,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Ashby,Resident/Member,07350000,North Middlesex,402,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Ashby,School Choice Program,06100000,Ashburnham-Westminster,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Athol,School Choice Program,06100000,Ashburnham-Westminster,3,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Ayer,Resident/Member,06160000,Ayer Shirley School District,892,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Ayer,School Choice Program,01250000,Harvard,22,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Ayer,School Choice Program,06730000,Groton-Dunstable,6,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Ayer,Tuitioned In - Paid by Parent/Guardian,06160000,Ayer Shirley School District,19,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Bolton,School Choice Program,01250000,Harvard,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Boxborough,Foreign Exchange Student,06730000,Groton-Dunstable,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Chelmsford,School Choice Program,06730000,Groton-Dunstable,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Clinton,School Choice Program,01250000,Harvard,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Clinton,School Choice Program,01620000,Lunenburg,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Clinton,School Choice Program,06160000,Ayer Shirley School District,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Devens,School Choice Program,06160000,Ayer Shirley School District,5,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Devens,Tuitioned In - Agreement With Another In-state District,01250000,Harvard,77,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Dunstable,Foreign Exchange Student,06730000,Groton-Dunstable,4,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Dunstable,Resident/Member,06730000,Groton-Dunstable,573,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Dunstable,School Choice Program,01250000,Harvard,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Fitchburg,School Choice Program,01250000,Harvard,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Fitchburg,School Choice Program,01620000,Lunenburg,19,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Fitchburg,School Choice Program,06100000,Ashburnham-Westminster,46,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Fitchburg,School Choice Program,06160000,Ayer Shirley School District,41,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Fitchburg,School Choice Program,07350000,North Middlesex,43,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Fitchburg,Tuitioned In - Paid by Parent/Guardian,06160000,Ayer Shirley School District,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Framingham,School Choice Program,01620000,Lunenburg,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Gardner,School Choice Program,01620000,Lunenburg,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Gardner,School Choice Program,06100000,Ashburnham-Westminster,59,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Gardner,School Choice Program,06160000,Ayer Shirley School District,6,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Gardner,School Choice Program,07350000,North Middlesex,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Groton,Foreign Exchange Student,06730000,Groton-Dunstable,5,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Groton,Resident/Member,06730000,Groton-Dunstable,1904,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Groton,School Choice Program,01250000,Harvard,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Groton,School Choice Program,06160000,Ayer Shirley School District,7,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Groton,School Choice Program,07350000,North Middlesex,3,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Groton,Tuitioned In - Paid by Parent/Guardian,06730000,Groton-Dunstable,30,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Harvard,Resident/Member,01250000,Harvard,954,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Harvard,School Choice Program,07350000,North Middlesex,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Harvard,Tuitioned In - Paid by Parent/Guardian,01250000,Harvard,42,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Hubbardston,School Choice Program,06100000,Ashburnham-Westminster,4,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Lancaster,School Choice Program,01250000,Harvard,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Lancaster,School Choice Program,06100000,Ashburnham-Westminster,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Leominster,School Choice Program,01250000,Harvard,13,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Leominster,School Choice Program,01620000,Lunenburg,15,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Leominster,School Choice Program,06100000,Ashburnham-Westminster,4,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Leominster,School Choice Program,06160000,Ayer Shirley School District,26,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Leominster,School Choice Program,06730000,Groton-Dunstable,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Leominster,School Choice Program,07350000,North Middlesex,5,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Littleton,School Choice Program,01250000,Harvard,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Littleton,School Choice Program,06160000,Ayer Shirley School District,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Littleton,School Choice Program,06730000,Groton-Dunstable,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Lowell,School Choice Program,07350000,North Middlesex,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Lunenburg,Charter School,04450000,Abby Kelley Foster Charter Public (District),2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Lunenburg,Charter School,04740000,Sizer School: A North Central Charter Essential (District),18,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Lunenburg,Charter School,04780000,Francis W. Parker Charter Essential (District),22,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Lunenburg,Resident/Member,01620000,Lunenburg,1513,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
