dataset,edition,report_fy,document,page,copy,plan_fiscal_year,line_no,project,cost,cumulative,printed_total,columns_as_printed,status,reconciliation
capital_plan,FY2020,2020,4127-fy-2020-annual-town-report.pdf,96,committee report,2021,7,FD16-20-A Fire ALS Equipment Phase 1 Equipment,54800.0,,1329133.0,"Total Capital Plan $1,329,133",checked,"21 project rows sum to 1,329,133.00 = the total the page prints"
capital_plan,FY2020,2020,4127-fy-2020-annual-town-report.pdf,96,committee report,2021,8,PD20-01 Police ACO Vehicle Vehicle,26000.0,,1329133.0,"Total Capital Plan $1,329,133",checked,"21 project rows sum to 1,329,133.00 = the total the page prints"
capital_plan,FY2020,2020,4127-fy-2020-annual-town-report.pdf,96,committee report,2021,9,FD20-01 Fire Midlife Overhaul of Squad 3 Vehicle,65000.0,,1329133.0,"Total Capital Plan $1,329,133",checked,"21 project rows sum to 1,329,133.00 = the total the page prints"
capital_plan,FY2020,2020,4127-fy-2020-annual-town-report.pdf,96,committee report,2021,10,PD16-18 Police Portable Radios Equipment,45000.0,,1329133.0,"Total Capital Plan $1,329,133",checked,"21 project rows sum to 1,329,133.00 = the total the page prints"
capital_plan,FY2020,2020,4127-fy-2020-annual-town-report.pdf,96,committee report,2021,11,LPS19-03-A Schools Design AC for Classrooms at Primary Planning,10000.0,,1329133.0,"Total Capital Plan $1,329,133",checked,"21 project rows sum to 1,329,133.00 = the total the page prints"
capital_plan,FY2020,2020,4127-fy-2020-annual-town-report.pdf,96,committee report,2021,12,DPW16-10 Highway Trackless & Attachments Vehicle,170000.0,,1329133.0,"Total Capital Plan $1,329,133",checked,"21 project rows sum to 1,329,133.00 = the total the page prints"
capital_plan,FY2020,2020,4127-fy-2020-annual-town-report.pdf,96,committee report,2021,13,"FM17-16A DPWR Senior Center, Reconfigure Front Entrance Facilities",24000.0,,1329133.0,"Total Capital Plan $1,329,133",checked,"21 project rows sum to 1,329,133.00 = the total the page prints"
capital_plan,FY2020,2020,4127-fy-2020-annual-town-report.pdf,96,committee report,2021,14,DPW17-11 Highway One Ton Dump with Plow Vehicle,58833.0,,1329133.0,"Total Capital Plan $1,329,133",checked,"21 project rows sum to 1,329,133.00 = the total the page prints"
capital_plan,FY2020,2020,4127-fy-2020-annual-town-report.pdf,96,committee report,2021,15,"FM16-02 DPW PSB, Carport Reconfiguration Facilities",135000.0,,1329133.0,"Total Capital Plan $1,329,133",checked,"21 project rows sum to 1,329,133.00 = the total the page prints"
capital_plan,FY2020,2020,4127-fy-2020-annual-town-report.pdf,96,committee report,2021,16,"FM20-06 DPW Senior Center, Kitchen Remodel Facilities",22000.0,,1329133.0,"Total Capital Plan $1,329,133",checked,"21 project rows sum to 1,329,133.00 = the total the page prints"
capital_plan,FY2020,2020,4127-fy-2020-annual-town-report.pdf,96,committee report,2021,17,"LPS19-02 Schools Admin Air Conditioning, THES Facilities",28000.0,,1329133.0,"Total Capital Plan $1,329,133",checked,"21 project rows sum to 1,329,133.00 = the total the page prints"
capital_plan,FY2020,2020,4127-fy-2020-annual-town-report.pdf,96,committee report,2021,18,"FM16-11 DPW Library, Carpet Facilities",126000.0,,1329133.0,"Total Capital Plan $1,329,133",checked,"21 project rows sum to 1,329,133.00 = the total the page prints"
capital_plan,FY2020,2020,4127-fy-2020-annual-town-report.pdf,96,committee report,2021,19,"FM20-07 DPW Ritter, Kitchen Remodel Facilities",12000.0,,1329133.0,"Total Capital Plan $1,329,133",checked,"21 project rows sum to 1,329,133.00 = the total the page prints"
capital_plan,FY2020,2020,4127-fy-2020-annual-town-report.pdf,96,committee report,2021,20,"FM20-02 DPW Ritter, ADA Ramp Design Facilities",25500.0,,1329133.0,"Total Capital Plan $1,329,133",checked,"21 project rows sum to 1,329,133.00 = the total the page prints"
capital_plan,FY2020,2020,4127-fy-2020-annual-town-report.pdf,96,committee report,2021,21,FM20-10 DPW Cemetery Parking Lot Facilities,20000.0,,1329133.0,"Total Capital Plan $1,329,133",checked,"21 project rows sum to 1,329,133.00 = the total the page prints"
capital_plan,FY2020,2020,4127-fy-2020-annual-town-report.pdf,150,town meeting article,2021,1,"1FM20-01 DPW Town Hall, ADA Ramp/Sidewalk Facilities",22000.0,,664800.0,"Total Capital Plan $664,800",checked,"11 project rows sum to 664,800.00 = the total the page prints"
capital_plan,FY2020,2020,4127-fy-2020-annual-town-report.pdf,150,town meeting article,2021,2,INFRA20-01 Highway Flat Hill Culvert Design Infrastructure,112500.0,,664800.0,"Total Capital Plan $664,800",checked,"11 project rows sum to 664,800.00 = the total the page prints"
capital_plan,FY2020,2020,4127-fy-2020-annual-town-report.pdf,150,town meeting article,2021,3,LPS16-19-C Schools THES Asbestos Abatement Ceiling Replacement Facilities,123500.0,,664800.0,"Total Capital Plan $664,800",checked,"11 project rows sum to 664,800.00 = the total the page prints"
capital_plan,FY2020,2020,4127-fy-2020-annual-town-report.pdf,150,town meeting article,2021,4,"PD19-01 PoliceR Police Vehicle, 1 Marked New Vehicle",67000.0,,664800.0,"Total Capital Plan $664,800",checked,"11 project rows sum to 664,800.00 = the total the page prints"
capital_plan,FY2020,2020,4127-fy-2020-annual-town-report.pdf,150,town meeting article,2021,5,"FD17-05-B Fire SC BA Complement, Replacement (1/2) Equipment",115000.0,,664800.0,"Total Capital Plan $664,800",checked,"11 project rows sum to 664,800.00 = the total the page prints"
capital_plan,FY2020,2020,4127-fy-2020-annual-town-report.pdf,150,town meeting article,2021,6,FD 16-20-A Fire ALS Equipment Phase 1 Equipment,54800.0,,664800.0,"Total Capital Plan $664,800",checked,"11 project rows sum to 664,800.00 = the total the page prints"
capital_plan,FY2020,2020,4127-fy-2020-annual-town-report.pdf,150,town meeting article,2021,7,PD20-01 Police ACO Vehide Vehicle,26000.0,,664800.0,"Total Capital Plan $664,800",checked,"11 project rows sum to 664,800.00 = the total the page prints"
capital_plan,FY2020,2020,4127-fy-2020-annual-town-report.pdf,150,town meeting article,2021,8,FD20-01 Fire life Overhaul of Squad 3 Vehicle,65000.0,,664800.0,"Total Capital Plan $664,800",checked,"11 project rows sum to 664,800.00 = the total the page prints"
capital_plan,FY2020,2020,4127-fy-2020-annual-town-report.pdf,150,town meeting article,2021,9,PD16-18 PoliceR Portable Radios Equipment,45000.0,,664800.0,"Total Capital Plan $664,800",checked,"11 project rows sum to 664,800.00 = the total the page prints"
capital_plan,FY2020,2020,4127-fy-2020-annual-town-report.pdf,150,town meeting article,2021,10,LPS19-03-A Schools Design ACfor Classrooms at Primary Planning,10000.0,,664800.0,"Total Capital Plan $664,800",checked,"11 project rows sum to 664,800.00 = the total the page prints"
capital_plan,FY2020,2020,4127-fy-2020-annual-town-report.pdf,150,town meeting article,2021,11,"FM117-16A Senior Center, Reconfigure Front Entrance Facilities",24000.0,,664800.0,"Total Capital Plan $664,800",checked,"11 project rows sum to 664,800.00 = the total the page prints"
capital_plan,FY2021,2021,4128-fy-2021-annual-town-report.pdf,96,committee report,2022,1,FD21-01 Fire Turnout Gear Equipment,100000.0,,1597825.0,"Total Capital Plan 1,597,825",checked,"15 project rows sum to 1,597,825.00 = the total the page prints"
capital_plan,FY2021,2021,4128-fy-2021-annual-town-report.pdf,96,committee report,2022,2,"PD16-07 Police Bulletproof Vests, 29 Officers Equipment",17500.0,,1597825.0,"Total Capital Plan 1,597,825",checked,"15 project rows sum to 1,597,825.00 = the total the page prints"
capital_plan,FY2021,2021,4128-fy-2021-annual-town-report.pdf,96,committee report,2022,3,"DPW17-07 Highway 6-Wheel Dump, plow & sand/Repl.2005 International Vehicles",211000.0,,1597825.0,"Total Capital Plan 1,597,825",checked,"15 project rows sum to 1,597,825.00 = the total the page prints"
capital_plan,FY2021,2021,4128-fy-2021-annual-town-report.pdf,96,committee report,2022,4,"FM17-05 Town Facilities PSB, Chiller Replacement Facilities",150000.0,,1597825.0,"Total Capital Plan 1,597,825",checked,"15 project rows sum to 1,597,825.00 = the total the page prints"
capital_plan,FY2021,2021,4128-fy-2021-annual-town-report.pdf,96,committee report,2022,5,INFRA20-02 Highway Flat Hill Culvert Construction Infrastructure,428500.0,,1597825.0,"Total Capital Plan 1,597,825",checked,"15 project rows sum to 1,597,825.00 = the total the page prints"
capital_plan,FY2021,2021,4128-fy-2021-annual-town-report.pdf,96,committee report,2022,6,"PD17-02-B Police Police Vehicle, Marked Replacement Vehicle",66950.0,,1597825.0,"Total Capital Plan 1,597,825",checked,"15 project rows sum to 1,597,825.00 = the total the page prints"
capital_plan,FY2021,2021,4128-fy-2021-annual-town-report.pdf,96,committee report,2022,7,LPS20-01 Schools THES Exterior Envelope Repairs Facilities,67000.0,,1597825.0,"Total Capital Plan 1,597,825",checked,"15 project rows sum to 1,597,825.00 = the total the page prints"
capital_plan,FY2021,2021,4128-fy-2021-annual-town-report.pdf,96,committee report,2022,8,"8FM20-03 Town Facilities Ritter, ADA Ramp Construction Facilities",127500.0,,1597825.0,"Total Capital Plan 1,597,825",checked,"15 project rows sum to 1,597,825.00 = the total the page prints"
capital_plan,FY2021,2021,4128-fy-2021-annual-town-report.pdf,96,committee report,2022,9,"FM21-02 Town Facilities Town Hall Repairs- Vertex Year Items 2,3,5,6 Facilities",69425.0,,1597825.0,"Total Capital Plan 1,597,825",checked,"15 project rows sum to 1,597,825.00 = the total the page prints"
capital_plan,FY2021,2021,4128-fy-2021-annual-town-report.pdf,96,committee report,2022,10,INFRA21-01 Highway Page Street Survey/Design/Permit Infrastructure,20000.0,,1597825.0,"Total Capital Plan 1,597,825",checked,"15 project rows sum to 1,597,825.00 = the total the page prints"
capital_plan,FY2021,2021,4128-fy-2021-annual-town-report.pdf,96,committee report,2022,11,"FM21-03 Town Facilities Ritter, Envelope Repair Projects in Vertex#6-12 Facilities",120000.0,,1597825.0,"Total Capital Plan 1,597,825",checked,"15 project rows sum to 1,597,825.00 = the total the page prints"
capital_plan,FY2021,2021,4128-fy-2021-annual-town-report.pdf,96,committee report,2022,12,"PD20-02 Police Police Vehicle, Marked Replacement Vehicle",66950.0,,1597825.0,"Total Capital Plan 1,597,825",checked,"15 project rows sum to 1,597,825.00 = the total the page prints"
capital_plan,FY2021,2021,4128-fy-2021-annual-town-report.pdf,96,committee report,2022,13,"FM16-05 Town Facilities PSB, Replace Carpet 1st Floor Facilities",55000.0,,1597825.0,"Total Capital Plan 1,597,825",checked,"15 project rows sum to 1,597,825.00 = the total the page prints"
capital_plan,FY2021,2021,4128-fy-2021-annual-town-report.pdf,96,committee report,2022,14,FM21-08 Town Facilities Marshall Park Masterplan Facilities,50000.0,,1597825.0,"Total Capital Plan 1,597,825",checked,"15 project rows sum to 1,597,825.00 = the total the page prints"
capital_plan,FY2021,2021,4128-fy-2021-annual-town-report.pdf,96,committee report,2022,15,DPW21-02 Highway 3/4 Ton Pickup with Plow Vehicles,48000.0,,1597825.0,"Total Capital Plan 1,597,825",checked,"15 project rows sum to 1,597,825.00 = the total the page prints"
capital_plan,FY2021,2021,4128-fy-2021-annual-town-report.pdf,139,town meeting article,2022,1,FD21-01 Fire Turnout Gear Equipment,100000.0,,1597825.0,"Total Capital Plan 1,597,825",checked,"15 project rows sum to 1,597,825.00 = the total the page prints"
capital_plan,FY2021,2021,4128-fy-2021-annual-town-report.pdf,139,town meeting article,2022,2,"PD16-07 Police Bulletproof Vests, 29 Officers Equipment",17500.0,,1597825.0,"Total Capital Plan 1,597,825",checked,"15 project rows sum to 1,597,825.00 = the total the page prints"
capital_plan,FY2021,2021,4128-fy-2021-annual-town-report.pdf,139,town meeting article,2022,3,"DPW17-07 Highway 6-Wheel Dump, plow &sand/Repl.2005 Intemational Vehicles",211000.0,,1597825.0,"Total Capital Plan 1,597,825",checked,"15 project rows sum to 1,597,825.00 = the total the page prints"
capital_plan,FY2021,2021,4128-fy-2021-annual-town-report.pdf,139,town meeting article,2022,4,"FM17-05 Town Facilities PSB, Chiller Replacement Facilities",150000.0,,1597825.0,"Total Capital Plan 1,597,825",checked,"15 project rows sum to 1,597,825.00 = the total the page prints"
capital_plan,FY2021,2021,4128-fy-2021-annual-town-report.pdf,139,town meeting article,2022,5,INFRA20-02 Highway Flat Hill Oulvert Construction Infrastructure,428500.0,,1597825.0,"Total Capital Plan 1,597,825",checked,"15 project rows sum to 1,597,825.00 = the total the page prints"
capital_plan,FY2021,2021,4128-fy-2021-annual-town-report.pdf,139,town meeting article,2022,6,"PD17-02-B Police Police Vehicle, Marked Replacement Vehicle",66950.0,,1597825.0,"Total Capital Plan 1,597,825",checked,"15 project rows sum to 1,597,825.00 = the total the page prints"
capital_plan,FY2021,2021,4128-fy-2021-annual-town-report.pdf,139,town meeting article,2022,7,LPS20-01 Schools THES Exterior Envelope Repairs Facities,67000.0,,1597825.0,"Total Capital Plan 1,597,825",checked,"15 project rows sum to 1,597,825.00 = the total the page prints"
capital_plan,FY2021,2021,4128-fy-2021-annual-town-report.pdf,139,town meeting article,2022,8,"FM20-03 Town Facilities Fitter, ADA Ramp Construction Facilities",127500.0,,1597825.0,"Total Capital Plan 1,597,825",checked,"15 project rows sum to 1,597,825.00 = the total the page prints"
capital_plan,FY2021,2021,4128-fy-2021-annual-town-report.pdf,139,town meeting article,2022,9,"FM21-02 Town Facilities Town Hall Repairs- Vertex Year Items 2,3,5,6 Facilities",69425.0,,1597825.0,"Total Capital Plan 1,597,825",checked,"15 project rows sum to 1,597,825.00 = the total the page prints"
capital_plan,FY2021,2021,4128-fy-2021-annual-town-report.pdf,139,town meeting article,2022,10,INFRA21-01 Highway Page Street Survey/Design/Permit Infrastructure,20000.0,,1597825.0,"Total Capital Plan 1,597,825",checked,"15 project rows sum to 1,597,825.00 = the total the page prints"
capital_plan,FY2021,2021,4128-fy-2021-annual-town-report.pdf,139,town meeting article,2022,11,"FM21-03 Town Facilities Ritter, Envelope Repair Projects in Vertex#s-12 Facilities",120000.0,,1597825.0,"Total Capital Plan 1,597,825",checked,"15 project rows sum to 1,597,825.00 = the total the page prints"
capital_plan,FY2021,2021,4128-fy-2021-annual-town-report.pdf,139,town meeting article,2022,12,"PD20-02 Police Police Vehicle, Marked Replacement Vehicle",66950.0,,1597825.0,"Total Capital Plan 1,597,825",checked,"15 project rows sum to 1,597,825.00 = the total the page prints"
capital_plan,FY2021,2021,4128-fy-2021-annual-town-report.pdf,139,town meeting article,2022,13,"FM16-05 Town Facilities PSB, Replace Carpet 1st Floor Facilties",55000.0,,1597825.0,"Total Capital Plan 1,597,825",checked,"15 project rows sum to 1,597,825.00 = the total the page prints"
capital_plan,FY2021,2021,4128-fy-2021-annual-town-report.pdf,139,town meeting article,2022,14,FM21-08 Town Faclities Marshall Park Masterplan Facilities,50000.0,,1597825.0,"Total Capital Plan 1,597,825",checked,"15 project rows sum to 1,597,825.00 = the total the page prints"
capital_plan,FY2021,2021,4128-fy-2021-annual-town-report.pdf,139,town meeting article,2022,15,DPW21-02 Highway 3/4 Ton Pickup with Plow Vehicles,48000.0,,1597825.0,"Total Capital Plan 1,597,825",checked,"15 project rows sum to 1,597,825.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,94,committee report,2023,1,INFRA21-02 Infrastructure Page Street Culvert Construction Highway,150000.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,94,committee report,2023,2,"DPW17-08 DPW 10-Wheel, plow & sand Repl. 1994 Mack Vehicles",250000.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,94,committee report,2023,3,-N 36 FM22-01 Infrastructure PSB Enginnering Design for Drainage Town Facilities,25000.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,94,committee report,2023,4,"+ w 3 52 FM22-04 Facilities Senior Center, HVAC Upgrades Town Facilities",25000.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,94,committee report,2023,5,GG22-01 Planning Board Master Plan Gen. Govt,110000.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,94,committee report,2023,6,DPW22-03 DPW Two Way Radio System Highway,35000.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,94,committee report,2023,7,PD22-01 Police Canine Replacement Police,24250.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,94,committee report,2023,8,PD20-03 Police Police Marked Ford Interceptor Hybrid -Addition to Fleet Police,62000.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,94,committee report,2023,9,FM19-05 Facilities Town Hall Repairs- Vertex Year 2 Items 7-11 & 13 Town Facilities,96000.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,94,committee report,2023,10,INFRA21-05 Infrastructure Flat Hill Road Drainage Study Highway,45000.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,94,committee report,2023,11,LPS19-05 Schools One Ton Dump Truck with Plow Schools,58833.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,94,committee report,2023,12,GG22-02 Town Manager Records Retention Gen. Govt,62500.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,94,committee report,2023,13,DPW21-01 DPW Utility Tractor/Rotary Mower Combo Highway,170000.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,94,committee report,2023,14,INFRA22-03 Facilities Marshall Park Survey Town Facilities,25000.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,94,committee report,2023,15,"FM21-05 Facilities Senior Center, Vertex Items #4, 7 (1998 Roof Replacement) Town Facilities",35661.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,94,committee report,2023,16,DPW17-09 DPW One Ton Dump Truck with Plow Highway,58000.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,94,committee report,2023,17,LPS19-10 Schools Mower Schools,45000.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,94,committee report,2023,18,"FM21-06 Facilities Brooks House- Vertex Items #3, #4 Foundation Town Facilities",24000.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,94,committee report,2023,19,PD16-14-2 Police Police Marked Ford 150 Responder - Addition to fleet Police,67805.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,94,committee report,2023,20,FM19-08A Facilities Old Primary-Vertex Haz. Matls Abatement Town Facilities,371000.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,94,committee report,2023,21,"FM17-16B Facilities Senior Cetner, Install Generator Town Facilities",90000.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,94,committee report,2023,22,"FM22-03 Facilities Senior Center, Outdoor ADA Patio Town Facilities",100000.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,94,committee report,2023,23,LPS19-3-B Schools AC for Classrooms at Primary School Schools,232800.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,142,town meeting article,2023,1,INFRA21-02 Infrastructure Page Street Culvert Construction High way,150000.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,142,town meeting article,2023,2,"DPW17-08 DPW 10-Wheel, plow & sand Repl. 1994 Mack Vehicles",250000.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,142,town meeting article,2023,3,FM22-01 Infrastructure PSB Enginnering Design for Drainage Town Facilities,25000.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,142,town meeting article,2023,4,"FM22-04 Facilities Senior Center, HVAC Upgrades Town Facilities",25000.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,142,town meeting article,2023,5,GG22-01 Planning Board Master Plan Gen. Govt,110000.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,142,town meeting article,2023,6,DPW22-03 DPW Two Way Radio System Highway,35000.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,142,town meeting article,2023,7,PD22-01 Police Canine Replacement Police 69 69 69 69,24250.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,142,town meeting article,2023,8,PD20-03 Police Police Marked Ford Interceptor Hybrid -Addition to Fleet Police,62000.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,142,town meeting article,2023,9,66FM19-05 Facilities Town Hall Repairs- Vertex Year 2 Items 7-11 & 13 Town Facilities,96000.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,142,town meeting article,2023,10,INFRA21-05 Infrastructure Flat Hill Road Drainage Study Highway,45000.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,142,town meeting article,2023,11,LPS19-05 Schools One Ton Dump Truck with Plow [schools,58833.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,142,town meeting article,2023,12,GG22-02 Town Manager Records Retention Gen. Govt,62500.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,142,town meeting article,2023,13,DPW21-01 DPW Utility Tractor/Rotary Mower Combo,170000.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,142,town meeting article,2023,14,INFRA22-03 Facilities Marshall Park Survey Town Facilities,25000.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,142,town meeting article,2023,15,"FM21-05 Facilities Senior Center, Vertex Items #4, 7 (1998 Roof Replacement) Town Facilities",35661.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,142,town meeting article,2023,16,DPW17-09 DPW One Ton Dump Truck with Plow Highway,58000.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,142,town meeting article,2023,17,LPS19-10 Schools Mower Schools,45000.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,142,town meeting article,2023,18,"FM21-06 Facilities Brooks House-Vertex Items #3, #4 Foundation Town Facilities",24000.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,142,town meeting article,2023,19,PD16-14-2 Police Police Marked Ford 150 Responder - Addition to fleet Police,67805.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,142,town meeting article,2023,20,FM19-08A Facilities Old Primary-Vertex Haz. Matls Abatement Town Facilities,371000.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,142,town meeting article,2023,21,"FM17-16B Facilities Senior Cetner, Install Generator Town Facilities",90000.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,142,town meeting article,2023,22,"FM22-03 Facilities Senior Center, Outdoor ADA Patio Town Facilities",100000.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
capital_plan,FY2022,2022,4129-fy-2022-annual-town-report.pdf,142,town meeting article,2023,23,LPS19-3-B Schools AC for Classrooms at Primary School Schools,232800.0,,2162849.0,"Total Available Funding 2,162,849.00",checked,"23 project rows sum to 2,162,849.00 = the total the page prints"
