fy,document,page,mode,gutters,money,chars,rows,sections,totals,note
2015,4121-fy-2015-annual-town-report.pdf,65,plain,0,11,1070,11,,"TOTAL=94,846.84",
2015,4121-fy-2015-annual-town-report.pdf,66,plain,1,7,419,7,,,
2015,4121-fy-2015-annual-town-report.pdf,67,plain,0,0,3891,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,68,plain,0,0,3310,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,69,plain,0,0,2178,0,school_report,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,70,plain,0,1,4682,1,debt|town_meeting,,
2015,4121-fy-2015-annual-town-report.pdf,71,plain,0,0,3046,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,72,ocr,0,0,2,0,,,0 low-confidence money line(s)
2015,4121-fy-2015-annual-town-report.pdf,73,ocr,0,0,32,0,,,0 low-confidence money line(s)
2015,4121-fy-2015-annual-town-report.pdf,74,ocr,0,0,2,0,,,0 low-confidence money line(s)
2015,4121-fy-2015-annual-town-report.pdf,75,plain,0,0,3138,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,76,layout,0,0,1919,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,77,layout,0,2,2289,2,,,
2015,4121-fy-2015-annual-town-report.pdf,78,plain,0,0,1765,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,79,plain,0,0,2321,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,80,plain,0,0,2731,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,81,plain,0,0,3089,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,82,plain,0,0,4119,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,83,plain,0,0,3161,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,84,plain,0,0,281,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,85,plain,0,0,2429,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,86,plain,0,0,2658,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,87,plain,0,0,2030,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,88,plain,0,0,3876,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,89,plain,0,0,1272,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,90,ocr,0,0,2,0,,,0 low-confidence money line(s)
2015,4121-fy-2015-annual-town-report.pdf,91,ocr,0,0,10,0,,,0 low-confidence money line(s)
2015,4121-fy-2015-annual-town-report.pdf,92,,0,0,0,0,,,"no text layer -- scan, needs OCR"
2015,4121-fy-2015-annual-town-report.pdf,93,plain,1,49,3309,19,town_meeting|school_report,,
2015,4121-fy-2015-annual-town-report.pdf,94,plain,0,0,3427,0,town_meeting,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,95,plain,0,0,2113,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,96,,0,0,0,0,,,"no text layer -- scan, needs OCR"
2015,4121-fy-2015-annual-town-report.pdf,97,ocr,0,0,11,0,,,0 low-confidence money line(s)
2015,4121-fy-2015-annual-town-report.pdf,98,,0,0,0,0,,,"no text layer -- scan, needs OCR"
2015,4121-fy-2015-annual-town-report.pdf,99,plain,0,0,2284,0,school_report,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,100,plain,0,0,4138,0,school_report,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,101,plain,0,0,3125,0,school_report,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,102,plain,0,0,4538,0,school_report,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,103,plain,0,0,3997,0,school_report,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,104,plain,0,0,3698,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,105,plain,0,0,4086,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,106,plain,0,0,4455,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,107,plain,0,0,1862,0,staff_roster|school_report,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,108,plain,0,0,1603,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,109,plain,0,0,3133,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,110,plain,0,0,3231,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,111,plain,0,0,1007,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,112,plain,0,0,3776,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,113,plain,0,0,3185,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,114,plain,0,0,2750,0,staff_roster,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,115,plain,0,0,1090,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,116,ocr,0,0,247,0,,,0 low-confidence money line(s)
2015,4121-fy-2015-annual-town-report.pdf,117,plain,0,0,4081,0,school_report,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,118,plain,0,0,2872,0,school_report,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,119,plain,0,0,3739,0,school_report,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,120,plain,0,0,2369,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,121,plain,0,0,4812,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,122,plain,0,0,4075,0,school_report,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,123,plain,0,0,5008,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,124,plain,0,0,4042,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,125,plain,0,0,4342,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,126,plain,0,0,4597,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,127,plain,0,0,3472,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,128,plain,0,0,3551,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,129,plain,0,0,3437,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,130,plain,0,0,5047,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,131,plain,0,0,3438,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,132,plain,0,0,4143,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,133,plain,0,1,3147,1,school_report,,
2015,4121-fy-2015-annual-town-report.pdf,134,ocr,0,0,3,0,,,0 low-confidence money line(s)
2015,4121-fy-2015-annual-town-report.pdf,135,ocr,0,0,13,0,,,0 low-confidence money line(s)
2015,4121-fy-2015-annual-town-report.pdf,136,plain,0,0,383,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,137,plain,0,0,5278,0,town_meeting|school_report,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,138,plain,0,0,5792,0,town_meeting,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,139,plain,0,13,4899,9,enterprise|town_meeting|school_report,,
2015,4121-fy-2015-annual-town-report.pdf,140,ocr,8,66,2372,45,,,0 low-confidence money line(s)
2015,4121-fy-2015-annual-town-report.pdf,141,ocr,8,34,1200,28,school_report,,0 low-confidence money line(s)
2015,4121-fy-2015-annual-town-report.pdf,142,plain,0,6,4192,5,enterprise|town_meeting,,
2015,4121-fy-2015-annual-town-report.pdf,143,plain,0,2,2707,2,school_report,,
2015,4121-fy-2015-annual-town-report.pdf,144,plain,0,0,3390,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,145,plain,0,0,1736,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,146,plain,0,0,5232,0,town_meeting,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,147,plain,0,0,5833,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,148,plain,0,0,3936,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,149,plain,0,0,3550,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,150,plain,0,0,3550,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,151,plain,0,0,2359,0,town_meeting,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,152,plain,0,0,5507,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,153,plain,0,0,5064,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,154,plain,0,5,4517,5,town_meeting,,
2015,4121-fy-2015-annual-town-report.pdf,155,plain,0,6,4300,6,,,
2015,4121-fy-2015-annual-town-report.pdf,156,plain,0,3,2058,3,,,
2015,4121-fy-2015-annual-town-report.pdf,157,plain,0,1,3033,1,,,
2015,4121-fy-2015-annual-town-report.pdf,158,plain,0,0,4693,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,159,plain,1,6,4343,6,,,
2015,4121-fy-2015-annual-town-report.pdf,160,plain,0,4,3691,4,town_meeting,,
2015,4121-fy-2015-annual-town-report.pdf,161,plain,0,6,3929,6,,,
2015,4121-fy-2015-annual-town-report.pdf,162,plain,0,2,2158,2,,,
2015,4121-fy-2015-annual-town-report.pdf,163,plain,0,1,1638,1,,,
2015,4121-fy-2015-annual-town-report.pdf,164,plain,0,1,4327,1,,,
2015,4121-fy-2015-annual-town-report.pdf,165,plain,0,1,3726,1,,,
2015,4121-fy-2015-annual-town-report.pdf,166,plain,0,11,3764,7,,,
2015,4121-fy-2015-annual-town-report.pdf,167,plain,0,0,5123,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,168,plain,0,0,4508,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,169,plain,0,3,3922,3,,,
2015,4121-fy-2015-annual-town-report.pdf,170,plain,0,0,3466,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,171,plain,0,0,4665,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,172,plain,0,0,5081,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,173,plain,0,0,4859,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,174,plain,0,0,4961,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,175,plain,1,3,4118,3,,,
2015,4121-fy-2015-annual-town-report.pdf,176,plain,0,0,5200,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,177,plain,0,0,5380,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,178,plain,0,0,5036,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,179,plain,0,1,3761,1,,,
2015,4121-fy-2015-annual-town-report.pdf,180,plain,0,2,4201,2,town_meeting,,
2015,4121-fy-2015-annual-town-report.pdf,181,plain,0,3,5338,2,,,
2015,4121-fy-2015-annual-town-report.pdf,182,plain,0,0,3707,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,183,plain,0,0,4085,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,184,plain,0,0,5042,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,185,plain,0,0,4917,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,186,plain,0,0,4839,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,187,plain,1,3,4647,3,,,
2015,4121-fy-2015-annual-town-report.pdf,188,plain,0,0,1817,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,189,plain,0,0,3167,0,town_meeting,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,190,plain,0,0,4764,0,town_meeting|school_report,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,191,plain,0,0,4694,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,192,plain,0,0,4262,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,193,plain,0,0,3486,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,194,plain,0,0,4643,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,195,plain,0,0,4483,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,196,plain,0,0,4289,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,197,plain,0,0,3607,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,198,plain,0,0,929,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,199,plain,0,2,4565,2,town_meeting,,
2015,4121-fy-2015-annual-town-report.pdf,200,plain,0,0,622,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,201,plain,0,0,1307,0,school_report,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,202,plain,0,0,1272,0,trust_funds,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,203,plain,0,0,1441,0,trust_funds|school_report,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,204,ocr,0,0,3,0,,,0 low-confidence money line(s)
2015,4121-fy-2015-annual-town-report.pdf,205,ocr,0,0,27,0,,,0 low-confidence money line(s)
2015,4121-fy-2015-annual-town-report.pdf,206,plain,1,92,2820,46,,,
2015,4121-fy-2015-annual-town-report.pdf,207,plain,1,94,2975,47,,,
2015,4121-fy-2015-annual-town-report.pdf,208,plain,1,94,2815,47,,,
2015,4121-fy-2015-annual-town-report.pdf,209,plain,1,94,2919,47,,,
2015,4121-fy-2015-annual-town-report.pdf,210,plain,1,94,2885,47,,,
2015,4121-fy-2015-annual-town-report.pdf,211,plain,1,96,2898,49,,,
2015,4121-fy-2015-annual-town-report.pdf,212,plain,0,0,1414,0,school_report,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,213,plain,0,0,1261,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,214,plain,0,0,844,0,,,"text, no figures"
2015,4121-fy-2015-annual-town-report.pdf,215,ocr,0,0,3,0,,,0 low-confidence money line(s)
2016,4122-fy-2016-annual-town-report-addendum.pdf,1,ocr,0,76,2949,2,receipts,,0 low-confidence money line(s)
2016,4122-fy-2016-annual-town-report-addendum.pdf,2,ocr,5,85,1256,26,school_report,,0 low-confidence money line(s)
2016,4122-fy-2016-annual-town-report-addendum.pdf,3,ocr,5,82,1306,26,,,0 low-confidence money line(s)
2016,4122-fy-2016-annual-town-report-addendum.pdf,4,ocr,5,67,1017,24,,,0 low-confidence money line(s)
2016,4122-fy-2016-annual-town-report-addendum.pdf,5,ocr,5,66,905,22,,,0 low-confidence money line(s)
2016,4122-fy-2016-annual-town-report-addendum.pdf,6,ocr,5,77,1279,26,enterprise,"GRAND TOTAL=2,704,480.72",0 low-confidence money line(s)
2016,4122-fy-2016-annual-town-report-addendum.pdf,7,ocr,2,6,5057,5,,,0 low-confidence money line(s)
2016,4122-fy-2016-annual-town-report-addendum.pdf,8,ocr,1,4,2003,3,,TOTAL.SCH GENERAL OBLIGATION=477.90,0 low-confidence money line(s)
2016,4122-fy-2016-annual-town-report-addendum.pdf,9,ocr,1,59,1058,6,,,0 low-confidence money line(s)
2016,4122-fy-2016-annual-town-report-addendum.pdf,10,ocr,1,69,1182,6,,,0 low-confidence money line(s)
2016,4122-fy-2016-annual-town-report-addendum.pdf,11,ocr,1,51,1175,6,,,0 low-confidence money line(s)
2016,4122-fy-2016-annual-town-report-addendum.pdf,12,ocr,1,6,255,4,,,0 low-confidence money line(s)
2016,4122-fy-2016-annual-town-report-addendum.pdf,13,ocr,0,0,307,0,,,0 low-confidence money line(s)
2016,4122-fy-2016-annual-town-report-addendum.pdf,14,ocr,0,0,261,0,,,0 low-confidence money line(s)
2016,4122-fy-2016-annual-town-report-addendum.pdf,15,ocr,0,0,179,0,,,0 low-confidence money line(s)
2016,4122-fy-2016-annual-town-report-addendum.pdf,16,ocr,0,0,263,0,,,0 low-confidence money line(s)
2016,4122-fy-2016-annual-town-report-addendum.pdf,17,ocr,0,0,13,0,,,0 low-confidence money line(s)
2016,4123-fy-2016-annual-town-report.pdf,1,plain,0,0,51,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,2,plain,0,0,92,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,3,plain,0,0,2755,0,town_meeting,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,4,plain,0,0,1809,0,appropriations|special_revenue|trust_funds|balance_sheet,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,5,plain,0,0,1682,0,town_meeting|school_report,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,6,plain,0,2,2641,2,tax_rate|town_meeting|school_report,,
2016,4123-fy-2016-annual-town-report.pdf,7,plain,0,0,4010,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,8,plain,0,0,902,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,9,plain,0,0,908,0,trust_funds|school_report,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,10,plain,0,0,1361,0,school_report,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,11,plain,0,0,918,0,school_report,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,12,plain,0,0,1783,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,13,plain,0,0,1208,0,school_report,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,14,plain,0,0,1348,0,school_report,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,15,plain,0,0,601,0,school_report,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,16,ocr,0,0,2,0,,,0 low-confidence money line(s)
2016,4123-fy-2016-annual-town-report.pdf,17,ocr,0,0,16,0,,,0 low-confidence money line(s)
2016,4123-fy-2016-annual-town-report.pdf,18,plain,0,0,2957,0,town_meeting|school_report,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,19,layout,0,0,2710,0,town_meeting,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,20,plain,2,64,2058,39,trust_funds|balance_sheet|debt,"TOTAL ASSETS=7,651,036.89 ; TOTAL LIABILITIES=5,173,912.86",
2016,4123-fy-2016-annual-town-report.pdf,21,plain,0,22,839,8,balance_sheet,"TOTAL FUND EQUITY=2,477,124.03 ; TOTAL LIABILITIES/FUND EQUITY=7,651,036.89",
2016,4123-fy-2016-annual-town-report.pdf,22,plain,0,4,108,4,,,
2016,4123-fy-2016-annual-town-report.pdf,23,plain,1,55,1767,33,receipts,,
2016,4123-fy-2016-annual-town-report.pdf,24,plain,0,7,183,7,appropriations|debt,,
2016,4123-fy-2016-annual-town-report.pdf,25,plain,1,171,2653,50,,,
2016,4123-fy-2016-annual-town-report.pdf,26,plain,1,118,1916,34,,,
2016,4123-fy-2016-annual-town-report.pdf,27,plain,1,123,2021,38,,,
2016,4123-fy-2016-annual-town-report.pdf,28,plain,1,104,1764,30,,,
2016,4123-fy-2016-annual-town-report.pdf,29,plain,1,123,2120,34,school_report,,
2016,4123-fy-2016-annual-town-report.pdf,30,plain,1,102,1888,28,special_revenue|capital_project,"GRAND TOTAL=35,284,130.91",
2016,4123-fy-2016-annual-town-report.pdf,31,plain,1,82,1599,27,special_revenue|school_report,,
2016,4123-fy-2016-annual-town-report.pdf,32,plain,1,84,1452,27,,,
2016,4123-fy-2016-annual-town-report.pdf,33,plain,1,82,1581,26,special_revenue|school_report,,
2016,4123-fy-2016-annual-town-report.pdf,34,plain,1,66,1383,25,special_revenue,,
2016,4123-fy-2016-annual-town-report.pdf,35,plain,1,155,3035,53,special_revenue|enterprise,"GRAND TOTAL=2,704,480.72",
2016,4123-fy-2016-annual-town-report.pdf,36,plain,1,138,3377,47,capital_project|school_report,,
2016,4123-fy-2016-annual-town-report.pdf,37,plain,1,37,1991,12,valuation|tax_rate,TOTALS=100.00,
2016,4123-fy-2016-annual-town-report.pdf,38,plain,6,25,1506,10,tax_rate,,
2016,4123-fy-2016-annual-town-report.pdf,39,plain,1,31,1257,31,trust_funds,,
2016,4123-fy-2016-annual-town-report.pdf,40,ocr,1,227,2418,12,,,0 low-confidence money line(s)
2016,4123-fy-2016-annual-town-report.pdf,41,ocr,1,202,1949,15,,,0 low-confidence money line(s)
2016,4123-fy-2016-annual-town-report.pdf,42,ocr,1,40,573,10,trust_funds,,0 low-confidence money line(s)
2016,4123-fy-2016-annual-town-report.pdf,43,plain,1,7,3074,7,,,
2016,4123-fy-2016-annual-town-report.pdf,44,plain,0,0,4974,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,45,plain,0,0,3112,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,46,plain,0,0,3390,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,47,plain,1,89,1413,29,,,
2016,4123-fy-2016-annual-town-report.pdf,48,plain,1,48,914,20,,,
2016,4123-fy-2016-annual-town-report.pdf,49,plain,1,26,761,14,,,
2016,4123-fy-2016-annual-town-report.pdf,50,,0,0,0,0,,,"no text layer -- scan, needs OCR"
2016,4123-fy-2016-annual-town-report.pdf,51,ocr,0,0,13,0,,,0 low-confidence money line(s)
2016,4123-fy-2016-annual-town-report.pdf,52,layout,0,1,2077,1,,,
2016,4123-fy-2016-annual-town-report.pdf,53,plain,0,0,3154,0,school_report,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,54,plain,0,0,3353,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,55,plain,0,1,3001,1,,,
2016,4123-fy-2016-annual-town-report.pdf,56,plain,0,0,1254,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,57,plain,1,15,1235,15,,,
2016,4123-fy-2016-annual-town-report.pdf,58,plain,0,0,53,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,59,plain,0,0,4712,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,60,layout,0,1,4347,1,,,
2016,4123-fy-2016-annual-town-report.pdf,61,layout,0,1,4270,1,,,
2016,4123-fy-2016-annual-town-report.pdf,62,plain,0,0,4289,0,school_report,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,63,plain,0,0,612,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,64,layout,0,1,3979,1,debt|town_meeting|school_report,,
2016,4123-fy-2016-annual-town-report.pdf,65,layout,0,0,2010,0,debt|school_report,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,66,plain,0,0,910,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,67,layout,0,0,3341,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,68,plain,0,0,3913,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,69,plain,0,0,2884,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,70,plain,0,0,834,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,71,plain,0,0,1007,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,72,plain,0,1,1899,1,,,
2016,4123-fy-2016-annual-town-report.pdf,73,plain,1,14,726,14,,"TOTAL=96,166.13",
2016,4123-fy-2016-annual-town-report.pdf,74,plain,1,27,516,25,,,
2016,4123-fy-2016-annual-town-report.pdf,75,layout,0,1,2020,1,school_report,,
2016,4123-fy-2016-annual-town-report.pdf,76,layout,0,1,4704,1,town_meeting,,
2016,4123-fy-2016-annual-town-report.pdf,77,layout,0,1,3140,1,debt|town_meeting,,
2016,4123-fy-2016-annual-town-report.pdf,78,plain,0,0,1354,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,79,ocr,0,0,34,0,,,0 low-confidence money line(s)
2016,4123-fy-2016-annual-town-report.pdf,80,plain,0,0,2933,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,81,plain,0,0,2798,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,82,layout,0,2,2961,2,,,
2016,4123-fy-2016-annual-town-report.pdf,83,plain,0,0,3085,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,84,layout,0,0,1245,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,85,plain,0,0,3569,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,86,plain,0,0,3695,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,87,plain,0,0,2608,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,88,plain,0,0,216,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,89,plain,0,0,1819,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,90,plain,0,0,2422,0,trust_funds,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,91,plain,0,1,4214,1,,,
2016,4123-fy-2016-annual-town-report.pdf,92,plain,0,0,572,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,93,ocr,0,0,10,0,,,0 low-confidence money line(s)
2016,4123-fy-2016-annual-town-report.pdf,94,plain,0,0,2611,0,town_meeting|school_report,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,95,plain,0,0,3445,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,96,plain,0,0,1012,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,97,layout,0,0,2093,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,98,,0,0,0,0,,,"no text layer -- scan, needs OCR"
2016,4123-fy-2016-annual-town-report.pdf,99,ocr,0,0,11,0,,,0 low-confidence money line(s)
2016,4123-fy-2016-annual-town-report.pdf,100,layout,0,0,2563,0,school_report,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,101,plain,0,0,3089,0,school_report,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,102,plain,0,0,3910,0,school_report,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,103,plain,0,0,3326,0,school_report,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,104,layout,0,0,2827,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,105,layout,0,0,4398,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,106,layout,0,0,4763,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,107,plain,0,0,2905,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,108,layout,0,0,4757,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,109,layout,0,0,1424,0,school_report,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,110,layout,0,0,3010,0,staff_roster,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,111,plain,0,0,1418,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,112,plain,0,0,5043,0,school_report,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,113,plain,0,0,1246,0,staff_roster,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,114,plain,0,0,2481,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,115,plain,0,0,3430,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,116,plain,0,0,1279,0,staff_roster,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,117,plain,0,0,3875,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,118,layout,0,0,3446,0,,,"text, no figures"
2016,4123-fy-2016-annual-town-report.pdf,119,plain,0,0,2128,0,,,"text, no figures"
