fy,document,page,mode,gutters,money,chars,rows,sections,totals,note
2011,4117-fy-2011-annual-town-report.pdf,1,ocr,0,0,70,0,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,2,ocr,0,0,1283,0,school_report,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,3,ocr,0,0,1015,0,special_revenue|capital_project|trust_funds|debt|payroll,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,4,ocr,0,2,1674,2,valuation|tax_rate|school_report,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,5,ocr,0,0,1139,0,school_report,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,6,ocr,0,0,1203,0,trust_funds|school_report,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,7,ocr,0,0,2167,0,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,8,ocr,0,0,2022,0,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,9,ocr,0,0,848,0,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,10,ocr,0,0,2344,0,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,11,ocr,0,0,3487,0,town_meeting,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,12,ocr,1,55,1934,8,valuation|tax_rate,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,13,ocr,0,3,1687,2,town_meeting,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,14,ocr,0,2,3179,1,school_report,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,15,ocr,0,0,3439,0,town_meeting,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,16,ocr,0,1,4700,1,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,17,ocr,0,0,3984,0,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,18,ocr,0,2,2772,1,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,19,ocr,0,0,1980,0,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,20,ocr,0,0,2595,0,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,21,ocr,0,0,4199,0,town_meeting,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,22,ocr,0,0,1666,0,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,23,ocr,0,0,4621,0,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,24,ocr,0,1,3455,1,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,25,ocr,0,0,3771,0,school_report,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,26,ocr,0,0,3480,0,town_meeting,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,27,ocr,0,0,3132,0,town_meeting,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,28,ocr,0,0,4643,0,town_meeting|school_report,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,29,ocr,0,0,3255,0,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,30,ocr,0,0,3505,0,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,31,ocr,0,0,2,0,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,32,ocr,0,0,1712,0,school_report,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,33,ocr,0,0,4260,0,school_report,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,34,ocr,0,0,3886,0,school_report,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,35,ocr,0,0,4042,0,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,36,ocr,0,0,4602,0,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,37,ocr,0,0,3287,0,staff_roster|school_report,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,38,ocr,0,0,3675,0,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,39,ocr,0,2,5162,1,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,40,ocr,0,0,1683,0,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,41,ocr,0,0,3853,0,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,42,ocr,0,0,2564,0,staff_roster,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,43,ocr,0,0,3287,0,school_report,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,44,ocr,0,0,3633,0,staff_roster|school_report,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,45,ocr,0,0,895,0,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,46,ocr,0,0,3515,0,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,47,ocr,0,1,3864,1,school_report,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,48,ocr,0,0,1060,0,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,49,ocr,0,0,4946,0,school_report,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,50,ocr,0,0,4954,0,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,51,ocr,0,0,5077,0,school_report,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,52,ocr,0,0,4440,0,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,53,ocr,0,0,3521,0,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,54,ocr,0,0,3455,0,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,55,ocr,0,0,3648,0,school_report,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,56,ocr,2,83,2068,5,trust_funds|enterprise|debt,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,57,ocr,2,3,86,3,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,58,ocr,6,79,2791,49,receipts,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,59,ocr,4,6,170,4,appropriations|debt,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,60,ocr,2,130,1876,5,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,61,ocr,2,145,1970,6,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,62,ocr,2,106,1551,5,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,63,ocr,2,113,1600,5,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,64,ocr,2,96,1582,5,school_report,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,65,ocr,2,101,1817,7,special_revenue|capital_project,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,66,ocr,2,93,1331,4,school_report,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,67,ocr,2,117,1653,4,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,68,ocr,2,97,1538,4,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,69,ocr,2,83,1277,4,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,70,ocr,2,95,1487,4,enterprise,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,71,ocr,5,96,2328,36,capital_project|town_meeting|school_report,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,72,ocr,0,23,789,1,trust_funds,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,73,ocr,8,175,1921,42,trust_funds,"TOTAL=308,460.28 ; TOTAL=22,636.75 ; TOTAL=33,996.01",0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,74,ocr,8,119,1580,24,trust_funds,"TOTAL=425,044.52 ; TOTAL=6,800.00 ; TOTAL=1,108,760.55 ; GRAND TOTALS=1,905,698.11",0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,75,ocr,1,6,1162,5,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,76,ocr,0,0,1784,0,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,77,ocr,0,1,1571,1,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,78,ocr,9,142,1506,62,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,79,ocr,0,0,733,0,trust_funds|school_report,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,80,ocr,0,0,602,0,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,81,ocr,0,5,3799,1,town_meeting|school_report,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,82,ocr,0,2,3611,1,town_meeting,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,83,ocr,0,14,2491,2,town_meeting,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,84,ocr,0,55,1863,2,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,85,ocr,2,33,1951,4,school_report,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,86,ocr,0,0,3517,0,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,87,ocr,0,3,2926,1,town_meeting,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,88,ocr,0,7,2766,2,town_meeting,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,89,ocr,0,1,1316,1,town_meeting,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,90,ocr,0,5,3399,2,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,91,ocr,0,0,3186,0,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,92,ocr,0,0,3151,0,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,93,ocr,0,0,3413,0,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,94,ocr,0,0,3228,0,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,95,ocr,0,0,3294,0,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,96,ocr,0,0,3449,0,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,97,ocr,0,0,2,0,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,98,ocr,0,2,1071,1,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,99,ocr,0,117,3368,2,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,100,ocr,0,1,1122,1,,,0 low-confidence money line(s)
2011,4117-fy-2011-annual-town-report.pdf,101,ocr,0,81,2552,2,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,1,ocr,0,0,92,0,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,2,ocr,0,0,2821,0,trust_funds|school_report,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,3,ocr,0,0,2737,0,appropriations|capital_project|trust_funds|balance_sheet|debt|payroll|town_meeting|school_report,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,4,ocr,0,2,1812,2,valuation|tax_rate|school_report,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,5,ocr,0,0,1182,0,school_report,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,6,ocr,0,0,1318,0,trust_funds|school_report,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,7,ocr,0,0,2111,0,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,8,ocr,0,0,2734,0,school_report,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,9,ocr,0,0,3557,0,town_meeting|school_report,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,10,ocr,1,58,2038,8,valuation|tax_rate,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,11,ocr,0,0,855,0,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,12,ocr,1,13,3320,3,town_meeting,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,13,ocr,0,0,3933,0,town_meeting,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,14,ocr,0,0,3262,0,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,15,ocr,0,2,2948,1,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,16,ocr,0,0,2140,0,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,17,ocr,0,0,933,0,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,18,ocr,0,0,3154,0,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,19,ocr,0,0,4030,0,town_meeting,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,20,ocr,0,0,4337,0,town_meeting,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,21,ocr,0,1,3279,1,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,22,ocr,0,0,4379,0,town_meeting,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,23,ocr,0,0,2000,0,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,24,ocr,0,0,3074,0,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,25,ocr,0,1,3454,1,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,26,ocr,0,2,4110,1,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,27,ocr,0,1,3189,1,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,28,ocr,0,0,3744,0,town_meeting|school_report,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,29,ocr,0,0,3645,0,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,30,ocr,0,0,4,0,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,31,ocr,0,0,1846,0,school_report,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,32,ocr,0,0,4673,0,school_report,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,33,ocr,0,0,1585,0,school_report,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,34,ocr,0,0,4414,0,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,35,ocr,0,0,1644,0,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,36,ocr,0,0,2549,0,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,37,ocr,0,0,2616,0,staff_roster,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,38,ocr,0,0,2731,0,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,39,ocr,0,0,3084,0,school_report,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,40,ocr,0,0,1295,0,staff_roster,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,41,ocr,0,0,3700,0,town_meeting|school_report,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,42,ocr,0,0,3759,0,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,43,ocr,0,0,2942,0,school_report,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,44,ocr,0,0,2647,0,school_report,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,45,ocr,0,0,706,0,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,46,ocr,0,0,4519,0,school_report,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,47,ocr,0,0,4392,0,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,48,ocr,0,0,4098,0,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,49,ocr,0,0,4023,0,school_report,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,50,ocr,0,0,3678,0,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,51,ocr,0,0,3344,0,school_report,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,52,ocr,0,0,2963,0,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,53,ocr,0,0,3778,0,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,54,ocr,0,0,2812,0,school_report,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,55,ocr,0,0,4219,0,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,56,ocr,2,68,2152,5,trust_funds|enterprise|debt,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,57,ocr,3,3,94,3,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,58,ocr,6,80,2839,53,receipts,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,59,ocr,3,6,170,5,appropriations|debt,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,60,ocr,2,123,1926,8,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,61,ocr,2,141,1929,5,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,62,ocr,2,129,1820,6,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,63,ocr,2,122,1724,5,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,64,ocr,2,120,1847,8,school_report,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,65,ocr,2,95,1725,7,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,66,ocr,2,84,1316,4,school_report,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,67,ocr,2,91,1410,4,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,68,ocr,3,70,1225,4,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,69,ocr,2,65,1103,4,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,70,ocr,2,75,1340,4,enterprise,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,71,ocr,5,63,2269,41,capital_project|town_meeting|school_report,"GRAND TOTAL=1,558,447.62",0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,72,ocr,0,25,846,1,trust_funds,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,73,ocr,10,211,1869,46,trust_funds,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,74,ocr,10,182,1805,20,trust_funds,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,75,ocr,0,0,1087,0,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,76,ocr,0,1,635,1,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,77,ocr,0,0,1261,0,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,78,ocr,7,76,1468,46,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,79,ocr,0,5,4168,1,town_meeting,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,80,ocr,0,0,4610,0,school_report,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,81,ocr,0,44,2580,2,enterprise,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,82,ocr,0,45,1545,2,school_report,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,83,ocr,0,0,4468,0,enterprise|town_meeting|school_report,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,84,ocr,0,17,4516,2,town_meeting,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,85,ocr,0,11,3969,2,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,86,ocr,0,4,4285,1,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,87,ocr,0,4,3868,1,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,88,ocr,0,12,4160,2,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,89,ocr,0,6,2991,2,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,90,ocr,0,9,2688,2,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,91,ocr,0,4,3124,1,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,92,ocr,0,4,3163,2,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,93,ocr,0,0,3435,0,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,94,ocr,0,11,3676,2,town_meeting,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,95,ocr,0,3,2576,1,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,96,ocr,0,7,2765,2,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,97,ocr,0,6,3665,2,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,98,ocr,0,4,2621,1,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,99,ocr,0,6,4066,1,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,100,ocr,0,0,3962,0,town_meeting,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,101,ocr,0,2,5057,1,town_meeting,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,102,ocr,0,0,597,0,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,103,ocr,0,0,689,0,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,104,ocr,0,0,1185,0,trust_funds|school_report,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,105,ocr,0,1,1089,1,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,106,ocr,0,0,549,0,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,107,ocr,0,0,513,0,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,108,ocr,0,0,503,0,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,109,ocr,0,0,1100,0,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,110,ocr,0,0,1386,0,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,111,ocr,0,0,402,0,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,112,ocr,0,122,3431,2,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,113,ocr,0,74,2812,2,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,114,ocr,0,120,3175,2,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,115,ocr,0,121,3364,2,,,0 low-confidence money line(s)
2012,4118-fy-2012-annual-town-report.pdf,116,ocr,0,0,1751,0,school_report,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,1,ocr,0,0,38,0,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,2,ocr,0,0,1945,0,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,3,ocr,0,2,758,1,special_revenue|capital_project|trust_funds|balance_sheet|debt|payroll|town_meeting,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,4,ocr,0,1,1866,1,valuation|tax_rate|school_report,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,5,ocr,0,0,1185,0,school_report,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,6,ocr,0,0,1368,0,trust_funds|school_report,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,7,ocr,0,1,2168,1,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,8,ocr,0,0,2287,0,school_report,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,9,ocr,0,0,3848,0,town_meeting|school_report,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,10,ocr,1,58,1985,6,valuation|tax_rate,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,11,ocr,0,0,1017,0,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,12,ocr,0,1,3108,1,town_meeting|school_report,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,13,ocr,0,0,3680,0,town_meeting,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,14,ocr,0,0,4219,0,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,15,ocr,0,0,2781,0,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,16,ocr,0,2,3278,1,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,17,ocr,0,0,2574,0,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,18,ocr,0,0,2678,0,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,19,ocr,0,0,3505,0,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,20,ocr,0,1,4617,1,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,21,ocr,0,1,3667,1,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,22,ocr,0,0,4107,0,school_report,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,23,ocr,0,0,5156,0,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,24,ocr,0,0,4253,0,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,25,ocr,0,0,4219,0,town_meeting,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,26,ocr,0,0,972,0,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,27,ocr,0,0,1311,0,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,28,ocr,0,0,1952,0,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,29,ocr,0,1,2210,1,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,30,ocr,0,0,2654,0,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,31,ocr,0,0,1767,0,school_report,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,32,ocr,0,0,4772,0,school_report,,0 low-confidence money line(s)
