fy,page,order,post,kind,section,stated_members,person,vacancies,term_expires,note,size_check
2022,9,43,School Committee,board seat,elected,5,Anthony Nicastro (2021 appointee until next election),0,,,check failed
2022,9,44,School Committee,board seat,elected,5,Sophie Shapiro-2023 (resigned 6/15/22),0,,,check failed
2022,9,45,Sewer Commission - 1/2/,board seat,elected,5,Michael Deveikis,0,2023,,checked
2022,9,46,Sewer Commission - 1/2/,board seat,elected,5,David V. MacDonald,0,2024,,checked
2022,9,47,Sewer Commission - 1/2/,board seat,elected,5,Mike Nault,0,2025,,checked
2022,9,48,Sewer Commission - 1/2/,board seat,elected,5,Brett Kamsden,0,2023,,checked
2022,9,49,Sewer Commission - 1/2/,board seat,elected,5,John Keynolds,0,2025,,checked
2022,9,50,Town Clerk,board seat,elected,,Kathryn M. Herrick,0,2025,,no check
2022,9,51,Trust Fund Commission,board seat,elected,3,Elaina Corcoran,0,2025,,checked
2022,9,52,Trust Fund Commission,board seat,elected,3,Corrine C. Scouten,0,2023,,checked
2022,9,53,Trust Fund Commission,board seat,elected,3,Nicole Waters,0,2024,,checked
2022,10,54,AGRICULTURAL COMMISSION,board seat,appointed,5,Matthew Allison,0,2025,,check failed
2022,10,55,AGRICULTURAL COMMISSION,board seat,appointed,5,Greg Burns,0,2025,,check failed
2022,10,56,AGRICULTURAL COMMISSION,board seat,appointed,5,Maryrae Holman,0,2025,,check failed
2022,10,57,AGRICULTURAL COMMISSION,board seat,appointed,5,Ryan Stober-2023 (resigned 5/19/22),0,,,check failed
2022,10,58,Associate Members—(2,board seat,appointed,,Kira McClellan-Associate,0,2025,,no check
2022,10,59,Associate Members—(2,board seat,appointed,,Stephanie Scofield—2023,0,,,no check
2022,10,60,ANIMAL CONTROL OFFICER,officer,appointed,,ANIMAL INSPECTOR (Term runs May 1 to April 30),0,,,no check
2022,10,61,ANIMAL CONTROL OFFICER,officer,appointed,,Kathleen M. Comeau,0,,,no check
2022,10,62,ANIMAL CONTROL OFFICER,officer,appointed,,Kathleen M. Comeau,0,,,no check
2022,10,63,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC,board seat,appointed,5,Cullen Dwyer,0,2023,,check failed
2022,10,64,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC,board seat,appointed,5,Richard McGrath,0,2024,,check failed
2022,10,65,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC,board seat,appointed,5,Anthony Nicastro,0,2023,,check failed
2022,10,66,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC,board seat,appointed,5,Anthony Sculimbrene,0,2025,,check failed
2022,10,67,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC,board seat,appointed,5,William Lloyd,0,2025,,check failed
2022,10,68,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC,board seat,appointed,5,BOARD OF REGISTRARS OF VOTERS (Term runs April 1 to March 31),0,,,check failed
2022,10,69,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC,board seat,appointed,5,Ruth Anderson,0,2024,,check failed
2022,10,70,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC,board seat,appointed,5,Kathy Herrick- Town Clerk,0,,,check failed
2022,10,71,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC,board seat,appointed,5,Karen Kemp,0,2026,,check failed
2022,10,72,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC,board seat,appointed,5,Shirley McBride,0,2025,,check failed
2022,10,73,BUILDING COMMISSIONER/ZONING ENFORCEMENT OFFICER,officer,appointed,,Casey Burlingame,0,,,no check
2022,10,74,CAPITAL PLANNING COMMITTEE,board seat,appointed,5,Tom Alonzo-Select Board,0,,,check failed
2022,10,75,CAPITAL PLANNING COMMITTEE,board seat,appointed,5,Matthew Brenner-Planning Board,0,,,check failed
2022,10,76,CAPITAL PLANNING COMMITTEE,board seat,appointed,5,Peter Beardmore-School Committee,0,,,check failed
2022,10,77,CAPITAL PLANNING COMMITTEE,board seat,appointed,5,George Martin-Member at Large,0,,,check failed
2022,10,78,CAPITAL PLANNING COMMITTEE,board seat,appointed,5,David Passios-Finance Committee,0,,,check failed
2022,10,79,CAPITAL PLANNING COMMITTEE,board seat,appointed,5,"Heather Lemieux-Town Manager, ex officio",0,,,check failed
2022,11,80,CONSERVATION COMMISSION,board seat,appointed,7,Patricia Adams,0,2024,,checked
2022,11,81,CONSERVATION COMMISSION,board seat,appointed,7,Richard Bursch,0,2023,,checked
2022,11,82,CONSERVATION COMMISSION,board seat,appointed,7,Catie Childs,0,2023,,checked
2022,11,83,CONSERVATION COMMISSION,board seat,appointed,7,Mike Larouche,0,2024,,checked
2022,11,84,CONSERVATION COMMISSION,board seat,appointed,7,Bob Pease,0,2025,,checked
2022,11,85,CONSERVATION COMMISSION,board seat,appointed,7,Jeffrey Viviano,0,2025,,checked
2022,11,86,CONSERVATION COMMISSION,board seat,appointed,7,Mary Wilson,0,2025,,checked
2022,11,87,COUNCIL ON AGING- - (11 members,board seat,appointed,,Barbara Brown,0,2024,,no check
2022,11,88,COUNCIL ON AGING- - (11 members,board seat,appointed,,Elizabeth (Betty) DiGiacomo,0,2024,,no check
2022,11,89,COUNCIL ON AGING- - (11 members,board seat,appointed,,Jacqueline Dwyer,0,2023,,no check
2022,11,90,COUNCIL ON AGING- - (11 members,board seat,appointed,,Deborah Lincoln,0,2024,,no check
2022,11,91,COUNCIL ON AGING- - (11 members,board seat,appointed,,Peter Lincoln,0,2025,,no check
2022,11,92,COUNCIL ON AGING- - (11 members,board seat,appointed,,James McGuigan,0,2025,,no check
2022,11,93,COUNCIL ON AGING- - (11 members,board seat,appointed,,Cheryl Moisan,0,2023,,no check
2022,11,94,COUNCIL ON AGING- - (11 members,board seat,appointed,,Diane Nowd,0,2023,,no check
2022,11,95,COUNCIL ON AGING- - (11 members,board seat,appointed,,Jane Rabbitt,0,2025,,no check
2022,11,96,COUNCIL ON AGING- - (11 members,board seat,appointed,,Susan O'Sullivan,0,2025,,no check
2022,11,97,COUNCIL ON AGING- - (11 members,board seat,appointed,,Judith Tarbell,0,2025,,no check
2022,11,98,COUNCIL ON AGING DIRECTOR,officer,appointed,,Susan Doherty,0,,,no check
2022,11,99,CULTURAL COUNCIL,board seat,appointed,"(5, 22)",Diane Beaudoin,0,2025,,checked
2022,11,100,CULTURAL COUNCIL,board seat,appointed,"(5, 22)",Daniel Burns,0,2024,,checked
2022,11,101,CULTURAL COUNCIL,board seat,appointed,"(5, 22)",Judit Ernst,0,2025,,checked
2022,11,102,CULTURAL COUNCIL,board seat,appointed,"(5, 22)",Nancy Heald,0,2025,,checked
2022,11,103,CULTURAL COUNCIL,board seat,appointed,"(5, 22)",Karen Kemp,0,2024,,checked
2022,11,104,CULTURAL COUNCIL,board seat,appointed,"(5, 22)",Kerry Ann Kimball-2023 (resigned 8/29/2022),0,,,checked
2022,11,105,CULTURAL COUNCIL,board seat,appointed,"(5, 22)",Joan Pease,0,2025,,checked
2022,11,106,CULTURAL COUNCIL,board seat,appointed,"(5, 22)",Donna Saiia,0,2024,,checked
2022,11,107,CULTURAL COUNCIL,board seat,appointed,"(5, 22)",Kirsten Snape,0,2025,,checked
2022,11,108,CULTURAL COUNCIL,board seat,appointed,"(5, 22)",Elise Wiley,0,2024,,checked
2022,12,109,ASSISTANT DAM KEEPER,officer,appointed,,Ronald Wilson,0,,,no check
2022,12,110,ASSISTANT DAM KEEPER,officer,appointed,,Richard Patry,0,,,no check
2022,12,111,DPW DIRECTOR,officer,appointed,,Rob Oliva (Resigned March 2022),0,,,no check
2022,12,112,DPW DIRECTOR,officer,appointed,,"William Bernard (Appointed May 10, 2022)",0,,,no check
2022,12,113,ECONOMIC DEVELOPMENT COMMITTEE,board seat,appointed,,Maryrae Holman-Agricultural Commission Cathy Clark-Member at Large,0,,,no check
2022,12,114,ECONOMIC DEVELOPMENT COMMITTEE,board seat,appointed,,Jaclynn Nicoll-Member at Large (resigned March 2022),0,,,no check
2022,12,115,ECONOMIC DEVELOPMENT COMMITTEE,board seat,appointed,,Joeci Gilchrest-Member at Large (March 2022),0,,,no check
2022,12,116,Ex Officio Members,officer,appointed,,Louis Franco-Select Board Adam Burney-Land Use Director Paula Bertram-Planning Board,0,,,no check
2022,12,117,Ex Officio Members,officer,appointed,,Jaclynn Nicoll-Business Owner (March 2022),0,,,no check
2022,12,118,ELECTION WORKERS,officer,appointed,,Deputy Warden: Michael Gale (R),0,,,no check
2022,12,119,FIRE CHIEF/ EMERGENCY MANAGEMENTDIRECTOR/ FOREST WARDEN,officer,appointed,,Patrick Sullivan,0,,,no check
2022,12,120,FIELD DRIVER,officer,appointed,,Kathleen M. Comeau,0,,,no check
2022,12,121,GREEN COMMUNITIES COMMITTEE,officer,appointed,,David Blatt,0,,term expires June 2024,no check
2022,12,122,GREEN COMMUNITIES COMMITTEE,officer,appointed,,Elizabeth Murphy,0,,term expires June 2023,no check
2022,12,123,GREEN COMMUNITIES COMMITTEE,officer,appointed,,Chris Holden,0,,term expires June 2024,no check
2022,12,124,GREEN COMMUNITIES COMMITTEE,officer,appointed,,Dave Passios,0,,term expires June 2023,no check
2022,12,125,GREEN COMMUNITIES COMMITTEE,officer,appointed,,,2,,2 Associate Member Vacancies-terms expire June 2024,no check
2022,12,126,GREEN COMMUNITIES COMMITTEE,officer,appointed,,HAZARDOUS WASTE COORDINATOR Heather Lemieux,0,,,no check
2022,12,127,HEARINGS OFFICER,officer,appointed,,Heather Lemieux,0,,,no check
2022,12,128,HISTORICAL COMMISSION- (not less than 3 nor more than 7 members,board seat,appointed,"(3, 7)",Kevin Boussom-2023 C. William Lakso-2023 Megan Lordan,0,2024,,check failed
2022,12,129,HISTORICAL COMMISSION- (not less than 3 nor more than 7 members,board seat,appointed,"(3, 7)",Richard McGrath-2024 Jennifer Sanderson,0,2023,,check failed
2022,13,130,INSPECTOR OF PLUMBING/GAS,officer,appointed,,Gary Williams,0,,,no check
2022,13,131,ASST. INSPECTOR OF PLUMBING/GAS,officer,appointed,,Richard Kapenas,0,,,no check
2022,13,132,INSPECTOR OF WEIGHTS & MEASURES,officer,appointed,,Stephen E. Cullinane,0,,,no check
2022,13,133,INSPECTOR OF WIRING,officer,appointed,,John Biery,0,,,no check
2022,13,134,ASST. INSPECTOR OF WIRING,officer,appointed,,David Stone,0,,,no check
2022,13,135,LOCAL CENSUS LIAISON,officer,appointed,,"Kathyrn M. Herrick, Town Clerk",0,,,no check
2022,13,136,LUNENBURG MUNICIPAL BUILDING DESIGN COMMITTEE (eff. 1/4/2022,officer,appointed,,(Formerly TC Passios Building Design Committee),0,,,no check
2022,13,137,LUNENBURG MUNICIPAL BUILDING DESIGN COMMITTEE (eff. 1/4/2022,officer,appointed,,Matthew Allison-Planning Board,0,,,no check
2022,13,138,LUNENBURG MUNICIPAL BUILDING DESIGN COMMITTEE (eff. 1/4/2022,officer,appointed,,David Blatt-Citizen at Large,0,,,no check
2022,13,139,LUNENBURG MUNICIPAL BUILDING DESIGN COMMITTEE (eff. 1/4/2022,officer,appointed,,Michael-Ray Jeffreys-Select Board,0,,,no check
2022,13,140,LUNENBURG MUNICIPAL BUILDING DESIGN COMMITTEE (eff. 1/4/2022,officer,appointed,,Brian Lehtinen-School Committee,0,,,no check
2022,13,141,LUNENBURG MUNICIPAL BUILDING DESIGN COMMITTEE (eff. 1/4/2022,officer,appointed,,Kristina Masaitis-Citizen at Large,0,,,no check
2022,13,142,LUNENBURG MUNICIPAL BUILDING DESIGN COMMITTEE (eff. 1/4/2022,officer,appointed,,Tom Gray-Finance Committee,0,,,no check
2022,13,143,LUNENBURG MUNICIPAL BUILDING DESIGN COMMITTEE (eff. 1/4/2022,officer,appointed,,Greg Roy-Citizen at Large,0,,,no check
2022,13,144,MART ADVISORY BOARD,officer,appointed,,Michael-Ray Jeffreys (resigned March 2022),0,,,no check
2022,13,145,MONTACHUSETT JOINT TRANSPORTATION COMMITTEE,officer,appointed,,Matthew Brenner-Planning Board Representative,0,,,no check
2022,13,146,MONTACHUSETT JOINT TRANSPORTATION COMMITTEE,officer,appointed,,,1,,Vacant-Select Board Representative,no check
2022,13,147,MONTACHUSETT METROPOLITAN PLANNING ORGANIZATION,officer,appointed,,Michael-Ray Jeffreys-Select Board Representative,0,,,no check
2022,14,148,MONTACHUSETT REGIONAL PLANNING COMMISSION,officer,appointed,,Matthew Brenner-Planning Board,0,,,no check
2022,14,149,MONTACHUSETT REGIONAL PLANNING COMMISSION,officer,appointed,,James Marino-Select Board (resigned 11/05/2021),0,,,no check
2022,14,150,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,Barbara Reynolds,0,2023,,no check
2022,14,151,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,OPEN SPACE COMMITTEE (ad hoc),0,,,no check
2022,14,152,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,Paula Bertra-Planning Board (resigned spring 2022),0,,,no check
2022,14,153,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,Tanner Cole-Planning Board,0,,,no check
2022,14,154,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,Sarah Camme-Member at Large,0,,,no check
2022,14,155,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,Ana Lockwood-Parks Commission,0,,,no check
2022,14,156,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,Brandon Kibbe-Member at Large,0,,,no check
2022,14,157,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,Eric Hinds-Member at Large,0,,,no check
2022,14,158,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,Bob Pease-Conservation Commission (resigned spring 2022),0,,,no check
2022,14,159,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,Mary Wilson-Conservation Commission,0,,,no check
2022,14,160,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,Michael Toohill-Member at Large,0,,,no check
2022,14,161,PERSONNEL COMMITTEE,board seat,appointed,5,Susan Andrews,0,2023,,check failed
2022,14,162,PERSONNEL COMMITTEE,board seat,appointed,5,Erik Arnold,0,2023,,check failed
2022,14,163,PERSONNEL COMMITTEE,board seat,appointed,5,Wendy Bertrand,0,2025,,check failed
2022,14,164,PERSONNEL COMMITTEE,board seat,appointed,5,Joanna Bilotta-Simeone,0,2023,,check failed
2022,14,165,PERSONNEL COMMITTEE,board seat,appointed,5,Donna Fortune,0,2023,,check failed
2022,14,166,PERSONNEL COMMITTEE,board seat,appointed,5,David MacDonald-(resigned 6/30/2022),0,,,check failed
2022,14,167,PERSONNEL COMMITTEE,board seat,appointed,5,"Julie Belliveau-Town Employee, Non-voting Member",0,,,check failed
2022,14,168,POLICE CHIEF,officer,appointed,,Thomas Gammel,0,,,no check
2022,14,169,POUND KEEPER,officer,appointed,,Jean Larkin,0,,,no check
2022,14,170,PUBLIC ACCESS CABLE COMMITTEE,board seat,appointed,5,Steve Archambault,0,2024,,check failed
2022,14,171,PUBLIC ACCESS CABLE COMMITTEE,board seat,appointed,5,Jeffrey Bajko-2023 (resigned 5/7/2022),0,,,check failed
2022,14,172,PUBLIC ACCESS CABLE COMMITTEE,board seat,appointed,5,Faith Beall,0,2024,,check failed
2022,14,173,PUBLIC ACCESS CABLE COMMITTEE,board seat,appointed,5,Peter Lincoln,0,2024,,check failed
2022,14,174,PUBLIC ACCESS CABLE COMMITTEE,board seat,appointed,5,Paul Sarapsas,0,2023,,check failed
2022,14,175,PUBLIC ACCESS CABLE COMMITTEE,board seat,appointed,5,Steven Walker,0,2023,,check failed
2022,14,176,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,,General Requests-Heather Lemieux-Supervisor,0,,,no check
2022,14,177,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,,Police Department-Lt. Jeffrey Thibodeau,0,,,no check
2022,14,178,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,,"Fire Dept.-Karen Weller, Admin. Asst./EMS Coordinator",0,,,no check
2022,14,179,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,,School Dept.-Liz Petersen,0,,,no check
2022,15,180,RECREATION DIRECTOR,officer,appointed,,Kayla Wright (resigned October 2021) Rob Thompson (appointed December 2022),0,,,no check
2022,15,181,STORM WATER TASK FORCE,board seat,appointed,5,John Beale-Member at Large Todd Dwyer-Select Board Representative,0,,,check failed
2022,15,182,STORM WATER TASK FORCE,board seat,appointed,5,Matt Proctor II-Member at Large Amanda Reid-Planning Board Representative,0,,,check failed
2022,15,183,STORM WATER TASK FORCE,board seat,appointed,5,,1,,Vacant-Conservation Commission,check failed
2022,15,184,TAX COLLECTOR/TREASURER/TAX CUSTODIAN,officer,appointed,,Myleen Mallari,0,,,no check
2022,15,185,ASSISTANT TOWN CLERK,officer,appointed,,Susan Murchie,0,,,no check
2022,15,186,ASSISTANT TOWN CLERK,officer,appointed,,Ellen Griffin,0,,,no check
2022,15,187,TOWN COUNSEL,officer,appointed,,"Mead, Talerman & Costa, LLC",0,,,no check
2022,15,188,TOWN COUNSEL,officer,appointed,,Mirick O'Connell,0,,,no check
2022,15,189,TOWN CLOCKWINDERS,officer,appointed,,Tom Alonzo,0,,,no check
2022,15,190,TOWN CLOCKWINDERS,officer,appointed,,Louis Franco,0,,,no check
2022,15,191,TOWN CLOCKWINDERS,officer,appointed,,Michael Kidney,0,,,no check
2022,15,192,TOWN CLOCKWINDERS,officer,appointed,,John Lynch,0,,,no check
2022,15,193,TOWN CLOCKWINDERS,officer,appointed,,William Tyler,0,,,no check
2022,15,194,TOWN CLOCKWINDERS,officer,appointed,,Chuck Venezia,0,,,no check
2022,15,195,TREE WARDEN,officer,appointed,,Rob Oliva (resigned),0,,,no check
2022,15,196,TREE WARDEN,officer,appointed,,William Bernard,0,,,no check
2022,15,197,INTERIM VETERANS SERVICES AGENT,officer,appointed,,David Lauzon Jr.,0,,,no check
2022,15,198,ZONING BOARD OF APPEALS,board seat,appointed,5,James Besarkarski,0,2026,,checked
2022,15,199,ZONING BOARD OF APPEALS,board seat,appointed,5,Patrick Callahan,0,2027,,checked
2022,15,200,ZONING BOARD OF APPEALS,board seat,appointed,5,Alfred Gravelle,0,2025,,checked
2022,15,201,ZONING BOARD OF APPEALS,board seat,appointed,5,Hans Wentrup,0,2026,,checked
2022,15,202,ZONING BOARD OF APPEALS,board seat,appointed,5,David Blatt,0,2027,,checked
2022,15,203,ZBA ASSOCIATE MEMBER,board seat,appointed,,Anthony Nicastro,0,2025,,no check
2023,8,1,Board of Assessors,board seat,elected,3,Richard H. Letarte,0,2024,,checked
2023,8,2,Board of Assessors,board seat,elected,3,Kevin Fish,0,2025,,checked
2023,8,3,Board of Assessors,board seat,elected,3,John T. Rabbitt,0,2026,,checked
2023,8,4,Board of Health,board seat,elected,5,George Emond Jr.,0,2025,,checked
2023,8,5,Board of Health,board seat,elected,5,Paul J. Fortin,0,2024,,checked
2023,8,6,Board of Health,board seat,elected,5,Perry R. Jewell,0,2026,,checked
2023,8,7,Board of Health,board seat,elected,5,Lisa Normandin,0,2024,,checked
2023,8,8,Board of Health,board seat,elected,5,Evan Watters,0,2026,,checked
2023,8,9,Select Board,board seat,elected,5,Thomas Alonzo,0,2025,,check failed
2023,8,10,Select Board,board seat,elected,5,Louis J. Franco,0,2024,,check failed
2023,8,11,Select Board,board seat,elected,5,Michael-Ray Jeffreys,0,2025,,check failed
2023,8,12,Select Board,board seat,elected,5,Todd Dwyer,0,,resigned 3/2023,check failed
2023,8,13,Select Board,board seat,elected,5,Renee Emkey,0,2026,,check failed
2023,8,14,Select Board,board seat,elected,5,Caesar Nuzzolo,0,2026,,check failed
2023,8,15,Cemetery Commission,board seat,elected,3,David Dorren,0,2024,,check failed
2023,8,16,Cemetery Commission,board seat,elected,3,William Tyler,0,,resigned,check failed
2023,8,17,Cemetery Commission,board seat,elected,3,Nancy Foss Yasko,0,2025,,check failed
2023,8,18,Cemetery Commission,board seat,elected,3,Stanley Barney,0,2026,,check failed
2023,8,19,Constable,board seat,elected,,John E. Baker,0,2025,,no check
2023,8,20,Housing Authority,board seat,elected,5,Deborah A.H. Christen- Governor's Appointee,0,2026,,checked
2023,8,21,Housing Authority,board seat,elected,5,Catherine J. Clark,0,2026,,checked
2023,8,22,Housing Authority,board seat,elected,5,Linda M. McDonald,0,2024,,checked
2023,8,23,Housing Authority,board seat,elected,5,Dale Proulx,0,2025,,checked
2023,8,24,Housing Authority,board seat,elected,5,Nicole Waters,0,2026,,checked
2023,8,25,Library Trustees,board seat,elected,7,Laura Boussom,0,2024,,checked
2023,8,26,Library Trustees,board seat,elected,7,Robert Conroy,0,2024,,checked
2023,8,27,Library Trustees,board seat,elected,7,Harry Kubetz,0,2026,,checked
2023,8,28,Library Trustees,board seat,elected,7,Richard N. Mailloux,0,2025,,checked
2023,8,29,Library Trustees,board seat,elected,7,Donna Saila,0,2025,,checked
2023,8,30,Library Trustees,board seat,elected,7,Maia Wentrup,0,2024,,checked
2023,8,31,Library Trustees,board seat,elected,7,Janalee Germaine Balish,0,2026,,checked
2023,8,32,Moderator,board seat,elected,,Timothy W. Murphy,0,2024,,no check
2023,8,33,Parks Commission,board seat,elected,5,Patrick Hakey,0,2025,,checked
2023,8,34,Parks Commission,board seat,elected,5,Ana Lockwood,0,2025,,checked
2023,8,35,Parks Commission,board seat,elected,5,Karin Menard,0,2026,,checked
2023,8,36,Parks Commission,board seat,elected,5,Colleen Shapiro,0,2026,,checked
2023,8,37,Parks Commission,board seat,elected,5,Christopher Sullivan,0,2024,,checked
2023,9,38,Planning Board - 2,board seat,elected,5,Matthew Brenner,0,2026,,checked
2023,9,39,Planning Board - 2,board seat,elected,5,Matt Allison,0,2025,,checked
2023,9,40,Planning Board - 2,board seat,elected,5,Erik Torgersen,0,2024,,checked
2023,9,41,Planning Board - 2,board seat,elected,5,Amanda Reid,0,2027,,checked
2023,9,42,Planning Board - 2,board seat,elected,5,Timothy Russell Willsmer,0,2028,,checked
2023,9,43,School Committee,board seat,elected,5,Carol Archambault,0,2025,,checked
2023,9,44,School Committee,board seat,elected,5,Laura Brzozski,0,2026,,checked
2023,9,45,School Committee,board seat,elected,5,Seamus Kelly,0,2024,,checked
2023,9,46,School Committee,board seat,elected,5,Brian Lehtinen,0,2025,,checked
2023,9,47,School Committee,board seat,elected,5,Peter Beardmore,0,2026,,checked
2023,9,48,Sewer Commission - 1/2/,board seat,elected,5,David V. MacDonald,0,2024,,checked
2023,9,49,Sewer Commission - 1/2/,board seat,elected,5,Mike Nault,0,2025,,checked
2023,9,50,Sewer Commission - 1/2/,board seat,elected,5,Brett Ramsden,0,2026,,checked
2023,9,51,Sewer Commission - 1/2/,board seat,elected,5,John Reynolds,0,2025,,checked
2023,9,52,Sewer Commission - 1/2/,board seat,elected,5,Mike Mackin-until next annual election,0,,,checked
2023,9,53,Town Clerk,board seat,elected,,Kathryn M. Herrick,0,2025,,no check
2023,9,54,Trust Fund Commission,board seat,elected,3,Elaina Corcoran,0,2025,,checked
2023,9,55,Trust Fund Commission,board seat,elected,3,Corrine C. Scouten,0,2026,,checked
2023,9,56,Trust Fund Commission,board seat,elected,3,Nicole Waters,0,2024,,checked
2023,10,57,AGRICULTURAL COMMISSION,board seat,appointed,5,Matthew Allison,0,2025,,check failed
2023,10,58,AGRICULTURAL COMMISSION,board seat,appointed,5,Greg Burns,0,2025,,check failed
2023,10,59,AGRICULTURAL COMMISSION,board seat,appointed,5,Jennifer Duffy,0,2026,,check failed
2023,10,60,AGRICULTURAL COMMISSION,board seat,appointed,5,Maryrae Holman,0,2025,,check failed
2023,10,61,AGRICULTURAL COMMISSION,board seat,appointed,5,Ishley York-Aronovich-202,0,,,check failed
2023,10,62,AGRICULTURAL COMMISSION,board seat,appointed,5,ssociate Members—(2) 2 year ter,0,,,check failed
2023,10,63,AGRICULTURAL COMMISSION,board seat,appointed,5,Ashley York-Aronovich,0,2026,,check failed
2023,10,64,AGRICULTURAL COMMISSION,board seat,appointed,5,Kira MčClellan-Associate,0,2025,,check failed
2023,10,65,AGRICULTURAL COMMISSION,board seat,appointed,5,Stephanie Scofield—resigned 2/2023,0,,,check failed
2023,10,66,MERICANS WITH DISABILITIES COMMITTEE - - 3 year terı,board seat,appointed,5,elect Board Representative-Renee Emke,0,,,check failed
2023,10,67,MERICANS WITH DISABILITIES COMMITTEE - - 3 year terı,board seat,appointed,5,Carolyn Rossi-Member at Large,0,2025,,check failed
2023,10,68,ANIMAL CONTROL OFFICER,officer,appointed,,ANIMAL INSPECTOR (Term runs May 1 to April 30),0,,,no check
2023,10,69,ANIMAL CONTROL OFFICER,officer,appointed,,Kathleen M. Comeau,0,,,no check
2023,10,70,ANIMAL CONTROL OFFICER,officer,appointed,,Kathleen M. Comeau,0,,,no check
2023,10,71,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC,board seat,appointed,5,Richard McGrath,0,2024,,check failed
2023,10,72,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC,board seat,appointed,5,Nathan Lockwood,0,2026,,check failed
2023,10,73,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC,board seat,appointed,5,Anthony Nicastro,0,,resigned 1/2023,check failed
2023,10,74,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC,board seat,appointed,5,Anthony Sculimbrene,0,2025,,check failed
2023,10,75,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC,board seat,appointed,5,William Lloyd,0,2025,,check failed
2023,10,76,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC,board seat,appointed,5,,1,,1Vacancy-2026,check failed
2023,10,77,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC,board seat,appointed,5,BOARD OF REGISTRARS OF VOTERS (Term runs April 1 to March 31),0,,,check failed
2023,10,78,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC,board seat,appointed,5,Ruth Anderson,0,2024,,check failed
2023,10,79,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC,board seat,appointed,5,Kathy Herrick- Town Clerk,0,,,check failed
2023,10,80,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC,board seat,appointed,5,Karen Kemp,0,2026,,check failed
2023,10,81,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC,board seat,appointed,5,Shirley McBride,0,2025,,check failed
2023,10,82,BULDING COMMISSIONER/ZONING ENFORCEMENT OFFICER,officer,appointed,,Brian Gingras,0,,,no check
2023,10,83,CAPITAL PLANNING COMMITTEE,board seat,appointed,5,Tom Alonzo-Select Board,0,,,checked
2023,10,84,CAPITAL PLANNING COMMITTEE,board seat,appointed,5,Matthew Brenner-Planning Board,0,,,checked
2023,10,85,CAPITAL PLANNING COMMITTEE,board seat,appointed,5,Peter Beardmore-School Committee,0,,,checked
2023,10,86,CAPITAL PLANNING COMMITTEE,board seat,appointed,5,George Martin-Member at Large,0,,,checked
2023,10,87,CAPITAL PLANNING COMMITTEE,board seat,appointed,5,David Passios-Finance Committee,0,,,checked
2023,11,88,CONSERVATION COMMISSION,board seat,appointed,7,Patricia Adams,0,,resigned 8/2022,check failed
