fy,lea,district,geo_level,indicator_category,indicator,indicator_level,printing,denominator_cnt,measure_cnt,measure_pct,value_type,reconciles,doc_id
2024,01620000,Lunenburg,district,Disability Type,Other Disability,member,1,233,64,0.275,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Disability Type,Specific Learning Disabilities,member,1,233,52,0.223,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Disability Type,Total Students with Disabilities,total,1,233,233,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Disability Type All,Autism,member,1,233,56,0.24,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Disability Type All,Communication Disability,member,1,233,19,0.082,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Disability Type All,Developmental Delay,member,1,233,24,0.103,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Disability Type All,Emotional Disability,member,1,233,17,0.073,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Disability Type All,Health Impairment,member,1,233,37,0.159,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Disability Type All,Intellectual Disability,member,1,233,5,0.021,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Disability Type All,Multiple Disabilities,member,1,233,13,0.056,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Disability Type All,Neurological Disability,member,1,233,9,0.039,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Disability Type All,Sensory Impairment,member,1,233,1,0.004,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Disability Type All,Specific Learning Disabilities,member,1,233,52,0.223,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Disability Type All,Total Students with Disabilities,total,1,233,233,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,EL and Low Income/Economically Disadvantaged,Students with Disabilities Only,member,1,224,126,0.563,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,EL and Low Income/Economically Disadvantaged,Students with Disabilities and Economically Disadvantaged or Low Income,member,1,224,87,0.388,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,EL and Low Income/Economically Disadvantaged,Students with Disabilities and English Learners,member,1,224,1,0.004,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,EL and Low Income/Economically Disadvantaged,"Students with Disabilities, English Learners, and Economically Disadvantaged or Low Income",member,1,224,10,0.045,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,EL and Low Income/Economically Disadvantaged,Total Students with Disabilities,total,1,224,224,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Enrollment,Students with Disabilities,member,1,1589,233,0.147,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Enrollment,Students without Disabilities,member,1,1589,1356,0.853,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Enrollment,Total In- and Out-of-District Students,total,1,1589,1589,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Gender,Female,member,1,233,81,0.348,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Gender,Male,member,1,233,151,0.648,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Gender,Nonbinary,member,1,233,1,0.004,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Gender,Total Students with Disabilities,total,1,233,233,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Grade Span,Grades 3 to 5,member,1,233,57,0.245,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Grade Span,Grades 6 to 8,member,1,233,60,0.258,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Grade Span,Grades 9 to 12,member,1,233,47,0.202,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Grade Span,PK to 2,member,1,233,61,0.262,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Grade Span,Special Education Beyond Grade 12,member,1,233,8,0.034,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Grade Span,Total Students with Disabilities,total,1,233,233,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,In District/Out of District,In-District,member,1,233,224,0.961,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,In District/Out of District,Out-of-District,member,1,233,9,0.039,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,In District/Out of District,Total Students with Disabilities,total,1,233,233,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Placement,Full Inclusion,member,1,233,154,0.661,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Placement,Partial Inclusion,member,1,233,19,0.082,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Placement,Separate School in District,member,1,233,2,0.009,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Placement,Substantially Separate,member,1,233,49,0.21,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Placement,Total Students with Disabilities,total,1,233,233,1.0,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Race/Ethnicity,Asian,member,1,233,4,0.017,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Race/Ethnicity,Black or African American,member,1,233,13,0.056,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Race/Ethnicity,Hispanic or Latino,member,1,233,33,0.142,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Race/Ethnicity,Other,member,1,233,4,0.017,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Race/Ethnicity,Total Students with Disabilities,total,1,233,233,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Race/Ethnicity,White,member,1,233,179,0.768,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Special Education FTEs per 100 SWDs,Paraprofessionals,member,1,23,224,0.103,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Special Education FTEs per 100 SWDs,Services,member,1,9.5,224,0.042,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Special Education FTEs per 100 SWDs,Support,member,1,,,,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Special Education FTEs per 100 SWDs,Teachers,member,1,,,,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Special Education FTEs per 100 SWDs,Total Special Education FTEs,total,1,34.5,224,0.154,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,01620000,Lunenburg,district,Special Education FTEs per 100 SWDs,Total Students with Disabilities,member,1,224,224,1.0,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,06100000,Ashburnham-Westminster,district,Disability Type,Autism,member,1,422,78,0.185,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,06100000,Ashburnham-Westminster,district,Disability Type,Communication Disability,member,1,422,51,0.121,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,06100000,Ashburnham-Westminster,district,Disability Type,Developmental Delay,member,1,422,62,0.147,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,06100000,Ashburnham-Westminster,district,Disability Type,Health Impairment,member,1,422,86,0.204,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,06100000,Ashburnham-Westminster,district,Disability Type,Other Disability,member,1,422,114,0.27,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,06100000,Ashburnham-Westminster,district,Disability Type,Other Disability,member,2,422,125,0.296,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,06100000,Ashburnham-Westminster,district,Disability Type,Specific Learning Disabilities,member,1,422,82,0.194,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,06100000,Ashburnham-Westminster,district,Disability Type,Total Students with Disabilities,total,1,422,422,1.0,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,06100000,Ashburnham-Westminster,district,Disability Type All,Autism,member,1,422,78,0.185,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,06100000,Ashburnham-Westminster,district,Disability Type All,Communication Disability,member,1,422,51,0.121,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,06100000,Ashburnham-Westminster,district,Disability Type All,Developmental Delay,member,1,422,62,0.147,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,06100000,Ashburnham-Westminster,district,Disability Type All,Emotional Disability,member,1,422,33,0.078,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,06100000,Ashburnham-Westminster,district,Disability Type All,Health Impairment,member,1,422,86,0.204,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,06100000,Ashburnham-Westminster,district,Disability Type All,Intellectual Disability,member,1,422,9,0.021,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,06100000,Ashburnham-Westminster,district,Disability Type All,Multiple Disabilities,member,1,422,5,0.012,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,06100000,Ashburnham-Westminster,district,Disability Type All,Neurological Disability,member,1,422,9,0.021,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,06100000,Ashburnham-Westminster,district,Disability Type All,Physical Impairment,member,1,422,2,0.005,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,06100000,Ashburnham-Westminster,district,Disability Type All,Sensory Impairment,member,1,422,5,0.012,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,06100000,Ashburnham-Westminster,district,Disability Type All,Specific Learning Disabilities,member,1,422,82,0.194,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,06100000,Ashburnham-Westminster,district,Disability Type All,Total Students with Disabilities,total,1,422,422,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,06100000,Ashburnham-Westminster,district,EL and Low Income/Economically Disadvantaged,Students with Disabilities Only,member,1,409,253,0.619,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,06100000,Ashburnham-Westminster,district,EL and Low Income/Economically Disadvantaged,Students with Disabilities and Economically Disadvantaged or Low Income,member,1,409,141,0.345,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,06100000,Ashburnham-Westminster,district,EL and Low Income/Economically Disadvantaged,Students with Disabilities and English Learners,member,1,409,6,0.015,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,06100000,Ashburnham-Westminster,district,EL and Low Income/Economically Disadvantaged,"Students with Disabilities, English Learners, and Economically Disadvantaged or Low Income",member,1,409,9,0.022,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,06100000,Ashburnham-Westminster,district,EL and Low Income/Economically Disadvantaged,Total Students with Disabilities,total,1,409,409,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,06100000,Ashburnham-Westminster,district,Enrollment,Students with Disabilities,member,1,2278,422,0.185,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,06100000,Ashburnham-Westminster,district,Enrollment,Students without Disabilities,member,1,2278,1856,0.815,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,06100000,Ashburnham-Westminster,district,Enrollment,Total In- and Out-of-District Students,total,1,2278,2278,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,06100000,Ashburnham-Westminster,district,Gender,Female,member,1,422,154,0.365,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,06100000,Ashburnham-Westminster,district,Gender,Male,member,1,422,266,0.63,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,06100000,Ashburnham-Westminster,district,Gender,Nonbinary,member,1,422,2,0.005,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2024,06100000,Ashburnham-Westminster,district,Gender,Total Students with Disabilities,total,1,422,422,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
