page	x	y	w	h	conf	text
86	0.11654	0.89226	0.02834	0.01347	1.000	The
86	0.14706	0.89226	0.04793	0.01347	1.000	public
86	0.19717	0.89226	0.01525	0.01347	1.000	is
86	0.21460	0.89226	0.07190	0.01347	1.000	reminded
86	0.28867	0.89226	0.01525	0.01347	1.000	to
86	0.30610	0.89226	0.05229	0.01347	1.000	report
86	0.36057	0.89226	0.03050	0.01347	1.000	any
86	0.39325	0.89226	0.05664	0.01347	1.000	animal
86	0.45207	0.89226	0.05664	0.01347	1.000	related
86	0.51089	0.89226	0.08932	0.01347	1.000	complaints
86	0.60240	0.89226	0.01525	0.01347	1.000	to
86	0.61983	0.89226	0.02832	0.01347	1.000	the
86	0.65033	0.89226	0.07190	0.01347	1.000	Regional
86	0.72440	0.89226	0.03268	0.01347	1.000	Call
86	0.75926	0.89226	0.05664	0.01347	1.000	Center
86	0.81808	0.89226	0.01743	0.01347	1.000	at
86	0.83769	0.89226	0.04201	0.01347	1.000	(978)
86	0.11842	0.87626	0.07364	0.01473	1.000	582-4531.
86	0.19444	0.87626	0.02859	0.01473	1.000	For
86	0.22542	0.87626	0.09293	0.01473	1.000	emergencies
86	0.32074	0.87626	0.02859	0.01473	1.000	dial
86	0.35172	0.87626	0.03336	0.01473	1.000	911.
86	0.38746	0.87626	0.04051	0.01473	1.000	More
86	0.43035	0.87626	0.09055	0.01473	1.000	information
86	0.52328	0.87626	0.02621	0.01473	1.000	can
86	0.55188	0.87626	0.01906	0.01473	1.000	be
86	0.57333	0.87626	0.04528	0.01473	1.000	found
86	0.62098	0.87626	0.01906	0.01473	1.000	on
86	0.64243	0.87626	0.02621	0.01473	1.000	the
86	0.67102	0.87626	0.05719	0.01473	1.000	Animal
86	0.73060	0.87626	0.05719	0.01473	1.000	Control
86	0.79017	0.87626	0.06672	0.01473	1.000	Web-site
86	0.85927	0.87626	0.01855	0.01473	1.000	at
86	0.11654	0.86047	0.13534	0.01308	1.000	lunenburgma.gov.
86	0.11842	0.84428	0.03899	0.01347	1.000	Dogs
