page	x	y	w	h	conf	text
64	0.07331	0.90698	0.02255	0.01744	1.000	To
64	0.09865	0.90699	0.03071	0.01726	1.000	that
64	0.13215	0.90699	0.03350	0.01726	1.000	end,
64	0.16844	0.90699	0.04187	0.01726	1.000	since
64	0.21310	0.90699	0.02512	0.01726	1.000	the
64	0.24101	0.90699	0.05862	0.01726	1.000	savings
64	0.30242	0.90699	0.01675	0.01726	1.000	in
64	0.32196	0.90699	0.04745	0.01726	1.000	health
64	0.37221	0.90699	0.07537	0.01726	1.000	insurance
64	0.45037	0.90699	0.03071	0.01726	1.000	will
64	0.48386	0.90699	0.04745	0.01726	1.000	likely
64	0.53411	0.90699	0.01954	0.01726	1.000	be
64	0.55644	0.90699	0.01117	0.01726	1.000	a
64	0.57040	0.90699	0.06699	0.01726	1.000	one-time
64	0.64018	0.90699	0.06978	0.01726	1.000	windfall,
64	0.71276	0.90699	0.02512	0.01726	1.000	we
64	0.74067	0.90699	0.03629	0.01726	1.000	need
64	0.77975	0.90699	0.01675	0.01726	1.000	to
64	0.79929	0.90699	0.03629	0.01726	1.000	plan
64	0.83837	0.90699	0.02233	0.01726	1.000	for
64	0.86349	0.90698	0.04252	0.01744	1.000	these
64	0.07331	0.88953	0.03903	0.01619	1.000	costs
64	0.11492	0.88973	0.01811	0.01599	1.000	to
64	0.13562	0.88973	0.01811	0.01599	1.000	be
64	0.15632	0.88973	0.10090	0.01599	1.000	reintroduced
64	0.25980	0.88973	0.01552	0.01599	1.000	in
64	0.27791	0.88973	0.02587	0.01599	1.000	the
64	0.30637	0.88973	0.06468	0.01599	1.000	FY2023
64	0.37364	0.88973	0.05692	0.01599	1.000	budget.
64	0.43314	0.88973	0.02846	0.01599	1.000	For
64	0.46419	0.88973	0.03105	0.01599	1.000	this
64	0.49782	0.88973	0.05692	0.01599	1.000	reason,
64	0.55733	0.88973	0.02587	0.01599	1.000	the
64	0.58578	0.88973	0.04657	0.01599	1.000	Town
64	0.63494	0.88973	0.06727	0.01599	1.000	Manager
64	0.70479	0.88973	0.02846	0.01599	1.000	has
64	0.73584	0.88973	0.06985	0.01599	1.000	proposed
64	0.80828	0.88973	0.03105	0.01599	1.000	that
64	0.84191	0.88953	0.02651	0.01619	1.000	we
64	0.07331	0.87205	0.04679	0.01603	1.000	create
64	0.12269	0.87205	0.03105	0.01599	1.000	and
64	0.15632	0.87205	0.03622	0.01599	1.000	fund
64	0.19513	0.87205	0.01035	0.01599	1.000	a
64	0.20806	0.87205	0.05433	0.01599	1.000	Health
64	0.26498	0.87205	0.07503	0.01599	1.000	Insurance
64	0.34259	0.87205	0.09831	0.01599	1.000	Stabilization
64	0.44349	0.87205	0.06727	0.01599	1.000	Account
64	0.51334	0.87205	0.02328	0.01599	1.000	for
64	0.53922	0.87205	0.04657	0.01599	1.000	future
64	0.58837	0.87205	0.04916	0.01599	1.000	health
64	0.64011	0.87205	0.07503	0.01599	1.000	insurance
64	0.71773	0.87205	0.04398	0.01599	1.000	costs.
64	0.76430	0.87205	0.03363	0.01599	1.000	This
64	0.80052	0.87205	0.08106	0.01603	1.000	temporary
64	0.07331	0.85174	0.08396	0.01744	1.000	fluctuation
64	0.16006	0.85185	0.01675	0.01726	1.000	in
64	0.17960	0.85185	0.02512	0.01726	1.000	the
64	0.20752	0.85185	0.05583	0.01726	1.000	budget
64	0.26614	0.85185	0.02791	0.01726	1.000	can
64	0.29684	0.85185	0.01954	0.01726	1.000	be
64	0.31917	0.85185	0.04466	0.01726	1.000	offset
64	0.36663	0.85185	0.03350	0.01726	1.000	with
64	0.40291	0.85185	0.04187	0.01726	1.000	these
64	0.44758	0.85185	0.04466	0.01726	1.000	funds
64	0.49503	0.85185	0.06141	0.01726	1.000	without
64	0.55923	0.85185	0.07537	0.01726	1.000	impacting
64	0.63739	0.85185	0.02512	0.01726	1.000	the
64	0.66531	0.85185	0.07537	0.01726	1.000	trajectory
64	0.74346	0.85185	0.01675	0.01726	1.000	of
64	0.76300	0.85185	0.02512	0.01726	1.000	the
64	0.79092	0.85174	0.07562	0.01744	1.000	operating
64	0.07331	0.83418	0.05455	0.01612	1.000	budget
64	0.13045	0.83418	0.01811	0.01599	1.000	in
64	0.15114	0.83418	0.06209	0.01599	1.000	FY2023
64	0.21582	0.83418	0.03105	0.01599	1.000	and
