"sy","dist_code","dist_name","ind_cat","ind_subcat","ind_value","ind_value_type"
"2015","01620000","Lunenburg","MCAS Performance","ELA Grade 10 % Meets or Exceeds","94.5","Percent"
"2015","01620000","Lunenburg","MCAS Performance","ELA Grades 3-8 % Meets or Exceeds","74.5","Percent"
"2015","01620000","Lunenburg","MCAS Performance","Math Grade 10 % Meets or Exceeds","86.4","Percent"
"2015","01620000","Lunenburg","MCAS Performance","Math Grades 3-8 % Meets or Exceeds","67.6","Percent"
"2015","01620000","Lunenburg","Expenditures Per Pupil","Administration","417.0","Amount"
"2015","01620000","Lunenburg","Expenditures Per Pupil","Guidance, Counseling and Testing","378.0","Amount"
"2015","01620000","Lunenburg","Expenditures Per Pupil","Instructional Leadership","651.0","Amount"
"2015","01620000","Lunenburg","Expenditures Per Pupil","Instructional Materials, Equipment and Technology","100.0","Amount"
"2015","01620000","Lunenburg","Expenditures Per Pupil","Insurance, Retirement Programs and Other","1967.0","Amount"
"2015","01620000","Lunenburg","Expenditures Per Pupil","Operations and Maintenance","902.0","Amount"
"2015","01620000","Lunenburg","Expenditures Per Pupil","Other Teaching Services","1114.0","Amount"
"2015","01620000","Lunenburg","Expenditures Per Pupil","Professional Development","65.0","Amount"
"2015","01620000","Lunenburg","Expenditures Per Pupil","Pupil Services","1082.0","Amount"
"2015","01620000","Lunenburg","Expenditures Per Pupil","Teachers","4848.0","Amount"
"2015","01620000","Lunenburg","Expenditures Per Pupil","Total Expenditures","12424.0","Amount"
"2015","01620000","Lunenburg","Expenditures Per Pupil","Total In-District Expenditures","11525.0","Amount"
"2014","01620000","Lunenburg","Student Enrollment","In-District FTE Pupils","1565.6","Count"
"2014","01620000","Lunenburg","Student Enrollment","Out-of-District FTE Pupils","139.5","Count"
"2014","01620000","Lunenburg","Student Enrollment","Total FTE Pupils","1705.1","Count"
"2014","01620000","Lunenburg","Student Demographics","English learner % Headcount","1.7","Percent"
"2014","01620000","Lunenburg","Student Demographics","Low-Income % Headcount","15.5","Percent"
"2014","01620000","Lunenburg","Student Demographics","Student Headcount","1564.0","Count"
"2014","01620000","Lunenburg","Student Demographics","Students with disabilities % Headcount","17.8","Percent"
"2014","01620000","Lunenburg","Teacher Salaries","Teacher FTE","100.6","Count"
"2014","01620000","Lunenburg","Teacher Salaries","Teachers per 100 FTE students","6.4","Count"
"2014","01620000","Lunenburg","Other Staff","Instructional Coach FTE","0.0","Count"
"2014","01620000","Lunenburg","Other Staff","Instructional Support FTE","11.4","Count"
"2014","01620000","Lunenburg","Other Staff","Paraprofessional FTE","16.2","Count"
"2014","01620000","Lunenburg","Other Staff","Special Education Instructional Support FTE","0.0","Count"
"2014","01620000","Lunenburg","MCAS Performance","ELA Grade 10 % Meets or Exceeds","92.5","Percent"
"2014","01620000","Lunenburg","MCAS Performance","ELA Grades 3-8 % Meets or Exceeds","75.2","Percent"
"2014","01620000","Lunenburg","MCAS Performance","Math Grade 10 % Meets or Exceeds","81.9","Percent"
"2014","01620000","Lunenburg","MCAS Performance","Math Grades 3-8 % Meets or Exceeds","70.0","Percent"
"2014","01620000","Lunenburg","Expenditures Per Pupil","Administration","398.0","Amount"
"2014","01620000","Lunenburg","Expenditures Per Pupil","Guidance, Counseling and Testing","372.0","Amount"
"2014","01620000","Lunenburg","Expenditures Per Pupil","Instructional Leadership","673.0","Amount"
"2014","01620000","Lunenburg","Expenditures Per Pupil","Instructional Materials, Equipment and Technology","155.0","Amount"
"2014","01620000","Lunenburg","Expenditures Per Pupil","Insurance, Retirement Programs and Other","2112.0","Amount"
"2014","01620000","Lunenburg","Expenditures Per Pupil","Operations and Maintenance","918.0","Amount"
"2014","01620000","Lunenburg","Expenditures Per Pupil","Other Teaching Services","1014.0","Amount"
"2014","01620000","Lunenburg","Expenditures Per Pupil","Professional Development","62.0","Amount"
"2014","01620000","Lunenburg","Expenditures Per Pupil","Pupil Services","1031.0","Amount"
"2014","01620000","Lunenburg","Expenditures Per Pupil","Teachers","4787.0","Amount"
"2014","01620000","Lunenburg","Expenditures Per Pupil","Total Expenditures","12384.0","Amount"
"2014","01620000","Lunenburg","Expenditures Per Pupil","Total In-District Expenditures","11521.0","Amount"
"2013","01620000","Lunenburg","Student Enrollment","In-District FTE Pupils","1581.0","Count"
"2013","01620000","Lunenburg","Student Enrollment","Out-of-District FTE Pupils","138.2","Count"
"2013","01620000","Lunenburg","Student Enrollment","Total FTE Pupils","1719.2","Count"
"2013","01620000","Lunenburg","Student Demographics","English learner % Headcount","1.1","Percent"
"2013","01620000","Lunenburg","Student Demographics","Low-Income % Headcount","13.9","Percent"
"2013","01620000","Lunenburg","Student Demographics","Student Headcount","1587.0","Count"
"2013","01620000","Lunenburg","Student Demographics","Students with disabilities % Headcount","18.4","Percent"
"2013","01620000","Lunenburg","Teacher Salaries","Teacher FTE","103.0","Count"
"2013","01620000","Lunenburg","Teacher Salaries","Teachers per 100 FTE students","6.5","Count"
"2013","01620000","Lunenburg","Other Staff","Instructional Coach FTE","0.0","Count"
"2013","01620000","Lunenburg","Other Staff","Instructional Support FTE","7.5","Count"
"2013","01620000","Lunenburg","Other Staff","Paraprofessional FTE","14.8","Count"
"2013","01620000","Lunenburg","Other Staff","Special Education Instructional Support FTE","0.0","Count"
"2013","01620000","Lunenburg","MCAS Performance","ELA Grade 10 % Meets or Exceeds","97.3","Percent"
"2013","01620000","Lunenburg","MCAS Performance","ELA Grades 3-8 % Meets or Exceeds","73.4","Percent"
"2013","01620000","Lunenburg","MCAS Performance","Math Grade 10 % Meets or Exceeds","96.4","Percent"
"2013","01620000","Lunenburg","MCAS Performance","Math Grades 3-8 % Meets or Exceeds","70.9","Percent"
"2013","01620000","Lunenburg","Expenditures Per Pupil","Administration","359.0","Amount"
"2013","01620000","Lunenburg","Expenditures Per Pupil","Guidance, Counseling and Testing","366.0","Amount"
"2013","01620000","Lunenburg","Expenditures Per Pupil","Instructional Leadership","577.0","Amount"
"2013","01620000","Lunenburg","Expenditures Per Pupil","Instructional Materials, Equipment and Technology","149.0","Amount"
"2013","01620000","Lunenburg","Expenditures Per Pupil","Insurance, Retirement Programs and Other","2119.0","Amount"
"2013","01620000","Lunenburg","Expenditures Per Pupil","Operations and Maintenance","977.0","Amount"
"2013","01620000","Lunenburg","Expenditures Per Pupil","Other Teaching Services","998.0","Amount"
"2013","01620000","Lunenburg","Expenditures Per Pupil","Professional Development","47.0","Amount"
"2013","01620000","Lunenburg","Expenditures Per Pupil","Pupil Services","1009.0","Amount"
"2013","01620000","Lunenburg","Expenditures Per Pupil","Teachers","4739.0","Amount"
"2013","01620000","Lunenburg","Expenditures Per Pupil","Total Expenditures","12027.0","Amount"
"2013","01620000","Lunenburg","Expenditures Per Pupil","Total In-District Expenditures","11342.0","Amount"
"2012","01620000","Lunenburg","Student Enrollment","In-District FTE Pupils","1639.5","Count"
"2012","01620000","Lunenburg","Student Enrollment","Out-of-District FTE Pupils","124.4","Count"
"2012","01620000","Lunenburg","Student Enrollment","Total FTE Pupils","1763.9","Count"
"2012","01620000","Lunenburg","Student Demographics","English learner % Headcount","0.6","Percent"
"2012","01620000","Lunenburg","Student Demographics","Low-Income % Headcount","8.9","Percent"
"2012","01620000","Lunenburg","Student Demographics","Student Headcount","1637.0","Count"
"2012","01620000","Lunenburg","Student Demographics","Students with disabilities % Headcount","17.8","Percent"
"2012","01620000","Lunenburg","Teacher Salaries","Teacher FTE","114.5","Count"
"2012","01620000","Lunenburg","Teacher Salaries","Teachers per 100 FTE students","7.0","Count"
"2012","01620000","Lunenburg","Other Staff","Instructional Coach FTE","0.0","Count"
"2012","01620000","Lunenburg","Other Staff","Instructional Support FTE","4.3","Count"
"2012","01620000","Lunenburg","Other Staff","Paraprofessional FTE","24.1","Count"
"2012","01620000","Lunenburg","Other Staff","Special Education Instructional Support FTE","0.0","Count"
"2012","01620000","Lunenburg","MCAS Performance","ELA Grade 10 % Meets or Exceeds","98.4","Percent"
"2012","01620000","Lunenburg","MCAS Performance","ELA Grades 3-8 % Meets or Exceeds","76.9","Percent"
"2012","01620000","Lunenburg","MCAS Performance","Math Grade 10 % Meets or Exceeds","88.7","Percent"
"2012","01620000","Lunenburg","MCAS Performance","Math Grades 3-8 % Meets or Exceeds","69.1","Percent"
"2012","01620000","Lunenburg","Expenditures Per Pupil","Administration","353.0","Amount"
"2012","01620000","Lunenburg","Expenditures Per Pupil","Guidance, Counseling and Testing","332.0","Amount"
"2012","01620000","Lunenburg","Expenditures Per Pupil","Instructional Leadership","656.0","Amount"
"2012","01620000","Lunenburg","Expenditures Per Pupil","Instructional Materials, Equipment and Technology","137.0","Amount"
"2012","01620000","Lunenburg","Expenditures Per Pupil","Insurance, Retirement Programs and Other","2025.0","Amount"
"2012","01620000","Lunenburg","Expenditures Per Pupil","Operations and Maintenance","825.0","Amount"
"2012","01620000","Lunenburg","Expenditures Per Pupil","Other Teaching Services","1001.0","Amount"
"2012","01620000","Lunenburg","Expenditures Per Pupil","Professional Development","105.0","Amount"
"2012","01620000","Lunenburg","Expenditures Per Pupil","Pupil Services","965.0","Amount"
"2012","01620000","Lunenburg","Expenditures Per Pupil","Teachers","4554.0","Amount"
"2012","01620000","Lunenburg","Expenditures Per Pupil","Total Expenditures","11448.0","Amount"
"2012","01620000","Lunenburg","Expenditures Per Pupil","Total In-District Expenditures","10955.0","Amount"
"2011","01620000","Lunenburg","Student Enrollment","In-District FTE Pupils","1663.5","Count"
"2011","01620000","Lunenburg","Student Enrollment","Out-of-District FTE Pupils","91.7","Count"
"2011","01620000","Lunenburg","Student Enrollment","Total FTE Pupils","1755.2","Count"
"2011","01620000","Lunenburg","Student Demographics","English learner % Headcount","0.5","Percent"
"2011","01620000","Lunenburg","Student Demographics","Low-Income % Headcount","10.1","Percent"
"2011","01620000","Lunenburg","Student Demographics","Student Headcount","1650.0","Count"
"2011","01620000","Lunenburg","Student Demographics","Students with disabilities % Headcount","15.8","Percent"
"2011","01620000","Lunenburg","Teacher Salaries","Teacher FTE","102.3","Count"
"2011","01620000","Lunenburg","Teacher Salaries","Teachers per 100 FTE students","6.1","Count"
"2011","01620000","Lunenburg","Other Staff","Instructional Coach FTE","0.0","Count"
"2011","01620000","Lunenburg","Other Staff","Instructional Support FTE","5.5","Count"
"2011","01620000","Lunenburg","Other Staff","Paraprofessional FTE","24.1","Count"
"2011","01620000","Lunenburg","Other Staff","Special Education Instructional Support FTE","0.0","Count"
"2011","01620000","Lunenburg","MCAS Performance","ELA Grade 10 % Meets or Exceeds","95.1","Percent"
"2011","01620000","Lunenburg","MCAS Performance","ELA Grades 3-8 % Meets or Exceeds","80.0","Percent"
"2011","01620000","Lunenburg","MCAS Performance","Math Grade 10 % Meets or Exceeds","92.3","Percent"
"2011","01620000","Lunenburg","MCAS Performance","Math Grades 3-8 % Meets or Exceeds","70.0","Percent"
"2011","01620000","Lunenburg","Expenditures Per Pupil","Administration","332.0","Amount"
"2011","01620000","Lunenburg","Expenditures Per Pupil","Guidance, Counseling and Testing","366.0","Amount"
"2011","01620000","Lunenburg","Expenditures Per Pupil","Instructional Leadership","668.0","Amount"
"2011","01620000","Lunenburg","Expenditures Per Pupil","Instructional Materials, Equipment and Technology","112.0","Amount"
"2011","01620000","Lunenburg","Expenditures Per Pupil","Insurance, Retirement Programs and Other","1874.0","Amount"
"2011","01620000","Lunenburg","Expenditures Per Pupil","Operations and Maintenance","822.0","Amount"
"2011","01620000","Lunenburg","Expenditures Per Pupil","Other Teaching Services","996.0","Amount"
"2011","01620000","Lunenburg","Expenditures Per Pupil","Professional Development","146.0","Amount"
"2011","01620000","Lunenburg","Expenditures Per Pupil","Pupil Services","1065.0","Amount"
"2011","01620000","Lunenburg","Expenditures Per Pupil","Teachers","4352.0","Amount"
"2011","01620000","Lunenburg","Expenditures Per Pupil","Total Expenditures","11080.0","Amount"
"2011","01620000","Lunenburg","Expenditures Per Pupil","Total In-District Expenditures","10734.0","Amount"
"2010","01620000","Lunenburg","Student Enrollment","In-District FTE Pupils","1719.2","Count"
"2010","01620000","Lunenburg","Student Enrollment","Out-of-District FTE Pupils","89.7","Count"
"2010","01620000","Lunenburg","Student Enrollment","Total FTE Pupils","1808.9","Count"
"2010","01620000","Lunenburg","Student Demographics","English learner % Headcount","0.6","Percent"
"2010","01620000","Lunenburg","Student Demographics","Low-Income % Headcount","9.2","Percent"
"2010","01620000","Lunenburg","Student Demographics","Student Headcount","1702.0","Count"
"2010","01620000","Lunenburg","Student Demographics","Students with disabilities % Headcount","15.2","Percent"
"2010","01620000","Lunenburg","Teacher Salaries","Teacher FTE","120.4","Count"
"2010","01620000","Lunenburg","Teacher Salaries","Teachers per 100 FTE students","7.0","Count"
"2010","01620000","Lunenburg","Other Staff","Instructional Coach FTE","0.0","Count"
"2010","01620000","Lunenburg","Other Staff","Instructional Support FTE","6.0","Count"
"2010","01620000","Lunenburg","Other Staff","Paraprofessional FTE","39.9","Count"
"2010","01620000","Lunenburg","Other Staff","Special Education Instructional Support FTE","1.0","Count"
"2010","01620000","Lunenburg","MCAS Performance","ELA Grade 10 % Meets or Exceeds","91.1","Percent"
"2010","01620000","Lunenburg","MCAS Performance","ELA Grades 3-8 % Meets or Exceeds","75.7","Percent"
"2010","01620000","Lunenburg","MCAS Performance","Math Grade 10 % Meets or Exceeds","88.2","Percent"
"2010","01620000","Lunenburg","MCAS Performance","Math Grades 3-8 % Meets or Exceeds","64.9","Percent"
"2010","01620000","Lunenburg","Expenditures Per Pupil","Administration","363.0","Amount"
"2010","01620000","Lunenburg","Expenditures Per Pupil","Guidance, Counseling and Testing","305.0","Amount"
"2010","01620000","Lunenburg","Expenditures Per Pupil","Instructional Leadership","729.0","Amount"
"2010","01620000","Lunenburg","Expenditures Per Pupil","Instructional Materials, Equipment and Technology","111.0","Amount"
"2010","01620000","Lunenburg","Expenditures Per Pupil","Insurance, Retirement Programs and Other","1839.0","Amount"
"2010","01620000","Lunenburg","Expenditures Per Pupil","Operations and Maintenance","846.0","Amount"
"2010","01620000","Lunenburg","Expenditures Per Pupil","Other Teaching Services","936.0","Amount"
"2010","01620000","Lunenburg","Expenditures Per Pupil","Professional Development","92.0","Amount"
"2010","01620000","Lunenburg","Expenditures Per Pupil","Pupil Services","996.0","Amount"
"2010","01620000","Lunenburg","Expenditures Per Pupil","Teachers","4349.0","Amount"
"2010","01620000","Lunenburg","Expenditures Per Pupil","Total Expenditures","10720.0","Amount"
"2010","01620000","Lunenburg","Expenditures Per Pupil","Total In-District Expenditures","10566.0","Amount"
"2009","01620000","Lunenburg","Student Enrollment","In-District FTE Pupils","1750.0","Count"
"2009","01620000","Lunenburg","Student Enrollment","Out-of-District FTE Pupils","83.8","Count"
"2009","01620000","Lunenburg","Student Enrollment","Total FTE Pupils","1833.8","Count"
"2009","01620000","Lunenburg","Student Demographics","English learner % Headcount","0.4","Percent"
"2009","01620000","Lunenburg","Student Demographics","Low-Income % Headcount","8.2","Percent"
"2009","01620000","Lunenburg","Student Demographics","Student Headcount","1739.0","Count"
"2009","01620000","Lunenburg","Student Demographics","Students with disabilities % Headcount","14.7","Percent"
"2009","01620000","Lunenburg","Teacher Salaries","Teacher FTE","120.2","Count"
"2009","01620000","Lunenburg","Teacher Salaries","Teachers per 100 FTE students","6.9","Count"
"2009","01620000","Lunenburg","Other Staff","Instructional Coach FTE","0.0","Count"
"2009","01620000","Lunenburg","Other Staff","Instructional Support FTE","5.0","Count"
"2009","01620000","Lunenburg","Other Staff","Paraprofessional FTE","46.4","Count"
"2009","01620000","Lunenburg","Other Staff","Special Education Instructional Support FTE","1.0","Count"
"2009","01620000","Lunenburg","MCAS Performance","ELA Grade 10 % Meets or Exceeds","91.9","Percent"
"2009","01620000","Lunenburg","MCAS Performance","ELA Grades 3-8 % Meets or Exceeds","75.9","Percent"
"2009","01620000","Lunenburg","MCAS Performance","Math Grade 10 % Meets or Exceeds","88.2","Percent"
"2009","01620000","Lunenburg","MCAS Performance","Math Grades 3-8 % Meets or Exceeds","67.3","Percent"
"2009","01620000","Lunenburg","Expenditures Per Pupil","Administration","333.0","Amount"
"2009","01620000","Lunenburg","Expenditures Per Pupil","Guidance, Counseling and Testing","317.0","Amount"
"2009","01620000","Lunenburg","Expenditures Per Pupil","Instructional Leadership","765.0","Amount"
"2009","01620000","Lunenburg","Expenditures Per Pupil","Instructional Materials, Equipment and Technology","127.0","Amount"
"2009","01620000","Lunenburg","Expenditures Per Pupil","Insurance, Retirement Programs and Other","1693.0","Amount"
"2009","01620000","Lunenburg","Expenditures Per Pupil","Operations and Maintenance","872.0","Amount"
"2009","01620000","Lunenburg","Expenditures Per Pupil","Other Teaching Services","955.0","Amount"
"2009","01620000","Lunenburg","Expenditures Per Pupil","Professional Development","85.0","Amount"
"2009","01620000","Lunenburg","Expenditures Per Pupil","Pupil Services","1022.0","Amount"
"2009","01620000","Lunenburg","Expenditures Per Pupil","Teachers","4189.0","Amount"
"2009","01620000","Lunenburg","Expenditures Per Pupil","Total Expenditures","10605.0","Amount"
"2009","01620000","Lunenburg","Expenditures Per Pupil","Total In-District Expenditures","10359.0","Amount"
